小区名称,地址,参考价格,建筑年代,建筑类型,物业费用,物业公司,开发商,楼栋总数,房屋总数
金福楼,(南海西樵)江浦西路56号,3839,暂无信息 ,未知类型,暂无信息,暂无信息,暂无信息,1栋,14户
同德巷12号,(高明荷城)同德巷12号,3687,暂无信息 ,未知类型,暂无信息,暂无信息,暂无信息,1栋,56户
文锋西路,(三水西南街道)文锋西路,3832,暂无信息 ,未知类型,暂无信息,暂无信息,暂无信息,5栋,34户
和兴巷4号,(高明荷城)和兴巷4号,3392,暂无信息 ,未知类型,暂无信息,暂无信息,暂无信息,1栋,30户
站前路九号,(三水西南街道)站前路9号,3086,2000年建成 ,未知类型,暂无信息,暂无信息,暂无信息,2栋,66户
新达街五号,(三水西南街道)新达街5号,3781,暂无信息 ,未知类型,暂无信息,暂无信息,暂无信息,2栋,68户
站前街,(三水西南街道)站前街,3729,暂无信息 ,未知类型,暂无信息,暂无信息,暂无信息,3栋,32户
泰山巷46号,(高明荷城)泰山巷46号,3905,暂无信息 ,未知类型,暂无信息,暂无信息,暂无信息,1栋,46户
兴达巷9号,(高明荷城)兴达巷9号,3888,1994年建成 ,板楼,0.5元/平米/月,暂无信息,暂无信息,3栋,84户
水仙巷8号,(高明荷城)水仙巷8号,3746,1999年建成 ,未知类型,暂无信息,暂无信息,暂无信息,1栋,20户
松涛街12号,(高明荷城)松涛街12号,3208,2010年建成 ,未知类型,暂无信息,暂无信息,暂无信息,1栋,36户
环城路39号,(三水西南街道)环城路39号,3713,暂无信息 ,未知类型,暂无信息,暂无信息,暂无信息,1栋,12户
荷城街道二塑小区,(高明荷城)沿江路荷城街道二塑小区,3578,暂无信息 ,未知类型,暂无信息,暂无信息,暂无信息,12栋,396户
文峰东,(三水西南街道)广东省佛山市三水区西南街道文锋东路9号,3202,暂无信息 ,未知类型,暂无信息,暂无信息,暂无信息,1栋,2户
酒厂新邨,(南海九江)太平东路酒厂新邨,3871,1993年建成 ,塔楼,0.3至0.8元/平米/月,无物业管理服务,九江金玉置业有限公司,10栋,114户
绿泉花园,(南海西樵)庆元大道西岸绿泉花园,3867,2000年建成 ,未知类型,暂无信息,暂无信息,暂无信息,3栋,172户
桂宝五街一巷,(三水西南街道)桂宝五街一巷,3059,暂无信息 ,未知类型,暂无信息,暂无信息,暂无信息,1栋,1户
童乐路一巷,(三水西南街道)童乐路一巷,3482,暂无信息 ,未知类型,暂无信息,暂无信息,暂无信息,1栋,14户
新华路七号,(三水西南街道)新华路7号,2951,暂无信息 ,未知类型,暂无信息,暂无信息,暂无信息,1栋,2户
星河路57号,(高明荷城)星河路57号,3405,暂无信息 ,未知类型,暂无信息,暂无信息,暂无信息,1栋,12户
安盛楼,(顺德龙江)天湖二路9号,3247,暂无信息 ,未知类型,暂无信息,暂无信息,暂无信息,1栋,24户
富善路42号,(三水西南街道)富善路42号,3894,2001年建成 ,平房,暂无信息,暂无信息,暂无信息,1栋,18户
吉庆巷16号,(高明荷城)吉庆巷16号,3603,暂无信息 ,未知类型,暂无信息,暂无信息,暂无信息,1栋,48户
儒林西路48号,(南海九江)儒林西路48号,3091,2006年建成 ,未知类型,暂无信息,暂无信息,暂无信息,1栋,1户
升华巷3号,(高明荷城)升华巷3号,3647,暂无信息 ,未知类型,暂无信息,暂无信息,暂无信息,1栋,40户
泰华路263号,(高明荷城)泰华路263号,3351,暂无信息 ,未知类型,暂无信息,暂无信息,暂无信息,1栋,30户
江浦西路14号,(南海西樵)江浦西路14号,3365,2010年建成 ,未知类型,暂无信息,暂无信息,暂无信息,1栋,1户
文锋中路九巷,(三水西南街道)文锋中路九巷,3478,暂无信息 ,未知类型,暂无信息,暂无信息,暂无信息,2栋,2户
稻花巷22号,(高明荷城)稻花巷22号,3720,暂无信息 ,未知类型,暂无信息,暂无信息,暂无信息,1栋,6户
福宁巷3号,(高明荷城)福宁巷3号,3516,暂无信息 ,板楼,暂无信息,暂无信息,暂无信息,2栋,52户
红卫一街,(三水西南街道)红卫一街,3136,暂无信息 ,未知类型,暂无信息,暂无信息,暂无信息,2栋,29户
荣华楼,(南海西樵)文明路1号,3665,暂无信息 ,板楼,0.8元/平米/月,自主物业,暂无信息,1栋,56户
三洲新天地,(高明荷城)高明大道东833号,5280,2000年建成 ,塔楼/板楼,1.3元/平米/月,广州市开物物业管理有限公司佛山分公司,佛山高明梁盛置业有限公司,4栋,316户
思贤北区,(南海小塘)长安路思贤北区,5731,1990年建成 ,板楼,0.8元/平米/月,无物业管理服务,无,32栋,569户
碧云轩,(南海西樵)朝乐路29号,5839,2000年建成 ,板楼,1.2元/平米/月,业主委员会,碧桂园,5栋,158户
怡芳巷4号,(高明荷城)怡芳巷4号,4736,1998年建成 ,板楼,暂无信息,自主委员会管理,暂无信息,1栋,10户
兴祥路,(南海小塘)兴祥路,5640,2000年建成 ,板楼,0.8元/平米/月,业主自聘保安管理,暂无信息,6栋,57户
明园,(南海九江)儒林西直街60号,4123,1994年建成 ,塔楼,0.3元/平米/月,暂无信息,"""浙江富园房地产开发有限公司",3栋,40户
怡景花园(高明),(高明荷城)夷英巷怡景花园,5105,2005年建成 ,板楼,0.7元/平米/月,业主委员会,广东翔宇房地产开发公司,5栋,202户
小塘商会,(南海小塘)红星南路小塘商会,4621,1995年建成 ,板楼,暂无信息,无物业管理,暂无信息,1栋,24户
有为大道兰苑一街3号,(南海丹灶)有为大道兰苑一街3号,5518,暂无信息 ,塔板结合,1元/平米/月,暂无信息,暂无信息,2栋,15户
碧玉小区,(南海西樵)丰贤街28号,4826,1999年建成 ,塔板结合,1元/平米/月,暂无信息,暂无信息,7栋,102户
思贤西区,(南海小塘)长安路思贤西区,5617,1990年建成 ,塔楼,0.8至2.46元/平米/月,广东万德丰物业服务有限公司佛山分公司,苏州保利隆威置业有限公司,21栋,352户
佛山市南海区狮山镇松岗沿江北东路1号,(南海松岗)松岗沿江北东路1号,5416,2010年建成 ,板楼,暂无信息,暂无信息,暂无信息,1栋,14户
信和巷,(高明荷城)信和巷,4378,1997年建成 ,板楼,0.6元/平米/月,业主自管,暂无信息,1栋,32户
长安西街,(南海小塘)长安西街,5604,1995年建成 ,塔楼/板楼,暂无信息,无物业管理,长峰集团,4栋,49户
佛奥星光广场,(顺德乐从)乐从镇乐从大道南,5012,2010年建成 ,塔楼,2至3.5元/平米/月,业主自管,佛山市顺德区星光广场投资有限公司,4栋,3248户
三水区西南街道西青大道,(三水北江新区)三水区西南街道西青大道,5621,1996年建成 ,塔楼/板楼/塔板结合,1.98至17元/平米/月,暂无信息,暂无资料,7栋,104户
综兴楼,(南海罗村)罗村新湖一路12号综兴楼,5820,暂无信息 ,板楼,暂无信息,暂无资料,暂无资料,1栋,28户
心怡苑,(三水西南街道)教育东路12号,5480,暂无信息 ,塔楼,0.85元/平米/月,佛山市添祥物业管理有限公司,佛山市三水恒基地产有限公司,11栋,251户
联星国际商业城,(顺德龙江)顺德龙江文华路三街与丰华北路盈信街交汇处,5547,2004年建成 ,塔楼,2元/平米/月,暂无资料,暂无资料,2栋,606户
阳光新邨,(高明荷城)南平街7号,5501,2000年建成 ,塔楼/板楼,1元/平米/月,业主委员会,富景房地产开发（富阳）有限公司,5栋,103户
永安南园A区,(南海小塘)永安路永安南园A区,4843,1998年建成 ,塔板结合,0.6元/平米/月,南海新都会物业公司,暂无信息,7栋,264户
兆轩花园三期商住楼,(三水西南街道)广海大道中51,4700,暂无信息 ,塔楼,0.75元/平米/月,业主委员会,暂无信息,1栋,33户
德豪花苑,(高明荷城)星河路158号,4859,2005年建成 ,板楼,0.8至1元/平米/月,业主自管,暂无信息,6栋,169户
明都广场,(高明荷城)荷香路442-19号,5820,1997年建成 ,塔楼/板楼,0.5至1.6元/平米/月,佛山市恒骏物业管理有限公司,广东华隆房地产开发有限公司,15栋,830户
海景花园(高明),(高明荷城)文华路543号,4172,1995年建成 ,塔板结合,0.5元/平米/月,暂无信息,暂无信息,4栋,74户
D5安全小区,(南海丹灶)金伟路D5安全小区,5821,2017年建成 ,塔楼,2元/平米/月,佛山市南海区丹灶仙湖湖景物业管理有限公司,暂无信息,4栋,101户
乐怡居,(高明荷城)高明区荷城街道文华路,5643,2006年建成 ,板楼/塔板结合,0.75元/平米/月,业主委员会,暂无信息,3栋,73户
永康商住楼,(禅城南庄)人和路17号,5436,1999年建成 ,板楼,0.8元/平米/月,暂无信息,暂无信息,1栋,36户
永安南园B区,(南海小塘)站前路永安南园B区,5137,1991年建成 ,塔楼,2.5元/平米/月,新诚物业有限公司,鸿日房产,9栋,148户
御景花园,(高明荷城)永华街8号,5518,2000年建成 ,塔板结合,0.6至1.3元/平米/月,佛山裕能物业管理公司,广东市鸿运房地产开发有限公司,3栋,315户
鸿福花园,(高明荷城)安泰路40-5号,5165,2003年建成 ,塔楼,0.5元/平米/月,业主自管,广东新德业房地产有限公司,4栋,107户
永盛楼(新湖一路),(南海罗村)新湖一路30号,5790,暂无信息 ,未知类型,暂无信息,暂无信息,暂无信息,1栋,15户
富民楼(顺德),(顺德大良中区)佛山市顺德区环市东路13号富民楼,5101,1999年建成 ,板楼,0.6元/平米/月,暂无资料,暂无资料,3栋,97户
万豪广场,(三水大塘)大兴大道98号（大塘镇政府旁）,5285,2017年建成 ,塔楼,2元/平米/月,佛山市三水万枫酒店管理有限公司,佛山市三水万林投资有限公司,3栋,395户
广佛电商城,(南海千灯湖)南海佛平路与南海大道交汇处,5440,2016年建成 ,塔楼,3.6元/平米/月,业主委员会,暂无资料,4栋,1900户
河畔名居,(高明杨和)高明区杨和镇杨梅河西路39号河畔名居,4660,2000年建成 ,板楼,1元/平米/月,佛山市星城物业管理有限公司,佛山市高明区杨梅房地产开发公司,12栋,146户
三水黄金花园,(三水白坭)三水区黄金大道38号黄金花园,5291,暂无信息 ,塔楼,1.5元/平米/月,业主自聘保安管理,暂无信息,6栋,138户
盈富馨园,(高明明城)明城镇城七路东侧，高明大道北侧,5847,2013年建成 ,塔楼,1.1至1.2元/平米/月,佛山市天明房地产发展有限公司,佛山市天明房地产发展有限公司,9栋,940户
沙头二街,(三水西南街道)沙头二街,5153,1992年建成 ,塔楼/板楼,0.5元/平米/月,自主物业,无,31栋,934户
长兴楼,(南海罗村)罗村外滩中区36号,5639,暂无信息 ,板楼,暂无信息,暂无信息,暂无信息,1栋,12户
金龙.第一城小区,(南海西樵)长堤路金龙.第一城小区,5341,2005年建成 ,塔楼,2元/平米/月,暂无信息, 陕西亿润经贸有限公司 ,4栋,96户
十小区,(三水西南街道)康乐路22号,5557,1997年建成 ,塔楼,0.2元/平米/月,业主委员会,澳德房产,53栋,1215户
月桂东园,(三水西南街道)月桂东一街2号,4181,暂无信息 ,塔楼,1元/平米/月,业主自聘保安管理,暂无信息,14栋,123户
建行大楼,(南海丹灶)工业大道2号,5280,暂无信息 ,板楼,1.8元/平米/月,暂无信息,暂无信息,1栋,28户
合益东街37号,(顺德大良新区)合益东街37号,5240,2007年建成 ,板楼,0.5元/平米/月,业主自聘保安管理,暂无信息,1栋,1户
鸿源居,(高明荷城)跃华路376号,5209,2005年建成 ,塔板结合,0.7元/平米/月,业主委员会,暂无信息,3栋,42户
化纤厂宿舍,(禅城祖庙)禅城区佛罗公路47号,5810,1985年建成 ,塔楼,2.5元/平米/月,暂无信息,暂无信息,4栋,87户
西南街第十五小区,(三水西南街道)德兴路西南街第十五小区,5483,1997年建成 ,塔楼/板楼/平房,0.8至2.8元/平米/月,无物业管理服务,深圳实业(深圳)有限公司,51栋,1179户
海口新村,(高明荷城)玉泉街16号,5733,1995年建成 ,板楼/平房,暂无信息,暂无信息,暂无信息,4栋,191户
丽景城,(高明荷城)宜家路77号,5101,暂无信息 ,塔板结合,0.6元/平米/月,业主自管,暂无信息,3栋,98户
金穗花苑,(高明荷城)益和街2号,5745,1998年建成 ,塔板结合,0.5元/平米/月,业主自管,暂无信息,6栋,140户
泰和小区,(高明荷城)泰和路73号,5631,2005年建成 ,塔楼,1元/平米/月,暂无信息,广东华隆房地产开发有限公司,1栋,176户
永安新村,(高明荷城)泰和路376号,5680,1996年建成 ,塔楼/板楼/塔板结合,0.3元/平米/月,业主自管,广东洪兴房地产开发公司,16栋,329户
樵珍花园,(南海西樵)长堤路52号,5041,暂无信息 ,塔楼,0.6元/平米/月,暂无信息,暂无信息,9栋,118户
启扬花园,(高明荷城)高明大道东471号,5735,暂无信息 ,板楼,0.65元/平米/月,业主委员会,暂无信息,4栋,172户
丰成苑,(高明荷城)广安路19号,4532,暂无信息 ,塔板结合,0.8元/平米/月,业主委员会,暂无信息,4栋,96户
鸿盛花园,(高明荷城)千彩街9号,4853,1998年建成 ,塔楼,1元/平米/月,暂无信息,无,3栋,44户
名华居,(高明荷城)云开街49号,4826,暂无信息 ,板楼,0.7元/平米/月,业主自管,暂无信息,1栋,84户
V公馆,(南海罗村)孝贤路V公馆,4516,2015年建成 ,塔板结合,2.5元/平米/月,V公馆, 合肥万科瑞翔地产有限公司,2栋,994户
