小区名称,地址,参考价格,建筑年代,建筑类型,物业费用,物业公司,开发商,楼栋总数,房屋总数
计委综合楼,"(江津老城区)竹器街16号, 竹器街12号, 竹器街2号",4299,1998年建成 ,板楼,0.3元/平米/月,暂无信息,重庆市江津建筑建材总公司,1栋,79户
乡镇企业大厦,(江津东门)滨江中路3幢,3934,2000年建成 ,塔板结合,0.5元/平米/月,暂无信息,重庆融华房地产有限公司/重庆融汇实业有限公司,1栋,37户
南安街,(江津东门)南安街25号,4524,1988年建成 ,塔楼/板楼,0.6元/平米/月,暂无信息,无,14栋,351户
农机水务局家属院,(江津老城区)西门路386号,3983,1997年建成 ,塔楼,0.6元/平米/月,暂无信息,"重庆盈普投资有限公司,重庆盈睿投资有限公司",1栋,29户
西城商街,(江津西段)西门路243号,4306,2000年建成 ,塔楼/板楼,0.6元/平米/月,暂无信息,重庆鑫源置业集团,3栋,247户
鼎苑小区,(江津老城区)鼎山大道365号,4099,2002年建成 ,塔楼/板楼,5元/平米/月,重庆一城物业管理有限公司,重庆市环宇房地产开发有限公司,2栋,78户
新街子,(江津老城区)新街子,4066,1991年建成 ,塔楼/板楼,0.5元/平米/月,暂无信息, 重庆汇东房地产开发有限公司,4栋,82户
园林所还房,(江津东门)金钗井南街29号,4622,1994年建成 ,板楼,0.6元/平米/月,暂无信息,重庆融华房地产有限公司/重庆融汇实业有限公司,3栋,121户
江津中学广厦工程,(江津老城区)相府路271号,4727,1999年建成 ,塔楼,10元/平米/月,暂无信息,重庆市江津建筑建材总公司,1栋,28户
海会苑,(江津滨江新城)浒溪路,4876,2014年建成 ,塔楼,0.5至1.8元/平米/月,重庆高天物业管理有限公司, 重庆汇东房地产开发有限公司,10栋,2008户
房管所家属院,(江津西段)西门路房管所家属院,4510,2000年建成 ,板楼,0.2元/平米/月,街道办事处（委员会）代管物业,暂无信息,1栋,70户
西关村还房综合楼,(江津西段)西园路,4642,2000年建成 ,板楼,0.5元/平米/月,暂无信息,无,1栋,15户
文体局综合楼,(江津老城区)三通街文体局综合楼,4451,1994年建成 ,板楼,0.6元/平米/月,暂无信息,重庆利达物业有限公司,2栋,15户
板桥街2号楼,(江津老城区)大同路,4384,1995年建成 ,塔楼,0.5元/平米/月,无物业管理服务,重庆市江津建筑建材总公司,1栋,45户
糖果厂综合楼,(江津老城区)大同路糖果厂综合楼,4470,1996年建成 ,板楼,0.6元/平米/月,江津鹏程物业管理有限公司,重庆融华房地产有限公司/重庆融汇实业有限公司,1栋,113户
牛奶场集资楼,(江津东部新城)江州大道517号,4620,2004年建成 ,板楼,0.3元/平米/月,暂无信息,"重庆盈普投资有限公司,重庆盈睿投资有限公司",2栋,69户
鼎邦祥院,(江津德感片区)鼎安路3号,4287,2000年建成 ,塔楼,0.8元/平米/月,暂无信息,九鼎重庆实业有限公司,2栋,366户
三奇农贸汽配综合楼,(江津东门)四方井街18号,4511,2003年建成 ,板楼/塔板结合,0.5元/平米/月,暂无信息,九鼎重庆实业有限公司,1栋,32户
五福街证券综合楼,(江津老城区)北固门街,4501,2000年建成 ,板楼,20元/平米/月,重庆江津力铎公司开发商,重庆市红光中学,1栋,36户
滨江中路25幢,(江津老城区)大同路,4148,1995年建成 ,板楼,0.3元/平米/月,暂无信息,重庆市江津建筑建材总公司,1栋,24户
清平巷40号,(江津老城区)清平巷40号,4252,1994年建成 ,塔板结合,0.2元/平米/月,暂无信息,无,1栋,64户
临江路226号,(江津老城区)临江路226号,4316,1998年建成 ,塔板结合,0.2元/平米/月,暂无信息,重庆融华房地产有限公司/重庆融汇实业有限公司,1栋,50户
实验中学集资楼,(江津西段)长城路实验中学集资楼,4267,2000年建成 ,板楼,0.6元/平米/月,暂无信息,无,1栋,112户
菜市街,(江津老城区)相府路,4530,2010年建成 ,塔楼,0.2元/平米/月,暂无信息,重庆市江津建筑建材总公司,2栋,105户
泰安综合楼,(江津老城区)通泰街30,4651,2003年建成 ,塔楼,0.6元/平米/月,暂无信息,"重庆盈普投资有限公司,重庆盈睿投资有限公司",1栋,28户
文体局综合楼,(江津老城区)三通街文体局综合楼,4451,1994年建成 ,板楼,0.6元/平米/月,暂无信息,重庆利达物业有限公司,2栋,15户
康桥小区,(江津琅山片区)几江南干道7号,4554,2009年建成 ,塔楼,0.3元/平米/月,无物业管理服务,无开发商,4栋,231户
大江中路南九巷,(巴南鱼洞)大江中路南九巷,4742,1996年建成 ,板楼,暂无信息,私人承办物业,无开发商,5栋,88户
体育馆还房,(江津东部新城)江津东部新城体育馆对面,4441,2000年建成 ,板楼,0.5元/平米/月,街道办事处（委员会）代管物业,重庆银星公司,2栋,109户
环宇小区,(江津西段)鲤鱼石路,4563,2004年建成 ,板楼,20元/平米/月,无物业管理服务,重庆融华房地产有限公司/重庆融汇实业有限公司,1栋,60户
津粮大厦,(江津老城区)城皇庙街94号,4318,1992年建成 ,板楼,1元/平米/月,业主自筹物业,无开发商,1栋,48户
工联一村,(巴南李家沱)李家沱群乐路,4719,2015年建成 ,平房,3.5元/平米/月,重庆市涪陵区毓炫物业管理有限责任公司, 重庆汇东房地产开发有限公司,9栋,675户
龙汇天池,(綦江万盛)横山镇巨龙场,4853,暂无信息 ,未知类型,2元/平米/月,暂无信息,重庆亲山盛州置业有限公司,2栋,145户
