小区名称,地址,参考价格,建筑年代,建筑类型,物业费用,物业公司,开发商,楼栋总数,房屋总数
花苑小区,(龙口西城)和平路花苑小区,3204,暂无信息 ,板楼,暂无信息,暂无信息,暂无信息,24栋,769户
水产通海家苑小区,(龙口西城)水产街水产通海家苑小区,3399,暂无信息 ,未知类型,暂无信息,暂无信息,暂无信息,14栋,396户
水产兴海家苑小区,(龙口西城)环海中路4398号,3614,暂无信息 ,未知类型,暂无信息,暂无信息,暂无信息,5栋,133户
海景壹号,(龙口东海旅游度假区)沿海路海景壹号,3007,暂无信息 ,板楼/塔板结合,0.6至1.1元/平米/月,暂无信息,航东地产,25栋,779户
双阳名居,(海阳海阳)海园路69号,3332,暂无信息 ,未知类型,暂无信息,暂无信息,暂无信息,15栋,465户
格兰晴天,(海阳海阳)海政路39号,3565,暂无信息 ,未知类型,暂无信息,暂无信息,暂无信息,2栋,67户
环保小区,(海阳海阳)新兴街19号,3372,暂无信息 ,未知类型,暂无信息,暂无信息,暂无信息,38栋,1024户
三龙海之苑,(海阳海阳)海滨中路168号,3167,暂无信息 ,板楼,0.56至0.6元/平米/月,自持物业,烟台义丰集团,25栋,816户
华安家合人家,"(福山首院)永达街东段, 福山永达街588号（河滨路与永达街交汇处西南）",3139,暂无信息 ,板楼/塔板结合,1.5元/平米/月,烟台思域华安物业有限公司,烟台百舸苑投资有限公司,10栋,930户
吕剧团家属楼,(栖霞栖霞)文化路吕剧团家属楼,3470,暂无信息 ,未知类型,暂无信息,暂无信息,暂无信息,1栋,42户
华荣小区,(栖霞栖霞)金岭路153号,3795,暂无信息 ,板楼,20元/平米/月,暂无信息,暂无信息,6栋,180户
李巷家园,(龙口黄城)港城大道224号,3794,暂无信息 ,未知类型,暂无信息,暂无信息,暂无信息,7栋,276户
福慧嘉园,(龙口黄城)新乡路福慧嘉园,3873,暂无信息 ,塔板结合,6元/平米/月,无物业管理服务,山联实业,6栋,112户
财源花苑,(龙口黄城)文莱街331号,3884,暂无信息 ,塔板结合,0.6元/平米/月,暂无信息, 嘉兴世茂新世纪置业有限公司,18栋,709户
兴华街616号,(牟平工商大街)兴华街616号,3631,暂无信息 ,板楼,暂无信息,无物业管理服务,无开发商,2栋,17户
养心苑,(龙口南山)山水五路养心苑,3904,暂无信息 ,板楼,1.2至9元/平米/月,南山物业,烟建集团有限公司,35栋,1849户
海滨小区,(龙口西城)振兴中路470号,3799,暂无信息 ,塔板结合,10元/平米/月,街道办事处（居委会）代管物业,东海置业有限公司,21栋,440户
体育馆路515,(牟平工商大街)体育馆路515号,3624,暂无信息 ,未知类型,暂无信息,暂无信息,暂无信息,1栋,1户
民主小区,(海阳海阳)民主路民主小区,3178,暂无信息 ,未知类型,暂无信息,暂无信息,暂无信息,20栋,626户
庄园小区,(栖霞栖霞)霞光路85号,3346,暂无信息 ,未知类型,暂无信息,暂无信息,暂无信息,11栋,375户
渔港小区,(龙口西城)振兴中路844号,3113,暂无信息 ,塔板结合,1.5元/平米/月,暂无信息,烟台义丰集团,32栋,942户
海涛新都D区阳光托斯卡纳,(龙口东海旅游度假区)海涛一路海涛新都D区阳光托斯卡纳,3800,暂无信息 ,板楼/塔板结合,0.6至2元/平米/月,烟台市东林物业管理有限公司,苏州何山房产,15栋,309户
怡天海景C区,(龙口东海旅游度假区)怡景一路怡天海景C区,3609,暂无信息 ,板楼/塔板结合,30元/平米/月,暂无信息,南山佳景置业有限公司,23栋,783户
湖光海景A区,(龙口东海旅游度假区)林海路湖光海景A区,3817,暂无信息 ,板楼,0.6元/平米/月,暂无信息,暂无信息,18栋,1102户
悦海居,(龙口东海旅游度假区)怡景北路悦海居,3347,暂无信息 ,板楼/塔板结合,0.5至1.5元/平米/月,烟台南山物业管理有限公司,山东胜通房地产开发有限公司,43栋,2287户
怡天海景城B区,(龙口东海旅游度假区)怡景南路怡天海景城B区,3598,暂无信息 ,板楼,0.6元/平米/月,暂无信息,南山佳景置业有限公司,27栋,1081户
星海苑,(龙口东海旅游度假区)星海路37号,3476,暂无信息 ,板楼,0.6至1.1元/平米/月,烟台南山物业管理有限公司,烟台南山置业发展有限公司,14栋,856户
冯格庄教师公寓,(莱阳莱阳市)韶山路冯格庄教师公寓,3898,暂无信息 ,板楼,暂无信息,暂无信息,莱阳建业建筑集团有限责任公司,6栋,211户
福海路16号,(福山福海路)福海路,3727,暂无信息 ,未知类型,暂无信息,暂无信息,暂无信息,1栋,196户
工商大街165号,(牟平工商大街)工商大街165号,3492,暂无信息 ,未知类型,暂无信息,暂无信息,暂无信息,1栋,14户
卢森堡,(龙口东海旅游度假区)海涛一路28号,3503,暂无信息 ,板楼/塔板结合,0.6元/平米/月,暂无信息,暂无信息,39栋,2219户
南生活区,(龙口黄城)港城大道南生活区,3545,暂无信息 ,未知类型,暂无信息,暂无信息,暂无信息,2栋,33户
松涛海景,(龙口东海旅游度假区)观海一路松涛海景,3542,暂无信息 ,板楼,1.5元/平米/月,暂无信息,南山佳景置业有限公司,7栋,110户
御海湾,(龙口东海旅游度假区)怡景北路御海湾,3430,暂无信息 ,板楼,0.6元/平米/月,诚德物业管理有限公司,烟台海基置业有限公司,13栋,285户
高尔夫观邸,(龙口东海旅游度假区)怡景北路37号,3638,暂无信息 ,塔楼/板楼/塔板结合,0.6至1.1元/平米/月,烟台美航物业管理有限公司,烟台海基置业有限公司,37栋,1608户
新二巷,(牟平工商大街)新二巷,3767,暂无信息 ,塔楼,暂无信息,暂无信息,暂无信息,1栋,5户
龙族御景小城,(龙口东海旅游度假区)海涛二路龙族御景小城,3848,暂无信息 ,板楼,0.6元/平米/月,暂无信息,暂无信息,5栋,127户
果品小区,(龙口黄城)港城大道271号,3666,暂无信息 ,板楼,0.5至1.5元/平米/月,东林物业,物业和度娘都不知道开发商名称,9栋,414户
新兴小区,(龙口黄城)芦头街新兴小区,3009,暂无信息 ,塔板结合,1.5元/平米/月,暂无信息,烟建集团有限公司,42栋,1100户
欧洲苑,(龙口东海旅游度假区)海涛一路欧洲苑,3670,暂无信息 ,板楼/塔板结合,0.6至1.5元/平米/月,暂无信息,东海房地产开发有限公司,25栋,1420户
东三街散盘,(牟平工商大街)东三街506号,3488,暂无信息 ,板楼,暂无信息,东林物业,无,4栋,7户
天创小区,(海阳海阳)海东路18号,3195,暂无信息 ,未知类型,暂无信息,暂无信息,暂无信息,2栋,551户
观海听涛,(龙口东海旅游度假区)沿海路观海新苑,3426,暂无信息 ,未知类型,暂无信息,暂无信息,暂无信息,32栋,1048户
阳光帝景,(龙口东海旅游度假区)静海路阳光帝景,3315,暂无信息 ,板楼/塔板结合,0.6元/平米/月,暂无信息, 陕西亿润经贸有限公司 ,38栋,1821户
怡海馨苑,(龙口东海旅游度假区)海河东路怡海馨苑,3491,暂无信息 ,板楼/塔板结合,0.6至1.1元/平米/月,暂无信息,烟台南山置业发展有限公司,39栋,2807户
蔚澜香醍,(龙口东海旅游度假区)静海路97号,3542,暂无信息 ,板楼/塔板结合,0.6至1.5元/平米/月,暂无信息,东海房地产开发有限公司,20栋,1038户
金海湾社区,(龙口西城)电厂南路1001号,3301,暂无信息 ,塔板结合,4元/平米/月,暂无信息,暂无信息,62栋,1725户
恒鑫小区,(龙口黄城)怡园路恒鑫小区,3519,暂无信息 ,板楼/塔板结合/平房,0.4至1.5元/平米/月,烟台星城物业管理有限公司, 陕西亿润经贸有限公司 ,8栋,94户
胜景园,(龙口南山)山水三路胜景园,3511,暂无信息 ,未知类型,暂无信息,暂无信息,暂无信息,31栋,760户
牟平文化局家属楼,(牟平工商大街)烟台市牟平区政府大街366号,3397,暂无信息 ,未知类型,暂无信息,暂无信息,暂无信息,1栋,21户
龙口宋家疃小区,(龙口黄城)龙口市东莱街道冯家路,3731,暂无信息 ,板楼,0.5元/平米/月,暂无信息,暂无信息,11栋,540户
范园路8号,(牟平工商大街)范园路8号,3549,暂无信息 ,未知类型,暂无信息,暂无信息,暂无信息,1栋,1户
棉纺一区,(牟平牟平周边)人和街359号,3036,暂无信息 ,板楼,0.5元/平米/月,无物业管理服务,无,3栋,8户
东盛帝景佳苑,(栖霞栖霞)向阳路东盛帝景佳苑,3662,暂无信息 ,未知类型,暂无信息,暂无信息,暂无信息,19栋,652户
发动厂家属楼,(牟平工商大街)沿河路3号,3105,暂无信息 ,板楼,暂无信息,暂无信息,暂无信息,1栋,1户
电业小区,(栖霞栖霞)电业路218号,3478,暂无信息 ,未知类型,暂无信息,暂无信息,暂无信息,4栋,2户
轮胎新村,(招远招远)泉山路69号,3478,暂无信息 ,未知类型,暂无信息,暂无信息,暂无信息,9栋,135户
海润阳光,(海阳海阳)阳光路8号,3284,暂无信息 ,塔板结合,1.2元/平米/月,烟台万科物业服务有限公司,暂无信息,4栋,11户
万寿社区挂榜街1弄,(蓬莱蓬莱市)紫荆山办事处万寿社区挂榜街1弄,3558,暂无信息 ,未知类型,暂无信息,暂无信息,暂无信息,1栋,1户
新港路电厂东院,(龙口西城)新港路电厂东院,3392,暂无信息 ,板楼,2元/平米/月,暂无信息,暂无信息,5栋,102户
河北路小区,(龙口西城)海港路2027号,3455,暂无信息 ,未知类型,暂无信息,暂无信息,暂无信息,4栋,126户
城南西区小区,(招远招远)罗峰路城南西区小区,3245,暂无信息 ,未知类型,暂无信息,暂无信息,暂无信息,12栋,259户
劳动局家属楼,(龙口黄城)港城大道314号,3455,暂无信息 ,未知类型,暂无信息,暂无信息,暂无信息,2栋,48户
怡天海景城G区,(龙口东海旅游度假区)观海一路怡天海景城G区,3511,暂无信息 ,塔板结合,暂无信息,暂无信息,暂无信息,9栋,223户
顺正里,(牟平工商大街)通海路518号,3715,暂无信息 ,未知类型,暂无信息,暂无信息,暂无信息,1栋,3户
兴海社区,(海阳海阳)海河路兴海社区,3068,暂无信息 ,板楼,暂无信息,暂无信息,暂无信息,5栋,212户
锦绣园,(龙口南山)黄水路西侧南山佛光养生谷西区C19地块1号楼2-401,3437,暂无信息 ,板楼,2.1元/平米/月,南山物业,烟台南山置业发展有限公司,43栋,1654户
高尔夫蔚蓝海岸,(龙口东海旅游度假区)怡景北路高尔夫蔚蓝海岸,3234,暂无信息 ,板楼,0.6元/平米/月,暂无信息,龙口正禾旅游开发有限公司,56栋,2408户
理城嘉苑,(海阳海阳)海天路129号,3342,暂无信息 ,未知类型,暂无信息,暂无信息,暂无信息,26栋,830户
富海住宅小区,(牟平牟平振华)振兴街596号,3573,暂无信息 ,未知类型,暂无信息,暂无信息,暂无信息,6栋,9户
博展财府,(蓬莱蓬莱市)南王街道长江东路3号博展财府3号楼2单元1407号,3736,暂无信息 ,塔楼/板楼/塔板结合,0.5至1.5元/平米/月,烟台博源物业管理有限公司,蓬莱开发有限公司,9栋,846户
顺正小区（新一巷）,(牟平工商大街)顺正小区（新一巷）,3135,暂无信息 ,板楼,暂无信息,暂无信息,暂无信息,3栋,43户
瀚海绿城,(龙口东海旅游度假区)海涛二路6号,3482,暂无信息 ,未知类型,暂无信息,暂无信息,暂无信息,3栋,50户
长安家园,(海阳海阳)东凤大道南路长安家园,3737,暂无信息 ,未知类型,暂无信息,暂无信息,暂无信息,6栋,202户
锦绣花园东区,(栖霞栖霞)锦绣路锦绣花园,3349,暂无信息 ,板楼/塔板结合,1.6元/平米/月,无物业管理服务,暂无信息,25栋,1204户
东盛帝景佳苑,(栖霞栖霞)向阳路东盛帝景佳苑,3662,暂无信息 ,未知类型,暂无信息,暂无信息,暂无信息,19栋,652户
月牙河花园,(栖霞栖霞)栖霞市臧家庄镇政府驻地,3142,暂无信息 ,板楼,0.9元/平米/月,暂无信息,暂无信息,2栋,2户
东盛御湖名园,(栖霞栖霞)文化路391号,3656,暂无信息 ,未知类型,暂无信息,暂无信息,暂无信息,22栋,915户
保险公司家属楼,(蓬莱蓬莱市)东关路,3260,暂无信息 ,未知类型,暂无信息,暂无信息,暂无信息,1栋,1户
龙口宋家疃小区,(龙口黄城)龙口市东莱街道冯家路,3731,暂无信息 ,板楼,0.5元/平米/月,暂无信息,暂无信息,11栋,540户
顺正里,(牟平工商大街)通海路518号,3715,暂无信息 ,未知类型,暂无信息,暂无信息,暂无信息,1栋,3户
兴海社区,(海阳海阳)海河路兴海社区,3068,暂无信息 ,板楼,暂无信息,暂无信息,暂无信息,5栋,212户
锦绣园,(龙口南山)黄水路西侧南山佛光养生谷西区C19地块1号楼2-401,3437,暂无信息 ,板楼,2.1元/平米/月,南山物业,烟台南山置业发展有限公司,43栋,1654户
劳动局家属楼,(龙口黄城)港城大道314号,3455,暂无信息 ,未知类型,暂无信息,暂无信息,暂无信息,2栋,48户
轮胎新村,(招远招远)泉山路69号,3478,暂无信息 ,未知类型,暂无信息,暂无信息,暂无信息,9栋,135户
富海住宅小区,(牟平牟平振华)振兴街596号,3573,暂无信息 ,未知类型,暂无信息,暂无信息,暂无信息,6栋,9户
博展财府,(蓬莱蓬莱市)南王街道长江东路3号博展财府3号楼2单元1407号,3736,暂无信息 ,塔楼/板楼/塔板结合,0.5至1.5元/平米/月,烟台博源物业管理有限公司,蓬莱开发有限公司,9栋,846户
沿河路566号,(牟平工商大街)沿河路566号,2914,暂无信息 ,未知类型,暂无信息,暂无信息,暂无信息,1栋,2户
阳光花城,(栖霞栖霞)迎宾路阳光花城,3124,暂无信息 ,未知类型,暂无信息,暂无信息,暂无信息,12栋,373户
梁家矿东院,(龙口西城)振兴北路梁家矿东院,2960,暂无信息 ,未知类型,暂无信息,暂无信息,暂无信息,18栋,610户
邹家新区,(龙口黄城)羊岚街邹家新区,3901,暂无信息 ,未知类型,暂无信息,暂无信息,暂无信息,1栋,32户
东市场小区家属楼,(蓬莱蓬莱市)东市场小区家属楼,3843,暂无信息 ,未知类型,暂无信息,暂无信息,暂无信息,1栋,4户
发动厂家属楼,(牟平工商大街)沿河路3号,3105,暂无信息 ,板楼,暂无信息,暂无信息,暂无信息,1栋,1户
万寿社区挂榜街1弄,(蓬莱蓬莱市)紫荆山办事处万寿社区挂榜街1弄,3558,暂无信息 ,未知类型,暂无信息,暂无信息,暂无信息,1栋,1户
海润阳光,(海阳海阳)阳光路8号,3284,暂无信息 ,塔板结合,1.2元/平米/月,烟台万科物业服务有限公司,暂无信息,4栋,11户
电业小区,(栖霞栖霞)电业路218号,3478,暂无信息 ,未知类型,暂无信息,暂无信息,暂无信息,4栋,2户
新港路电厂东院,(龙口西城)新港路电厂东院,3392,暂无信息 ,板楼,2元/平米/月,暂无信息,暂无信息,5栋,102户
河北路小区,(龙口西城)海港路2027号,3455,暂无信息 ,未知类型,暂无信息,暂无信息,暂无信息,4栋,126户
长安家园,(海阳海阳)东凤大道南路长安家园,3737,暂无信息 ,未知类型,暂无信息,暂无信息,暂无信息,6栋,202户
夜市二轻家属楼工商大街,(牟平工商大街)工商大街568号,3325,暂无信息 ,板楼,暂无信息,暂无信息,暂无信息,2栋,2户
温泉小区,(招远招远)温泉路129号,3336,暂无信息 ,板楼,0.5元/平米/月,暂无信息,暂无信息,40栋,1286户
师范路307号,(牟平通海路)师范路307号,3749,暂无信息 ,塔楼,暂无信息,暂无信息,暂无信息,1栋,2户
锦绣花园东区,(栖霞栖霞)锦绣路锦绣花园,3349,暂无信息 ,板楼/塔板结合,1.6元/平米/月,无物业管理服务,暂无信息,25栋,1204户
海福莱花园,(栖霞栖霞)福莱里51号,3395,暂无信息 ,塔板结合,2.16元/平米/月,山东惠万家物业管理公司,山东山东裕丰实业有限公司,12栋,534户
瀚海绿城,(龙口东海旅游度假区)海涛二路6号,3482,暂无信息 ,未知类型,暂无信息,暂无信息,暂无信息,3栋,50户
恒大·丁字湾世纪文化城,(莱阳莱阳市)羊郡镇恒大丁字湾世纪文化城,3266,暂无信息 ,板楼,1.8元/平米/月,恒大金碧物业有限公司烟台分公司,暂无信息,112栋,8747户
邹家新区,(龙口黄城)羊岚街邹家新区,3901,暂无信息 ,未知类型,暂无信息,暂无信息,暂无信息,1栋,32户
沿河路566号,(牟平工商大街)沿河路566号,2914,暂无信息 ,未知类型,暂无信息,暂无信息,暂无信息,1栋,2户
东海黄金海岸海韵苑,(龙口东海旅游度假区)沿海路东海黄金海岸海韵苑,3600,暂无信息 ,板楼,0.6元/平米/月,烟台南山物业管理有限公司,东海成地产,46栋,2223户
梁家矿东院,(龙口西城)振兴北路梁家矿东院,2960,暂无信息 ,未知类型,暂无信息,暂无信息,暂无信息,18栋,610户
老棉纺厂家属楼,(蓬莱蓬莱市)南关路老棉纺厂家属楼,3565,暂无信息 ,未知类型,暂无信息,暂无信息,暂无信息,2栋,2户
东市场小区家属楼,(蓬莱蓬莱市)东市场小区家属楼,3843,暂无信息 ,未知类型,暂无信息,暂无信息,暂无信息,1栋,4户
东关路611号,(牟平工商大街)牟平区东关路611号,3642,暂无信息 ,未知类型,暂无信息,暂无信息,暂无信息,1栋,1户
凤凰国际乡村社区,(海阳海阳)东凤大道南路60号,3545,暂无信息 ,塔楼/板楼/平房,0.452至0.6元/平米/月,自持物业,暂无信息,60栋,2117户
春晓街邮局楼,(牟平工商大街)牟平区春晓街邮局楼607栋2单元402,3797,暂无信息 ,未知类型,暂无信息,暂无信息,暂无信息,1栋,2户
凤凰八佰,(海阳海阳)阳和路17号,3663,暂无信息 ,塔楼/板楼,0.55至1元/平米/月,自持物业,烟台招商地产,27栋,1098户
师范小区,(海阳海阳)虎山街师范小区,3752,暂无信息 ,平房,暂无信息,暂无信息,暂无信息,10栋,430户
华瑞园,(莱州莱州)金仓街道环海路1727号,3446,暂无信息 ,未知类型,暂无信息,暂无信息,暂无信息,5栋,9户
百福小区,(龙口西城)央格街百福小区,3038,暂无信息 ,未知类型,暂无信息,暂无信息,暂无信息,3栋,72户
环峰碧海豪庭,(蓬莱蓬莱市)峰台山中路环峰碧海豪庭,3738,暂无信息 ,塔楼/板楼/塔板结合,0.1至10元/平米/月,暂无信息,无,55栋,672户
东海黄金海岸怡海苑,(龙口东海旅游度假区)沿海路36号,3826,暂无信息 ,板楼,0.6元/平米/月,烟台南山物业管理有限公司,烟台海基置业有限公司,45栋,1879户
慢城宁海,(牟平鱼鸟河)新城大街918号,5737,暂无信息 ,板楼/塔板结合,1元/平米/月,烟台新潮物业管理有限公司,烟台新潮房地产开发有限公司,13栋,2810户
东海黄金海岸东海名居,(龙口东海旅游度假区)林海路226号,3917,暂无信息 ,板楼,0.6元/平米/月,烟台南山物业管理有限公司,烟台海基置业有限公司,195栋,8327户
蓬莱新世界花园,(蓬莱蓬莱市)山东路7号,4225,暂无信息 ,板楼,0.4至0.5元/平米/月,蓬莱市义和物业管理有限公司,暂无信息,33栋,2102户
东海黄金海岸福海阁,(龙口东海旅游度假区)沿海路东海黄金海岸福海阁,4185,暂无信息 ,塔楼/板楼,0.6至1.1元/平米/月,烟台南山物业管理有限公司,烟台海基置业有限公司,73栋,3841户
怡园小区,(龙口黄城)通海路378号,4468,暂无信息 ,板楼,0.6元/平米/月,怡诚物业,中国邮政局建造,49栋,1672户
黄金小区,(蓬莱蓬莱市)富民路228号,5121,暂无信息 ,板楼,0.1至0.5元/平米/月,暂无信息,暂无信息,22栋,683户
西苑小区(牟平),(牟平鱼鸟河)北关大街838号,5327,暂无信息 ,塔楼/板楼,0.6元/平米/月,无物业管理服务,无开发商,14栋,378户
东油南区,(牟平牟平振华)永安路129号,5546,暂无信息 ,板楼,0.6至0.8元/平米/月,无物业管理服务,无开发商,30栋,667户
馨和花园,(蓬莱蓬莱市)窑桥路1号,5083,暂无信息 ,板楼,0.5至0.6元/平米/月,烟台市鹏华物业管理有限公司,暂无信息,21栋,524户
星海湖畔小区,(龙口东海旅游度假区)碧海路星海湖畔,3964,暂无信息 ,板楼,0.6至1.1元/平米/月,烟台南山物业管理有限公司,烟台南山置业发展有限公司,170栋,8249户
东海明珠,(龙口东海旅游度假区)沿海路9号,3940,暂无信息 ,板楼,0.6至0.8元/平米/月,烟台南山物业管理有限公司,东海成地产,23栋,1152户
北方汽配,(福山鸿福街)福海路1000号,4970,暂无信息 ,塔楼/板楼,1.5元/平米/月,无物业管理服务,无开发商,13栋,446户
粮食局小区,(蓬莱蓬莱市)县后路粮食局小区,4903,暂无信息 ,板楼,0.5元/平米/月,无物业管理服务,暂无信息,8栋,174户
正一街599号,(牟平工商大街)正一街599号,5039,暂无信息 ,板楼,暂无信息,无物业管理服务,无开发商,3栋,22户
新建小区,(牟平工商大街)东关路新建小区,4870,暂无信息 ,板楼,暂无信息,无物业管理服务,无开发商,24栋,918户
东陌堂如画,(福山福山周边)门楼镇陌堂大街8号,4757,暂无信息 ,板楼,0.6至1.2元/平米/月,山东东润物业服务有限公司,烟台东润置业有限公司,18栋,1015户
地源大厦,(开发区天地广场)天山路地源大厦,5346,暂无信息 ,板楼,10元/平米/月,无物业管理服务,烟台华润置业有限公司,1栋,477户
华达大厦,(芝罘三水)海港路29号,4777,暂无信息 ,塔楼,暂无信息,无物业管理服务,无开发商,1栋,756户
沙河崖小区,(牟平牟平振华)西关路351号,5808,暂无信息 ,板楼,0.5元/平米/月,无物业管理服务,无开发商,13栋,370户
家属楼,(福山福海路)崇文街180号,5109,暂无信息 ,板楼,暂无信息,无物业管理服务,无开发商,3栋,57户
育林路6号,(芝罘黄务)育林路6号,5459,暂无信息 ,板楼,暂无信息,无物业管理服务,无开发商,1栋,63户
金汇新区,(牟平牟平振华)东关路436号,4779,暂无信息 ,未知类型,暂无信息,暂无信息,暂无信息,6栋,246户
姜家庄小区,(牟平工商大街)牟山路姜家庄小区,5338,暂无信息 ,板楼,0.5元/平米/月,无物业管理服务,无开发商,20栋,551户
QQ公馆,(芝罘通世南路)机场路,5741,暂无信息 ,平房,4元/平米/月,明仕物业, 陕西亿润经贸有限公司 ,1栋,900户
黄山街,(芝罘文化路)南大街黄山街,5710,暂无信息 ,板楼,2.5元/平米/月,万科物业,上海建筑,5栋,31户
河滨佳苑,(牟平牟平周边)武五路601号,4793,暂无信息 ,板楼/平房,5元/平米/月,街道办事处（居委会）代管物业,上海拉薇达置业有限公司,4栋,112户
梅苑四区,(牟平工商大街)兴华街626号,5856,暂无信息 ,板楼,暂无信息,无物业管理服务,无开发商,4栋,109户
福桥小区,(牟平工商大街)牟山路571-20号,5562,暂无信息 ,板楼/塔板结合,1.5元/平米/月,自持物业, 合肥万科瑞翔地产有限公司,5栋,104户
西海岸,(龙口西城)环海路西海岸,4645,暂无信息 ,板楼/塔板结合,0.6至1.5元/平米/月,南山物业,龙口市海富房地产开发有限公司,74栋,3215户
梅苑二区,(牟平工商大街)西关路522号,5250,暂无信息 ,板楼,暂无信息,无物业管理服务,无开发商,4栋,152户
政府大街,"(牟平工商大街)政府大街, 政府大街118号",4425,暂无信息 ,塔板结合,2.5元/平米/月,街道办事处（居委会）代管物业, 合肥万科瑞翔地产有限公司,7栋,48户
安建丽都,(海阳海阳)海阳路10号,5149,暂无信息 ,塔板结合,1元/平米/月,南山物业,暂无信息,4栋,316户
金娃小区,(招远招远)梦芝路99号,4416,暂无信息 ,未知类型,暂无信息,暂无信息,暂无信息,17栋,600户
鑫怡小区南区,(招远招远)晨钟路123号,4915,暂无信息 ,未知类型,暂无信息,暂无信息,暂无信息,4栋,131户
金都花园,(招远招远)罗峰路406号,4923,暂无信息 ,未知类型,暂无信息,暂无信息,暂无信息,10栋,220户
文博苑(招远),(招远招远)金城路366号,5040,暂无信息 ,塔板结合,暂无信息,暂无信息,暂无信息,4栋,110户
南都丽景,(招远招远)普照路169号,5556,暂无信息 ,板楼,暂无信息,暂无信息,暂无信息,15栋,506户
永平龙怡花园,(海阳海阳)墨尔本路6号,5039,暂无信息 ,未知类型,暂无信息,暂无信息,暂无信息,32栋,1174户
和平家园,(海阳海阳)海天路和平家园,4157,暂无信息 ,未知类型,暂无信息,暂无信息,暂无信息,8栋,350户
黄山街,(芝罘文化路)南大街黄山街,5710,暂无信息 ,板楼,2.5元/平米/月,万科物业,上海建筑,5栋,31户
曾家庄,(福山芝阳)曾家庄,5624,暂无信息 ,板楼,暂无信息,无物业管理服务,无开发商,6栋,95户
文化里村,(牟平工商大街)南四巷文化里村,5222,暂无信息 ,板楼,暂无信息,无物业管理服务,暂无信息,11栋,164户
河滨佳苑,(牟平牟平周边)武五路601号,4793,暂无信息 ,板楼/平房,5元/平米/月,街道办事处（居委会）代管物业,上海拉薇达置业有限公司,4栋,112户
梅苑四区,(牟平工商大街)兴华街626号,5856,暂无信息 ,板楼,暂无信息,无物业管理服务,无开发商,4栋,109户
福桥小区,(牟平工商大街)牟山路571-20号,5562,暂无信息 ,板楼/塔板结合,1.5元/平米/月,自持物业, 合肥万科瑞翔地产有限公司,5栋,104户
西海岸,(龙口西城)环海路西海岸,4645,暂无信息 ,板楼/塔板结合,0.6至1.5元/平米/月,南山物业,龙口市海富房地产开发有限公司,74栋,3215户
梅苑二区,(牟平工商大街)西关路522号,5250,暂无信息 ,板楼,暂无信息,无物业管理服务,无开发商,4栋,152户
湖光海景B区,(龙口东海旅游度假区)龙口东海开发区迟家沟水库东2公里,3916,暂无信息 ,塔楼/板楼,0.6至1元/平米/月,暂无物业公司,烟台海基置业有限公司,29栋,1470户
