小区名称,地址,参考价格,建筑类型,物业费用,物业公司,开发商,楼栋总数,房屋总数
唐钢社区,(开平区开平区)唐古路唐钢社区,6826,板楼,0.5元/平米/月,唐山唐钢物业管理有限公司,暂无信息,61栋,3999户
镇政府楼,(丰润区丰润区)润泽路镇政府楼,7395,板楼,1至2.6元/平米/月,暂无信息,上海尚真置业有限公司,7栋,221户
红星楼,(丰润区丰润区)曹雪芹西道红星楼,6749,板楼,3元/平米/月,暂无信息,南通好一家置业有限公司,2栋,76户
田园景苑,(丰润区丰润区)唐丰路田园景苑,7584,板楼,1.2元/平米/月,暂无信息, 重庆桥达茂宸房地产开发有限公司,7栋,964户
润泽小区,(丰润区丰润区)润泽路润泽小区,7774,板楼,1至3元/平米/月,唐山万霖物业服务有限公司,万洲置业,5栋,222户
瑞祥里小区,(路北区路北区)唐古路瑞祥里小区,7402,塔板结合,0.1至0.5元/平米/月,暂无信息,暂无信息,8栋,313户
德馨花園,(丰南区丰南区)新青街17号,7637,板楼/塔板结合,0.5至1.2元/平米/月,暂无信息,暂无信息,27栋,1127户
福园小区(开平区),(开平区开平区)唐马路福园小区,5326,板楼,1.4元/平米/月,河北恒辉物业服务集团有限公司唐山分公司,上海中星集团协利置业有限公司,13栋,603户
猪鬃厂楼,(丰南区丰南区)阜民街猪鬃厂楼,6825,未知类型,暂无信息,暂无信息,暂无信息,3栋,108户
供销楼,(丰南区丰南区)文化大街供销楼,4568,塔板结合,暂无信息,暂无信息,无,4栋,120户
迎春楼,(路北区路北区)河北路迎春楼,3802,板楼,0.2元/平米/月,唐山万科物业管理有限公司,一达国际置业（抚远）有限公司,5栋,282户
新华路10号小区,(丰南区丰南区)新华路10号,6751,板楼,0.5元/平米/月,暂无信息,暂无信息,5栋,68户
瑞明街7号,(丰南区丰南区)瑞明街7号,6142,未知类型,暂无信息,暂无信息,暂无信息,2栋,90户
欣润家园,(丰润区丰润区)曹雪芹西道欣润家园,3767,未知类型,暂无信息,暂无信息,暂无信息,2栋,3户
御景嘉园,"(丰润区丰润区)丰韩路中段, 车轴山路御景嘉园",7490,板楼,1至1.2元/平米/月,暂无信息,二十二冶集团房地产开发有限公司,7栋,483户
凤凰新居,(丰润区丰润区)唐丰路凤凰新居,3869,塔板结合,2.6元/平米/月,暂无信息,沧州中自房地产开发有限公司,11栋,654户
富润家园别墅,(丰润区丰润区)京哈线富润家园别墅,4745,板楼,5.6元/平米/月,暂无信息,河南中中置业集团有限公司,108栋,800户
凯旋铭居,(路南区路南区)唐山市路南区国防道24号,7275,板楼,暂无信息,暂无信息,暂无信息,1栋,90户
法官公寓,(古冶区古冶区)群英道法官公寓,4211,未知类型,暂无信息,暂无信息,暂无信息,1栋,48户
左岸景林长虹苑,(丰润区丰润区)邱柳路左岸景林长虹苑,7718,板楼,1.2元/平米/月,暂无信息,暂无信息,21栋,2437户
西工房,(古冶区古冶区)龙江路西工房,3428,板楼,2.6元/平米/月,暂无信息,暂无信息,27栋,972户
粮市街,(古冶区古冶区)粮市街,4328,未知类型,暂无信息,暂无信息,暂无信息,7栋,276户
左岸景林于林苑,(丰润区丰润区)邱柳线左岸景林于林苑,7361,塔板结合,2.6元/平米/月,暂无信息,河北景林房地产开发有限公司,13栋,930户
农行楼(开平区),(开平区开平区)唐古路农行楼,7681,板楼,暂无信息,暂无信息,暂无信息,1栋,48户
城东小区,(丰润区丰润区)唐韩路城东小区,4290,塔板结合/平房,2.6元/平米/月,暂无信息,暂无信息,5栋,246户
李家庄,(丰润区丰润区)二环路李家庄,6786,板楼/塔板结合,0.3至2.6元/平米/月,暂无信息,唐山市丰润区福辉房地产开发有限公司,6栋,372户
自强里,(滦州市滦县)建华北路自强里,7287,未知类型,暂无信息,暂无信息,暂无信息,8栋,168户
东华·温馨家园,(古冶区古冶区)唐林北路东华·温馨家园,4978,板楼/塔板结合,暂无信息,暂无信息,暂无信息,51栋,3036户
文化里,(滦州市滦县)育才街文化里,7659,未知类型,暂无信息,暂无信息,暂无信息,14栋,572户
唐西生活小区,(路北区路北区)南新西道唐西生活小区,5358,板楼,0.8元/平米/月,暂无信息,唐山成功置业营销有限公司友谊里分公司,9栋,412户
绿景嘉园,(滦南县滦南区)和谐路绿景嘉园,6576,未知类型,暂无信息,暂无信息,暂无信息,11栋,596户
馨香园小区,(迁安市迁安市)和平路馨香园小区,5890,未知类型,暂无信息,暂无信息,暂无信息,11栋,460户
和谐嘉园小区,(滦南县滦南区)和平路和谐嘉园小区,5659,未知类型,暂无信息,暂无信息,暂无信息,5栋,348户
御鼎世家,(曹妃甸区曹妃甸商圈)新城大街231号,7114,塔板结合,1.2元/平米/月,暂无信息,唐山曹妃甸区瑞信房地产开发有限公司,6栋,518户
丽景盛园（曹妃甸）,(曹妃甸区曹妃甸商圈)创业大街12号,7488,未知类型,暂无信息,唐山市盛维物业服务有限公司,暂无信息,21栋,2750户
东关小区,(迁安市迁安市)惠宁大街东关小区,5785,未知类型,暂无信息,暂无信息,暂无信息,11栋,332户
金龙小区,(迁西县迁西县)桃园街金龙小区,4384,未知类型,暂无信息,暂无信息,暂无信息,4栋,192户
迁安市绿苑家园住宅小区,(迁安市迁安市)长城大路迁安市绿苑家园住宅小区,6363,未知类型,暂无信息,暂无信息,暂无信息,3栋,141户
龙岩小区,(迁西县迁西县)凤凰西街龙岩小区,5933,未知类型,暂无信息,暂无信息,暂无信息,8栋,312户
瑞明楼,(丰南区丰南区)铁东路瑞明楼,7076,板楼/塔板结合,0.5元/平米/月,暂无信息,暂无信息,19栋,696户
永安楼社区,(古冶区古冶区)震兴道永安楼社区,3559,未知类型,暂无信息,暂无信息,暂无信息,16栋,385户
花漾山,(古冶区古冶区)胜利道16-9号,6451,板楼,1.5元/平米/月,唐山现代物业总公司,唐山盛源房地产开发有限公司唐山曹妃甸区分公司,20栋,734户
西湖楼,(丰南区丰南区)西湖路8号,6522,板楼,0.5元/平米/月,暂无信息,暂无信息,4栋,252户
京华 · 嘉苑西区,(古冶区古冶区)未知,4245,板楼,1.2元/平米/月,暂无信息,唐山曹妃甸国华置业有限公司,14栋,768户
永顺小区,(迁安市迁安市)永顺街752号,7008,未知类型,暂无信息,暂无信息,暂无信息,14栋,572户
银丰家园泰铭楼,(丰南区丰南区)金盛街银丰家园泰铭楼,6257,塔楼/塔板结合,0.5至1.2元/平米/月,天津爱仕特物业管理有限公司, 陕西亿润经贸有限公司 ,2栋,180户
阳光花苑,(迁安市迁安市)昌盛大路阳光花苑,7586,板楼,暂无信息,暂无信息,暂无信息,5栋,254户
惠泽园,(滦州市滦县)滦河东道惠泽园,5786,塔板结合,暂无信息,暂无信息,暂无信息,30栋,2818户
轩和家园,(迁安市迁安市)兴安大街3762号,6304,塔板结合,暂无信息,暂无信息,暂无信息,4栋,237户
玲珑花园,(滦南县滦南区)学苑街玲珑花园,6508,未知类型,暂无信息,暂无信息,暂无信息,3栋,100户
安平小区,(滦南县滦南区)和谐路安平小区,4484,未知类型,暂无信息,暂无信息,暂无信息,37栋,1140户
民祥社区,(迁安市迁安市)祺光路民祥社区,4378,未知类型,暂无信息,暂无信息,暂无信息,46栋,2493户
青园小区,(迁安市迁安市)祺福大街青园小区,3425,板楼,暂无信息,暂无信息,暂无信息,5栋,192户
青杨小区,(迁安市迁安市)祺福大街380号,6619,未知类型,暂无信息,暂无信息,暂无信息,5栋,199户
和谐嘉园小区,(滦南县滦南区)和平路和谐嘉园小区,5659,未知类型,暂无信息,暂无信息,暂无信息,5栋,348户
东关小区,(迁安市迁安市)惠宁大街东关小区,5785,未知类型,暂无信息,暂无信息,暂无信息,11栋,332户
绿景嘉园,(滦南县滦南区)和谐路绿景嘉园,6576,未知类型,暂无信息,暂无信息,暂无信息,11栋,596户
馨香园小区,(迁安市迁安市)和平路馨香园小区,5890,未知类型,暂无信息,暂无信息,暂无信息,11栋,460户
御鼎世家,(曹妃甸区曹妃甸商圈)新城大街231号,7114,塔板结合,1.2元/平米/月,暂无信息,唐山曹妃甸区瑞信房地产开发有限公司,6栋,518户
丽景盛园（曹妃甸）,(曹妃甸区曹妃甸商圈)创业大街12号,7488,未知类型,暂无信息,唐山市盛维物业服务有限公司,暂无信息,21栋,2750户
迁安市绿苑家园住宅小区,(迁安市迁安市)长城大路迁安市绿苑家园住宅小区,6363,未知类型,暂无信息,暂无信息,暂无信息,3栋,141户
金龙小区,(迁西县迁西县)桃园街金龙小区,4384,未知类型,暂无信息,暂无信息,暂无信息,4栋,192户
龙岩小区,(迁西县迁西县)凤凰西街龙岩小区,5933,未知类型,暂无信息,暂无信息,暂无信息,8栋,312户
瑞明楼,(丰南区丰南区)铁东路瑞明楼,7076,板楼/塔板结合,0.5元/平米/月,暂无信息,暂无信息,19栋,696户
富力城,(滦南县滦南区)建设路富力城,7026,塔板结合,1元/平米/月,暂无信息,暂无信息,9栋,1224户
金泰雅园,(丰南区丰南区)新秀路金泰雅园,7072,板楼/塔板结合,0.5至1.2元/平米/月,暂无信息,暂无信息,8栋,274户
圆缘小区,(遵化市遵化市)华明北路圆缘小区,6294,板楼,1元/平米/月,暂无信息,暂无信息,3栋,108户
依水金山,(遵化市遵化市)北二环西路依水金山,7350,板楼,暂无信息,暂无信息,暂无信息,1栋,112户
艺馨家园,(遵化市遵化市)文夏道68号,6547,未知类型,暂无信息,暂无信息,暂无信息,4栋,60户
文化里,(滦州市滦县)育才街文化里,7659,未知类型,暂无信息,暂无信息,暂无信息,14栋,572户
京华 · 嘉苑西区,(古冶区古冶区)未知,4245,板楼,1.2元/平米/月,暂无信息,唐山曹妃甸国华置业有限公司,14栋,768户
自强里,(滦州市滦县)建华北路自强里,7287,未知类型,暂无信息,暂无信息,暂无信息,8栋,168户
康迈小区,(滦州市滦县)山深线康迈小区,4555,未知类型,暂无信息,暂无信息,暂无信息,6栋,324户
西湖楼,(丰南区丰南区)西湖路8号,6522,板楼,0.5元/平米/月,暂无信息,暂无信息,4栋,252户
渔人码头,(路南区路南区)吉祥路58号,7791,板楼,1.2至1.5元/平米/月,暂无信息,唐山东方房地产集团有限公司,7栋,700户
文苑花园,(曹妃甸区曹妃甸商圈)汇丰路114号,5738,板楼,1.17元/平米/月,暂无信息,暂无信息,16栋,700户
文苑花园,(曹妃甸区曹妃甸商圈)汇丰路114号,4572,板楼,1.17元/平米/月,暂无信息,暂无信息,10栋,354户
凯旋城,(曹妃甸区曹妃甸商圈)创业大街凯旋城,7012,未知类型,暂无信息,暂无信息,暂无信息,21栋,1094户
世纪名苑,(曹妃甸区曹妃甸商圈)汇丰路84号,5419,未知类型,暂无信息,暂无信息,暂无信息,6栋,294户
世纪花苑,(曹妃甸区曹妃甸商圈)建设大街226号,6598,未知类型,暂无信息,暂无信息,暂无信息,4栋,264户
润港嘉苑,(曹妃甸区曹妃甸商圈)滨海大街润港嘉苑,6886,板楼,1.17元/平米/月,暂无信息,暂无信息,8栋,924户
北京公馆,(曹妃甸区曹妃甸商圈)滨海大街北京公馆,6953,未知类型,暂无信息,暂无信息,暂无信息,4栋,402户
盛唐府邸,(曹妃甸区曹妃甸商圈)唐海路105号,6570,板楼,暂无信息,暂无信息,暂无信息,8栋,1134户
林荫御园,(曹妃甸区曹妃甸商圈)垦丰大街3号,5522,未知类型,暂无信息,暂无信息,暂无信息,19栋,1384户
金山小区,(古冶区古冶区)胜利道金山小区,6552,未知类型,暂无信息,暂无信息,暂无信息,16栋,834户
昌盛小区一期,(玉田县玉田县)清风路昌盛小区一期,6405,未知类型,暂无信息,暂无信息,暂无信息,17栋,650户
糖酒公寓,"(丰润区丰润区)商务局糖酒公寓社区, 唐丰路187号",6883,板楼,30元/平米/月,唐山铭家物业服务有限公司,二十二冶集团房地产开发有限公司,5栋,90户
朝阳公寓,(丰润区丰润区)朝阳公寓,3487,塔楼,1.5元/平米/月,唐山曹妃甸大成物业服务有限公司,上海中星集团协利置业有限公司,4栋,11户
新华楼,(开平区开平区)唐马路新华楼,6234,板楼,10元/平米/月,暂无信息,唐山建功置业发展有限公司,34栋,1039户
铜锣湾,(滦南县滦南区)友谊路铜锣湾,6217,未知类型,暂无信息,暂无信息,暂无信息,6栋,682户
机厂北楼,(古冶区古冶区)古范路机厂北楼,4726,未知类型,暂无信息,暂无信息,暂无信息,42栋,1458户
农研所,(开平区开平区)农研路农研所,6974,板楼,暂无信息,暂无信息,暂无信息,5栋,168户
西中楼小区,(古冶区古冶区)机厂道南西中楼小区,2854,未知类型,暂无信息,暂无信息,暂无信息,7栋,228户
华瑞康居小区,(古冶区古冶区)林西道华瑞康居小区,3435,未知类型,暂无信息,暂无信息,暂无信息,18栋,1196户
富祥楼小区,(丰润区丰润区)唐韩路富祥楼小区,6680,塔板结合,2.6元/平米/月,暂无信息,暂无信息,9栋,380户
南工房,(古冶区古冶区)新林道南工房,3130,未知类型,暂无信息,暂无信息,暂无信息,53栋,2378户
物资局楼,(丰润区丰润区)滨河南道物资局楼,7385,板楼,2元/平米/月,暂无信息,万业地产,3栋,120户
贾庵子二期,(路北区路北区)银河路贾庵子二期,4429,板楼,0.8元/平米/月,南北物业,暂无信息,2栋,329户
昊宇一品,(曹妃甸区曹妃甸商圈)滨海大街83号,6840,塔板结合,暂无信息,暂无信息,暂无信息,4栋,334户
苗圃里红桥楼,(路南区路南区)唐古路苗圃里红桥楼,6768,板楼,0.1至0.3元/平米/月,暂无信息,暂无信息,9栋,410户
新丰世纪,(丰润区丰润区)滨河南道新丰世纪,6717,板楼,1.2至1.5元/平米/月,唐山海港盛辉物业服务有限公司,南昌新丰房地产开发有限公司,3栋,552户
瑞祥楼小区,(丰南区丰南区)西湖路瑞祥楼小区,6264,板楼/塔板结合,5元/平米/月,唐山滦凤物业服务有限公司, 大理耀鹏房地产开发有限责任公司,5栋,262户
富华楼,(丰润区丰润区)邱柳线富华楼,5190,塔板结合,2.6元/平米/月,暂无信息,暂无信息,2栋,80户
新城东小区,(丰润区丰润区)唐韩路新城东小区,6680,塔板结合,2.6元/平米/月,暂无信息,唐山福辉房地产开发有限公司,3栋,288户
翰林雅苑一期,(滦南县滦南区)学苑街翰林雅苑一期,7140,未知类型,暂无信息,暂无信息,暂无信息,6栋,784户
金山胜境,(古冶区古冶区)永安道金山胜境,5204,板楼,暂无信息,暂无信息,暂无信息,25栋,1068户
金茂华府,(玉田县玉田县)豪门街金茂华府,5815,未知类型,暂无信息,暂无信息,暂无信息,2栋,136户
府西里小区,(古冶区古冶区)群英道府西里小区,2951,板楼,2元/平米/月,唐山曹妃甸海林物业服务有限公司,"西安唐宫实业有限公司,西安唐宫实业有限公司",17栋,690户
阳光家园城北楼,(丰南区丰南区)青年路阳光家园城北楼,7210,板楼,0.5至1.2元/平米/月,暂无信息,阳光开发商,4栋,152户
滨湖庄园,(路南区路南区)唐柏路滨湖庄园,5758,板楼,0.5至2.5元/平米/月,暂无信息,暂无信息,36栋,2257户
阳光花苑,(丰润区丰润区)邱柳线阳光花苑,7221,板楼,0.6元/平米/月,暂无信息,和泓置地集团有限公司,6栋,491户
林西新城,(古冶区古冶区)南马路林西新城,2203,未知类型,暂无信息,暂无信息,暂无信息,16栋,780户
新立庄北楼,(路北区路北区)钢厂道新立庄北楼,7677,板楼,0.8元/平米/月,暂无信息,开发区建设集团建设开发分公司开发,6栋,169户
繁兴花苑,(古冶区古冶区)新林道43号,5439,板楼,暂无信息,唐山金辉洁物业服务有限公司,唐山金辉房地产开发有限公司,57栋,3027户
景悦蓝湾,(古冶区古冶区)京山道景悦蓝湾,5970,塔板结合,0.8元/平米/月,无物业管理服务,无,83栋,2486户
洋西花园,(古冶区古冶区)新林道洋西花园,5143,板楼/塔板结合,0.5元/平米/月,暂无信息,暂无信息,9栋,540户
运河·地质人家小区,(丰南区丰南区)青年路运河·地质人家小区,7013,板楼/塔板结合,0.3至1.2元/平米/月,唐山双喜物业服务有限公司,唐山市中地房地产开发有限公司,11栋,735户
荣盛湖畔郦舍丹瑰园,(丰南区丰南区)阜民街36号,7755,塔楼/板楼,1.2元/平米/月,暂无信息,暂无信息,2栋,300户
康宁小区,(乐亭县乐亭县)港兴大街康宁小区,3656,板楼/塔板结合,暂无信息,暂无信息,暂无信息,35栋,582户
向阳小区,(丰润区丰润区)公园道向阳小区,6972,板楼,0.5元/平米/月,玉田县向阳物业服务有限公司,上海向阳房地产公司,7栋,460户
南兴楼,(古冶区古冶区)永兴路南兴楼,4636,未知类型,暂无信息,暂无信息,暂无信息,4栋,144户
农行楼,(丰润区丰润区)曹雪芹西道农行楼,7515,板楼,6元/平米/月,暂无信息,暂无信息,2栋,84户
良园新居,(丰润区丰润区)丰津线良园新居,3924,塔板结合,暂无信息,暂无信息,暂无信息,7栋,1139户
城山楼,(路北区路北区)河西路城山楼,7308,板楼/塔板结合,0.3至5元/平米/月,长信物业管理股份有限公司,唐山建科房地产开发有限公司,5栋,252户
美玉楼,(路北区路北区)河北路美玉楼,5876,板楼,1.2元/平米/月,暂无信息,暂无信息,3栋,130户
河滨小区,(开平区开平区)唐马路马家沟6号,7224,板楼,1元/平米/月,暂无信息,暂无信息,3栋,246户
瑞泽小区,(乐亭县乐亭县)海城路瑞泽小区,5760,板楼,0.55元/平米/月,暂无信息,暂无信息,33栋,2034户
恒通花园,(乐亭县乐亭县)文化大街恒通花园,5760,塔楼/板楼/塔板结合,暂无信息,暂无信息,暂无信息,60栋,2121户
北关二居小区,(丰润区丰润区)邱柳线北关二居小区,7564,板楼,暂无信息,暂无信息, 五指山水墨雨林置业有限公司,12栋,900户
康居楼,(古冶区古冶区)宏林路康居楼,5605,板楼,1元/平米/月,唐山华瑞物业,唐山保利房地产开发有限公司古冶分公司,6栋,220户
阳光小区,(丰润区丰润区)邱柳线阳光小区,4316,板楼,1至20元/平米/月,玉田县阳光物业服务有限公司,唐山市丰润区福辉房地产开发有限公司,26栋,1797户
富华小区,(丰润区丰润区)端明路36号,7780,塔板结合,2.6元/平米/月,暂无信息,河南中中置业有限公司,4栋,145户
鼎旺瑞景,(丰润区丰润区)唐通路鼎旺瑞景,7365,板楼,0.6至20元/平米/月,暂无信息,唐山旺德房地产开发有限公司,26栋,2617户
邮电楼,(丰南区丰南区)青年路352号,5378,板楼,5元/平米/月,暂无信息,物业和度娘都不知道开发商名称,3栋,88户
谢庄子村,(遵化市遵化市)建林道谢庄子村,6498,平房,暂无信息,暂无信息,暂无信息,1栋,8户
富景园,(丰润区丰润区)丰顺路富景园,7567,未知类型,暂无信息,暂无信息,暂无信息,6栋,376户
校南小区,(遵化市遵化市)愚公路校南小区,4061,板楼,0.5元/平米/月,暂无信息,暂无信息,3栋,122户
龙盛花园,(滦州市滦县)燕山北路136号,6830,未知类型,暂无信息,暂无信息,暂无信息,37栋,1134户
冀东人家,(滦州市滦县)平青北路冀东人家,7792,板楼,暂无信息,暂无信息,暂无信息,10栋,1428户
东华·温馨家园,(古冶区古冶区)唐林北路东华·温馨家园,4978,板楼/塔板结合,暂无信息,暂无信息,暂无信息,51栋,3036户
康迈小区,(滦州市滦县)山深线康迈小区,4555,未知类型,暂无信息,暂无信息,暂无信息,6栋,324户
文化里,(滦州市滦县)育才街文化里,7659,未知类型,暂无信息,暂无信息,暂无信息,14栋,572户
京华 · 嘉苑西区,(古冶区古冶区)未知,4245,板楼,1.2元/平米/月,暂无信息,唐山曹妃甸国华置业有限公司,14栋,768户
自强里,(滦州市滦县)建华北路自强里,7287,未知类型,暂无信息,暂无信息,暂无信息,8栋,168户
瑞泽小区,(乐亭县乐亭县)海城路瑞泽小区,5760,板楼,0.55元/平米/月,暂无信息,暂无信息,33栋,2034户
中商海港城,(乐亭县乐亭县)港民街中商海港城,7055,未知类型,1.3元/平米/月,暂无信息,暂无信息,10栋,20户
商业楼,(丰润区丰润区)端明路195号,7473,板楼,2.6元/平米/月,暂无信息,上海中创静安商业发展总公司,4栋,110户
万福家园,(丰润区丰润区)燕山路万福家园,6541,板楼,0.5元/平米/月,暂无信息,万业地产,7栋,332户
安平小区,(滦南县滦南区)和谐路安平小区,4484,未知类型,暂无信息,暂无信息,暂无信息,37栋,1140户
迁安市绿苑家园住宅小区,(迁安市迁安市)长城大路迁安市绿苑家园住宅小区,6363,未知类型,暂无信息,暂无信息,暂无信息,3栋,141户
金龙小区,(迁西县迁西县)桃园街金龙小区,4384,未知类型,暂无信息,暂无信息,暂无信息,4栋,192户
和谐嘉园小区,(滦南县滦南区)和平路和谐嘉园小区,5659,未知类型,暂无信息,暂无信息,暂无信息,5栋,348户
富力城,(滦南县滦南区)建设路富力城,7026,塔板结合,1元/平米/月,暂无信息,暂无信息,9栋,1224户
农行楼,(丰润区丰润区)曹雪芹西道农行楼,7515,板楼,6元/平米/月,暂无信息,暂无信息,2栋,84户
良园新居,(丰润区丰润区)丰津线良园新居,3924,塔板结合,暂无信息,暂无信息,暂无信息,7栋,1139户
新安楼,(古冶区古冶区)拥军路新安楼,4241,未知类型,暂无信息,暂无信息,暂无信息,20栋,780户
康乐园小区,(古冶区古冶区)唐家庄3号,3978,板楼,1元/平米/月,自持物业,唐山盛源房地产开发有限公司唐山曹妃甸区分公司,6栋,374户
容和园,(古冶区古冶区)红林道容和园,4262,未知类型,暂无信息,暂无信息,暂无信息,6栋,204户
新林楼社区,(古冶区古冶区)林西道新林楼社区,4636,板楼,0.3元/平米/月,唐山市舒佳新野物业服务有限公司古冶分公司,唐山市东成房地产开发有限公司古冶分公司,24栋,757户
京华东里三号小区,(古冶区古冶区)京华东道京华东里三号小区,3351,未知类型,暂无信息,暂无信息,暂无信息,13栋,490户
供电社区,(古冶区古冶区)京华西道供电社区,4174,未知类型,暂无信息,暂无信息,暂无信息,10栋,331户
京华西里,(古冶区古冶区)京华东道京华西里,4111,未知类型,暂无信息,暂无信息,暂无信息,18栋,785户
网通楼,(丰润区丰润区)唐丰路网通楼,6530,塔楼,3元/平米/月,唐山铭家物业服务有限公司,上海好贴心置业有限公司,3栋,91户
阳光小区西区,(丰润区丰润区)唐韩路阳光小区西区,3373,板楼,0.6至1.2元/平米/月,玉田县阳光物业服务有限公司,阳光城集团,2栋,61户
滦兴小区,(古冶区古冶区)北外环路滦兴小区,3332,板楼,暂无信息,暂无信息,暂无信息,60栋,3930户
凤华楼,(开平区开平区)唐马路凤华楼,6522,板楼,0.5元/平米/月,唐山市开平区新开物业服务公司,唐山市兴盛房地产开发有限责任公司,1栋,24户
義龍樓,(丰南区丰南区)青年路254号,6215,塔板结合,0.6元/平米/月,暂无信息,暂无信息,3栋,137户
北范矾土楼,(古冶区古冶区)唐林北路北范矾土楼,3458,未知类型,暂无信息,暂无信息,暂无信息,26栋,739户
唐家庄东工房,(古冶区古冶区)友爱路东工房楼,3980,未知类型,暂无信息,暂无信息,暂无信息,16栋,558户
唐坊楼,(丰南区丰南区)新秀路6号,7317,板楼,暂无信息,暂无信息,物业和度娘都不知道开发商名称,2栋,60户
丰南区人民医院家属楼,(丰南区丰南区)新华路9号,6042,板楼,暂无信息,暂无信息,暂无信息,2栋,107户
新税小区,(丰南区丰南区)友谊大街7号,7335,板楼/塔板结合,0.5至1.2元/平米/月,暂无信息,物业和度娘都不知道开发商名称,9栋,221户
北范铁路小区,(古冶区古冶区)京华东道北范铁路小区,3388,板楼,0.5元/平米/月,唐山海港盛世景苑物业服务有限公司,上海中星集团协利置业有限公司,13栋,566户
安泰楼,(丰南区丰南区)金盛街安泰楼,6453,板楼,0.5至1元/平米/月,暂无信息,物业和度娘都不知道开发商名称,3栋,232户
大洪桥文明楼,(路南区路南区)大洪桥街大洪桥文明楼,6716,板楼/塔板结合,6元/平米/月,无物业管理服务,唐山华贸房地产开发有限公司,25栋,469户
京华西里,(古冶区古冶区)京华东道京华西里,4111,未知类型,暂无信息,暂无信息,暂无信息,18栋,785户
新安楼,(古冶区古冶区)拥军路新安楼,4241,未知类型,暂无信息,暂无信息,暂无信息,20栋,780户
康乐园小区,(古冶区古冶区)唐家庄3号,3978,板楼,1元/平米/月,自持物业,唐山盛源房地产开发有限公司唐山曹妃甸区分公司,6栋,374户
容和园,(古冶区古冶区)红林道容和园,4262,未知类型,暂无信息,暂无信息,暂无信息,6栋,204户
新林楼社区,(古冶区古冶区)林西道新林楼社区,4636,板楼,0.3元/平米/月,唐山市舒佳新野物业服务有限公司古冶分公司,唐山市东成房地产开发有限公司古冶分公司,24栋,757户
京华东里三号小区,(古冶区古冶区)京华东道京华东里三号小区,3351,未知类型,暂无信息,暂无信息,暂无信息,13栋,490户
供电社区,(古冶区古冶区)京华西道供电社区,4174,未知类型,暂无信息,暂无信息,暂无信息,10栋,331户
二运运输楼,(路南区路南区)胜利路二中小区运输楼,7114,未知类型,暂无信息,暂无信息,暂无信息,5栋,80户
舒畅华府,(玉田县玉田县)北环西路2505号,6632,未知类型,暂无信息,暂无信息,暂无信息,32栋,3536户
洋西花园,(古冶区古冶区)新林道洋西花园,5143,板楼/塔板结合,0.5元/平米/月,暂无信息,暂无信息,9栋,540户
景悦蓝湾,(古冶区古冶区)京山道景悦蓝湾,5970,塔板结合,0.8元/平米/月,无物业管理服务,无,83栋,2486户
