小区名称,地址,参考价格,建筑年代,建筑类型,物业费用,物业公司,开发商,楼栋总数,房屋总数
亚新一里,"(房山房山其它)交道乡大高舍村北14号, 长政南街8号院",14959,1980年建成 ,板楼,0.5至2元/平米/月,北京城建物业管理有限公司, 重庆汇东房地产开发有限公司,8栋,83户
宏远临空总部港,"(顺义顺义其它)南法信镇顺平路与南焦路交汇处东北角50米处, 信中街12号院",13723,2014年建成 ,塔楼/板楼,4.5至4.58元/平米/月,北京宏远航城物业管理有限责任公司,北京宏远置业房地产开发有限公司,15栋,1106户
新华联YOYO新天地,(平谷平谷其它)京平高速马坊出口沿密三路向南第二个路口左转即到,15202,2008年建成 ,塔楼/板楼/塔板结合,3.98元/平米/月,北京悦豪物业管理有限公司,北京新华联宏石商业地产有限公司,11栋,2735户
嘉厚炫城国际,(平谷平谷其它)马坊镇马坊环岛西南角,10558,2013年建成 ,板楼,4元/平米/月,国贸物业酒店管理有限公司,北京嘉厚房地产开发有限公司,2栋,542户
荣景公寓,(房山琉璃河)琉璃河镇白庄村,13128,2000年建成 ,塔楼/板楼,0.5至0.9元/平米/月,小区自持,暂无信息,10栋,708户
雅苑,(房山韩村河)韩村河镇雅苑,13286,2003年建成 ,板楼,0.8元/平米/月,暂无信息,暂无信息,31栋,1692户
琉璃河南街33号院,(房山琉璃河)琉璃河南街33号院,14653,1990年建成 ,板楼,0.5元/平米/月,房管所代管物业,暂无信息,2栋,28户
东风东里,(房山燕山)东风东里,14784,1980年建成 ,板楼,0.5至1元/平米/月,小区自持,暂无信息,12栋,878户
凤凰北里,(房山燕山)凤凰北里,14627,1984年建成 ,板楼,0.6元/平米/月,华润物业,暂无信息,27栋,1072户
南关路1号,(昌平鼓楼大街)南关路1号,14887,2008年建成 ,板楼,0.8元/平米/月,北京多亮多物业管理有限责任公司,无,1栋,339户
富力飞常HAOS,"(大兴大兴新机场)京开高速庞各庄出口南1000米右转, 团结路19号院",13049,2010年建成 ,塔楼/板楼,4元/平米/月,北京恒富物业服务有限公司,北京富源盛达房地产开发有限公司,8栋,487户
燕麓苑西区,(房山房山其它)燕麓苑西区,15123,2012年建成 ,板楼,0.5至0.6元/平米/月,北京燕山星城物业管理公司,燕达地产集团,5栋,240户
i立方,"(大兴大兴其它)庆祥南路29号院, 华佗路9号院",15102,2012年建成 ,塔楼/板楼/塔板结合,2.96至2.97元/平米/月,北京金隅大成物业管理有限公司,北京金隅嘉业房地产开发有限公司,9栋,2363户
逸品尚枫,(昌平昌平其它)逸品尚枫,14148,2000年建成 ,板楼,2元/平米/月,北京方佳物业管理有限公司,北京顺天通房地产开发有限公司,1栋,85户
水墨林溪,(房山阎村)房山窦店镇(窦大路西侧)，中国信息大学对面,15356,2005年建成 ,板楼/塔板结合,1.5元/平米/月,北京龙建诚信物业管理有限公司,北京华风腾龙房地产开发有限公司,34栋,3058户
融科创意中心,(石景山八角)融科创意中心,15380,2010年建成 ,塔楼/板楼,10元/平米/月,第一太平融科物业管理(北京)有限公司,北京融科智地房地产开发有限公司,4栋,335户
新华联科技大厦,(通州通州其它)嘉创路5号,11826,2009年建成 ,塔楼,3.3元/平米/月,北京悦豪物业管理有限公司,北京新华联置业有限公司,2栋,417户
华城家园,(房山窦店)窦店镇白草洼,14054,2005年建成 ,板楼,0.5元/平米/月,北京龙建诚信物业管理有限公司,暂无信息,12栋,828户
古桥镜水,(房山琉璃河)古桥镜水家园,13605,2004年建成 ,板楼,1元/平米/月,首钢物业,北京富国基业房地产开发有限公司,9栋,558户
河南村农行家属院,(顺义顺义城)河南村农行家属院,14377,1995年建成 ,板楼,1元/平米/月,暂无信息, 石家庄博皓房地产开发公司有限公司,3栋,396户
众智慧谷,(密云密云其它)科技路甲18号院,12601,2008年建成 ,板楼,0.6元/平米/月,北京利达汇通物业,无,3栋,191户
兴隆南街1号院,(延庆延庆其它)兴隆南街1号,12357,1980年建成 ,板楼,1.2元/平米/月,无物业管理服务,暂无信息,7栋,8户
康庄住宅小区,(延庆延庆其它)延庆县康庄南侧,11287,1996年建成 ,板楼,0.5至1.2元/平米/月,自持物业,暂无信息,14栋,172户
八达岭镇住宅小区,(延庆延庆其它)八达岭镇住宅小区,12125,2000年建成 ,塔楼/板楼/塔板结合,2元/平米/月,北京市新阳光八达岭物业管理有限公司,暂无信息,5栋,47户
明珠花园,(密云十里堡镇)密云县京密路十里堡河槽镇,15127,2001年建成 ,板楼,0.58元/平米/月,北京欣达兴物业管理有限公司,暂无信息,18栋,754户
嘉诚中心,(昌平鼓楼大街)鼓 楼南大街昌 平公园旁,15544,2016年建成 ,塔楼,2元/平米/月,北京天元广建物业管理有限公司,北京天元广建房地产开发有限公司,1栋,502户
鼎顺嘉园,"(顺义顺义其它)顺义区顺仁路66号院3号楼-1层B101,顺仁路57号院",13196,2014年建成 ,板楼,3.55元/平米/月,暂无信息,暂无信息,18栋,705户
王平村西村,(门头沟门头沟其它)潭王路王平村西村,12315,1983年建成 ,板楼,暂无信息,自持物业,暂无信息,1栋,10户
新华联YOYO悦城,(平谷平谷其它)平谷区马坊镇金河街106号院,14107,2016年建成 ,塔楼,3.98元/平米/月,金融街物业管理有限公司,暂无信息,4栋,31户
天恒乐DO,(房山阎村)紫码路天恒乐DO,12161,2013年建成 ,板楼/塔板结合,4.48元/平米/月,自持物业,暂无信息,3栋,392户
水库管理处家属院,(密云溪翁庄镇)密云县水库管理处,15232,1987年建成 ,板楼,0.4元/平米/月,暂无信息,暂无信息,3栋,32户
永安家园,(密云太师屯镇)太师屯镇住宅楼,11987,2015年建成 ,板楼/塔板结合,暂无信息,小区物业,暂无信息,2栋,3户
溪水花园一区,(密云溪翁庄镇)密云区溪水花园一区5号楼5层1单元502,11837,2013年建成 ,板楼,0.5至2.61元/平米/月,暂无信息,暂无信息,3栋,59户
溪水花园八区,(密云溪翁庄镇)溪水花园八区,13999,2004年建成 ,板楼,1元/平米/月,自持物业,暂无信息,5栋,49户
长城溪溪小镇,"(怀柔怀柔其它)长城溪溪小镇,撞道口村117号院",14302,2000年建成 ,板楼,1至2元/平米/月,北京飞腾物业管理有限公司,暂无信息,6栋,42户
太子务家属楼,(密云西田各庄镇)首钢石灰矿2-14号,12305,1958年建成 ,板楼,0.7至1.68元/平米/月,暂无信息,暂无信息,4栋,5户
启航国际三期,"(房山长阳)广阳城站南500米路西, 辰光东路16号院",13270,2013年建成 ,塔楼,4元/平米/月,暂无信息,绿地集团北京京永置业有限公司,12栋,1790户
中国铁建原香汇,(房山燕山)杏花东路与城洪路交界处,13444,2013年建成 ,塔楼/板楼,5.98元/平米/月,中铁嘉业（北京）投资有限公司,中铁嘉业（北京）投资有限公司,21栋,997户
龙庆望都佳园,(延庆延庆其它)汇通路龙庆望都佳园,13761,2011年建成 ,板楼,0.6至1.2元/平米/月,北京龙庆房地产开发有限公司物业管理分公司,暂无信息,26栋,107户
羊耳峪北里,(房山燕山)羊耳峪北里,13761,1980年建成 ,板楼,0.3至1元/平米/月,北京中恒大北物业,北全福实业有限公司,27栋,1537户
世界名园北区,(房山窦店)汇丰街3号院,15271,2003年建成 ,板楼,0.5至2.98元/平米/月,北京汇金物业管理有限公司,北京汇金房地产开发有限公司,27栋,1231户
惠景新苑,(房山房山其它)惠景新苑,12593,1998年建成 ,塔楼/板楼/塔板结合,0.5至1.75元/平米/月,暂无信息,暂无信息,17栋,2976户
沁馥家园,(房山窦店)沁馥家园,14458,2004年建成 ,板楼,0.5至1元/平米/月,暂无信息,暂无信息,14栋,730户
王平大街东路17号院,(门头沟门头沟其它)王平大街东路17号院,13489,2011年建成 ,板楼,1.35至1.45元/平米/月,北京京煤集团有限责任公司绿海物业管理中心,北京京煤集团开发有限责任公司,11栋,1800户
北京机床研究所家属楼,(密云溪翁庄镇)北京机床研究所家属楼,14742,1980年建成 ,板楼/塔板结合,0.6至1元/平米/月,业主自筹物业,暂无信息,25栋,622户
京溪小区,(密云溪翁庄镇)密云县京溪小区,12585,1990年建成 ,板楼,0.28至0.6元/平米/月,北京心连心物业管理公司密东广场分公司,暂无信息,23栋,1405户
龙聚山庄,(延庆延庆其它)龙聚山庄,14930,2000年建成 ,板楼/塔板结合,0.9至4元/平米/月,暂无信息,北京城建集团,34栋,445户
岔道小区,(延庆延庆其它)岔道口小区,11586,1993年建成 ,板楼,0.5至2.3元/平米/月,自持物业,暂无信息,5栋,51户
金鑫苑,(房山窦店)金鑫苑,14439,2000年建成 ,板楼,0.45至0.8元/平米/月,北京首欣物业管理有限责任公司,暂无信息,23栋,1430户
首创派尚国际,"(顺义顺义其它)京承高速11出口向东900米路北, 北高路赵全营段20号",14356,2014年建成 ,塔楼/板楼/塔板结合,4.3元/平米/月,北京金网络物业管理有限公司,首创置业股份有限公司,6栋,1083户
金鑫苑,(房山窦店)金鑫苑,14439,2000年建成 ,板楼,0.45至0.8元/平米/月,北京首欣物业管理有限责任公司,暂无信息,23栋,1430户
珺悦国际,(大兴天宫院)天华街9号院,20656,2014年建成 ,塔楼/塔板结合,2.98元/平米/月,北京晟邦物业服务公司,北京邦达房地产开发有限公司,20栋,4057户
隆盛园,"(大兴大兴新机场)瓜香路隆盛园, 隆盛东园, 隆盛西园",22150,1998年建成 ,塔楼/板楼/塔板结合,0.7至0.72元/平米/月,北京福盛物业管理中心,北京爱达星房地产开发有限公司,19栋,1162户
旭辉E天地,"(房山良乡)书院南街12号院, 书院南街13号院",19381,2015年建成 ,塔楼/板楼/塔板结合,5.19至5.29元/平米/月,上海永升物业管理有限公司北京分公司,北京旭科置业有限公司,7栋,2066户
合生世界村,"(通州马驹桥)景盛南二街45号院, 环景路18号院, 景盛南一街28号院",22107,2011年建成 ,塔楼/板楼/塔板结合,2.48至3.3元/平米/月,北京康景物业服务有限公司,北京合生北方房地产开发有限公司,26栋,3631户
保利春天派,"(大兴天宫院)京开高速天宫院收费站西侧100米路东, 天水大街46号院",21399,2013年建成 ,塔楼/塔板结合,4.48元/平米/月,保利物业,北京保利兴房地产置业有限公司,3栋,829户
惠通新苑,"(门头沟门头沟其它)惠通新苑, 军温路21号院",22551,2011年建成 ,塔楼/板楼,1.4至1.5元/平米/月,北京京煤集团有限责任公司绿海物业管理中心,北京京煤集团开发有限责任公司,12栋,1974户
金隅自由筑,"(通州临河里)土桥中街和迎熏东路交叉口西北角，土桥地铁站东行1200米, 砖厂北里",16878,2012年建成 ,塔楼/板楼/塔板结合,2.98元/平米/月,北京金隅大成物业管理有限公司,北京金隅嘉业房地产开发有限公司,6栋,3704户
首开熙悦广场,"(房山长阳)长阳地铁站B口南向100米, 长阳镇怡和北路5号院, 怡和北路5号院",19837,2014年建成 ,塔楼,3.8至3.95元/平米/月,北京天鸿宝地物业管理经营有限公司,北京首都开发股份有限公司,23栋,2506户
腾龙家园一区,(房山阎村)腾龙家园一区,19201,2005年建成 ,板楼,0.5至0.9元/平米/月,北京龙建诚信物业管理有限公司,无,22栋,954户
玉竹园小区一里,(房山良乡)良乡长虹东路18号,21735,2001年建成 ,塔楼/板楼,0.5至1元/平米/月,北京鸿翔物业管理有限责任公司,无开发公司,8栋,1083户
合景领峰,"(房山长阳)京良路与长兴大街交汇处, 长悦路7号院, 长悦路8号院, 篱笆园南路10号院",18116,2015年建成 ,塔楼/板楼,5元/平米/月,广州宁骏物业有限公司北京分公司,北京创誉房地产开发有限公司,4栋,436户
五和万科长阳天地,"(房山长阳)长阳镇城铁篱笆房站北侧800米, 长悦路5号院, 长兴东街12号院, 长兴东街9号院",22853,2015年建成 ,塔楼/板楼/塔板结合,4至9元/平米/月,北京万科物业服务有限公司,北京五和万科房地产开发有限公司,8栋,463户
航城广场,(顺义顺义其它)金穗路2号院,18579,2012年建成 ,塔楼/塔板结合,3至4.56元/平米/月,北京宏远航城物业管理有限责任公司,北京宏远置业房地产开发有限公司,11栋,1556户
腾龙家园三区,(房山阎村)窦店镇大窦路与阎周路交叉口西北向50米,19869,2009年建成 ,板楼/塔板结合,1.5元/平米/月,北京龙建诚信物业管理有限公司,北京华风腾龙房地产开发有限公司,16栋,1654户
新凤小区,(大兴南中轴机场商务区)新凤小区,23085,1996年建成 ,板楼,0.5元/平米/月,北京盛兴物业管理服务有限公司,京南新区投资发展有限公司,10栋,720户
合生世界花园,"(通州马驹桥)景盛北一街甲12号, 景盛北一街甲12号院",21438,2013年建成 ,塔楼/板楼/塔板结合,2.96元/平米/月,广东康景物业服务有限公司北京通州分公司,北京龙源顺景房地产开发有限公司,8栋,3053户
山水汇豪苑A区,(房山窦店)山水汇豪,19754,2002年建成 ,板楼,0.7至1.2元/平米/月,北京泰宇物业科技发展有限公司,北京汇豪房地产开发建设有限公司,28栋,1418户
千禧家园,(房山阎村)千禧家园,17628,2003年建成 ,板楼,0.5至1元/平米/月,北京千顺鸿祥物业有限公司,北京千喜合房地产开发有限公司,21栋,1092户
半岛金街,(房山长阳)广阳新路7号院,18534,2015年建成 ,塔楼,5.69至6.78元/平米/月,北京万科物业公司,北京中粮万科置业有限公司,4栋,946户
东亚创展国际,"(顺义后沙峪)花博会主场馆西侧、顺平路与规划五路交口西北角, 裕曦路7号院",19467,2014年建成 ,塔楼,2.61至2.68元/平米/月,北京东亚时代物业管理有限公司顺义分公司,上海东亚集团有限公司,7栋,1763户
鹭峯国际,(顺义顺义其它)林河北大街21号院,19584,2008年建成 ,塔楼/板楼,2.98至4.98元/平米/月,北京晟邦物业管理有限公司,北京邦达房地产开发有限公司,9栋,589户
波普公社,"(大兴枣园)波普公社, 兴华大街（二段）3号院",20959,2012年建成 ,塔楼/塔板结合,2.95元/平米/月,北京天和佳祥物业管理有限公司,中建集团,5栋,1706户
矩阵四期,(昌平回龙观)回龙观天龙苑,19882,2010年建成 ,塔楼,1.8元/平米/月,北京唐人物业管理有限公司,北京腾昌兴房地产开发有限公司,1栋,182户
炫立方,(顺义顺义其它)金关北二路2号院,16941,2012年建成 ,塔楼/板楼/塔板结合,3.96至6.2元/平米/月,首华物业公司,北京市开源易通仓储有限公司,3栋,1261户
腾龙家园二区,(房山阎村)腾龙家园二区,17241,2004年建成 ,板楼/塔板结合,0.7至1.5元/平米/月,北京龙建诚信物业管理有限公司,潍坊昊华置业有限公司,13栋,871户
泰晤士印象,"(通州通州其它)京哈高速（G1）朗府出口右转200米, 仪府路12号院",23332,1998年建成 ,板楼/塔板结合,1.86至2.86元/平米/月,北京市均豪物业管理股份有限公司,北京金海鸿业房地产开发有限公司,7栋,680户
燕化星城北里,(房山阎村)星城北里,20279,2003年建成 ,板楼,0.5元/平米/月,北京燕山星城物业管理公司,燕山房地产,10栋,644户
首城汇景湾,"(平谷平谷其它)梨羊路5号院, 金河街108号院, 金河北街6号院, 金河北街8号院, 金河街112号院, 金河街南108号, 金河街东112号",19690,2014年建成 ,板楼/塔板结合,2.46至2.64元/平米/月,北京城承物业管理有限责任公司,北京首城置业有限公司,36栋,449户
首开熙悦双子座,"(房山长阳)京良路长阳地铁站南侧, 长政南街2号院",18669,2014年建成 ,塔楼/塔板结合,3.2至3.8元/平米/月,暂无信息,首开股份,4栋,580户
东亚五环国际,"(大兴旧宫)旧桥路25号院, 隆庆路4号院",22366,2014年建成 ,塔楼/板楼/塔板结合,2.95元/平米/月,北京东亚时代物业管理有限公司,北京东亚信元国际会展中心有限公司,13栋,2043户
龙湖长城源著燕京楼,"(密云古北口镇)京承高速司马台长城出口向北2公里（古北水镇国际旅游度假村内）, 司马台村1号院",22522,2010年建成 ,板楼/塔板结合,3.9至5.9元/平米/月,北京龙湖物业有限公司,北京古北水镇房地产开发有限公司,31栋,954户
FCC中央城,"(房山长阳)长阳地铁站北侧50米, 福泽路2号院, 福泽路8号院",21891,2013年建成 ,塔楼,7.5元/平米/月,北京万科物业服务有限公司,万科企业股份有限公司,17栋,3981户
燕化星城建德三里,(房山阎村)燕化星城建德三里,22625,1996年建成 ,板楼,0.5至1元/平米/月,北京燕山星城物业管理公司,燕山房地产,35栋,1616户
燕化星城建德四里,(房山阎村)燕化星城建德四里,21937,1993年建成 ,塔楼/板楼,0.43至1元/平米/月,北京燕山星城物业管理公司,燕山房地产,34栋,3578户
宏塔社区,(房山燕山)迎风北庄南里,19115,1983年建成 ,塔楼/板楼/塔板结合,0.5至1元/平米/月,暂无信息,暂无信息,18栋,1278户
迎风二里,(房山燕山)迎风二里,17366,1975年建成 ,板楼/平房,0.5至1元/平米/月,小区自持,暂无信息,24栋,1076户
熙兆大厦,"(大兴天宫院)熙兆大厦, 华佗路9号院",21244,2012年建成 ,塔楼/板楼/平房,3.8元/平米/月,保利物业管理(北京)有限公司,北京保利兴房地产置业有限公司,3栋,810户
瀛嘉汇,(大兴瀛海)8号线地铁瀛海站对面,21037,2015年建成 ,塔楼/板楼,3.2至4.5元/平米/月,北京泰宇物业管理有限公司,北京兴海投资创业管理有限公司,13栋,1348户
林达海渔广场,(朝阳十里河)东四环南路53号院,22136,2010年建成 ,塔楼,4.8元/平米/月,北京林达物业管理有限公司,北京市福建产品市场有限公司,7栋,681户
金地未未来,"(顺义顺义其它)仁和镇机场东路澜西园小区南侧, 军营街16号院",22216,2015年建成 ,塔楼/板楼/塔板结合,1.5至4.9元/平米/月,北京金地物业服务公司,北京金龙永辉置业有限公司,10栋,3025户
房山区委党校小区,(房山房山其它)城关街道兴房大街70号房山顾册党校家属楼,17635,1993年建成 ,板楼,暂无信息,房管所代管物业,暂无信息,2栋,53户
珠江四季悦城,"(通州通州其它)经海路凉水河桥南800米, 兴贸三街18号院",19579,2013年建成 ,塔楼/板楼/塔板结合,3.6元/平米/月,广东康景物业服务有限公司北京通州分公司,北京珠江地产,13栋,3658户
水色时光五区,(顺义顺义其它)水色时光五区,21630,2009年建成 ,板楼/塔板结合,1.86元/平米/月,北京首华物业管理有限公司,北京甄氏房地产开发有限公司,16栋,1188户
水色时光四区,(顺义顺义其它)水色时光四区,22998,2012年建成 ,板楼,2.28至6.08元/平米/月,北京馨港源物业管理有限公司,北京甄氏房地产开发有限公司,23栋,494户
金隅可乐,(朝阳双桥)双惠苑甲5号,19201,2009年建成 ,塔楼,3.8元/平米/月,北京长城物业管理有限公司,北京金隅嘉业房地产开发公司,2栋,610户
中冀大厦,(亦庄开发区亦庄)荣华南路16号,19587,2002年建成 ,塔楼,2.6至3.6元/平米/月,北京中实杰肯道夫物业管理有限公司,中冀乐业（北京）房地产开发有限公司,3栋,675户
腾飞园,"(平谷平谷其它)马坊工业区内, 马坊大街109号院",21620,2015年建成 ,板楼,2.1元/平米/月,北京嘉信瑞德物业管理有限公司, 陕西亿润经贸有限公司 ,4栋,544户
杏花西里,(房山燕山)杏花西里,18226,1983年建成 ,板楼,0.1至1.2元/平米/月,街道办事处（委员会）代管物业,暂无信息,56栋,2954户
翼之城,"(顺义顺义其它)顺义首都机场T3航站楼东南，机场东路与四纬路交汇处, 汇海南路1号院",16574,2006年建成 ,塔楼/板楼/塔板结合,3.3至3.9元/平米/月,北京金网络物业管理公司,北京智地顺达房地产开发有限公司,11栋,1848户
中国铁建梧桐汇,"(门头沟上岸地铁)新城核心区永定镇, 龙兴南二路5号院, 龙兴南二路6号院",22198,2014年建成 ,塔楼/板楼/塔板结合,3至3.58元/平米/月,中铁建(北京)物业管理有限公司,中铁房地产集团北京顺捷金海置业有限公司,8栋,1019户
上线6号,(朝阳常营)鑫兆佳园15号,22950,2005年建成 ,塔楼,3.1元/平米/月,北京正中方物业管理有限责任公司,北京城乡房屋建设开发有限责任公司,1栋,817户
明天生活馆,(朝阳立水桥)汤立路218号院,22800,2000年建成 ,塔板结合,2元/平米/月,深圳长城物业集团股份有限公司,北京中联亚国际会展中心有限公司,3栋,1152户
滤纸厂宿舍楼,(昌平昌平其它)兴寿镇秦城村南,19922,2002年建成 ,板楼,暂无信息,暂无信息,无开发商,1栋,25户
东亚环球国际,(通州通州其它)台湖北里29号,15784,2015年建成 ,塔楼,2.5元/平米/月,北京东亚时代物业管理有限公司,北京硕日新宇投资有限公司,5栋,1789户
沿河路4号,(房山城关)沿河路4号,20673,1993年建成 ,塔板结合,暂无信息,暂无信息,暂无信息,2栋,13户
琥珀郡,(昌平西关环岛)西关路20号院,15780,2011年建成 ,塔板结合,2.4元/平米/月,无物业管理服务,无,4栋,1212户
绿地启航国际南区,"(顺义后沙峪)枯柳树环岛顺平路与火寺路交汇处, 裕曦路11号院",19650,2016年建成 ,塔楼,4元/平米/月,北京首开鸿城实业有限公司,绿地集团北京京永置业有限公司,4栋,500户
丰景高苑,(昌平南口)南口镇丰景高苑,21761,2000年建成 ,板楼,0.5元/平米/月,暂无信息,无,4栋,205户
浅山香邑,"(顺义顺义其它)林秀西路1号院二区, 浅香北街16号院, 林秀西路1号",19420,2011年建成 ,塔楼/板楼,1.8至2.3元/平米/月,北京康乐物业管理有限公司,北京天正华特房地产开发有限公司,39栋,2260户
吴店西里,(房山良乡)吴店西里,21838,1998年建成 ,板楼,0.5元/平米/月,北京市吴店物业管理中心,北京韩建房地产开发有限公司,8栋,552户
太平庄东里2号院,(房山良乡)太平庄东里2号院31-40号院,21781,2003年建成 ,板楼,0.5至1元/平米/月,暂无信息,无,10栋,632户
北京苏活二区,(顺义顺义其它)顺义机场东路T3机场东路,22431,2010年建成 ,塔楼/板楼/塔板结合,2.67至4.98元/平米/月,北京首开望京物业服务有限公司逸安分公司,首开地产,14栋,1947户
红石座,(昌平东关)昌崔路198号院,18852,2008年建成 ,塔楼/板楼,3.2元/平米/月,北京绿都尚科科技有限公司物业管理中心,无,5栋,758户
城关南里社区,(房山城关)城关南里,19952,1979年建成 ,板楼,0.5至1元/平米/月,北京永兴达物业管理有限公司,暂无信息,15栋,701户
世外桃苑,(平谷平谷其它)昌金路,16908,2007年建成 ,板楼,1.85至4元/平米/月,北京金蝉物业管理有限公司,北京八通房地产开发有限公司,22栋,45户
泰胡路22号院,(昌平昌平其它)泰胡路22号院,21103,1998年建成 ,塔楼/板楼,0.5元/平米/月,无,无,3栋,40户
西关大宅,(昌平西关环岛)西关大宅,23332,暂无信息 ,板楼,1元/平米/月,小区自持,暂无信息,1栋,8户
新兴小区,(延庆延庆其它)北京市延庆区延庆镇新兴小区,22300,1989年建成 ,塔楼/板楼/塔板结合,1至1.2元/平米/月,暂无信息,无,21栋,349户
潭柘新区1号院,(门头沟门头沟其它)潭柘新区1号院,21289,暂无信息 ,板楼,1.2元/平米/月,无物业管理服务,暂无信息,6栋,216户
宽沟九号院,(怀柔怀柔)宽沟九号,17826,暂无信息 ,板楼,1.35元/平米/月,北京鹏志物业管理有限责任公司,暂无信息,2栋,72户
大灰厂路88号,(丰台丰台其它)大灰厂路88号,21913,1986年建成 ,板楼,1元/平米/月,自持物业,暂无信息,12栋,546户
东方小区,(门头沟门头沟其它)妙峰山镇东方小区,16708,1986年建成 ,板楼,暂无信息,暂无信息,无开发商,8栋,310户
彼岸香醍,(密云溪翁庄镇)溪翁庄镇密西路18号,20694,2000年建成 ,塔楼/板楼,4.5至5.9元/平米/月,北京均豪物业管理有限公司,北京潮云房地产开发有限公司,29栋,84户
永兴家园,(房山城关)城关街道农林路4号院,22166,2011年建成 ,塔楼,1元/平米/月,单位自管物业,暂无信息,8栋,435户
檀州家园西区,(密云鼓楼街道)檀州家园西区,17665,1996年建成 ,板楼/塔板结合,0.8至2.56元/平米/月,北京顺泽物业管理有限公司,暂无信息,19栋,914户
水岸花墅,(密云密云镇)密溪路西侧,22864,2011年建成 ,板楼/塔板结合,3.5至3.9元/平米/月,北京阳光嘉业物业有限公司,暂无信息,19栋,288户
中奥广场首站,"(丰台丰台其它)长辛店镇内长兴路12号(京石高速杜家坎匝道出口西1000米), 长兴路16号院",20750,2013年建成 ,塔楼/板楼,2.7至4.9元/平米/月,北京中体奥园物业管理有限公司,北京创世愿景房地产开发有限公司,6栋,685户
加州水郡Q酷,"(房山长阳)加州水郡Q酷, 嘉州水郡225号",16274,2009年建成 ,塔板结合,2元/平米/月,暂无信息,这是上海爱建房地产有限公司,3栋,2199户
水晶屿,(昌平东关)南环大桥 西侧,21807,2016年建成 ,塔楼,3.59元/平米/月,北京金隅大成物业管理有限公司,北京金隅嘉业房地产开发有限公司,2栋,360户
崔村教师楼,(昌平昌平其它)昌崔路26号院,22958,2002年建成 ,板楼,0.6元/平米/月,无物业管理服务,无开发商,4栋,160户
卡法国际,"(顺义顺义其它)南二环路与顺仁路交汇处向北100处路西, 顺仁路57号院",17565,2013年建成 ,板楼,3.5至3.55元/平米/月,北京天和佳祥物业管理有限公司,北京东泽房地产开发有限公司,2栋,444户
兴房苑小区,(房山城关)兴房苑小区,18380,2001年建成 ,板楼,0.58元/平米/月,暂无信息,暂无信息,5栋,288户
惠润家园小区三B地块,(门头沟石门营)惠润三B地块,22386,2013年建成 ,板楼,2.12元/平米/月,北京奥和物业管理有限公司,北京国信嘉业房地产开发有限公司,4栋,784户
旭辉丽舍,(通州通州其它)寨辛庄前街4号院,16584,2014年建成 ,板楼,2.98至4.66元/平米/月,上海永升物业,北京旭辉阳光置业有限公司,3栋,428户
城关西大街,(房山城关)城关西大街,19773,1985年建成 ,板楼,0.5元/平米/月,北京华苑物业管理服务有限公司,"""浙江富园房地产开发有限公司",2栋,38户
长海御墅,(房山房山其它)长沟国家湿地公园南侧,17251,2015年建成 ,板楼/塔板结合,2.96元/平米/月,北京长城物业管理有限公司,北京昊远隆基房地产开发总公司,41栋,782户
洪福家园,(房山城关)西大街30号院,21293,2000年建成 ,板楼,0.5元/平米/月,暂无信息,暂无信息,4栋,276户
福胜家园,(房山城关)福胜家园,22082,1995年建成 ,板楼,0.3至0.9元/平米/月,自持物业,无,7栋,398户
