小区名称,地址,参考价格,建筑年代,建筑类型,物业费用,物业公司,开发商,楼栋总数,房屋总数
东工商河路18-1小区,(天桥凤凰山)东工商河路18-1,当前网页找不到元素（价格）,1990年建成  ,板楼,暂无信息,业主自筹物业,济南市城市建设投资有限公司,4栋,133户
无影山路小区,(天桥无影山)无影山路无影山路社区,当前网页找不到元素（价格）,1985年建成  ,塔板结合,暂无信息,暂无信息,单位自建,5栋,252户
平乐苑,(天桥标山)工人新村北村,当前网页找不到元素（价格）,1995年建成  ,塔板结合,1.5元/平米/月,济南万科物业服务有限公司,无开发商,1栋,70户
清河溪岸,(天桥联四)小清河南路青河溪岸,当前网页找不到元素（价格）,2013年建成  ,未知类型,暂无信息,中润物业管理有限公司,暂无信息,6栋,126户
滨河星都,(天桥联四)臧家屯317号,当前网页找不到元素（价格）,2008年建成  ,板楼,暂无信息,无物业管理服务,无开发商,13栋,624户
安乐镇3到8号,(天桥药山)安乐镇3、4、5、7、8号,当前网页找不到元素（价格）,2005年建成  ,板楼,0.3元/平米/月,无物业管理服务,无开发商,6栋,308户
清河西苑,(天桥凤凰山)联四路清河西苑,当前网页找不到元素（价格）,2000年建成  ,板楼,0.7元/平米/月,中润物业管理有限公司,济南市城市建设投资有限公司,7栋,494户
清联花园,(天桥凤凰山)联四路32号,当前网页找不到元素（价格）,1990年建成  ,板楼,0.8元/平米/月,无物业管理服务,无开发商,10栋,1316户
天庆苑,(天桥凤凰山)联四路9号,当前网页找不到元素（价格）,2008年建成  ,板楼,暂无信息,无物业管理服务,济南市城市建设投资有限公司,4栋,212户
五柳庄花园,(天桥联四)西泺河路9号,当前网页找不到元素（价格）,2004年建成  ,未知类型,暂无信息,山东建工明珠物业管理有限公司,暂无信息,8栋,595户
舜清苑南区,(天桥联四)小清河南路118号,当前网页找不到元素（价格）,2006年建成  ,板楼,0.3元/平米/月,山东舜佳物业管理有限公司,济南祥顺置业有限公司,8栋,460户
唐官小区,(历城唐冶)经十东路唐官小区,当前网页找不到元素（价格）,2007年建成  ,板楼,暂无信息,无物业管理服务,无开发商,60栋,3369户
东方花园晨曦苑,(历城祝甸)东荷路1258号,当前网页找不到元素（价格）,2012年建成  ,板楼,1.1元/平米/月,街道办事处（居委会）代管物业,无开发商,3栋,174户
锦屏家园,(历下奥体中心)龙鼎大道锦屏家园,当前网页找不到元素（价格）,2008年建成  ,板楼,暂无信息,无物业管理服务,无开发商,86栋,4637户
板桥东苑,(历城全福区)历山北路220号,当前网页找不到元素（价格）,1998年建成  ,塔楼/板楼,暂无信息,无物业管理服务,济南市城市建设投资有限公司,8栋,592户
盛福家园北区,(历下盛福)奥体中路盛福家园北区,当前网页找不到元素（价格）,2004年建成  ,板楼,0.5至0.7元/平米/月,济南高新技术产业开发区物业管理总公司,上海铧福创盛置业有限公司,8栋,494户
清河西侯家场小区,(天桥联四)西泺河路清河西侯家场小区,当前网页找不到元素（价格）,2006年建成  ,板楼,暂无信息,无物业管理服务,无开发商,10栋,514户
药山警苑东区,(天桥药山)无影山北路药山警苑东区,当前网页找不到元素（价格）,2004年建成  ,板楼,0.5元/平米/月,济南天保益康物业管理有限公司,无开发商,10栋,372户
文博家园,(历下姚家)解放东路24号,当前网页找不到元素（价格）,2000年建成  ,板楼,1.2元/平米/月,暂无信息, 大理耀鹏房地产开发有限责任公司,7栋,1230户
东工商河路18-1小区,(天桥凤凰山)东工商河路18-1,当前网页找不到元素（价格）,1990年建成  ,板楼,暂无信息,业主自筹物业,济南市城市建设投资有限公司,4栋,133户
演马佳苑,(槐荫西客站)泰安路演马佳苑,当前网页找不到元素（价格）,2010年建成  ,板楼,暂无信息,山东银河伟业,无开发商,14栋,1358户
鲍山花园北区,(历城济钢)凤鸣路鲍山花园北区,当前网页找不到元素（价格）,1990年建成  ,板楼,暂无信息,街道办事处（居委会）代管物业,无开发商,58栋,3065户
姚家雁翔苑,(历下姚家)解放东路36号,当前网页找不到元素（价格）,2000年建成  ,板楼,1.5元/平米/月,暂无信息,无,18栋,2542户
文化东路34-3,(历下文化东路)文化东路34-3号,当前网页找不到元素（价格）,1996年建成  ,板楼,0.4元/平米/月,业主自筹物业,无开发商,4栋,100户
麗水华庭,(槐荫美里湖)美里路麗水华庭,当前网页找不到元素（价格）,2005年建成  ,板楼,暂无信息,无物业管理服务,无开发商,16栋,1008户
腊山新村,(槐荫腊山)腊山北路腊山新村,当前网页找不到元素（价格）,1996年建成  ,未知类型,暂无信息,暂无信息,暂无信息,2栋,80户
标山路12-1号,(天桥泺口)标山路12-1号,当前网页找不到元素（价格）,暂无信息  ,未知类型,暂无信息,私人承办物业,暂无信息,1栋,54户
千户豪庭旺苑,(槐荫中大槐树)张庄路98号,当前网页找不到元素（价格）,2010年建成  ,板楼,暂无信息,无物业管理服务,无开发商,3栋,740户
经十路24566号,(槐荫南辛庄)经十路24566号,当前网页找不到元素（价格）,1995年建成  ,板楼,暂无信息,无物业管理服务,济南市房地产开发集团总公司,3栋,132户
河畔景苑,(天桥泺口)二环北路河畔景苑,当前网页找不到元素（价格）,2006年建成  ,板楼,0.35元/平米/月,无物业管理服务,无开发商,40栋,1216户
龙泉居住区成和苑,(长清长清)文昌路龙泉居住区成和苑,当前网页找不到元素（价格）,暂无信息  ,板楼,暂无信息,暂无信息,暂无信息,7栋,394户
欣都小区,(槐荫南辛庄)机床二厂路欣都小区,当前网页找不到元素（价格）,2002年建成  ,板楼,0.6元/平米/月,业主自筹物业,济南市房地产开发集团总公司,16栋,1015户
兴济佳苑,(槐荫段店)经十路25678,当前网页找不到元素（价格）,2010年建成  ,板楼,暂无信息,无物业管理服务,无,4栋,793户
前龙小区,(市中白马山)济微路119号,当前网页找不到元素（价格）,2004年建成  ,板楼,0.6元/平米/月,无物业管理服务,济南市城市建设投资有限公司,8栋,640户
龙泉小区,(市中白马山)白马山南路16号,当前网页找不到元素（价格）,1999年建成  ,板楼,暂无信息,无物业管理服务,无开发商,5栋,150户
正华园小区,(槐荫段店)张庄路172,当前网页找不到元素（价格）,2002年建成  ,塔楼/板楼,0.8元/平米/月,业主自筹物业,无开发商,22栋,1322户
后龙窝庄,(市中白马山)济微路后龙窝庄,当前网页找不到元素（价格）,1992年建成  ,板楼/塔板结合,5元/平米/月,济南恒鼎物业管理有限公司,济南天方房地产开发有限公司,19栋,1052户
聚鑫旺园,(高新康虹路)颖秀路500号,当前网页找不到元素（价格）,2000年建成  ,板楼,1至1.1元/平米/月,济南齐郡置业有限公司,济南温泉空港置业有限公司,9栋,842户
怡祥苑(天桥区),(天桥联四)联四路怡祥苑,当前网页找不到元素（价格）,2009年建成  ,板楼,0.4元/平米/月,山东凯瑞物业服务有限公司,济南市天桥区北园街道办事处联四社区居民委员会,2栋,78户
北胡庄,(历城汉峪)凤天路北胡庄,当前网页找不到元素（价格）,1997年建成  ,板楼,1至1.3元/平米/月,无物业管理服务,无开发商,16栋,1693户
水园小区北区,(天桥水屯)水屯北路43号,当前网页找不到元素（价格）,2000年建成  ,板楼,0.3元/平米/月,暂无信息,无,13栋,809户
周庄新园东区,(历城祝甸)西周南路12号,当前网页找不到元素（价格）,2008年建成  ,板楼,0.04至0.4元/平米/月,街道办事处（居委会）代管物业,无开发商,11栋,842户
九龙山庄明珠苑,(市中二环南路)郎茂山路九龙山庄明珠苑,当前网页找不到元素（价格）,2012年建成  ,板楼,1.5元/平米/月,济南城诺物业管理有限公司,绿地控股集团宁波绿地置业有限公司,5栋,210户
农干院路1000,(历城祝甸)农干院路1000,当前网页找不到元素（价格）,1998年建成  ,板楼,0.3元/平米/月,济南金泰物业有限公司,市政开发,3栋,213户
西蒋峪和苑,(历下旅游路)龙鼎大道西蒋峪和苑,当前网页找不到元素（价格）,暂无信息  ,板楼,暂无信息,暂无信息,暂无信息,14栋,3255户
南苑小区,(历下化纤厂路)化纤厂路6号,当前网页找不到元素（价格）,1995年建成  ,板楼,0.25至20元/平米/月,暂无信息,铁路局,6栋,516户
盘龙居,(历城康虹路)铁骑路68号,当前网页找不到元素（价格）,暂无信息  ,未知类型,暂无信息,暂无信息,暂无信息,5栋,140户
西周小区,(历城祝甸)西周南路西周小区,当前网页找不到元素（价格）,2002年建成  ,板楼,0.5元/平米/月,街道办事处（居委会）代管物业,济南市城市建设投资有限公司,11栋,850户
凤凰山庄警苑小区,(长清长清)龙泉街凤凰山庄警苑小区,当前网页找不到元素（价格）,暂无信息  ,板楼,暂无信息,暂无信息,暂无信息,8栋,347户
新城西苑,(天桥泺口)新黄路新城西苑,当前网页找不到元素（价格）,2010年建成  ,板楼,0.5元/平米/月,私人承办物业,无开发商,5栋,385户
王府小区,(槐荫经十西路)经十西路王府小区,当前网页找不到元素（价格）,暂无信息  ,板楼,0.1元/平米/月,暂无信息,暂无信息,6栋,364户
乐天小区五区,(长清长清大学城)大学路958号,当前网页找不到元素（价格）,2000年建成  ,板楼,0.1元/平米/月,无物业管理服务,山东三箭房地产开发有限公司,36栋,1387户
腊山新村,(槐荫腊山)腊山北路腊山新村,当前网页找不到元素（价格）,1996年建成  ,未知类型,暂无信息,暂无信息,暂无信息,2栋,80户
康城花园二区,(天桥火车站)宝华街66号,当前网页找不到元素（价格）,2012年建成  ,板楼,1.2元/平米/月,济南铁箭物业有限公司,济南中铁置业有限公司,9栋,1349户
担山现代花园,(槐荫经十西路)经十西路担山现代花园,当前网页找不到元素（价格）,2006年建成  ,板楼,暂无信息,街道办事处（居委会）代管物业,无开发商,30栋,1283户
乐天小区四区,(长清长清大学城)大学路958号,当前网页找不到元素（价格）,1990年建成  ,板楼,暂无信息,暂无信息,暂无信息,26栋,1129户
林桥小区,(天桥泺口)小清河北路中段林桥小区,当前网页找不到元素（价格）,暂无信息  ,未知类型,暂无信息,暂无信息,暂无信息,3栋,212户
千户豪庭旺苑,(槐荫中大槐树)张庄路98号,当前网页找不到元素（价格）,2010年建成  ,板楼,暂无信息,无物业管理服务,无开发商,3栋,740户
经十路24566号,(槐荫南辛庄)经十路24566号,当前网页找不到元素（价格）,1995年建成  ,板楼,暂无信息,无物业管理服务,济南市房地产开发集团总公司,3栋,132户
舜苑花园,(天桥泺口)小清河北路12777号,当前网页找不到元素（价格）,2000年建成  ,板楼,0.5元/平米/月,私人承办物业,无开发商,5栋,378户
丹凤小区北区,(长清长清大学城)丁香路丹凤小区北区,当前网页找不到元素（价格）,2002年建成  ,板楼,暂无信息,无物业管理服务,无,41栋,1771户
欣都小区,(槐荫南辛庄)机床二厂路欣都小区,当前网页找不到元素（价格）,2002年建成  ,板楼,0.6元/平米/月,业主自筹物业,济南市房地产开发集团总公司,16栋,1015户
兴济佳苑,(槐荫段店)经十路25678,当前网页找不到元素（价格）,2010年建成  ,板楼,暂无信息,无物业管理服务,无,4栋,793户
龙泉小区,(市中白马山)白马山南路16号,当前网页找不到元素（价格）,1999年建成  ,板楼,暂无信息,无物业管理服务,无开发商,5栋,150户
正华园小区,(槐荫段店)张庄路172,当前网页找不到元素（价格）,2002年建成  ,塔楼/板楼,0.8元/平米/月,业主自筹物业,无开发商,22栋,1322户
后龙窝庄,(市中白马山)济微路后龙窝庄,当前网页找不到元素（价格）,1992年建成  ,板楼/塔板结合,5元/平米/月,济南恒鼎物业管理有限公司,济南天方房地产开发有限公司,19栋,1052户
分水岭村,(市中领秀城)242省道分水岭村,当前网页找不到元素（价格）,2005年建成  ,板楼,1元/平米/月,暂无信息,济南市市中区房地产开发（集团）总公司,14栋,894户
双龙 龙昌苑,(市中二环南路)二环南路7000,当前网页找不到元素（价格）,2000年建成  ,板楼,1.5元/平米/月,山东建工明珠物业管理有限公司,绿地控股,4栋,196户
南湖花园,(历城汉峪)凤凰南路南湖花园,当前网页找不到元素（价格）,2000年建成  ,板楼,1.2元/平米/月,广东碧桂园物业管理有限公司济南分公司, 大理耀鹏房地产开发有限责任公司,19栋,1942户
南康新居,(市中二环南路)103省道南康新居,当前网页找不到元素（价格）,1990年建成  ,板楼,1元/平米/月,北京盛世物业服务有限公司济南分公司,济南市市中区房地产开发（集团）总公司,8栋,852户
东方圣景,(市中二环南路)济微路138-1号,当前网页找不到元素（价格）,2004年建成  ,板楼,0.5元/平米/月,业主自筹物业,济南泰畅房地产开发有限公司,9栋,686户
盖佳花园西区,(天桥盖家沟)南徐东路3,当前网页找不到元素（价格）,1992年建成  ,板楼,0.3元/平米/月,无物业管理服务,上海证大集团,12栋,482户
乐天小区三区,(长清长清大学城)大学路958号,当前网页找不到元素（价格）,2000年建成  ,板楼,暂无信息,无物业管理服务,济南市拆迁服务公司,28栋,1332户
南洋馨苑,(历城王舍人)工业北路南洋馨苑,当前网页找不到元素（价格）,暂无信息  ,未知类型,暂无信息,暂无信息,暂无信息,9栋,616户
田园新城G5东区,(历城王舍人)坝王路田园新城G5东区,当前网页找不到元素（价格）,2000年建成  ,塔板结合,0.5元/平米/月,北京天鸿尊逸物业管理有限公司济南分公司,北京天鸿集团公司,14栋,490户
田园新城G5西区,(历城王舍人)坝王路田园新城G5西区,当前网页找不到元素（价格）,2011年建成  ,板楼,1元/平米/月,街道办事处（居委会）代管物业,济南天鸿房地产开发有限公司,14栋,448户
盖佳花园南二区,(天桥盖家沟)新黄路盖佳花园南二区,当前网页找不到元素（价格）,2004年建成  ,板楼,0.5元/平米/月,街道办事处（居委会）代管物业,无开发商,18栋,1669户
葵花小区,(市中二环南路)济微路葵花小区,当前网页找不到元素（价格）,1998年建成  ,板楼,暂无信息,街道办事处（居委会）代管物业,无开发商,10栋,378户
千佛山东路21号,(历下千佛山)千佛山东路21号,当前网页找不到元素（价格）,暂无信息  ,板楼,0.2元/平米/月,街道办事处（居委会）代管物业,暂无信息,1栋,5户
青龙山客运站,(市中白马山)南辛庄西路185-11号,当前网页找不到元素（价格）,1995年建成  ,板楼,0.5元/平米/月,业主自筹物业,房地产开发公司,1栋,18户
南辛庄西路157号,(市中白马山)南辛庄西路157号,当前网页找不到元素（价格）,暂无信息  ,板楼,暂无信息,暂无信息,暂无信息,1栋,1户
马市街9号,(历下明湖区)马市街9号,当前网页找不到元素（价格）,暂无信息  ,板楼,暂无信息,暂无信息,暂无信息,1栋,1户
济南恒大财富中心,(槐荫西客站)淄博路济南恒大财富中心,当前网页找不到元素（价格）,2017年建成  ,板楼/塔板结合,2.4至6元/平米/月,金碧物业有限公司济南分公司,济南西实置业有限公司,7栋,3268户
明湖新坊巷,"(历下明湖区)县西巷1号, 县西巷001号",当前网页找不到元素（价格）,暂无信息  ,板楼,暂无信息,暂无信息,暂无信息,1栋,59户
中川街10,(长清长清)中川街10,当前网页找不到元素（价格）,暂无信息  ,板楼,暂无信息,暂无信息,暂无信息,2栋,54户
常青花苑,(长清长清)龙泉街1582号,当前网页找不到元素（价格）,2000年建成  ,板楼,0.8元/平米/月,济南长兴房地产开发有限公司,济南长兴房地产开发有限公司,8栋,300户
袁庄西路,(天桥药山)袁庄西路5号,当前网页找不到元素（价格）,暂无信息  ,未知类型,暂无信息,暂无信息,暂无信息,4栋,150户
英雄山路31号,(市中二七新村)英雄山路31号,当前网页找不到元素（价格）,暂无信息  ,板楼,0.5元/平米/月,业主自筹物业,暂无信息,1栋,28户
工业南路91-1号,(历下化纤厂路)工业南路91-1号,当前网页找不到元素（价格）,暂无信息  ,板楼,暂无信息,暂无信息,暂无信息,3栋,78户
农干院路550号,(历城祝甸)农干院路550号,当前网页找不到元素（价格）,1998年建成  ,板楼,0.5元/平米/月,济南金泰物业有限公司,济南中再生置业有限公司,3栋,56户
经一路325号,(槐荫西市场)经一路325号,当前网页找不到元素（价格）,1996年建成  ,板楼,暂无信息,无物业管理服务,无开发商,1栋,121户
凤凰山路106号,(天桥凤凰山)凤凰山路106号,当前网页找不到元素（价格）,1990年建成  ,板楼,0.8元/平米/月,暂无信息,未知,6栋,198户
千佛山南路9号,(历下千佛山)千佛山南路9号,当前网页找不到元素（价格）,1996年建成  ,板楼,0.5元/平米/月,暂无信息,无,1栋,19户
经十路26039,(槐荫营市街)经十路26039,当前网页找不到元素（价格）,暂无信息  ,板楼,暂无信息,无物业管理服务,暂无信息,1栋,32户
山东兴源大厦,(天桥长途汽车站)标山南路10号,当前网页找不到元素（价格）,2004年建成  ,板楼,2.6元/平米/月,济南金泰物业有限公司,济南远洋地产,2栋,125户
堤口路118号,(天桥堤口路)堤口路118号,当前网页找不到元素（价格）,暂无信息  ,板楼,暂无信息,暂无信息,暂无信息,1栋,25户
华龙路1000号,(历城七里河)华龙路1000号,当前网页找不到元素（价格）,1988年建成  ,板楼,暂无信息,暂无信息,"""浙江富园房地产开发有限公司",2栋,102户
经五路119号,(市中大观园)经五路119号,当前网页找不到元素（价格）,暂无信息  ,板楼,暂无信息,暂无信息,暂无信息,1栋,26户
合苑山居,(市中玉函)二环南路合苑山居,当前网页找不到元素（价格）,暂无信息  ,未知类型,暂无信息,暂无信息,暂无信息,2栋,32户
制锦市周公祠街3-7号,"(天桥制锦市)制锦市周公祠街3号, 制锦市周公祠街5号, 制锦市周公祠街7号",当前网页找不到元素（价格）,1993年建成  ,板楼,暂无信息,无物业管理服务,无,3栋,36户
花园路184号,(历城山大路)花园路184号,当前网页找不到元素（价格）,1990年建成  ,板楼,1.35元/平米/月,暂无信息,无,1栋,192户
芙蓉街164号,(历下泉城路)芙蓉街164号,当前网页找不到元素（价格）,2015年建成  ,平房,暂无信息,暂无信息,暂无信息,1栋,2户
佳宝路11号,(历城祝甸)花园路57号,当前网页找不到元素（价格）,暂无信息  ,板楼,暂无信息,暂无信息,暂无信息,1栋,36户
花园路12号,(历下七里河)花园路12号,当前网页找不到元素（价格）,1989年建成  ,板楼,0.8元/平米/月,暂无信息,市政建设,4栋,58户
君悦枫景,(市中玉函)兴济河桥东首路南,当前网页找不到元素（价格）,2012年建成  ,板楼,1.2元/平米/月,济南二机床集团物业公司,济南天方房地产开发有限公司,1栋,96户
清繁里,(槐荫省立医院)纬七路72-1号,当前网页找不到元素（价格）,暂无信息  ,板楼,暂无信息,暂无信息,暂无信息,1栋,98户
龙山尚苑,(章丘章丘)济青高速龙山尚苑,当前网页找不到元素（价格）,暂无信息  ,板楼,暂无信息,暂无信息,济南方达置业有限公司,5栋,10户
依山居,(历下茂岭山)茂岭山路3号,当前网页找不到元素（价格）,2007年建成  ,板楼,1.2元/平米/月,山东海亮物业服务有限公司,山东晨光房地产开发有限公司,7栋,645户
板桥东苑,(历城全福区)历山北路220号,当前网页找不到元素（价格）,1998年建成  ,塔楼/板楼,暂无信息,无物业管理服务,济南市城市建设投资有限公司,8栋,592户
板桥西苑,(历城全福区)历山北路87号,当前网页找不到元素（价格）,1990年建成  ,板楼,0.5元/平米/月,暂无信息,南京诚厦置业顾问有限公司板桥分公司,3栋,168户
景苑祥和,(历城还乡店)景苑东路景苑祥和,当前网页找不到元素（价格）,2008年建成  ,板楼,暂无信息,无物业管理服务,无开发商,5栋,320户
裕辛苑,(历城还乡店)工业北路185号,当前网页找不到元素（价格）,1996年建成  ,板楼/塔板结合,0.5至2.36元/平米/月,无物业管理服务,无开发商,15栋,1089户
东方水岸,(天桥水屯)水屯北路6号,当前网页找不到元素（价格）,2000年建成  ,板楼,0.9元/平米/月,济南华起物业有限公司,济南华起房地产开发有限公司,6栋,655户
清河社区,(天桥联四)小清河北路清河社区,当前网页找不到元素（价格）,1990年建成  ,板楼,暂无信息,无物业管理服务,济南市城市建设投资有限公司,19栋,902户
安乐镇9-11,(天桥药山)安乐镇9-11,当前网页找不到元素（价格）,2005年建成  ,板楼,0.5元/平米/月,济南天保益康物业管理有限公司,无开发商,3栋,308户
清河西侯家场小区,(天桥联四)西泺河路清河西侯家场小区,当前网页找不到元素（价格）,2006年建成  ,板楼,暂无信息,无物业管理服务,无开发商,10栋,514户
药山警苑东区,(天桥药山)无影山北路药山警苑东区,当前网页找不到元素（价格）,2004年建成  ,板楼,0.5元/平米/月,济南天保益康物业管理有限公司,无开发商,10栋,372户
平乐苑,(天桥标山)工人新村北村,当前网页找不到元素（价格）,1995年建成  ,塔板结合,1.5元/平米/月,济南万科物业服务有限公司,无开发商,1栋,70户
清河溪岸,(天桥联四)小清河南路青河溪岸,当前网页找不到元素（价格）,2013年建成  ,未知类型,暂无信息,中润物业管理有限公司,暂无信息,6栋,126户
滨河星都,(天桥联四)臧家屯317号,当前网页找不到元素（价格）,2008年建成  ,板楼,暂无信息,无物业管理服务,无开发商,13栋,624户
安乐镇3到8号,(天桥药山)安乐镇3、4、5、7、8号,当前网页找不到元素（价格）,2005年建成  ,板楼,0.3元/平米/月,无物业管理服务,无开发商,6栋,308户
清河西苑,(天桥凤凰山)联四路清河西苑,当前网页找不到元素（价格）,2000年建成  ,板楼,0.7元/平米/月,中润物业管理有限公司,济南市城市建设投资有限公司,7栋,494户
清联花园,(天桥凤凰山)联四路32号,当前网页找不到元素（价格）,1990年建成  ,板楼,0.8元/平米/月,无物业管理服务,无开发商,10栋,1316户
东城花园,(高新世纪大道)工业南路34号,当前网页找不到元素（价格）,1993年建成  ,板楼,1.6元/平米/月,济南东城物业管理有限公司,山东东城置业有限公司,6栋,996户
舜清苑南区,(天桥联四)小清河南路118号,当前网页找不到元素（价格）,2006年建成  ,板楼,0.3元/平米/月,山东舜佳物业管理有限公司,济南祥顺置业有限公司,8栋,460户
东宇花园东区,(天桥美里湖)东沙路东宇花园东区,当前网页找不到元素（价格）,2006年建成  ,板楼,0.2元/平米/月,街道办事处（居委会）代管物业,无开发商,8栋,760户
西沙小区东一区,(槐荫美里湖)西沙北路西沙小区东一区,当前网页找不到元素（价格）,2004年建成  ,板楼,0.2元/平米/月,街道办事处（居委会）代管物业,济南市槐荫区美里湖街道办事处西沙王庄村民委员会,8栋,465户
下井庄园,(历下浆水泉区)洪山路下井庄园,当前网页找不到元素（价格）,2007年建成  ,板楼,1.2元/平米/月,街道办事处（居委会）代管物业,无开发商,22栋,1168户
田园小区,(天桥无影山)影山路西街田园小区,当前网页找不到元素（价格）,1994年建成  ,板楼,暂无信息,暂无信息,无开发商,4栋,182户
盛福家园北区,(历下盛福)奥体中路盛福家园北区,当前网页找不到元素（价格）,2004年建成  ,板楼,0.5至0.7元/平米/月,济南高新技术产业开发区物业管理总公司,上海铧福创盛置业有限公司,8栋,494户
家和苑,(历城还乡店)景苑东路16号,当前网页找不到元素（价格）,2004年建成  ,板楼,暂无信息,无物业管理服务,无开发商,16栋,1092户
凯旋花园,(历城祝甸)花园路35号,当前网页找不到元素（价格）,2002年建成  ,塔楼/板楼,1.6元/平米/月,济南中建信和置业有限公司,上海凯旋置业发展有限公司,8栋,505户
盛福家园南区,(历下盛福)奥体中路盛福家园南区,当前网页找不到元素（价格）,2009年建成  ,板楼,0.4元/平米/月,济南高新技术产业开发区物业管理总公司,市政建设,19栋,1067户
八涧堡小区,(历下盛福)奥体中路八涧堡小区,当前网页找不到元素（价格）,2001年建成  ,板楼,0.5至10元/平米/月,暂无信息,中海地产,16栋,1100户
工业北路283,(历城还乡店)工业北路283号,当前网页找不到元素（价格）,1990年建成  ,板楼,暂无信息,无物业管理服务,无开发商,3栋,152户
田园山庄,(历城经十东路)凤鸣路田园山庄,当前网页找不到元素（价格）,2006年建成  ,塔楼/板楼,0.25至0.55元/平米/月,街道办事处（居委会）代管物业,济南市城市建设投资有限公司,43栋,2116户
西村,(历下文化西路)青杨路西村,当前网页找不到元素（价格）,暂无信息  ,板楼,暂无信息,暂无信息,暂无信息,17栋,743户
济钢茂岭东苑东,(历下姚家)工业北路济钢茂岭东苑东,当前网页找不到元素（价格）,暂无信息  ,板楼,暂无信息,暂无信息,暂无信息,12栋,472户
阳光舜城南三区,(市中兴隆)舜师路阳光舜城南三区,当前网页找不到元素（价格）,1998年建成  ,板楼,暂无信息,暂无信息,济南华洋置业有限公司 ,2栋,31户
海尔绿城全运村玺园,(历下奥体中心)百合东路海尔绿城全运村玺园,当前网页找不到元素（价格）,2015年建成  ,板楼,2.1至3.5元/平米/月,青岛海尔地产服务有限公司济南分公司,绿城集团,10栋,11户
鲍芳苑,(历城王舍人)朝山街鲍芳苑,当前网页找不到元素（价格）,暂无信息  ,板楼,0.8元/平米/月,无物业管理服务,暂无信息,8栋,488户
凯莱公寓,(历下燕山)荆山东路107号,当前网页找不到元素（价格）,暂无信息  ,板楼,暂无信息,暂无信息,暂无信息,2栋,173户
印象济南泉世界,(槐荫西客站)青岛路印象济南泉世界,当前网页找不到元素（价格）,暂无信息  ,板楼/平房,7元/平米/月,润华物业,济南西城世中置业有限公司,3栋,13户
山钢锦绣华府,(天桥北园大街)三孔桥街锦绣华府,当前网页找不到元素（价格）,2019年建成  ,塔楼/板楼,2.36元/平米/月,山东信莱物业管理有限公司济南分公司,济南莱建置业有限公司,17栋,2082户
大辛庄,(历城还乡店)奥体中路大辛庄,当前网页找不到元素（价格）,暂无信息  ,未知类型,1.3元/平米/月,暂无信息,暂无信息,14栋,2739户
康和东苑,(历城全福区)黄台南路5号,当前网页找不到元素（价格）,2010年建成  ,板楼,2元/平米/月,福苑物业,四川省聚丰房地产开发有限责任公司1,4栋,964户
千佛山西路36-1号,(市中阳光舜城)千佛山西路36-1号,当前网页找不到元素（价格）,暂无信息  ,板楼,0.15元/平米/月,暂无信息,暂无信息,1栋,3户
纬五路28号,(市中火车站)纬五路28号,当前网页找不到元素（价格）,1982年建成  ,板楼,暂无信息,无物业管理服务,无,1栋,36户
中再凤凰城,(商河商河)彩虹路中再凤凰城,当前网页找不到元素（价格）,2017年建成  ,板楼,0.9元/平米/月,北京戴德梁行物业管理有限公司济南分公司,济南中再生置业有限公司,19栋,167户
