小区名称,地址,参考价格,建筑年代,建筑类型,物业费用,物业公司,开发商,楼栋总数,房屋总数
新村东路,(从化旧城区)新村东路,7737,暂无信息 ,塔楼,暂无信息,暂无信息,暂无信息,6栋,204户
翠岗路,(增城荔城中区)翠岗路,7529,1996年建成 ,塔楼/板楼/平房,0.7至1.5元/平米/月,暂无信息,无开发商,18栋,295户
河东南路,(从化江浦街)河东南路,7429,暂无信息 ,塔楼,暂无信息,无物业管理服务,无开发商,33栋,912户
龙井村,(从化江浦街)河东北路龙井村,6790,1986年建成 ,塔楼/板楼,暂无信息,无物业管理服务,无开发商,55栋,1558户
富逸华庭,(从化新城片区)新城东路80号,7277,2012年建成 ,塔楼,1元/平米/月,暂无信息,广州云星投资集团有限公司,1栋,216户
建云东路,(从化新城片区)建云东路,7304,1995年建成 ,塔楼,1元/平米/月,暂无信息,无开发商,39栋,971户
跃华路,(增城荔城富鹏)增城区跃华路,7368,暂无信息 ,未知类型,暂无信息,暂无信息,暂无信息,14栋,260户
人民路,(南沙大岗镇)人民路七巷,7692,1996年建成 ,平房,暂无信息,暂无信息,无开发商,8栋,90户
永盛楼住宅小区,(花都狮岭镇)振兴路永盛楼住宅小区,7205,2004年建成 ,塔楼,1元/平米/月,暂无信息,暂无信息,4栋,42户
大井头,(增城荔城中区)新桥路大井头,7755,暂无信息 ,未知类型,暂无信息,暂无信息,暂无信息,14栋,147户
聚德坊,(增城荔城中区)西园路聚德坊,6702,暂无信息 ,塔楼,暂无信息,暂无信息,暂无信息,2栋,25户
友田城,(花都狮岭镇)盘古南路6号,5591,2001年建成 ,平房,0.6元/平米/月,暂无信息,暂无信息,4栋,124户
雄炜大厦,(花都狮岭镇)尚勤路宏伟大厦,5277,2008年建成 ,塔楼,0.5元/平米/月,暂无信息,暂无信息,2栋,181户
挂绿街东一巷,(增城荔城中区)挂绿路东一巷2号201房,6415,暂无信息 ,塔楼,2元/平米/月,暂无信息,暂无信息,1栋,20户
狮峰上街17号,(花都狮岭镇)狮峰上街17号,3769,暂无信息 ,未知类型,暂无信息,暂无信息,暂无信息,1栋,1户
回龙小区,(花都花东镇)281县道回龙小区,6068,1994年建成 ,塔楼,0.8元/平米/月,无物业管理服务,暂无信息,3栋,23户
开园路,(增城荔城富鹏)开园路,6818,1988年建成 ,塔楼/平房,3元/平米/月,无物业管理服务,开天集团,133栋,1722户
恒丰路,(增城荔城富鹏)恒丰路22号,7403,暂无信息 ,塔楼,暂无信息,无物业管理服务,暂无信息,21栋,167户
侨中路山塘巷6号小区,(增城荔城中区)侨中路山塘巷6号,6508,暂无信息 ,塔楼,暂无信息,无物业管理服务,无开发商,2栋,27户
潭洲博爱商场,(南沙大岗镇)博爱路64号,6764,1998年建成 ,塔楼,0.5元/平米/月,无物业管理服务,无开发商,2栋,248户
滨海路,(增城荔城中区)滨海路,7713,2005年建成 ,板楼,暂无信息,无物业管理,无开发商,8栋,208户
狮岭宝峰豪庭小区,(花都狮岭镇)宝峰南路19号,7796,2008年建成 ,塔板结合,1.2元/平米/月,广州市东悦物业管理公司,广东信托房产开发公司,1栋,174户
狮岭镇东升东路第一安全小区,(花都狮岭镇)狮中路8号,5673,1997年建成 ,塔楼,1元/平米/月,暂无信息,暂无信息,6栋,82户
富和路,(增城荔城富鹏)富和路,5699,1993年建成 ,平房,1元/平米/月,广州市富和花园物业管理有限公司,富和集团有限公司,13栋,201户
鸿运楼,(从化太平镇)康乐西路九巷1号,6738,暂无信息 ,未知类型,暂无信息,暂无信息,暂无信息,2栋,68户
侨新街,(花都花东镇)侨新街,4984,2001年建成 ,塔楼,1元/平米/月,暂无信息,暂无信息,3栋,57户
工商局宿舍,(南沙榄核镇)中街29号,7492,暂无信息 ,板楼,暂无信息,暂无信息,暂无信息,1栋,2户
挂绿街东一巷,(增城荔城中区)挂绿路东一巷2号201房,6415,暂无信息 ,塔楼,2元/平米/月,暂无信息,暂无信息,1栋,20户
水木康桥,(从化温泉镇)碧泉路49号,6426,2007年建成 ,未知类型,暂无信息,暂无信息,暂无信息,4栋,42户
狮峰上街17号,(花都狮岭镇)狮峰上街17号,3769,暂无信息 ,未知类型,暂无信息,暂无信息,暂无信息,1栋,1户
增江大道北,(增城荔城增江)增江大道北,6138,暂无信息 ,未知类型,暂无信息,无物业管理服务,暂无信息,9栋,76户
宏华南路,(增城荔城富鹏)宏华南路8号,7348,2005年建成 ,未知类型,暂无信息,暂无信息,暂无信息,7栋,210户
氮肥厂中区,(增城石滩镇)广东省广州市增城区石滩镇立新路56号15幢603房,6163,1990年建成 ,未知类型,暂无信息,暂无信息,暂无信息,2栋,2户
交警大队新塘中队集资楼,(增城新塘南)广东省广州市增城区新塘镇新塘交警中队广州市公安局交通警察支队增城大队三中队,7264,暂无信息 ,未知类型,暂无信息,暂无信息,暂无信息,1栋,2户
红荔路29号,(增城石滩镇)增城市石滩镇红荔路29号402房,6170,暂无信息 ,未知类型,暂无信息,暂无信息,暂无信息,1栋,1户
清狮花园,(花都狮岭镇)东升中路28-3,4585,1998年建成 ,塔板结合,0.8至1元/平米/月,暂无信息,暂无信息,8栋,221户
狮岭加油站集资楼,(花都狮岭镇)花都区狮岭镇狮岭客运站对面加油站集资楼,3778,暂无信息 ,未知类型,暂无信息,暂无信息,暂无信息,2栋,24户
永胜南街,(增城永和)永胜南街,6441,暂无信息 ,平房,暂无信息,暂无信息,暂无信息,18栋,570户
置业楼,(花都北兴镇)花都大道杨二村路段北置业楼Ｂ座,6746,1993年建成 ,塔楼,1元/平米/月,暂无信息,暂无信息,2栋,24户
芙天楼,(花都狮岭镇)金狮大道东582号,3900,1996年建成 ,塔楼,1元/平米/月,暂无信息,暂无信息,2栋,2户
祥和楼,(花都花东镇)花都区北兴港前路56号祥和楼304房,7442,2007年建成 ,未知类型,1元/平米/月,暂无信息,暂无信息,2栋,2户
桂华楼小区,(花都狮岭镇)振兴路14号,4724,2000年建成 ,塔楼,暂无信息,暂无信息,暂无信息,4栋,144户
塘园中路,(增城荔城富鹏)塘园中路,7036,1985年建成 ,塔楼/板楼/平房,0.5元/平米/月,无物业管理,无开发商,92栋,1553户
明华街,(增城荔城中区)明华街,7437,暂无信息 ,塔楼,暂无信息,无物业管理,暂无信息,2栋,90户
中山路52号,(增城石滩镇)增城石滩中山路52号,5829,暂无信息 ,未知类型,暂无信息,暂无信息,暂无信息,1栋,2户
石滩解放路13号,(增城石滩镇)石滩解放路13号,5090,1996年建成 ,未知类型,暂无信息,暂无信息,暂无信息,1栋,2户
从化商贸城,(从化江浦街)江埔街隆兴路7号,7615,2000年建成 ,塔楼/板楼/平房,1.5元/平米/月,广州虹宇物业管理有限公司,广州市宏都房地产有限公司,52栋,1924户
增城石滩中山路38号,(增城石滩镇)增城市石滩镇中山路38号,4357,暂无信息 ,未知类型,暂无信息,暂无信息,暂无信息,1栋,2户
城丰路,(增城荔城富鹏)城丰路,6984,1985年建成 ,塔楼,暂无信息,无物业管理服务,无开发商,35栋,812户
华南路,(花都旧区)华南路,7748,1987年建成 ,塔楼,0.05至0.55元/平米/月,无物业管理,暂无信息,32栋,777户
花都颐和山庄,(花都狮岭镇)颐泊二街花都颐和山庄,7745,1999年建成 ,塔楼/板楼/平房,1.5至2.2元/平米/月,广州颐和酒店物业管理有限公司,广州市颐和山庄房地产开发有限公司,398栋,3526户
明珠新村二期,(天河东圃)东圃车陂街97号,6769,1996年建成 ,塔楼/板楼,0.7元/平米/月,暂无信息,天河区城镇房地产开发总公司,13栋,317户
南天大厦,(越秀人民路)海珠南路239号,4498,1989年建成 ,塔楼,2.5元/平米/月,暂无信息, 陕西亿润经贸有限公司 ,1栋,145户
花都祥兴楼,(花都旧区)五华直街,7679,1996年建成 ,塔楼,0.4元/平米/月,暂无信息,无开发商,1栋,28户
碧桂园假日半岛映翠苑,(花都山前大道)山前大道,7000,2006年建成 ,板楼/塔板结合,2元/平米/月,广州市碧桂园物业管理有限公司,清远碧桂园物业发展有展公司,573栋,867户
中国美林湖(清远市),(花都山前大道)美林湖大道中国美林湖天汇半岛,7408,2013年建成 ,塔楼,1.8元/平米/月,暂无信息,无开发商,53栋,168户
广州渔人码头SOHO54公寓,(番禺洛溪)北环路广州渔人码头SOHO54公寓,4978,1990年建成 ,塔楼,2至3元/平米/月,无物业管理,无开发商,7栋,2095户
帝缘花园,(花都狮岭镇)金狮大道西路31号,6502,2007年建成 ,塔楼,1元/平米/月,广州城建开发物业管理有限公司,无开发商,6栋,635户
碧桂园假日半岛B区,(花都山前大道)山前大道,5755,2005年建成 ,塔楼/板楼,2元/平米/月,暂无信息,清远碧桂园物业发展有展公司,6栋,74户
侨心南路,(花都花东镇)侨心南路,6670,暂无信息 ,塔楼,0.8元/平米/月,暂无信息,暂无信息,3栋,18户
环城北路,(南沙大岗镇)环城北路,6489,1999年建成 ,塔楼/塔板结合,3元/平米/月,暂无信息,无开发商,4栋,249户
增江街,(增城荔城增江)增江街,7652,1994年建成 ,塔楼,暂无信息,暂无信息,无开发商,10栋,139户
翡翠城,(从化鳌头镇)城鳌大道西路290号,7028,2010年建成 ,塔楼,1.4元/平米/月,广州市远英物业管理有限公司,广州市奔成实业有限公司,18栋,558户
南北商贸城,(花都秀全街)宏发南路9号,6312,1995年建成 ,塔楼,1元/平米/月,暂无信息,暂无信息,1栋,54户
花都颐和山庄A区,(花都狮岭镇)106国道,6695,2010年建成 ,塔楼/板楼,1.5元/平米/月,广州颐和酒店物业管理有限公司,暂无信息,12栋,337户
狮城苑,(花都狮岭镇)顺达北路2号,5655,2000年建成 ,塔楼,0.5元/平米/月,暂无信息,暂无信息,6栋,298户
金狮花园,(花都狮岭镇)培正街39号,4411,暂无信息 ,塔楼,0.4元/平米/月,暂无信息,暂无信息,5栋,95户
东江花园,(增城新塘北)兴荔路33号,7785,2015年建成 ,塔楼,1.8元/平米/月,保利物业,无开发商,1栋,28户
利源路,(从化江浦街)利源路,7671,1999年建成 ,塔楼,暂无信息,无物业管理服务,无开发商,2栋,60户
侨雅苑(花都区),(花都花东镇)花东镇侨雅苑,5981,2003年建成 ,塔楼,2.5元/平米/月,暂无信息,暂无信息,16栋,521户
镇南路(南沙),(南沙大岗镇)大岗镇镇南路,6827,2066年建成 ,塔板结合,2.8元/平米/月,无物业管理服务,无开发商,12栋,292户
益登华庭,(花都狮岭镇)友谊路益登华庭,7470,2008年建成 ,塔楼,1.3元/平米/月,暂无信息,无开发商,4栋,314户
狮岭镇经济发展公司小区,(花都狮岭镇)苏屋路狮岭镇经济发展公司小区,5725,暂无信息 ,板楼,1元/平米/月,暂无信息,暂无信息,1栋,24户
风神大道,(花都秀全街)风神大道,5070,2010年建成 ,塔楼,1.8元/平米/月,暂无信息,广州市风神汽车房地产开发有限公司,3栋,3户
新城中路,(从化旧城区)新城中路,7797,1996年建成 ,塔楼,暂无信息,无物业管理服务,无开发商,57栋,1046户
利泰花林湖畔,(从化鳌头镇)明珠大道北,7390,2012年建成 ,塔楼/板楼,1.2至1.5元/平米/月,深圳市龙城物业管理有限公司广州分公司,暂无信息,16栋,2046户
敏捷锦绣星河,(增城正果镇)正果大道,7004,2015年建成 ,塔楼,1.5至3.5元/平米/月,暂无信息,广州市敏捷房地产开发公司,13栋,534户
梅宾花园,(白云梅花园)同和路梅宾花园,7678,2000年建成 ,塔楼,0.7元/平米/月,无物业管理服务,中国建筑第二工程局,5栋,273户
松园路,(花都旧区)松园路,7305,1999年建成 ,塔楼,1元/平米/月,暂无信息,暂无信息,7栋,286户
荔景苑,(花都花东镇)北京路11号,7507,2005年建成 ,塔楼,0.5至1.5元/平米/月,暂无信息,暂无信息,6栋,155户
至宝楼,(从化鳌头镇)新政路10号,7383,暂无信息 ,板楼,0.8元/平米/月,暂无信息,暂无信息,1栋,63户
珠光山水御苑,(从化江浦街)温泉大道13号,7503,2000年建成 ,塔楼,2元/平米/月,广州珠光物业管理有限公司,广州市润启房地产有限公司,5栋,1514户
富鹏小区,(增城荔城富鹏)广丰西路富鹏小区,7545,2017年建成 ,塔楼,暂无信息,业主自筹物业,广州仁安房地产开发有限公司,3栋,156户
鹏瑞丰楼,(增城荔城富鹏)沙园中路鹏瑞丰楼,7224,暂无信息 ,塔楼/板楼,暂无信息,私人承办物业,无开发商,3栋,285户
永润广场,(南海金沙洲)里广路永润广场,7124,2013年建成 ,塔楼,3.7至3.8元/平米/月,佛山市永昕物业管理有限公司,佛山石华集团,5栋,538户
富力金港城东区,(花都花东镇)金谷北路富力金港城东区,11368,1998年建成 ,塔楼/塔板结合,1.96至2.8元/平米/月,广州市天力物业管理有限公司,富力地产,118栋,5764户
人盛巴厘天地,(从化神岗镇)广从北路263号,9722,2008年建成 ,塔楼/塔板结合,1至2.2元/平米/月,戴德梁行房地产顾问（广州）有限公司,广州市人盛实业开发有限公司,24栋,2680户
金碧御水山庄,(花都狮岭镇)山前大道,8789,2000年建成 ,塔楼,0.9至2元/平米/月,广州市恒远物业管理有限公司,深圳市绿景房地产开发有限公司广州分公司,578栋,3746户
宝铼雅居,(花都秀全街)迎宾大道西,11343,2013年建成 ,塔楼,1.8至2元/平米/月,广州市嘉粤物业有限公司,广州中铼房地产开发有限公司,10栋,936户
南国家园,(白云神山镇)神山大道西298号,8604,1998年建成 ,塔楼,0.3元/平米/月,无物业管理服务,无开发商,11栋,21户
天湖峰境,(花都北兴镇)鸣湖东街合景天湖峰境,8468,2007年建成 ,塔楼/塔板结合/平房,1.96至3元/平米/月,暂无信息,广州市中天盈房地产开发有限公司,389栋,1756户
紫泉翠荔嘉园,(从化太平镇)广从北路282号,11345,2004年建成 ,塔楼/板楼,0.98至3元/平米/月,广州市紫泉物业物管有限公司,广州紫泉房地产开发有限公司,41栋,1758户
富力泉天下,(从化温泉镇)紫檀三路68号,9167,2010年建成 ,塔楼,2.5至3元/平米/月,暂无信息,广州富力地产股份有限公司,672栋,4235户
雁塔小区,(增城荔城中区)夏街大道237号,9093,暂无信息 ,塔楼,暂无信息,无物业管理,无开发商,3栋,712户
柏丽星寓,(番禺石楼)黄山路68号,10719,1998年建成 ,塔楼/板楼,3.6元/平米/月,广州市东康物业管理有限公司,广州市信科房地产开发有限公司,3栋,726户
花城路,(花都旧区)花城路,8360,1981年建成 ,塔楼/板楼/平房,0.5至2元/平米/月,暂无信息,无开发商,94栋,2727户
怡康花园(花都),(花都旧区)龙珠路8号,11661,1992年建成 ,塔楼/板楼,0.5至1元/平米/月,业主自筹物业,无开发商,87栋,661户
逸涛半岛,(南沙进港大道)环市北路1号,11663,1998年建成 ,塔楼/板楼,1.3至2.2元/平米/月,广州市凯伦物业管理服务有限公司,无开发商,245栋,735户
中山大楼,(花都旧区)建设南路,10508,1999年建成 ,塔楼,0.6元/平米/月,广州港务局,无开发商,2栋,149户
雅图花园,(花都镜湖大道)雅源南路68号,9470,1996年建成 ,塔楼,0.5至1元/平米/月,无物业管理服务,广州雅图房地产开发有限公司,12栋,630户
清河西路,(番禺市桥)清河西路,11659,1992年建成 ,塔楼/板楼/塔板结合/平房,暂无信息,暂无信息,无开发商,32栋,282户
锦绣御景苑一二期,(增城荔城西区)御景路59号,11573,1999年建成 ,塔楼/板楼,1至1.5元/平米/月,广州市群力物业管理有限公司,广州市敏捷房地产开发公司,43栋,2959户
富丽花园,(花都旧区)金华路4号,9944,1997年建成 ,塔楼/板楼,0.3元/平米/月,广州市花都富丽物业管理公司,富力地产,13栋,969户
建设北路,(花都旧区)建设北路,8652,1987年建成 ,板楼,1元/平米/月,暂无信息,无开发商,193栋,7774户
金华花园,(花都旧区)金都路17、25号,10078,1990年建成 ,塔楼,0.6至1.2元/平米/月,广州市东华物业管理有限公司,广州市政建设有限公司,16栋,799户
汇丰居,(增城荔城富鹏)开园路西五巷1号,10671,2000年建成 ,平房,1.5元/平米/月,广州鸿汇物业管理服务有限公司新塘汇丰分公司,浙江汇丰地产开发有限公司,1栋,49户
珠光流溪御景,(从化赤草)滨江一路珠光流溪御景,10785,2009年建成 ,塔楼/板楼/塔板结合/平房,1.5至3元/平米/月,暂无信息,广州从化珠光投资有限公司,382栋,3219户
穗和名庭,(白云人和)鹤龙七路穗和名庭,10911,2011年建成 ,塔楼,1.2元/平米/月,暂无信息,暂无信息,5栋,534户
雅居乐小院流溪,(从化赤草)观景路雅居乐小院流溪,11560,2009年建成 ,塔楼/塔板结合,2.2至3元/平米/月,暂无信息,广州雅居乐房地产开发有限公司,166栋,2726户
汇美之家,(增城新塘北)公园街2号,11490,1993年建成 ,未知类型,暂无信息,暂无信息,暂无信息,1栋,28户
汇太中路农行宿舍,(增城新塘北)汇美新村A2区荔新大道4号,9530,2000年建成 ,塔楼,0.2元/平米/月,私人承办物业,无开发商,1栋,54户
顶好大厦,(增城新塘南)港口大道321号,10264,1995年建成 ,塔楼/板楼,1.2至1.5元/平米/月,天花物业,顶好房地产开发公司,3栋,429户
金联广场北座大院,(花都旧区)商业大道95号,9698,1993年建成 ,塔楼,1元/平米/月,广东中原地产代理有限公司,广州花都区花东镇金谷工业区,2栋,73户
珠江西路,(南沙南沙湾)珠江西路,10904,暂无信息 ,塔楼,2元/平米/月,无物业管理服务,无开发商,2栋,38户
云山大道,(花都旧区)云山大道,9104,1987年建成 ,塔楼/板楼,0.6至0.65元/平米/月,暂无信息,无开发商,66栋,1618户
大城云山,(从化太平镇)广从南路1033号,10752,2013年建成 ,塔楼,1.5至2元/平米/月,广州市大嵘物业管理有限公司,广州大城房地产开发有限公司,24栋,1004户
建设路(花都区),(花都旧区)建设路,8080,1987年建成 ,塔楼/板楼,0.6元/平米/月,暂无信息,无开发商,80栋,3019户
金城广场,(花都旧区)秀全大道31号,11690,1995年建成 ,塔楼,0.6元/平米/月,暂无信息,无开发商,10栋,630户
南航碧花园D区,(花都狮岭镇)山前大道189号,8850,2002年建成 ,塔楼,1至1.5元/平米/月,广州碧花园物业管理有限公司,广州碧花园房地产开发有限公司,288栋,964户
荣盛商汇,(白云沙太北)犀牛路荣盛商汇,8296,2003年建成 ,板楼,3元/平米/月,私人承办物业,无开发商,1栋,616户
