小区名称,地址,参考价格,建筑年代,建筑类型,物业费用,物业公司,开发商,楼栋总数,房屋总数
鸿宝一村(南区),(奉贤西渡)沪杭公路66弄142-152号，沪杭公路66弄181-453号，沪杭公路66弄486-491号,当前网页找不到元素（价格）,1994年建成 ,板楼,0.24至0.6元/平米/月,天宝物业,上海美都建设工程有限公司,231栋,3175户
惠康苑,(浦东惠南)拱海路79弄,当前网页找不到元素（价格）,2010年建成 ,塔楼/板楼,1.17至1.2元/平米/月,上海佳信物业管理有限公司,上海中建申拓投资发展有限公司,39栋,3185户
清水颐园,"(嘉定嘉定老城)裕民路1000弄, 沪宜公路3853号, 沪宜公路3856号, 沪宜公路3851号",当前网页找不到元素（价格）,2003年建成 ,板楼/塔板结合/平房,1.46至1.9元/平米/月,新城物业有限公司,上海清水颐园房地产有限公司,125栋,2094户
龙湖郦城,"(嘉定嘉定新城)云屏路88弄,双单路1509弄,云屏路188弄",当前网页找不到元素（价格）,2011年建成 ,塔楼/板楼/塔板结合,2.8至4元/平米/月,龙湖物业,上海恒驰房地产有限公司,27栋,2148户
艺泰安邦,(浦东宣桥)南六公路399弄,当前网页找不到元素（价格）,2006年建成 ,板楼,0.85至1.4元/平米/月,上海文化银湾物业管理有限公司,上海刚泰房地产发展有限公司,151栋,4422户
绿地香颂(奉贤)(公寓),(奉贤海湾)海马路5888弄,当前网页找不到元素（价格）,2011年建成 ,板楼,1.4元/平米/月,上海科瑞物业管理发展有限公司,上海科瑞有限公司,31栋,1905户
惠康苑西苑,(浦东惠南)拱海路78弄,当前网页找不到元素（价格）,2014年建成 ,塔楼/板楼,1.17元/平米/月,上海佳信物业管理有限公司,上海申拓投资发展有限公司,14栋,816户
水闸小区,(奉贤西渡)沪杭公路149弄,当前网页找不到元素（价格）,1994年建成 ,板楼,0.24至0.5元/平米/月,上海西乐物业管理有限公司,上海奋发实业发展公司,69栋,815户
骏丰玲珑坊,"(嘉定嘉定新城)康年路208弄, 康年路209弄, 崇文路1196号, 崇文路1166号, 崇教路169号, 崇教路193号, 崇教路283号, 崇教路241号",当前网页找不到元素（价格）,2013年建成 ,塔楼/板楼,1.99元/平米/月,上海惠众物业管理有限公司,上海骏丰嘉陆房地产开发有限公司,16栋,1520户
德盈佳园,"(浦东惠南)盐大路2585弄, 盐大路2537号, 盐大路2559号",当前网页找不到元素（价格）,2008年建成 ,板楼,0.65至1.7元/平米/月,上海联讯物业管理有限公司,上海川沙界龙联合发展有限公司,99栋,1431户
鸿宝二村,"(奉贤西渡)沪杭路1111号, 鸿宝二村306",当前网页找不到元素（价格）,1994年建成 ,板楼,0.24至0.35元/平米/月,天宝物业,上海美都建设工程有限公司,181栋,2273户
浦江花园,(奉贤西渡)浦江花园,当前网页找不到元素（价格）,1999年建成 ,板楼,0.58元/平米/月,和记物业服务(上海)有限公司,西上海集团,91栋,1083户
鸿宝一村(北区),(奉贤西渡)沪杭公路32弄,当前网页找不到元素（价格）,1991年建成 ,板楼,0.24至1.7元/平米/月,上海西乐物业管理有限公司,暂无信息,140栋,2001户
万寿新村(青浦),(青浦盈浦)万寿新村,当前网页找不到元素（价格）,1992年建成 ,板楼,0.6元/平米/月,青住物业,青浦房地产开发有限公司,124栋,4056户
海派青城,"(松江新桥)新镇街1058弄, 新镇街1056、1054号",当前网页找不到元素（价格）,2009年建成 ,板楼,1.44至2.88元/平米/月,新东渡物业,瑞松置业有限公司,121栋,1407户
昆阳小区,"(闵行老闵行)昆阳路540弄, 昆阳路420弄, 昆阳路580弄, 昆阳路550弄, 昆阳路520弄, 昆阳路570弄, 昆阳路560弄, 昆阳路600弄, 昆阳路620弄, 天星路251弄, 天星路241弄",当前网页找不到元素（价格）,1973年建成 ,板楼,0.8至1元/平米/月,闵联物业管理有限公司,上海闵联实业有限公司,166栋,3104户
新舒苑,"(浦东书院镇)唐港路1059弄,丽正路1059弄",当前网页找不到元素（价格）,2006年建成 ,板楼,0.3元/平米/月,大书物业,临港经济发展有限公司,197栋,2097户
金都雅苑,(奉贤西渡)扶港路629弄,当前网页找不到元素（价格）,2005年建成 ,板楼,0.65至0.9元/平米/月,上海金明房地产物业管理有限公司,上海金明置业发展有限公司,80栋,955户
金碧汇虹苑,(奉贤奉贤金汇)金碧路1980弄,当前网页找不到元素（价格）,2007年建成 ,板楼,0.85元/平米/月,上海汇隆物业管理有限公司,上海新发展金汇房地产开发有限公司,164栋,2897户
东方冠郡一期,"(浦东新场)汇友路38弄, 汇友路10弄, 汇豪路72弄, 众安路879弄, 汇友路58弄, 汇豪路74弄, 汇豪路71弄, 新环东路65弄, 汇友路59弄, 汇豪路73弄, 汇盟路30号, 新环东路64弄, 仁义路213号, 汇友路50号, 汇友路30号, 汇友路38弄1-7号, 汇豪路61号, 汇豪路71弄1-5号, 汇豪路59号",当前网页找不到元素（价格）,2006年建成 ,板楼/塔板结合,0.8至1.78元/平米/月,暂无信息,上海意得实业投资有限公司,117栋,1482户
首创旭辉城,(嘉定徐行)汇源路518弄,当前网页找不到元素（价格）,2013年建成 ,板楼,2.8至2.88元/平米/月,上海永升物业管理有限公司,上海首嘉置业有限公司,41栋,1686户
外冈新苑,"(嘉定外冈)瞿门路399弄,恒飞路488弄,恒飞路489弄",当前网页找不到元素（价格）,2006年建成 ,板楼,1.1元/平米/月,无,暂无信息,306栋,4123户
天居玲珑湾,(嘉定徐行)汇旺东路1188弄,当前网页找不到元素（价格）,2013年建成 ,板楼,1.95元/平米/月,上海海鸿福船物业管理有限公司,上海天居投资有限公司,29栋,1524户
李园二村,"(嘉定嘉定老城)博乐路7-20号,博乐路252弄,李园二村",当前网页找不到元素（价格）,1984年建成 ,板楼,0.9至1元/平米/月,嘉城物业,嘉定房地产有限公司,149栋,2882户
布鲁斯小镇(一期)(别墅),"(浦东惠南)惠园路2000弄, 迎薰路1079弄",当前网页找不到元素（价格）,2010年建成 ,板楼,2.8元/平米/月,保利物业管理有限公司,绿城集团,448栋,448户
江桥万达广场(嘉定),"(嘉定江桥)鹤旋路26弄, 鹤旋路58弄, 金沙江西路1069号, 金沙江西路1075弄, 鹤旋路42弄, 华江路850弄",当前网页找不到元素（价格）,2010年建成 ,塔楼/板楼/塔板结合,3至14元/平米/月,上海万达商业管理有限公司,上海嘉定万达投资有限公司,177栋,3753户
绿地启航城,(青浦白鹤)启航城,当前网页找不到元素（价格）,2007年建成 ,塔楼/板楼,1.5至3.3元/平米/月,上海永绿物业管理有限公司,上海绿地集团青浦置业有限公司,31栋,2242户
桃园小区(嘉定),(嘉定嘉定老城)城中路213弄,当前网页找不到元素（价格）,1964年建成 ,塔楼/板楼,0.8至1元/平米/月,九亭物业,九亭投资有限公司,151栋,3534户
佳兆业珊瑚湾(公寓),(奉贤海湾)海马路4333弄,当前网页找不到元素（价格）,2010年建成 ,板楼,2至2.1元/平米/月,佳兆业品牌物业,上海新湾投资发展有限公司,42栋,1108户
乐康苑,(奉贤西渡)肖塘路146弄,当前网页找不到元素（价格）,2004年建成 ,板楼,0.5至0.63元/平米/月,上海万陵物业有限公司,上海营巢物业管理有限公司,206栋,2521户
红梅小区(嘉定),"(嘉定安亭)昌吉路253弄, 昌吉路237弄, 昌吉路203弄, 昌吉路255号, 昌吉路203弄1-13号, 昌吉路215弄2-3号",当前网页找不到元素（价格）,1963年建成 ,板楼,0.45至0.8元/平米/月,无,上海众达实业投资有限公司,89栋,2246户
水帘洞小区,(奉贤西渡)水帘洞小区,当前网页找不到元素（价格）,1989年建成 ,板楼,0.24至4.2元/平米/月,上海奉贤西渡物业管理有限公司,上海世博土地控股有限公司,54栋,705户
庆华新村,(青浦夏阳)青浦青安路38弄,当前网页找不到元素（价格）,1978年建成 ,板楼,0.4元/平米/月,上海新青浦物业管理有限公司,上海六泉房地产开发公司,60栋,2325户
都汇华庭,"(青浦香花桥)新园路508弄,新园路509弄",当前网页找不到元素（价格）,2005年建成 ,塔楼/板楼,1.45至1.5元/平米/月,上海纺原物业有限公司,上海利峰乐置业有限公司,44栋,716户
云锦新苑,(浦东泥城镇)泥城路131弄,当前网页找不到元素（价格）,2006年建成 ,板楼,0.55至0.68元/平米/月,上海欣周物业管理有限公司,周康置业开发有限公司,29栋,564户
棕榈滩海景城,"(奉贤海湾)金汇塘东路1799弄, 金汇塘东路1399弄, 金汇塘路388弄",当前网页找不到元素（价格）,2004年建成 ,板楼,1.5至2元/平米/月,上海同丰物业管理有限公司,上海同丰房地产开发有限公司,36栋,1228户
蓝色城邦(公寓),(浦东泥城镇)霞光路78弄,当前网页找不到元素（价格）,2010年建成 ,板楼,0.6至1.76元/平米/月,上海南汇惠房物业管理有限公司,上海新元联业企业发展有限公司,61栋,858户
南苑一村,(嘉定嘉定老城)南苑一村,当前网页找不到元素（价格）,1993年建成 ,板楼,0.45元/平米/月,叶城物业,无开发商,68栋,876户
晨星四季苑,(松江新桥)茜浦路600弄,当前网页找不到元素（价格）,2008年建成 ,板楼,0.6至0.8元/平米/月,上海松开物业管理有限公司,暂无信息,63栋,725户
崧泽华城和瑞东苑,(青浦赵巷)秀沁路132弄,当前网页找不到元素（价格）,2014年建成 ,塔楼/板楼,1.2元/平米/月,上海沙林物业管理有限公司,暂无信息,11栋,863户
上海庄园三期,(嘉定外冈)恒荣路589弄,当前网页找不到元素（价格）,2011年建成 ,板楼,2.8至3.5元/平米/月,路劲物业,上海隽城置业有限公司,574栋,997户
闸园新村,(奉贤西渡)西闸路75号,当前网页找不到元素（价格）,1993年建成 ,板楼,0.24元/平米/月,上海西乐物业管理有限公司,上海西渡房产开发有限公司,89栋,1192户
金桂一村,(嘉定安亭)金桂一村,当前网页找不到元素（价格）,1994年建成 ,板楼,0.45元/平米/月,上海佳通物业管理有限公司,暂无信息,68栋,415户
迎园新村五坊,(嘉定新成路)迎园新村五坊,当前网页找不到元素（价格）,1991年建成 ,板楼,0.7元/平米/月,暂无信息,暂无信息,37栋,600户
长达佳苑宜居尚城,"(浦东航头)航梅路525弄1、2、3、4、6支弄, 航梅路525弄5支弄",当前网页找不到元素（价格）,2006年建成 ,板楼/塔板结合,0.6至2.8元/平米/月,暂无信息,上海东升置业发展有限公司,481栋,3287户
育秀九区,"(奉贤南桥)育秀东区200-430号, 环城东路1690号",当前网页找不到元素（价格）,1996年建成 ,板楼,0.46元/平米/月,上海科瑞物业管理发展有限公司,上海江海置业有限公司,139栋,1683户
招商南桥雅苑,(奉贤南桥)环城南路1000弄,当前网页找不到元素（价格）,2009年建成 ,板楼,1.2至2.1元/平米/月,上海招商局物业管理有限公司,上海招商局大厦有限公司,19栋,1021户
海韵馨苑,(奉贤柘林)联业路859弄,当前网页找不到元素（价格）,2009年建成 ,板楼,0.7至1.19元/平米/月,上海盛源物业有限公司,上海新柘林建设发展有限公司,182栋,1790户
华泽新苑,(松江新桥)新南街299弄,当前网页找不到元素（价格）,2007年建成 ,板楼,1.25至1.45元/平米/月,上海欣纪物业管理有限公司,上海亚龙投资（集团）有限公司,12栋,722户
西民旺苑,(奉贤南桥)运河北路1358弄,当前网页找不到元素（价格）,2013年建成 ,板楼,1至1.6元/平米/月,上海昌悦物业管理有限公司,上海江海置业有限公司,84栋,1776户
江海花园,"(奉贤南桥)江海花园, 江南路175号, 江南路181号",当前网页找不到元素（价格）,1996年建成 ,板楼,0.55至1.1元/平米/月,上海昌悦物业管理有限公司,上海江海置业有限公司,225栋,2688户
鹏润伊顿公馆,(浦东惠南)观海路1118弄,当前网页找不到元素（价格）,2013年建成 ,板楼,0.8至2.8元/平米/月,长城物业,上海鹏汇房地产开发有限公司,32栋,1064户
乾耀东港,(浦东泥城镇)霞光路368弄,当前网页找不到元素（价格）,2013年建成 ,塔楼/板楼,1.69元/平米/月,英达物业,上海乾耀置业有限公司,32栋,894户
晨星小区,(松江新桥)茜蒲路651弄,当前网页找不到元素（价格）,2004年建成 ,板楼,0.6元/平米/月,上海松开物业管理有限公司,晨星房地产开发有限公司,119栋,1428户
芙蓉新村,(嘉定安亭)泽普路318弄,当前网页找不到元素（价格）,1996年建成 ,板楼,0.45至0.8元/平米/月,上海佳通物业管理有限公司,上海行通房地产发展有限公司,85栋,1018户
绿地领海(商业类),"(宝山上大)城银路555弄, 市台路388号, 市台路408号, 市台路400号",当前网页找不到元素（价格）,2009年建成 ,塔楼/板楼,1.8至4元/平米/月,绿地集团,绿城集团,19栋,4022户
港城新苑,"(浦东外高桥)草高支路168弄, 草高支路170弄, 季景北路1120弄, 小园浜路88弄",当前网页找不到元素（价格）,2007年建成 ,板楼,1.5元/平米/月,上海浦东新区潼港物业管理部,上海东波房地产开发经营有限公司,65栋,1226户
绿地观邸,(奉贤南桥)新建西路158弄，新建西路238弄,当前网页找不到元素（价格）,2010年建成 ,塔楼/板楼,1.6元/平米/月,上海科瑞物业管理发展有限公司,绿城集团,17栋,1025户
布鲁斯小镇(绿地·皇家官邸),(浦东惠南)靖海南路567弄,当前网页找不到元素（价格）,2013年建成 ,板楼,1.9至1.98元/平米/月,上海欣周物业管理有限公司,上海绿地集团,42栋,1312户
三星苑,"(松江松江老城)乐都西路1155弄, 仓汇路549号",当前网页找不到元素（价格）,2004年建成 ,板楼,0.75元/平米/月,上海永开置业有限公司三星苑物业管理,上海三星房地产开发经营公司,182栋,2058户
南星新村,(奉贤南桥)南星新村,当前网页找不到元素（价格）,1980年建成 ,板楼,1.2元/平米/月,上海奉房物业管理有限公司,上海贝申房地产有限公司,29栋,479户
正阳世纪星城丽骏湾,(奉贤南桥)正环路666弄1-12号,当前网页找不到元素（价格）,2010年建成 ,板楼,1.28至4元/平米/月,上海陆家嘴物业管理有限公司,上海奉贤正阳置业有限公司,9栋,605户
祥和花园,(奉贤西渡)西闸路1575号,当前网页找不到元素（价格）,1995年建成 ,板楼,0.3元/平米/月,上海西乐物业管理有限公司,上海莲塘房地产开发有限公司,33栋,853户
康敏苑,"(浦东惠南)康锦路52弄,靖海南路488弄",当前网页找不到元素（价格）,2007年建成 ,板楼,0.8至1.2元/平米/月,上海南汇惠房物业管理有限公司,上海康敏置业有限公司,43栋,610户
绿地时代嘉苑,(青浦白鹤)绿地时代嘉苑,当前网页找不到元素（价格）,2015年建成 ,板楼,1.6元/平米/月,上海永绿置业有限公司,暂无信息,15栋,1029户
万达广场(松江),(松江松江大学城)广富林路658弄,当前网页找不到元素（价格）,2009年建成 ,塔楼,2至3.8元/平米/月,万达物业公司,万达集团,264栋,2063户
南苑五村,(嘉定嘉定老城)南苑五村,当前网页找不到元素（价格）,1995年建成 ,板楼,0.45元/平米/月,叶城物业,无开发商,58栋,669户
惠康苑东苑,(浦东惠南)拱海路240弄,当前网页找不到元素（价格）,2014年建成 ,板楼,1.17至1.2元/平米/月,上海佳信物业管理有限公司,上海申拓投资发展有限公司,9栋,494户
李园一村,"(嘉定嘉定老城)李园一村, 李园一村82弄",当前网页找不到元素（价格）,1986年建成 ,板楼,0.8至1元/平米/月,自主物业,嘉定房地产有限公司,94栋,1794户
石笋一村,(浦东新场)石笋一村,当前网页找不到元素（价格）,1984年建成 ,板楼,0.8元/平米/月,暂无信息,上海环保置业有限公司,60栋,659户
海尚墅林苑,(奉贤海湾)海泉路555弄,当前网页找不到元素（价格）,2011年建成 ,板楼,1.7至1.9元/平米/月,上海居上物业管理有限公司,上海金闵房地产开发有限公司,14栋,833户
水岸家苑,(奉贤西渡)奉贤区西渡镇水岸家苑,当前网页找不到元素（价格）,2003年建成 ,板楼/平房,0.65至1.2元/平米/月,水岸物业,上海鸿宝实业有限公司,67栋,719户
月厦新天地,(松江松江老城)松乐路128号,当前网页找不到元素（价格）,2005年建成 ,塔楼,2.05元/平米/月,上海松天物业管理公司,上海越厦房地产开发有限公司,1栋,666户
旭辉华庭,"(嘉定嘉定新城)白银路928弄,高台路1333弄",当前网页找不到元素（价格）,2013年建成 ,塔楼/板楼,3.8元/平米/月,上海永升物业管理有限公司,上海旭强置业有限公司,6栋,270户
玉兰一村,(嘉定安亭)墨玉路164弄,当前网页找不到元素（价格）,1988年建成 ,板楼,0.6元/平米/月,上海众达物业有限公司,上海市绿地集团置业有限公司,74栋,1008户
玉兰三村,(嘉定安亭)墨玉路362弄,当前网页找不到元素（价格）,1992年建成 ,板楼,0.5元/平米/月,上海磊成物业管理有限公司,上海先达房地产发展有限公司,120栋,1359户
澳洲国际花园(公寓),(奉贤西渡)西闸公路1800弄,当前网页找不到元素（价格）,2005年建成 ,板楼,0.6至0.65元/平米/月,水岸物业,上海鸿宝实业有限公司,38栋,413户
育兰二村,(嘉定嘉定新城)宝安公路3421弄,当前网页找不到元素（价格）,1996年建成 ,板楼,0.45元/平米/月,景联物业,嘉宝房产,42栋,505户
云帆雅苑,(浦东泥城镇)彩云路221弄,当前网页找不到元素（价格）,2007年建成 ,板楼,0.3至0.68元/平米/月,上海欣周物业管理有限公司,万洲置业,59栋,776户
南苑七村,(嘉定嘉定老城)福海路281弄,当前网页找不到元素（价格）,1996年建成 ,板楼,0.7元/平米/月,南苑物业,上海城建置业发展有限公司,80栋,928户
丽泽梅傲苑,(浦东书院镇)石潭街136弄,当前网页找不到元素（价格）,2011年建成 ,板楼,0.3至0.8元/平米/月,上海中企物业管理有限公司,临港经济发展有限公司,50栋,1017户
申云小区,"(浦东惠南)城南路260弄, 广衍路18弄, 广衍路17弄, 城南路198号",当前网页找不到元素（价格）,1998年建成 ,板楼,0.8元/平米/月,上海南汇惠房物业管理有限公司,惠房置业有限公司,39栋,402户
晨星东区,(松江新桥)新飞路1751弄,当前网页找不到元素（价格）,2008年建成 ,板楼,0.6至1.2元/平米/月,上海联讯物业管理有限公司,晨星房地产开发有限公司,112栋,1344户
江诚苑,(松江松江新城)南期昌路346弄（其昌南路346弄）,当前网页找不到元素（价格）,1982年建成 ,塔楼/板楼,0.91至0.96元/平米/月,上海泗房物业发展有限公司,上海泗房物业发展有限公司,52栋,578户
普康苑,(奉贤南桥)环城东路2066弄,当前网页找不到元素（价格）,2002年建成 ,塔楼/板楼,0.56至1.12元/平米/月,育秀物业,上海市奉贤区住宅建设总公司,66栋,755户
新城香溢澜庭,"(嘉定嘉定新城)洪德路1125弄（北区）, 高台路1366弄（南区）, 洪德路1153号, 洪德路1147号",当前网页找不到元素（价格）,2012年建成 ,板楼,2至3.8元/平米/月,新城物业,新城房产有限公司,33栋,732户
正阳世纪星城文华苑,(奉贤南桥)南奉公路8889弄191-231号,当前网页找不到元素（价格）,2005年建成 ,板楼,1.09至1.57元/平米/月,上海正阳物业管理有限公司,上海奉贤正阳置业有限公司,41栋,807户
民旺苑,(奉贤南桥)运河北路1351弄,当前网页找不到元素（价格）,2005年建成 ,板楼,0.6元/平米/月,上海昌悦物业管理有限公司,上海江海置业有限公司,100栋,1013户
金水苑,(奉贤南桥)金齐路188弄,当前网页找不到元素（价格）,2007年建成 ,板楼,0.38至0.61元/平米/月,上海昌悦物业管理有限公司,上海华世置地有限公司,134栋,1730户
卓越世纪中心(奉贤),"(奉贤南桥)百富路339弄, 南港路796、806号, 南港路816、826号, 百富路388弄, 南港路880号, 百富路369弄, 望园南路269弄（望园南路1288弄）, 南港路838、850号",当前网页找不到元素（价格）,2012年建成 ,塔楼/板楼/塔板结合,0.55至4元/平米/月,上海卓越物业管理有限公司,上海鹏跃置业有限公司,76栋,5340户
贝港南区（八区）,"(奉贤南桥)贝港新村南区1-246号, 贝港新村南区129-1、129-2、129-3, 贝港新村南区127-1~127-5, 贝港新村南区128-1~128-5, 贝港新村南区126-1~126-5",当前网页找不到元素（价格）,1993年建成 ,板楼,0.4元/平米/月,上海良友物业管理有限公司,上海南上海动拆迁置业有限公司,139栋,1675户
桃花源一村,(浦东惠南)拱极路3335弄,当前网页找不到元素（价格）,1994年建成 ,板楼,0.5元/平米/月,上海南汇惠房物业管理有限公司,上海瀛浦置业有限公司,73栋,865户
塔城路800弄,(嘉定嘉定老城)塔城路800弄,当前网页找不到元素（价格）,1994年建成 ,板楼,1元/平米/月,上海东湖物业管理有限公司,上海海富置业有限公司,39栋,522户
茸南苑,(松江松江老城)松汇东路115弄,当前网页找不到元素（价格）,1979年建成 ,板楼,0.5元/平米/月,荣楠物业,荣楠房地产开发有限公司,121栋,1478户
泥城苑,(浦东泥城镇)泥城路9弄,当前网页找不到元素（价格）,2011年建成 ,板楼,0.3元/平米/月,上海鑫源物业公司,上海港城开发(集团)有限公司,29栋,536户
贝港花苑,(奉贤南桥)解放西路639弄,当前网页找不到元素（价格）,1998年建成 ,板楼,1.1元/平米/月,卫理物业公司,上海奉贤城乡建设投资开发有限公司,98栋,1305户
骏丰嘉峰汇,"(嘉定南翔)槎溪路833弄, 古猗园路88弄, 银翔路888弄钻石公馆18号11楼",当前网页找不到元素（价格）,2012年建成 ,塔楼/板楼,1.88至2元/平米/月,上海丰恩物业管理有限公司,上海骏丰嘉房地产开发有限公司,10栋,728户
书院一号公寓,(浦东书院镇)船山街159弄,当前网页找不到元素（价格）,2009年建成 ,板楼,1.8元/平米/月,上海中企物业管理有限公司,临港经济发展有限公司,7栋,360户
阳光家园,"(奉贤南桥)育秀路1428弄, 通阳路337-339",当前网页找不到元素（价格）,2013年建成 ,板楼,2.1至3元/平米/月,上海昌悦物业管理有限公司,上海江海置业有限公司,30栋,952户
果园小区,(奉贤西渡)沪杭公路397弄,当前网页找不到元素（价格）,1994年建成 ,板楼,0.24至0.48元/平米/月,上海西乐物业管理有限公司,上海华鹰开发商有限公司,48栋,712户
福都广场锋尚99,(松江松江新城)茸平路515弄,当前网页找不到元素（价格）,2000年建成 ,塔楼,3.79至3.8元/平米/月,开天物业,上海开天房地产开发经营有限公司,136栋,1044户
南苑三村,(嘉定嘉定老城)南苑三村,当前网页找不到元素（价格）,1994年建成 ,板楼,0.8元/平米/月,叶城物业,上海建工房产有限公司,48栋,576户
白云新村,"(松江松江老城)白云新村, 茸城路20弄",当前网页找不到元素（价格）,1979年建成 ,板楼,0.5元/平米/月,白云物业,无开发商,47栋,1243户
博佳花园,(浦东惠南)城南路41弄,当前网页找不到元素（价格）,2004年建成 ,板楼,0.65至2元/平米/月,泰燕物业,上海博佳房地产开发有限公司,36栋,696户
荡湾新村,(浦东惠南)荡湾新村,当前网页找不到元素（价格）,1983年建成 ,板楼,0.8元/平米/月,上海南汇惠房物业管理有限公司,惠房置业有限公司,143栋,2052户
天和尚上海,(奉贤奉贤金汇)大叶公路6288弄,当前网页找不到元素（价格）,2015年建成 ,板楼,2.85至3.5元/平米/月,长城物业集团股份有限公司上海分公司,上海康都置业有限公司,311栋,3427户
民乐城惠益绿苑,"(浦东惠南)拱晨路255弄,拱晨路256弄（东苑）,听悦路1200弄（西苑）",当前网页找不到元素（价格）,2013年建成 ,塔楼/板楼,1.07元/平米/月,上海硕雅物业管理有限公司,中建八局,28栋,1385户
玉树南苑,(松江松江老城)乐都路675弄,当前网页找不到元素（价格）,2002年建成 ,板楼,0.76元/平米/月,上海路利物业管理有限公司,仓城房地产开发有限公司,137栋,1554户
外冈佳苑,"(嘉定外冈)中泉路129弄,中泉路128弄",当前网页找不到元素（价格）,2013年建成 ,板楼,1.2元/平米/月,无,暂无信息,54栋,2369户
思凡花苑二街坊,(浦东川沙)施湾二路863弄,当前网页找不到元素（价格）,1997年建成 ,板楼,0.45至0.55元/平米/月,硕壮物业,上海思凡房地产开发公司,67栋,824户
民乐社区南苑六村,"(嘉定嘉定老城)福海路201弄, 南苑六村, 裕民路265弄",当前网页找不到元素（价格）,1994年建成 ,板楼,0.45元/平米/月,叶城物业, 上海嘉定城市建设投资有限公司,66栋,1016户
绿地公园广场,(宝山顾村)陆翔路111弄1-6号,当前网页找不到元素（价格）,2012年建成 ,塔楼,1.2至11元/平米/月,上海永绿置业有限公司,绿城集团,5栋,1469户
三皇桥小区,"(嘉定嘉定老城)塔城路470弄,塔城路490弄,塔城路510弄",当前网页找不到元素（价格）,1981年建成 ,板楼,0.9元/平米/月,上海嘉城物业管理有限公司,上海市绿地集团置业有限公司,43栋,1040户
上坤乐城,(宝山顾村)富联路646弄,当前网页找不到元素（价格）,2015年建成 ,塔楼/板楼,2.75至2.8元/平米/月,上海上坤物业管理有限公司,上海上坤东聚置业有限公司,14栋,853户
亿阳公寓,(奉贤南桥)亿阳公寓,当前网页找不到元素（价格）,2002年建成 ,板楼,0.6元/平米/月,亿阳物业,上海亿阳房地产公司,13栋,109户
新乐名苑,(松江新桥)新中街199弄,当前网页找不到元素（价格）,2007年建成 ,板楼,1.2至1.35元/平米/月,上海新世纪物业服务有限公司,上海允申置业有限公司,24栋,976户
小囡桥小区,"(嘉定嘉定老城)塔城路450弄,塔城路440弄",当前网页找不到元素（价格）,1981年建成 ,板楼,0.86元/平米/月,嘉城物业,上海海富置业有限公司,50栋,1177户
上影广场二期(商业类),(嘉定嘉定新城)依玛路260弄,当前网页找不到元素（价格）,2012年建成 ,板楼,4元/平米/月,苏州嘉正物业,上海影业房地产经营公司,1栋,329户
海燕二村,(浦东惠南)海燕二村,当前网页找不到元素（价格）,1994年建成 ,板楼,0.1至0.5元/平米/月,上海南汇惠房物业管理有限公司,上海海燕房地产经营有限公司,30栋,294户
大众春盛苑,(嘉定安亭)嘉松北路7222弄,当前网页找不到元素（价格）,2004年建成 ,板楼,1.14元/平米/月,大众物业,大众春盛集团,145栋,1997户
紫荆四村,"(嘉定安亭)紫荆四村, 墨玉路63弄",当前网页找不到元素（价格）,1989年建成 ,板楼,0.45元/平米/月,自主物业,上海新申房产建设有限公司,70栋,913户
