小区名称,地址,参考价格,建筑年代,建筑类型,物业费用,物业公司,开发商,楼栋总数,房屋总数
浅水湾,(即墨即墨和平)烟青路86号,7168,2016年建成 ,板楼,2.8元/平米/月,暂无,青岛格林置业有限公司,16栋,129户
恒诚家园,(胶州胶州)铺集镇铺上路6号,5204,2017年建成 ,板楼,0.5元/平米/月,青岛春祺物业管理有限公司,青岛恒城怡德置业有限公司,14栋,444户
新景苑小区,(胶州临空经济示范区)胶北镇北关新疆路66号,5825,2010年建成 ,板楼/塔板结合,0.5至0.8元/平米/月,青岛昊金德物业有限公司,青岛昊金德房地产开发有限公司,31栋,717户
利盛达御景苑,(胶州胶州)中心路68号,6725,2018年建成 ,板楼,1元/平米/月,青岛万科物业管理有限公司,青岛利盛达置业有限公司,14栋,446户
昱苑金岸丽景,(胶州李哥庄)迎宾大街25号,7794,2017年建成 ,板楼,2.38元/平米/月,绿城物业服务集团有限公司青岛分公司,青岛昱苑房地产开发有限公司,18栋,383户
馨鑫家园三期,(黄岛胶南)大场镇胜水路39号,6543,2016年建成 ,板楼,0.5元/平米/月,青岛伟腾物业管理有限公司,青岛伟腾置业有限公司,3栋,319户
水岸花园,(莱西莱西)上海东路67号,7115,暂无信息 ,板楼,暂无信息,暂无信息,暂无信息,53栋,1320户
宏东敏苑,(莱西莱西)团岛东路18号,6131,2008年建成 ,板楼,0.5元/平米/月,暂无信息,暂无信息,10栋,370户
良鑫小区,(莱西莱西)泰安路13号,5046,暂无信息 ,未知类型,0.36元/平米/月,暂无信息,暂无信息,6栋,221户
晟秀山庄,(莱西莱西)团岛东路16号,6718,2009年建成 ,板楼,0.26元/平米/月,暂无信息,暂无信息,11栋,410户
龙水景园,(莱西莱西)红岛东路26号,7435,暂无信息 ,板楼,暂无信息,暂无信息,暂无信息,4栋,192户
国开新苑,(平度平度)青岛东路16号,4769,暂无信息 ,板楼,暂无信息,暂无信息,暂无信息,4栋,140户
德盛园一期,(莱西莱西)琴岛东路86号,6822,暂无信息 ,板楼,暂无信息,青岛万德物业管理有限公司  ,暂无信息,4栋,126户
海龙奥林春天,(平度平度)福州南路7号,7398,暂无信息 ,板楼,暂无信息,暂无信息,暂无信息,13栋,370户
银泰东方花园,(莱西莱西)团岛东路8号,6153,暂无信息 ,板楼,暂无信息,暂无信息,暂无信息,8栋,400户
引黄济青小区,(胶州胶东空港商务区)靖州路8号,6184,暂无信息 ,未知类型,暂无信息,暂无信息,暂无信息,3栋,53户
顺盛幸福家园北区,(胶州中云)胶州西路顺盛幸福家园北区,6983,2015年建成 ,板楼/塔板结合,暂无信息,暂无信息,暂无信息,16栋,482户
海明园康城,(莱西莱西)黄岛东路8号,5559,2006年建成 ,板楼,0.45至5.2元/平米/月,暂无信息,暂无信息,10栋,390户
市政公寓,(莱西莱西)琴岛东路68号,6155,暂无信息 ,平房,暂无信息,暂无信息,暂无信息,6栋,228户
听溪园小区,(胶州中云)兰州西路218号,6390,2004年建成 ,板楼,1元/平米/月,青岛绿城胶州湾房地产开发有限公司,胶州万豪房地产开发有限公司  ,13栋,318户
莱禧龙筑小区,(莱西莱西)北京东路97号,7565,暂无信息 ,板楼,暂无信息,暂无信息,暂无信息,17栋,394户
仁和梅苑三区,(莱西莱西)北京东路97号,6636,2008年建成 ,板楼,0.5至1.2元/平米/月,青岛奥润物业管理有限公司,暂无信息,25栋,844户
北国之春,(莱西莱西)济南中路12号,6870,2006年建成 ,板楼,0.56元/平米/月,青岛鑫盛物业管理有限公司,暂无信息,40栋,1787户
月湖小区,(莱西莱西)光华街月湖小区,5621,暂无信息 ,板楼,暂无信息,暂无信息,暂无信息,33栋,600户
惠锦小区,(胶州阜安)惠州路惠锦小区,7590,2000年建成 ,塔板结合,1元/平米/月,青岛景阳美物业公司, 陕西亿润经贸有限公司 ,8栋,308户
二里河小区,(胶州北关)胶州西路69号,6595,2014年建成 ,塔板结合,0.35元/平米/月,青岛正森置业有限公司,暂无信息,7栋,388户
惠锦小区南区,(胶州阜安)锦州路惠锦小区南区,7486,2001年建成 ,板楼/塔板结合,10元/平米/月,福建三木物业服务有限公司胶州分公司, 五指山水墨雨林置业有限公司,10栋,321户
滨河新村,(莱西莱西)南京南路滨河新村,6271,2006年建成 ,板楼/塔板结合,0.5元/平米/月,暂无信息,暂无信息,61栋,1887户
滨泰滨河二苑,(莱西莱西)滨河路20号,5312,暂无信息 ,板楼,暂无信息,青岛滨泰物业管理有限公司,暂无信息,7栋,339户
月湖嘉园,(莱西莱西)文化东路101号,6156,暂无信息 ,未知类型,暂无信息,暂无信息,暂无信息,14栋,381户
市政府家属楼,(莱西莱西)石岛路市政府家属楼,5417,暂无信息 ,未知类型,暂无信息,暂无信息,暂无信息,10栋,279户
仁和梅苑四区,(莱西莱西)广州路仁和梅苑四区,7348,暂无信息 ,板楼,暂无信息,暂无信息,暂无信息,6栋,206户
宏东花苑,(莱西莱西)文化东路20号,6193,暂无信息 ,板楼,暂无信息,暂无信息,暂无信息,9栋,338户
名士花苑,(莱西莱西)烟台路名士花苑,4229,暂无信息 ,塔板结合,暂无信息,暂无信息,暂无信息,3栋,73户
铁三局住宅小区(胶州东路),(胶州北关)胶州东路459号,6575,暂无信息 ,未知类型,暂无信息,暂无信息,暂无信息,6栋,240户
鳌山卫经济适用房南区,(即墨即墨蓝谷)泰安街鳌山卫经济适用房南区,7707,1998年建成 ,板楼/塔板结合,0.7至1.6元/平米/月,城发物业,广东碧桂园物业服务股份有限公司洛阳分公司1,18栋,848户
阜新花苑小区,(胶州北关)胶州东路401号,6390,2003年建成 ,板楼,0.7元/平米/月,暂无信息,暂无信息,3栋,180户
PS小区,(胶州胶州宝龙)扬州支路PS小区,6529,1994年建成 ,板楼/塔板结合,0.4至0.7元/平米/月,街道办事处（居委会）代管物业,鑫胜置业有限公司,18栋,830户
黄海花苑,(莱西莱西)黄海路15号,4978,暂无信息 ,未知类型,暂无信息,暂无信息,暂无信息,6栋,182户
香格丽苑,(莱西莱西)团岛西路12号,6537,2009年建成 ,板楼,0.38至0.8元/平米/月,青岛中凯物业管理有限公司,暂无信息,39栋,1878户
明珠花园(平度),(平度平度)烟台路17号,6303,暂无信息 ,未知类型,0.5元/平米/月,暂无信息,暂无信息,19栋,608户
麟瑞广场,(黄岛海王路)珠海东路13号,7162,2004年建成 ,板楼,暂无信息,暂无信息,暂无信息,1栋,336户
万福花园一期,(莱西莱西)青岛路万福花园一期,4341,2000年建成 ,板楼,0.6元/平米/月,暂无信息,暂无信息,6栋,210户
紫荆公馆,(城阳城阳工业园)文阳路紫荆公馆,7842,2014年建成 ,板楼,3.1元/平米/月,青岛恒久物业管理有限公司,青岛城阳长安房地产开发有限公司,4栋,940户
馨怡小区,(胶州北关)郑州东路馨怡小区,6972,2005年建成 ,塔板结合,暂无信息,暂无信息,暂无信息,1栋,42户
灏景苑,(胶州北关)西外环路97号,6102,2018年建成 ,板楼,0.5元/平米/月,青岛春祺物业管理有限公司, 青岛灏景佳源商业投资有限公司,7栋,196户
锦湖馨苑,(胶州胶东空港商务区)烟沪线锦湖馨苑,5729,暂无信息 ,未知类型,暂无信息,暂无信息,暂无信息,10栋,302户
育才街5号,(即墨即墨古城)育才街5号,7288,暂无信息 ,未知类型,暂无信息,暂无信息,暂无信息,1栋,24户
灯具市场商住楼,(即墨即墨城西)鹤山路883号,6027,暂无信息 ,板楼,暂无信息,暂无信息,暂无信息,1栋,52户
第二教师新村,(胶州中云)梧州路第二教师新村,6402,1996年建成 ,板楼,0.3元/平米/月,暂无信息,暂无信息,6栋,188户
嘉树园,(胶州中云)胶州西路嘉树园,5115,暂无信息 ,未知类型,暂无信息,暂无信息,暂无信息,14栋,576户
电力花苑,(莱西莱西)红岛中路11号,5516,暂无信息 ,板楼,0.3元/平米/月,水集街道居委会,暂无信息,4栋,130户
金山小区,(胶州阜安)惠州路258号,6437,暂无信息 ,未知类型,0.5元/平米/月,暂无信息,暂无信息,3栋,160户
格林家园,(莱西莱西)红岛中路36号,7690,2017年建成 ,板楼,1.4元/平米/月,暂无信息,暂无信息,3栋,132户
千汇花园,(平度平度)胜利路88号,7053,暂无信息 ,未知类型,暂无信息,暂无信息,暂无信息,31栋,618户
纳福新居,(胶州中云)泰州南路278号,6767,2005年建成 ,塔楼/板楼/塔板结合,0.4至0.9元/平米/月,弘通物业,方兴地产青岛公司,21栋,652户
华宇新村(胶州),(胶州北关)胶州东路华宇新村,6614,1996年建成 ,板楼,暂无信息,暂无信息,暂无信息,5栋,152户
徐州路小区,(胶州阜安)徐州路132号,7523,1995年建成 ,板楼/塔板结合,0.4元/平米/月,暂无信息,无,21栋,644户
胶州市孙家岭花园新区,(胶州北关)胶州东路288号,7175,暂无信息 ,未知类型,暂无信息,暂无信息,暂无信息,4栋,222户
东宁园,"(平度平度)珠江路93号,珠江路101号",7556,暂无信息 ,板楼,0.15元/平米/月,暂无信息,暂无信息,41栋,1518户
东方明珠(平度),(平度平度)烟台路东方明珠,7084,2018年建成 ,塔楼,暂无信息,暂无信息,暂无信息,5栋,332户
御苑枫景,(莱西莱西)香港路御苑枫景,5441,2005年建成 ,板楼,0.49元/平米/月,青岛鑫盛物业管理有限公司,暂无信息,21栋,1050户
翠景园,(莱西莱西)北京西路翠景园,7056,2014年建成 ,板楼,1.2元/平米/月,暂无信息,暂无信息,6栋,218户
兴华小区,(胶州胶东空港商务区)胶州东路465号,6685,1993年建成 ,塔板结合,0.5至0.8元/平米/月,青岛双利物业管理有限公司,青岛市南城建开发有限公司,24栋,641户
荣发家园,(即墨即墨和平)孔雀河2路2号,6576,2010年建成 ,板楼,3.5元/平米/月,红星置业,万科房产,4栋,186户
锦州路小区,"(胶州阜安)锦州路20号,锦州路13号",7413,暂无信息 ,板楼,暂无信息,暂无信息,暂无信息,6栋,312户
纳福小城,(胶州中云)兰州西路311号,7055,1999年建成 ,塔楼/板楼/塔板结合,0.45至0.8元/平米/月,青岛房产开发公司, 重庆汇东房地产开发有限公司,7栋,311户
宝力小区,(胶州北关)胶州西路217号,7003,2009年建成 ,未知类型,0.4元/平米/月,暂无信息,暂无信息,4栋,144户
京都名苑,(胶州南关)北京西路829号,7311,2015年建成 ,板楼/塔板结合,0.6至0.7元/平米/月,青岛东旺物业管理有限公司,暂无信息,33栋,926户
阳光花园,(平度平度)兰州路493号,7262,暂无信息 ,板楼,0.6元/平米/月,山东新厦物业管理有限公司,暂无信息,32栋,657户
双子座商业广场,(黄岛胶南老城区)人民路566号甲与灵山路交汇处,7440,2017年建成 ,未知类型,1.6至1.8元/平米/月,暂无信息,暂无信息,2栋,234户
康居园小区,(胶州北关)郑州东路141号-1号,7592,2000年建成 ,塔板结合,0.3元/平米/月,暂无信息,无,15栋,434户
大同居民楼,(胶州胶州宝龙)东关大街大同居民楼,5779,暂无信息 ,未知类型,暂无信息,暂无信息,暂无信息,4栋,123户
地税局宿舍,(胶州胶州)兰州东路283号,5975,暂无信息 ,板楼,暂无信息,暂无信息,暂无信息,4栋,120户
胶州市市委大院,(胶州阜安)兰州东路125号,7201,暂无信息 ,未知类型,暂无信息,暂无信息,暂无信息,7栋,151户
教育小区,(莱西莱西)黄海西路6号,5153,暂无信息 ,塔板结合,3元/平米/月,暂无信息,暂无信息,8栋,320户
胶州龙秀山庄三期,(胶州胶东空港商务区)兰州东路龙秀山庄三期,7314,2004年建成 ,板楼,0.4至5元/平米/月,青岛晟浩龙物业有限公司,暂无信息,26栋,692户
中新大厦,(市北信息城)辽宁路247-263号,6582,1997年建成 ,塔楼,4元/平米/月,暂无信息,暂无信息,1栋,240户
粮食局家属院,(胶州阜安)胶州西路粮食局家属院,5897,暂无信息 ,未知类型,暂无信息,暂无信息,暂无信息,3栋,136户
市政府家属楼,(莱西莱西)石岛路市政府家属楼,5417,暂无信息 ,未知类型,暂无信息,暂无信息,暂无信息,10栋,279户
仁和梅苑四区,(莱西莱西)广州路仁和梅苑四区,7348,暂无信息 ,板楼,暂无信息,暂无信息,暂无信息,6栋,206户
宏东花苑,(莱西莱西)文化东路20号,6193,暂无信息 ,板楼,暂无信息,暂无信息,暂无信息,9栋,338户
名士花苑,(莱西莱西)烟台路名士花苑,4229,暂无信息 ,塔板结合,暂无信息,暂无信息,暂无信息,3栋,73户
鳌山卫经济适用房南区,(即墨即墨蓝谷)泰安街鳌山卫经济适用房南区,7707,1998年建成 ,板楼/塔板结合,0.7至1.6元/平米/月,城发物业,广东碧桂园物业服务股份有限公司洛阳分公司1,18栋,848户
阜新花苑小区,(胶州北关)胶州东路401号,6390,2003年建成 ,板楼,0.7元/平米/月,暂无信息,暂无信息,3栋,180户
雍景园,(莱西莱西)上海路118号,6276,2005年建成 ,板楼,0.5元/平米/月,暂无信息,暂无信息,34栋,814户
家美领寓,(胶州北关)孙家岭298号,7637,暂无信息 ,未知类型,暂无信息,暂无信息,暂无信息,2栋,104户
嘉禾苑,(莱西莱西)重庆中路12号,5150,2003年建成 ,板楼,0.49至0.6元/平米/月,暂无信息,暂无信息,16栋,581户
樱花园小区,(胶州胶东空港商务区)泉州北路18号,7741,2007年建成 ,板楼/塔板结合,0.5元/平米/月,暂无信息,暂无信息,8栋,204户
同顺商贸城,(即墨即墨城西)鹤山路687号,7082,2001年建成 ,塔板结合,暂无信息,暂无信息,暂无信息,2栋,49户
福德家园,(胶州胶州)扬州路福德家园,6510,暂无信息 ,板楼/塔板结合,暂无信息,暂无信息,暂无信息,13栋,496户
检察院宿舍楼,(胶州北关)靖州路33号,6208,暂无信息 ,未知类型,暂无信息,暂无信息,暂无信息,1栋,30户
城市印象,(莱西莱西)烟台路城市印象,6432,2016年建成 ,板楼,暂无信息,暂无信息,暂无信息,22栋,1159户
润发新城,(莱西莱西)长岛路润发新城,5442,2005年建成 ,板楼,2.5元/平米/月,暂无信息,暂无信息,19栋,546户
御都花园B区,(胶州南关)澳门路御都花园B区,6113,2012年建成 ,塔板结合,0.6元/平米/月,业主自营,青岛伟东置业集团,11栋,472户
碧桂园·滨海城,()海滨西路1111号,7159,暂无信息 ,未知类型,暂无信息,暂无信息,暂无信息,1栋,1户
御景嘉园,(平度平度)圣达路3号,7420,2012年建成 ,未知类型,0.5元/平米/月,暂无信息,暂无信息,18栋,588户
富泉苑,(即墨即墨城西)富泉街1号,7289,暂无信息 ,未知类型,0.35元/平米/月,暂无信息,暂无信息,15栋,475户
荣达名园南区,(平度平度)红旗东路22号,6819,2001年建成 ,板楼,0.17元/平米/月,暂无信息,暂无信息,9栋,312户
阳光新城,(即墨即墨和平)福胜路阳光新城,5410,2012年建成 ,板楼,0.5至0.8元/平米/月,青岛安居物业管理有限公司,暂无信息,6栋,254户
华商福地,(莱西莱西)青岛路366号,6675,2012年建成 ,板楼,0.8元/平米/月,青岛华商物业管理有限公司,暂无信息,4栋,393户
市北小区,(莱西莱西)团岛中路10-2号,5023,暂无信息 ,板楼,0.5元/平米/月,暂无信息,暂无信息,21栋,606户
银座御龙广场,(胶州胶州新城区)澳门路380号,7453,2006年建成 ,塔楼,1.86元/平米/月,暂无信息,暂无信息,1栋,1254户
百乐富隆佳园,(莱西莱西)威海东路20号,5368,暂无信息 ,板楼,0.3元/平米/月,百乐物业,暂无信息,7栋,320户
上海花苑,(莱西莱西)上海中路118甲,5964,2002年建成 ,板楼,0.5元/平米/月,北京格兰浩泰物业管理公司,暂无信息,23栋,859户
东方明珠(平度),(平度平度)烟台路东方明珠,7084,2018年建成 ,塔楼,暂无信息,暂无信息,暂无信息,5栋,332户
伟毅佳园,(平度平度)南京路175号,6087,暂无信息 ,未知类型,暂无信息,暂无信息,暂无信息,9栋,337户
钱市街小区,(胶州阜安)太平路50号,6694,1994年建成 ,未知类型,暂无信息,暂无信息,暂无信息,6栋,153户
枫情小镇,(胶州胶州)泉州南路16号,7763,2007年建成 ,板楼/塔板结合,1元/平米/月,暂无信息,暂无信息,4栋,192户
厚德花苑,(莱西莱西)昌庆路258号,4828,2012年建成 ,板楼/塔板结合,0.6元/平米/月,暂无信息,暂无信息,8栋,336户
纳福小城,(胶州中云)兰州西路311号,7055,1999年建成 ,塔楼/板楼/塔板结合,0.45至0.8元/平米/月,青岛房产开发公司, 重庆汇东房地产开发有限公司,7栋,311户
宝力小区,(胶州北关)胶州西路217号,7003,2009年建成 ,未知类型,0.4元/平米/月,暂无信息,暂无信息,4栋,144户
福乐花苑,(平度平度)红旗路福乐花苑,7311,2002年建成 ,板楼,0.3元/平米/月,暂无信息,暂无信息,29栋,973户
孙家岭村288号,(胶州北关)胶州东路288号,5888,1996年建成 ,板楼,暂无信息,暂无信息,暂无信息,4栋,172户
润香名邸,(胶州胶东空港商务区)泉州北路12号,7707,2016年建成 ,板楼,0.8元/平米/月,暂无信息,暂无信息,6栋,227户
水泥厂宿舍,(胶州北关)温州路水泥一厂宿舍,6611,2009年建成 ,塔板结合,暂无信息,暂无信息,暂无信息,2栋,76户
西宋新村小区,(胶州中云)兰州西路716号,7048,暂无信息 ,未知类型,暂无信息,暂无信息,暂无信息,1栋,60户
华云乐园,(胶州阜安)广州北路华云乐园,6966,2000年建成 ,板楼/塔板结合,1元/平米/月,暂无信息,上海华云房地产开发有限公司,5栋,167户
胡家庄小区,(胶州北关)胶州东路421号,6831,1997年建成 ,板楼/塔板结合,0.8元/平米/月,暂无信息,暂无信息,8栋,315户
樱花园小区,(胶州胶东空港商务区)泉州北路18号,7741,2007年建成 ,板楼/塔板结合,0.5元/平米/月,暂无信息,暂无信息,8栋,204户
嘉禾苑,(莱西莱西)重庆中路12号,5150,2003年建成 ,板楼,0.49至0.6元/平米/月,暂无信息,暂无信息,16栋,581户
福寿小区,(胶州阜安)兰州西路福寿小区,7128,1996年建成 ,塔板结合,1元/平米/月,青岛福根美林置业有限公司, 中国奥园地产集团股份有限公司,17栋,541户
董城御园,(黄岛胶南)府前路3号,7026,2010年建成 ,板楼,0.3至0.5元/平米/月,康大物业管理有限公司,青岛泰盛源置业有限公司,8栋,264户
银座御龙广场,(胶州胶州新城区)澳门路380号,7453,2006年建成 ,塔楼,1.86元/平米/月,暂无信息,暂无信息,1栋,1254户
上海花苑,(莱西莱西)上海中路118甲,5964,2002年建成 ,板楼,0.5元/平米/月,北京格兰浩泰物业管理公司,暂无信息,23栋,859户
百乐富隆佳园,(莱西莱西)威海东路20号,5368,暂无信息 ,板楼,0.3元/平米/月,百乐物业,暂无信息,7栋,320户
市北小区,(莱西莱西)团岛中路10-2号,5023,暂无信息 ,板楼,0.5元/平米/月,暂无信息,暂无信息,21栋,606户
润发新城,(莱西莱西)长岛路润发新城,5442,2005年建成 ,板楼,2.5元/平米/月,暂无信息,暂无信息,19栋,546户
御都花园B区,(胶州南关)澳门路御都花园B区,6113,2012年建成 ,塔板结合,0.6元/平米/月,业主自营,青岛伟东置业集团,11栋,472户
大同居民楼,(胶州胶州宝龙)东关大街大同居民楼,5779,暂无信息 ,未知类型,暂无信息,暂无信息,暂无信息,4栋,123户
地税局宿舍,(胶州胶州)兰州东路283号,5975,暂无信息 ,板楼,暂无信息,暂无信息,暂无信息,4栋,120户
富东花园,(即墨即墨和平)朝阳路68号,6306,2000年建成 ,板楼,0.4至2.4元/平米/月,聊城天诚物业服务公司, 五指山水墨雨林置业有限公司,11栋,497户
山水龙苑,(平度平度)天津路157号,7737,2005年建成 ,板楼,0.3至0.5元/平米/月,暂无信息,暂无信息,71栋,1665户
京都名苑,(胶州南关)北京西路829号,7311,2015年建成 ,板楼/塔板结合,0.6至0.7元/平米/月,青岛东旺物业管理有限公司,暂无信息,33栋,926户
阳光花园,(平度平度)兰州路493号,7262,暂无信息 ,板楼,0.6元/平米/月,山东新厦物业管理有限公司,暂无信息,32栋,657户
中国石油天然气第七建设公司,(胶州北关)胶州西路中国石油天然气第七建设公司,6853,1983年建成 ,板楼/塔板结合,暂无信息,暂无信息,暂无信息,53栋,2232户
阳光丽景小区,(胶州胶州宝龙)兰州东路188号,7358,2002年建成 ,塔板结合,0.8至1元/平米/月,暂无信息,无,6栋,278户
鑫合嘉苑,(即墨即墨和平)营王路鑫合嘉苑,5677,暂无信息 ,板楼,暂无信息,暂无信息,暂无信息,5栋,620户
宏远书香门第,(莱西莱西)北京东路26号,6690,2008年建成 ,塔楼/板楼,0.59至1.2元/平米/月,青岛宏程置业有限公司,暂无信息,79栋,2681户
华商福地,(莱西莱西)青岛路366号,6675,2012年建成 ,板楼,0.8元/平米/月,青岛华商物业管理有限公司,暂无信息,4栋,393户
同顺商贸城,(即墨即墨城西)鹤山路687号,7082,2001年建成 ,塔板结合,暂无信息,暂无信息,暂无信息,2栋,49户
凯顺青青家园,(胶州北关)莱州路5号,7650,2006年建成 ,板楼,0.6元/平米/月,业主自营,暂无信息,12栋,558户
