小区名称,地址,参考价格,建筑年代,建筑类型,物业费用,物业公司,开发商,楼栋总数,房屋总数
天成阳光小区,(香河香河)永明路68号,6325,暂无信息 ,未知类型,暂无信息,暂无信息,暂无信息,3栋,38户
外贸粮油小区,(香河香河)新华大街东段北侧外贸粮油小区,6675,2000年建成 ,板楼,1.2元/平米/月,暂无信息,三强实业集团,2栋,80户
小胡庄,(燕郊天洋城商圈)三河市燕郊开发区京哈公路南侧、冶金路口西侧小胡庄商业楼,当前网页找不到元素（价格）,暂无信息 ,板楼,暂无信息,暂无信息,暂无信息,1栋,2户
新兴公寓,(固安固安)新中街148号,当前网页找不到元素（价格）,2012年建成 ,塔板结合,1元/平米/月,暂无信息,固安县宏强房地产开发有限公司,4栋,72户
永康小区,(固安固安)惠文街永康小区,7583,2005年建成 ,板楼,1.5元/平米/月,暂无信息, 重庆汇东房地产开发有限公司,5栋,160户
靖江花园,(安次安次)经济技术开发区,当前网页找不到元素（价格）,暂无信息 ,板楼,0.5元/平米/月,业主自管,暂无信息,3栋,314户
天山国际创业园,(燕郊首尔甜城商圈)开发 区迎宾北路化工大学西侧,当前网页找不到元素（价格）,2005年建成 ,塔楼/板楼,暂无信息,暂无信息,天山房地产开发集团有限公司承德分公司,5栋,728户
酒厂小区,(燕郊东贸潮白商圈)行宫西大街,当前网页找不到元素（价格）,暂无信息 ,板楼,1元/平米/月,暂无信息,暂无信息,1栋,3户
鑫东商贸城,(燕郊永旺商圈)京榆大街,当前网页找不到元素（价格）,暂无信息 ,板楼,暂无信息,暂无信息,暂无信息,1栋,1户
孔雀英国宫,(大厂大厂)孔雀英国宫,当前网页找不到元素（价格）,暂无信息 ,板楼/塔板结合,1.9至1.99元/平米/月,华夏幸福基业物业服务有限公司,廊坊京御幸福房地产开发有限公司,9栋,220户
九号院花园洋房,(安次安次)东开发区燕顺路旁,当前网页找不到元素（价格）,暂无信息 ,板楼,1.48元/平米/月,暂无信息,暂无信息,1栋,28户
龙河福源,(安次安次)南环道龙河福源,6604,2000年建成 ,板楼,1至1.15元/平米/月,大城县荣庆物业服务有限公司,暂无信息,19栋,1524户
理想新城,(三河三河)理想新城,当前网页找不到元素（价格）,暂无信息 ,塔板结合,1元/平米/月,暂无信息,暂无信息,8栋,259户
中宏美丽园二期,(固安固安)106国道新源街路口向南400米,当前网页找不到元素（价格）,2012年建成 ,塔板结合,0.36元/平米/月,廊坊市中宏物业管理有限公司,廊坊市中宏基业房地产开发有限公司,1栋,144户
昊业忆江南,(永清永清)韩村镇廊霸线与政通街交叉口南行530米路东,当前网页找不到元素（价格）,2014年建成 ,未知类型,3元/平米/月,廊坊市乐家物业服务有限公司,廊坊市昊业房地产开发有限公司,7栋,32户
阳光心屿,(固安固安)永康路与惠文街交汇处东南角(百和兴市场西侧),当前网页找不到元素（价格）,2013年建成 ,板楼,1.3元/平米/月,固安县太英物业管理有限公司,固安县腾辉房地产开发有限公司,1栋,108户
安居小区,(三河三河)安居小区,当前网页找不到元素（价格）,暂无信息 ,板楼,暂无信息,暂无信息,暂无信息,25栋,830户
东方美庭,(永清永清)永清廊霸路侧，京台高速出京后第一出口旁,3822,2013年建成 ,板楼/塔板结合,1.28至1.6元/平米/月,廊坊鼎尚,廊坊鼎尚房地产开发有限公司,3栋,178户
馨园丽景,(永清永清)廊霸路与金雀街交汇处南100米路东,当前网页找不到元素（价格）,2015年建成 ,塔楼/板楼,1.2至1.9元/平米/月,廊坊市安次区新盛物业管理有限公司,廊坊盛辉房地产开发有限公司,8栋,651户
印象城纽约公园,(香河香河)蒋辛屯镇大香线西侧闻庄村东,当前网页找不到元素（价格）,2016年建成 ,板楼,1.7元/平米/月,鹏润物业管理有限公司,香河鹏渤房地产开发有限公司,18栋,1562户
锦绣华府,(霸州霸州)霸州市112国道与兴华路交口处向东300米路北,7543,暂无信息 ,板楼,暂无信息,霸州市武平房地产开发有限公司,霸州市武平房地产开发有限公司,12栋,163户
新开园,(香河香河)香河新开街,7352,暂无信息 ,未知类型,暂无信息,暂无信息,暂无信息,2栋,69户
塞纳庄园,(霸州霸州)霸州国际温泉公园南侧500米,当前网页找不到元素（价格）,暂无信息 ,板楼,4.8元/平米/月,绿城集团物业公司,河北金泽房地产开发有限公司,13栋,107户
威斯町大道,(永清永清)永清273省道与恒山北路交口向南500米路西,当前网页找不到元素（价格）,2018年建成 ,板楼,2至2.5元/平米/月,暂无信息,暂无信息,7栋,234户
康仙苑,(霸州霸州)廊坊廊霸线与马坊路交汇处东行3.8公里,当前网页找不到元素（价格）,暂无信息 ,塔楼,暂无信息,暂无信息,暂无信息,1栋,2户
廊坊孔雀城公园海,(广阳广阳)北凤道与永兴路交汇处东北角,当前网页找不到元素（价格）,2017年建成 ,塔板结合,2.2元/平米/月,廊坊市幸福基业物业服务有限公司,廊坊京御幸福房地产开发有限公司,17栋,400户
燕阳城,(永清永清)恒山路与府东街交汇处,7625,2016年建成 ,板楼,1.5元/平米/月,开发商自持物业,永清燕阳房地产开发有限公司,14栋,415户
新弘国际阳光城,(大厂大厂)102国道福喜路路口南侧800米至大福北路向东50,当前网页找不到元素（价格）,2017年建成 ,板楼,1.8元/平米/月,香河万通物业服务有限公司,北京路劲隽御房地产开发有限公司,6栋,262户
金地经典,(永清永清)益昌中路与金雀街交口东北侧,当前网页找不到元素（价格）,暂无信息 ,板楼,1.2元/平米/月,永清恒安物业,廊坊金地房地产开发有限公司,10栋,152户
凯悦城,(永清永清)会昌街林业局对面，中医院斜对面,当前网页找不到元素（价格）,2016年建成 ,板楼,1元/平米/月,永清县龙鑫物业管理有限公司,廊坊汇通房地产有限公司,3栋,166户
天悦小区,(香河香河)安平镇平安大街与安泰路交汇处,7485,2014年建成 ,塔板结合,1.5元/平米/月,香河县尚新物业管理公司,香河城镇房地产开发有限公司,10栋,3828户
阳光家园,(香河香河)阳光家园,7737,2000年建成 ,板楼,0.6元/平米/月,暂无信息,三强实业集团,3栋,276户
祥顺佳园,(固安固安)106国道廊涿高速南行6公里,当前网页找不到元素（价格）,2011年建成 ,板楼,1.2元/平米/月,廊坊市祥顺物业服务有限公司,廊坊祥顺房地产经纪有限公司,4栋,180户
大通.君澜,(永清永清)大通.君澜,当前网页找不到元素（价格）,暂无信息 ,未知类型,暂无信息,暂无信息,暂无信息,2栋,228户
北关新村,(固安固安)新昌街北关新村,当前网页找不到元素（价格）,1996年建成 ,塔板结合,1.5元/平米/月,华夏幸福基业物业服务有限公司,华夏幸福基业股份有限公司,17栋,1600户
通宇花园A区,(固安固安)通宇花园A区,7129,2000年建成 ,板楼,0.33元/平米/月,暂无信息,廊坊前进投资有限公司,6栋,284户
北昌西队宿舍,(安次安次)北昌西队宿舍,当前网页找不到元素（价格）,1992年建成 ,板楼,0.5元/平米/月,暂无信息,中房房地产,3栋,193户
北五里新村,(固安固安)北五里新村,当前网页找不到元素（价格）,1996年建成 ,板楼/塔板结合,1至1.5元/平米/月,暂无信息,固安京御房地产开发有限公司,11栋,867户
丽水康城,(霸州霸州)裕华西道路与泰山路交汇处,当前网页找不到元素（价格）,暂无信息 ,板楼,1.1元/平米/月,霸州钜城物业管理有限公司,霸州钜城房地产开发有限公司,6栋,23户
K2京南狮子城,(安次安次)银河CBD（永兴路与南龙道交汇处,7457,2016年建成 ,塔楼/板楼/塔板结合,1.98至2.8元/平米/月,北京石榴物业服务有限公司廊坊分公司,廊坊市中投置地房地产开发有限公司,19栋,6131户
铁路宿舍,(广阳广阳)金光道12号,7400,1995年建成 ,板楼,1.2至1.25元/平米/月,暂无信息,暂无信息,2栋,189户
群华里,(广阳广阳)建国道137号,6629,2002年建成 ,板楼,1元/平米/月,三河市泰安物业服务有限公司, 重庆桥达茂宸房地产开发有限公司,1栋,96户
煤炭五部综合楼,(安次安次)永华道煤炭五部综合楼,6715,暂无信息 ,板楼,0.8元/平米/月,暂无信息,暂无信息,1栋,48户
蓝亭里,(安次安次)永华道95-9号,当前网页找不到元素（价格）,暂无信息 ,板楼,0.6元/平米/月,暂无信息,暂无信息,1栋,60户
河工大教师公寓,(广阳广阳)新华路河工大教师公寓,当前网页找不到元素（价格）,暂无信息 ,未知类型,暂无信息,暂无信息,暂无信息,7栋,262户
新欣里,(广阳广阳)新和道新欣里,当前网页找不到元素（价格）,2000年建成 ,板楼,0.6元/平米/月,业主自管,中康公司,2栋,40户
第五大街别墅式公寓,(广阳广阳)第五大街第五大街别墅式公寓,当前网页找不到元素（价格）,暂无信息 ,未知类型,暂无信息,暂无信息,暂无信息,5栋,16户
润绿公寓,(广阳广阳)建设北路316号,当前网页找不到元素（价格）,2017年建成 ,板楼,1.5元/平米/月,暂无信息,暂无信息,2栋,154户
新侨国际公寓,(廊坊经济技术开发区开发区其它)祥云道新侨国际公寓,7062,2000年建成 ,板楼,0.5元/平米/月,暂无信息,暂无信息,2栋,100户
第一中学家属楼,(安次安次)永兴路第一中学家属楼,当前网页找不到元素（价格）,2002年建成 ,塔楼/板楼,0.8元/平米/月,暂无信息,暂无信息,7栋,335户
人才家园(广阳),(广阳广阳)西环路人才家园,7573,暂无信息 ,板楼,1.9元/平米/月,暂无信息,暂无信息,2栋,288户
先锋小区,(广阳广阳)凤仪道先锋小区,6316,暂无信息 ,板楼,0.8元/平米/月,暂无信息,暂无信息,2栋,108户
银河嘉苑三区,(安次安次)瑞丰道银河嘉苑三区,7349,暂无信息 ,板楼,1.5元/平米/月,暂无信息,暂无信息,12栋,1632户
永兴别墅,(安次安次)永兴路35号,当前网页找不到元素（价格）,暂无信息 ,板楼,1.5元/平米/月,暂无信息,暂无信息,24栋,46户
双馨艺苑小区,(大厂大厂)双馨艺苑小区,7755,暂无信息 ,板楼,暂无信息,暂无信息,暂无信息,3栋,120户
圣泰骏景,(霸州霸州)圣泰骏景,当前网页找不到元素（价格）,暂无信息 ,未知类型,暂无信息,暂无信息,暂无信息,7栋,602户
温馨佳苑,(永清永清)温馨佳苑,当前网页找不到元素（价格）,暂无信息 ,未知类型,暂无信息,暂无信息,暂无信息,15栋,667户
花苑小区A区,(永清永清)花苑小区A区,当前网页找不到元素（价格）,暂无信息 ,未知类型,暂无信息,暂无信息,暂无信息,12栋,445户
麗泰花园,(永清永清)麗泰花园,当前网页找不到元素（价格）,暂无信息 ,未知类型,暂无信息,暂无信息,暂无信息,2栋,72户
城内第二小学家属楼,(香河香河)城内第二小学家属楼,当前网页找不到元素（价格）,暂无信息 ,塔板结合,1.3元/平米/月,暂无信息,暂无信息,4栋,96户
花苑小区B区,(永清永清)花苑小区B区,6666,暂无信息 ,塔板结合,0.6元/平米/月,廊坊市盛达物业管理有限公司,暂无信息,8栋,252户
金地阳光,(永清永清)金地阳光,6447,暂无信息 ,塔板结合,1.1元/平米/月,暂无信息,暂无信息,13栋,805户
长城小区南区,(霸州霸州)长城小区南区,6057,暂无信息 ,未知类型,暂无信息,暂无信息,暂无信息,7栋,198户
香河县街道办家属楼,(香河香河)香河县街道办家属楼,7427,2004年建成 ,板楼,1.2元/平米/月,暂无信息,暂无信息,2栋,88户
永清鑫琳花园,(永清永清)永清鑫琳花园,4239,暂无信息 ,塔板结合,0.7元/平米/月,暂无信息,暂无信息,16栋,742户
凯悦花苑,(永清永清)凯悦花苑,当前网页找不到元素（价格）,暂无信息 ,未知类型,暂无信息,暂无信息,暂无信息,9栋,1087户
盛华园,(永清永清)盛华园,当前网页找不到元素（价格）,暂无信息 ,未知类型,1.9元/平米/月,暂无信息,暂无信息,13栋,1066户
郦都馨苑,(永清永清)郦都馨苑,当前网页找不到元素（价格）,暂无信息 ,塔板结合,暂无信息,暂无信息,暂无信息,3栋,475户
鑫鼎家园,(永清永清)鑫鼎家园,当前网页找不到元素（价格）,暂无信息 ,未知类型,暂无信息,暂无信息,暂无信息,4栋,360户
兴济苑,(香河香河)兴济苑,7199,暂无信息 ,板楼,0.5元/平米/月,暂无信息,暂无信息,3栋,177户
丽景花园,(三河三河)丽景花园,当前网页找不到元素（价格）,暂无信息 ,未知类型,0.6元/平米/月,业主自管,暂无信息,7栋,312户
华信小区,(三河三河)华信小区,当前网页找不到元素（价格）,暂无信息 ,板楼,0.8元/平米/月,暂无信息,暂无信息,6栋,240户
警金里,(广阳广阳)丰盛路警金里,当前网页找不到元素（价格）,暂无信息 ,未知类型,0.7元/平米/月,业主自筹物业,暂无信息,2栋,176户
桃园小区,(三河三河)桃园小区,当前网页找不到元素（价格）,暂无信息 ,未知类型,暂无信息,暂无信息,暂无信息,8栋,168户
国税局小区,(三河三河)国税局小区,当前网页找不到元素（价格）,暂无信息 ,板楼,0.5元/平米/月,暂无信息,暂无信息,4栋,144户
保险公司住宅楼,(广阳广阳)永丰道126-1号甲,当前网页找不到元素（价格）,暂无信息 ,板楼,0.6元/平米/月,暂无信息,暂无信息,2栋,72户
园丁苑小区,(三河三河)园丁苑小区,当前网页找不到元素（价格）,暂无信息 ,板楼,暂无信息,暂无信息,暂无信息,6栋,312户
运输站小区,(香河香河)运输站小区,当前网页找不到元素（价格）,暂无信息 ,未知类型,暂无信息,暂无信息,暂无信息,3栋,67户
华鑫小区,(香河香河)华鑫小区,7625,2002年建成 ,板楼,1.2元/平米/月,暂无信息,三强实业集团,8栋,379户
福源公寓,(三河三河)福源公寓,当前网页找不到元素（价格）,暂无信息 ,板楼,0.6至1.9元/平米/月,暂无信息,暂无信息,3栋,342户
城建新村,(三河三河)城建新村,7050,1996年建成 ,板楼,暂无信息,暂无信息,暂无信息,21栋,963户
煤炭五部综合楼,(安次安次)永华道煤炭五部综合楼,6715,暂无信息 ,板楼,0.8元/平米/月,暂无信息,暂无信息,1栋,48户
蓝亭里,(安次安次)永华道95-9号,当前网页找不到元素（价格）,暂无信息 ,板楼,0.6元/平米/月,暂无信息,暂无信息,1栋,60户
香榭里舍小区,(廊坊经济技术开发区开发区其它)毕升路50号,7151,2000年建成 ,塔楼/板楼/塔板结合,1.2元/平米/月,廊坊市金达物业管理有限公司,廊坊开发区东方大学城数码城市投资有限公司,11栋,680户
理想新城,(三河三河)理想新城,当前网页找不到元素（价格）,暂无信息 ,塔板结合,1元/平米/月,暂无信息,暂无信息,8栋,259户
廊坊孔雀城公园海,(广阳广阳)北凤道与永兴路交汇处东北角,当前网页找不到元素（价格）,2017年建成 ,塔板结合,2.2元/平米/月,廊坊市幸福基业物业服务有限公司,廊坊京御幸福房地产开发有限公司,17栋,400户
燕阳城,(永清永清)恒山路与府东街交汇处,7625,2016年建成 ,板楼,1.5元/平米/月,开发商自持物业,永清燕阳房地产开发有限公司,14栋,415户
天悦小区,(香河香河)安平镇平安大街与安泰路交汇处,7485,2014年建成 ,塔板结合,1.5元/平米/月,香河县尚新物业管理公司,香河城镇房地产开发有限公司,10栋,3828户
阳光家园,(香河香河)阳光家园,7737,2000年建成 ,板楼,0.6元/平米/月,暂无信息,三强实业集团,3栋,276户
祥顺佳园,(固安固安)106国道廊涿高速南行6公里,当前网页找不到元素（价格）,2011年建成 ,板楼,1.2元/平米/月,廊坊市祥顺物业服务有限公司,廊坊祥顺房地产经纪有限公司,4栋,180户
大通.君澜,(永清永清)大通.君澜,当前网页找不到元素（价格）,暂无信息 ,未知类型,暂无信息,暂无信息,暂无信息,2栋,228户
中宏美丽园二期,(固安固安)106国道新源街路口向南400米,当前网页找不到元素（价格）,2012年建成 ,塔板结合,0.36元/平米/月,廊坊市中宏物业管理有限公司,廊坊市中宏基业房地产开发有限公司,1栋,144户
昊业忆江南,(永清永清)韩村镇廊霸线与政通街交叉口南行530米路东,当前网页找不到元素（价格）,2014年建成 ,未知类型,3元/平米/月,廊坊市乐家物业服务有限公司,廊坊市昊业房地产开发有限公司,7栋,32户
阳光心屿,(固安固安)永康路与惠文街交汇处东南角(百和兴市场西侧),当前网页找不到元素（价格）,2013年建成 ,板楼,1.3元/平米/月,固安县太英物业管理有限公司,固安县腾辉房地产开发有限公司,1栋,108户
安居小区,(三河三河)安居小区,当前网页找不到元素（价格）,暂无信息 ,板楼,暂无信息,暂无信息,暂无信息,25栋,830户
东方美庭,(永清永清)永清廊霸路侧，京台高速出京后第一出口旁,3822,2013年建成 ,板楼/塔板结合,1.28至1.6元/平米/月,廊坊鼎尚,廊坊鼎尚房地产开发有限公司,3栋,178户
馨园丽景,(永清永清)廊霸路与金雀街交汇处南100米路东,当前网页找不到元素（价格）,2015年建成 ,塔楼/板楼,1.2至1.9元/平米/月,廊坊市安次区新盛物业管理有限公司,廊坊盛辉房地产开发有限公司,8栋,651户
印象城纽约公园,(香河香河)蒋辛屯镇大香线西侧闻庄村东,当前网页找不到元素（价格）,2016年建成 ,板楼,1.7元/平米/月,鹏润物业管理有限公司,香河鹏渤房地产开发有限公司,18栋,1562户
塞纳庄园,(霸州霸州)霸州国际温泉公园南侧500米,当前网页找不到元素（价格）,暂无信息 ,板楼,4.8元/平米/月,绿城集团物业公司,河北金泽房地产开发有限公司,13栋,107户
威斯町大道,(永清永清)永清273省道与恒山北路交口向南500米路西,当前网页找不到元素（价格）,2018年建成 ,板楼,2至2.5元/平米/月,暂无信息,暂无信息,7栋,234户
康仙苑,(霸州霸州)廊坊廊霸线与马坊路交汇处东行3.8公里,当前网页找不到元素（价格）,暂无信息 ,塔楼,暂无信息,暂无信息,暂无信息,1栋,2户
K2京南狮子城,(安次安次)银河CBD（永兴路与南龙道交汇处,7457,2016年建成 ,塔楼/板楼/塔板结合,1.98至2.8元/平米/月,北京石榴物业服务有限公司廊坊分公司,廊坊市中投置地房地产开发有限公司,19栋,6131户
丽水康城,(霸州霸州)裕华西道路与泰山路交汇处,当前网页找不到元素（价格）,暂无信息 ,板楼,1.1元/平米/月,霸州钜城物业管理有限公司,霸州钜城房地产开发有限公司,6栋,23户
新弘国际阳光城,(大厂大厂)102国道福喜路路口南侧800米至大福北路向东50,当前网页找不到元素（价格）,2017年建成 ,板楼,1.8元/平米/月,香河万通物业服务有限公司,北京路劲隽御房地产开发有限公司,6栋,262户
锦绣华府,(霸州霸州)霸州市112国道与兴华路交口处向东300米路北,7543,暂无信息 ,板楼,暂无信息,霸州市武平房地产开发有限公司,霸州市武平房地产开发有限公司,12栋,163户
新开园,(香河香河)香河新开街,7352,暂无信息 ,未知类型,暂无信息,暂无信息,暂无信息,2栋,69户
金地经典,(永清永清)益昌中路与金雀街交口东北侧,当前网页找不到元素（价格）,暂无信息 ,板楼,1.2元/平米/月,永清恒安物业,廊坊金地房地产开发有限公司,10栋,152户
惠文街379号,(固安固安)惠文街379号,7320,1980年建成 ,板楼/塔板结合,0.4至1.5元/平米/月,霸州市建华物业服务有限公司, 重庆汇东房地产开发有限公司,9栋,289户
新源小区(固安),(固安固安)新源东街新源小区,7104,1996年建成 ,板楼,0.8元/平米/月,华之杰物业服务有限公司大厂分公司,固安克莱迪投资有限公司,5栋,190户
兴泰小区,(固安固安)新昌街49号,7046,1996年建成 ,塔板结合,1元/平米/月,固安县兴泰物业服务有限公司,华秀花园公司,8栋,262户
茂林公馆,(固安固安)茂林公馆,6986,1996年建成 ,塔板结合,2元/平米/月,固安县盛业物业服务有限公司,佛山市华夏房产有限公司,19栋,3197户
永定河孔雀城海德壹号院,(固安固安)野生动物园向南3公里大广高速西侧,当前网页找不到元素（价格）,暂无信息 ,塔板结合,2至2.5元/平米/月,廊坊市幸福基业物业服务有限公司,固安京御幸福房地产开发有限公司,4栋,12户
宏程华苑,(安次安次)廊霸线182号,6889,2015年建成 ,板楼,1.6元/平米/月,暂无信息,暂无信息,3栋,303户
融百汇,(固安固安)新昌西街融百汇,6814,2014年建成 ,塔板结合,2元/平米/月,固安幸福物业有限公司,固安克莱迪投资有限公司,2栋,520户
紫荆假日,(安次安次)瑞丰道紫荆假日,6950,2014年建成 ,塔板结合,2.5至5元/平米/月,暂无信息,荣盛地产,7栋,1515户
企业局宿舍,(安次安次)永华道115号,7659,1999年建成 ,板楼,0.5元/平米/月,业主自管,暂无信息,4栋,193户
地税局小区(固安),(固安固安)育才北路地税局小区,7533,2002年建成 ,板楼,1元/平米/月,固安众祥物业服务有限公司, 五指山水墨雨林置业有限公司,4栋,146户
文化局综合楼,(广阳广阳)广阳道文化局综合楼,当前网页找不到元素（价格）,2000年建成 ,板楼,暂无信息,暂无信息,暂无信息,1栋,24户
平安丽景B区,(香河香河)民安南路观天下,7387,1995年建成 ,板楼/塔板结合,0.43至1元/平米/月,暂无信息,三强实业集团,9栋,1223户
信号灯厂家属楼,(固安固安)新昌东街信号灯厂家属楼,6709,1998年建成 ,板楼,1元/平米/月,霸州市金桥物业服务有限公司, 合肥万科瑞翔地产有限公司,2栋,80户
建设路管道局宿舍楼,(广阳广阳)建设路管道局宿舍楼,当前网页找不到元素（价格）,暂无信息 ,未知类型,暂无信息,暂无信息,暂无信息,2栋,37户
中南熙悦,(固安固安)永康路中南熙悦,当前网页找不到元素（价格）,2018年建成 ,塔板结合,1.8元/平米/月,江苏中南物业服务有限公司固安分公司,海生龙湖园（固安）房地产开发有限公司,8栋,1857户
永定河孔雀城凡尔赛花园,(固安固安)安康西街永定河孔雀城凡尔赛花园,当前网页找不到元素（价格）,2015年建成 ,板楼/塔板结合,2元/平米/月,固安幸福物业有限公司,廊坊京御房地产开发有限公司,15栋,1751户
农机监理小区,(香河香河)永明路农机监理小区,6740,1999年建成 ,板楼,0.5元/平米/月,暂无信息,三强实业集团,1栋,30户
纸箱厂宿舍,(安次安次)永华道纸箱厂宿舍,7272,1998年建成 ,板楼,0.8元/平米/月,暂无信息,暂无信息,2栋,96户
百货小区,(香河香河)淑阳大街百货小区,7642,2002年建成 ,板楼,暂无信息,香河县尚新物业服务有限公司,三强实业集团,1栋,24户
花语璟园,(安次安次)建设南路花语璟园,当前网页找不到元素（价格）,暂无信息 ,板楼,1.9元/平米/月,廊坊荣盛物业服务有限公司香河分公司,暂无信息,7栋,284户
牛驼温泉小镇,(固安固安)固安县,6438,2014年建成 ,塔板结合,1.3至1.9元/平米/月,霸州市家瑞物业管理有限公司,廊坊天宏利投资有限公司,14栋,491户
冯家府村北侧商住楼,(燕郊夏威夷商圈)三河市燕郊开发区迎宾路西神威北路南侧、冯家府村北侧商住楼,当前网页找不到元素（价格）,2008年建成 ,塔楼,25元/平米/月,廊坊市益我居物业服务有限公司,上海轮胎橡胶9集团)公司房地产开发经营公司,1栋,3户
北横街,(固安固安)永定路北横街,当前网页找不到元素（价格）,1996年建成 ,塔板结合,1.8元/平米/月,华夏幸福基业物业服务有限公司,华夏集团,10栋,504户
哮喘医院家属楼,(香河香河)民安南路哮喘医院家属楼,6428,2003年建成 ,板楼,0.27元/平米/月,暂无信息,三强实业集团,2栋,84户
平安丽景A区,(香河香河)双兴南路平安丽景A区,7337,2003年建成 ,塔板结合,0.47元/平米/月,暂无信息,三强实业集团,6栋,284户
供销社小区,(固安固安)惠文街供销社小区,6438,2008年建成 ,板楼/塔板结合,1.5元/平米/月,悦达物业公司, 西安保亿名卓置业有限公司,5栋,118户
广播局家属楼小区,(固安固安)玉井路广播局家属楼小区,5996,2015年建成 ,板楼,1.7元/平米/月,暂无信息,固安克莱迪投资有限公司,1栋,40户
永定河孔雀城唐顿壹号院,(固安固安)北外环路永定河孔雀城唐顿壹号院,当前网页找不到元素（价格）,2016年建成 ,板楼,1.9元/平米/月,华夏幸福基业物业服务有限公司,廊坊京御幸福房地产开发有限公司,1栋,1户
蔬菜局小区,(固安固安)惠文街蔬菜局小区,7429,2002年建成 ,板楼,2元/平米/月,暂无信息,金广物业,1栋,24户
漫香郡,(霸州霸州)开发区裕华西道开发区小学西侧,当前网页找不到元素（价格）,暂无信息 ,板楼,1.9元/平米/月,廊坊郡香物业服务有限公司,廊坊兴集房地产开发有限公司,6栋,620户
永定河孔雀城凡尔赛花园,(固安固安)安康西街永定河孔雀城凡尔赛花园,当前网页找不到元素（价格）,2015年建成 ,板楼/塔板结合,2元/平米/月,固安幸福物业有限公司,廊坊京御房地产开发有限公司,15栋,1751户
北横街,(固安固安)永定路北横街,当前网页找不到元素（价格）,1996年建成 ,塔板结合,1.8元/平米/月,华夏幸福基业物业服务有限公司,华夏集团,10栋,504户
牛驼温泉小镇,(固安固安)固安县,6438,2014年建成 ,塔板结合,1.3至1.9元/平米/月,霸州市家瑞物业管理有限公司,廊坊天宏利投资有限公司,14栋,491户
冯家府村北侧商住楼,(燕郊夏威夷商圈)三河市燕郊开发区迎宾路西神威北路南侧、冯家府村北侧商住楼,当前网页找不到元素（价格）,2008年建成 ,塔楼,25元/平米/月,廊坊市益我居物业服务有限公司,上海轮胎橡胶9集团)公司房地产开发经营公司,1栋,3户
中南熙悦,(固安固安)永康路中南熙悦,当前网页找不到元素（价格）,2018年建成 ,塔板结合,1.8元/平米/月,江苏中南物业服务有限公司固安分公司,海生龙湖园（固安）房地产开发有限公司,8栋,1857户
面粉厂小区,(香河香河)淑阳大街面粉厂小区,6840,2003年建成 ,塔楼/板楼,0.5元/平米/月,香河县尚新物业服务有限公司,三强实业集团,2栋,50户
花语璟园,(安次安次)建设南路花语璟园,当前网页找不到元素（价格）,暂无信息 ,板楼,1.9元/平米/月,廊坊荣盛物业服务有限公司香河分公司,暂无信息,7栋,284户
漫香郡,(霸州霸州)开发区裕华西道开发区小学西侧,当前网页找不到元素（价格）,暂无信息 ,板楼,1.9元/平米/月,廊坊郡香物业服务有限公司,廊坊兴集房地产开发有限公司,6栋,620户
