小区名称,地址,参考价格,建筑年代,建筑类型,物业费用,物业公司,开发商,楼栋总数,房屋总数
闽商国贸中心,(瑶海铜陵路)长江东大街与肥东路交口东南角,当前网页找不到元素（价格）,2003年建成 ,塔板结合,2.7至3.5元/平米/月,闽商物业,安徽闽商置业有限公司,5栋,1647户
碧桂园滨湖城凤栖湖畔,(巢湖市巢湖)巢湖市居巢区中庙街道,当前网页找不到元素（价格）,2010年建成 ,板楼/塔板结合,0.8至2.4元/平米/月,暂无信息,碧桂园集团,19栋,70户
双凤凤梅佳园东区,(长丰北城)双凤凤梅佳园(东区),当前网页找不到元素（价格）,2010年建成 ,塔楼/塔板结合,0.5至0.51元/平米/月,昆明世纪城物业管理有限公司合肥分公司,暂无信息,34栋,1449户
物华苑,(长丰北城)物华苑,当前网页找不到元素（价格）,2010年建成 ,塔板结合,1.1元/平米/月,安徽省鹏徽物业管理有限公司,无,22栋,698户
凤麟兰庭,(长丰北城)凤麟兰庭,当前网页找不到元素（价格）,2012年建成 ,板楼/塔板结合,0.5至0.51元/平米/月,凤氏物业,长丰祥和置业有限公司,14栋,1870户
金明花园三期,(长丰北城)岗集镇金明花园三期,当前网页找不到元素（价格）,暂无信息 ,塔板结合/平房,暂无信息,业主自营,暂无信息,8栋,194户
金明花园二期,(长丰北城)金富路,当前网页找不到元素（价格）,暂无信息 ,塔板结合,暂无信息,自持物业,暂无信息,16栋,673户
光大新村,(肥东肥东)光大新村,当前网页找不到元素（价格）,2010年建成 ,板楼/塔板结合,1.8元/平米/月,合肥瑶东新村物业管理有限公司,暂无信息,23栋,492户
万里社区二期,(长丰北城)万里社区(二期),当前网页找不到元素（价格）,暂无信息 ,板楼/塔板结合,暂无信息,安徽圣洁物业有限公司,暂无信息,14栋,494户
滨河苑(长丰),(长丰北城)魏武路滨河苑,当前网页找不到元素（价格）,2010年建成 ,塔板结合,1至1.1元/平米/月,安徽省鹏徽物业管理有限公司,武汉TCL康城房地产有限公司,6栋,668户
铂澜商务中心,(包河工业园)铂澜商务中心,当前网页找不到元素（价格）,2009年建成 ,塔楼/塔板结合,2元/平米/月,绿城物业服务集团有限公司安徽分公司, 陕西亿润经贸有限公司 ,4栋,399户
大摩华尔街生活广场,(包河望湖)大摩华尔街生活广场,当前网页找不到元素（价格）,2012年建成 ,板楼,2.5元/平米/月,安徽省长城物业管理有限公司,合肥骅晋达置业有限公司,2栋,451户
仁和大厦,(庐阳三孝口)仁和大厦,当前网页找不到元素（价格）,2003年建成 ,塔板结合,1.4元/平米/月,合肥顺昌物业管理公司,无,1栋,144户
吉瑞泰盛广场,(包河望湖)吉瑞泰盛国际生活广场,当前网页找不到元素（价格）,2005年建成 ,塔楼/板楼,1.43至1.44元/平米/月,安徽长城物业管理有限公司,北京瑞元丰吉置业有限公司,3栋,1110户
天时非常空间,(经开芙蓉)天时非常空间,当前网页找不到元素（价格）,2011年建成 ,塔楼/塔板结合/平房,1.4至2元/平米/月,合肥天时置业集团有限责任公司,合肥天时置业集团有限责任公司,4栋,746户
省干部休养所,(庐阳逍遥津)省干部休养所,当前网页找不到元素（价格）,1996年建成 ,板楼,暂无信息,暂无信息,无,1栋,18户
骏杰嘉和大厦,(庐阳海棠)骏杰嘉和大厦,当前网页找不到元素（价格）,2000年建成 ,塔楼,1.2元/平米/月,合肥万达物业, 合肥前城置业有限公司,1栋,220户
宝文国际大厦,(瑶海长淮)宝文国际大厦,当前网页找不到元素（价格）,2009年建成 ,塔楼,1.5元/平米/月,合肥百花物业,北京天龙中泰置业有限公司,1栋,690户
同济小蜗公寓,(蜀山井岗镇)同济小蜗公寓,当前网页找不到元素（价格）,1998年建成 ,塔板结合,3元/平米/月,合肥骏腾物业管理有限公司,安徽伟成房地产有限责任公司,1栋,374户
丰湖苑,(长丰北城)丰湖苑,当前网页找不到元素（价格）,2002年建成 ,板楼/塔板结合,0.8元/平米/月,安徽锦润物业服务有限公司, 陕西亿润经贸有限公司 ,29栋,1128户
外环花园,(长丰北城)外环花园,当前网页找不到元素（价格）,2003年建成 ,塔板结合,1.44至1.78元/平米/月,绿城物业服务集团有限公司安徽分公司,北网置业有限公司,16栋,576户
鸿路北城明珠,(长丰北城)阜阳北路与金梅路交口（力高共和城东侧）,当前网页找不到元素（价格）,2013年建成 ,板楼/塔板结合,1.2元/平米/月,合肥市鸿睿物业服务管理有限公司,安徽鸿路置业有限公司,4栋,440户
省外贸储运公司宿舍,(庐阳杏林)合瓦路147号,当前网页找不到元素（价格）,暂无信息 ,塔楼/板楼,暂无信息,暂无信息,暂无信息,2栋,9户
桑夏精英时代广场,(高新天乐)桑夏精英时代广场,当前网页找不到元素（价格）,2010年建成 ,塔板结合,1.2元/平米/月,上海中凯物业有限公司, 上海招平房地产开发有限公司,1栋,100户
香馨创谷,(经开锦绣)香馨创谷,当前网页找不到元素（价格）,暂无信息 ,塔楼/板楼/塔板结合,2.5元/平米/月,安徽华兴物业服务有限公司,安徽香江投资置业有限责任公司,8栋,16户
华东文博城,(肥东肥东)肥东东风大道与淮南路交汇处,当前网页找不到元素（价格）,2016年建成 ,塔楼,2.4元/平米/月,安徽腾辉物业服务有限公司,安徽腾辉投资集团,1栋,1338户
唐安幸福家园,(肥东肥东)东风大道9号,当前网页找不到元素（价格）,2010年建成 ,板楼/塔板结合,1.2元/平米/月,业主自管,暂无信息,43栋,1852户
康乐新村,(巢湖市巢湖)花园路康乐新村,当前网页找不到元素（价格）,1999年建成 ,板楼/塔板结合,1至1.02元/平米/月,无物业管理服务,暂无信息,21栋,822户
新巢国际,(巢湖市巢湖)太湖山路新巢国际,当前网页找不到元素（价格）,2010年建成 ,塔板结合,1.4元/平米/月,暂无信息,巢湖聚龙房地产开发有限公司,5栋,339户
西苑新村,(肥西肥西)长江西路西苑新村,当前网页找不到元素（价格）,2011年建成 ,板楼,0.5元/平米/月,自持物业,暂无信息,4栋,445户
金港湾花园,(庐江县庐江县)云飞路金港湾花园,当前网页找不到元素（价格）,暂无信息 ,塔板结合,0.8至1.11元/平米/月,业主自筹物业,暂无信息,12栋,530户
富苑小区,(蜀山南岗镇)小高路富苑小区,当前网页找不到元素（价格）,2007年建成 ,塔板结合,0.3元/平米/月,合肥友邻物业管理有限责任公司,合肥碧荣房地产有限公司,3栋,83户
鲍井新村,(庐江县庐江县)庐巢路38号,当前网页找不到元素（价格）,2005年建成 ,塔楼/板楼/塔板结合,1至1.5元/平米/月,暂无信息,暂无信息,56栋,1449户
中瑞大厦,(高新兴园)合肥市蜀山区香樟大道与红枫路交叉口,当前网页找不到元素（价格）,暂无信息 ,板楼,2.3元/平米/月,合肥雅歌物业,暂无信息,2栋,10户
名仕嘉苑,(巢湖市巢湖)渡江路38号,当前网页找不到元素（价格）,2008年建成 ,板楼/塔板结合,1元/平米/月,自主物业,暂无信息,23栋,852户
家具厂商住楼,(瑶海三里街)天长路25号,当前网页找不到元素（价格）,2000年建成 ,板楼,1元/平米/月,合肥汉华物业服务有限公司,云南枫林红木家具有限公司,1栋,9户
工业区,(瑶海龙岗)军民路工业区,当前网页找不到元素（价格）,1995年建成 ,塔板结合,0.5至1元/平米/月,合肥市长城物业管理有限公司,北京长空工业有限公司,2栋,49户
摩恩时代花园,(肥西肥西)肥西路摩恩时代花园,当前网页找不到元素（价格）,2012年建成 ,板楼,0.8元/平米/月,安徽皖浔物业管理有限公司,摩恩达集团（上海）置业有限公司,5栋,552户
丽水湾,(巢湖市巢湖)丽水湾路丽水湾,当前网页找不到元素（价格）,2012年建成 ,塔板结合,0.5元/平米/月,业主自筹,暂无信息,36栋,1570户
巢州景苑,(巢湖市巢湖)巢湖北路巢州景苑,当前网页找不到元素（价格）,暂无信息 ,板楼/塔板结合,1.2元/平米/月,暂无信息,暂无信息,10栋,288户
世纪新都D区,(巢湖市巢湖)远洲路世纪新都D区,当前网页找不到元素（价格）,2011年建成 ,板楼/塔板结合,1.18至1.2元/平米/月,暂无信息,暂无信息,23栋,550户
绿源聚龙湾,(巢湖市巢湖)金巢大道绿源聚龙湾,当前网页找不到元素（价格）,2010年建成 ,板楼/塔板结合,1至1.5元/平米/月,华昌物业,暂无信息,29栋,1206户
岠嶂花园,(巢湖市巢湖)紫薇路岠嶂花园,当前网页找不到元素（价格）,2013年建成 ,板楼/塔板结合,暂无信息,暂无信息,暂无信息,7栋,181户
四海花园,(巢湖市巢湖)紫薇路四海花园,当前网页找不到元素（价格）,2000年建成 ,板楼/塔板结合,0.8至1元/平米/月,巢湖市平安物业管理有限公司,临西县兴业房地产开发有限公司,31栋,1204户
光盛紫御城,(巢湖市巢湖)金湖大道光盛紫御城,当前网页找不到元素（价格）,2016年建成 ,板楼/塔板结合,1.4元/平米/月,暂无信息,暂无信息,7栋,1216户
岠嶂山小区,(巢湖市巢湖)华阳路岠嶂山小区,当前网页找不到元素（价格）,2016年建成 ,板楼/塔板结合,1元/平米/月,合肥鸿俊物业,暂无信息,25栋,1199户
秀水亭花园,(庐江县庐江县)文明南路65号,当前网页找不到元素（价格）,2000年建成 ,塔板结合,1.2至1.3元/平米/月,一欣物业,暂无信息,34栋,1019户
臻园雅筑,(庐江县庐江县)新渡路臻园雅筑,当前网页找不到元素（价格）,2014年建成 ,塔楼/板楼/塔板结合,0.5至1.2元/平米/月,暂无信息,暂无信息,7栋,155户
大华国际港,(经开莲花)金寨路,当前网页找不到元素（价格）,2013年建成 ,塔楼,2.4至4元/平米/月,盛全物业服务股份有限公司合肥分公司,大华集团一公司,2栋,283户
滨湖景城西区,(巢湖市巢湖)观湖路滨湖景城西区,当前网页找不到元素（价格）,2012年建成 ,塔楼/塔板结合,1元/平米/月,新城物业,暂无信息,29栋,1910户
巢湖碧桂园翠山映麓苑,(巢湖市巢湖)巢湖市巢湖南岸巢湖碧桂园翠山映麓苑,当前网页找不到元素（价格）,2011年建成 ,塔板结合,1至1.1元/平米/月,暂无信息,暂无信息,7栋,8户
陈大郢社区,(肥东肥东)肥东经济开发区祥和路西侧陈大郢恢复楼,当前网页找不到元素（价格）,暂无信息 ,塔板结合,暂无信息,暂无信息,暂无信息,12栋,17户
物资局大院,(肥东肥东)龙泉路物资局大院,当前网页找不到元素（价格）,2003年建成 ,塔板结合,暂无信息,暂无信息,暂无信息,4栋,97户
工行宿舍楼,(肥东肥东)店埠镇撮镇路,当前网页找不到元素（价格）,暂无信息 ,塔板结合,1.2元/平米/月,暂无信息,暂无信息,2栋,16户
奥园誉峯,(长丰长丰)镇中路奥园誉峯,当前网页找不到元素（价格）,暂无信息 ,板楼,1.15至1.44元/平米/月,广州奥园物业服务有限公司,深圳市前海汉华投资管理有限公司,12栋,1144户
食品厂宿舍,(肥东肥东)撮镇路县食品厂商住楼,当前网页找不到元素（价格）,暂无信息 ,塔板结合,暂无信息,暂无信息,暂无信息,3栋,11户
骏杰嘉和大厦,(庐阳海棠)骏杰嘉和大厦,当前网页找不到元素（价格）,2000年建成 ,塔楼,1.2元/平米/月,合肥万达物业, 合肥前城置业有限公司,1栋,220户
仁和大厦,(庐阳三孝口)仁和大厦,当前网页找不到元素（价格）,2003年建成 ,塔板结合,1.4元/平米/月,合肥顺昌物业管理公司,无,1栋,144户
大摩华尔街生活广场,(包河望湖)大摩华尔街生活广场,当前网页找不到元素（价格）,2012年建成 ,板楼,2.5元/平米/月,安徽省长城物业管理有限公司,合肥骅晋达置业有限公司,2栋,451户
绿源聚龙湾,(巢湖市巢湖)金巢大道绿源聚龙湾,当前网页找不到元素（价格）,2010年建成 ,板楼/塔板结合,1至1.5元/平米/月,华昌物业,暂无信息,29栋,1206户
岠嶂花园,(巢湖市巢湖)紫薇路岠嶂花园,当前网页找不到元素（价格）,2013年建成 ,板楼/塔板结合,暂无信息,暂无信息,暂无信息,7栋,181户
岠嶂山小区,(巢湖市巢湖)华阳路岠嶂山小区,当前网页找不到元素（价格）,2016年建成 ,板楼/塔板结合,1元/平米/月,合肥鸿俊物业,暂无信息,25栋,1199户
越城花园,(庐江县庐江县)黄山中路199号,当前网页找不到元素（价格）,2010年建成 ,板楼/塔板结合,1.2至1.21元/平米/月,暂无信息,暂无信息,31栋,834户
晨光花园四期,(肥东肥东)包公大道与龙脊山路交口东南角,当前网页找不到元素（价格）,暂无信息 ,板楼/塔板结合,0.8元/平米/月,暂无信息,暂无信息,7栋,14户
城南新村A区,(肥东肥东)肥东县城南新村,当前网页找不到元素（价格）,暂无信息 ,板楼/塔板结合,暂无信息,暂无信息,暂无信息,11栋,98户
碧桂园和昌时代之光,(庐江县庐江县)庐江县移湖新区移湖路与合铜路交口,当前网页找不到元素（价格）,暂无信息 ,塔板结合,1至4元/平米/月,碧桂园智慧物业服务集团股份有限公司合肥分公司,暂无信息,9栋,5户
新桥家园,(空港经济示范区)新桥家园,当前网页找不到元素（价格）,2010年建成 ,塔楼/板楼/塔板结合,1至1.21元/平米/月,无物业管理服务,暂无信息,21栋,507户
铭威翰林苑,(长丰长丰)吴山南路铭威翰林苑,当前网页找不到元素（价格）,暂无信息 ,塔板结合,1至1.2元/平米/月,暂无信息,暂无信息,8栋,13户
站北路恢复楼,(肥东肥东)站北路恢复楼,当前网页找不到元素（价格）,暂无信息 ,塔板结合,0.5元/平米/月,自主物业,暂无信息,2栋,4户
地税局宿舍,(肥东肥东)店埠镇塘杨路北段地税局宿舍2幢103,当前网页找不到元素（价格）,暂无信息 ,未知类型,0.5元/平米/月,暂无信息,暂无信息,1栋,2户
碧桂园碧湖环玉苑,(巢湖市巢湖)亚父路碧桂园碧湖环玉苑,当前网页找不到元素（价格）,暂无信息 ,塔板结合,1.44元/平米/月,暂无信息,暂无信息,1栋,1户
世纪新都D区,(巢湖市巢湖)远洲路世纪新都D区,当前网页找不到元素（价格）,2011年建成 ,板楼/塔板结合,1.18至1.2元/平米/月,暂无信息,暂无信息,23栋,550户
白岗片区安置房,(庐江县庐江县)沙溪路白岗片区安置房,当前网页找不到元素（价格）,2016年建成 ,塔板结合,0.5元/平米/月,暂无信息,暂无信息,23栋,1312户
鲍井花园,(庐江县庐江县)庐白路鲍井花园,当前网页找不到元素（价格）,2015年建成 ,塔板结合,0.81至1.01元/平米/月,小区物业,暂无信息,25栋,851户
丽晶华庭,(巢湖市巢湖)金巢大道丽晶华庭,当前网页找不到元素（价格）,2009年建成 ,塔板结合,1.1元/平米/月,巢湖中创物业管理有限公司,暂无信息,43栋,1651户
帝豪大厦,(蜀山五里墩)潜山北路468号,当前网页找不到元素（价格）,2003年建成 ,塔楼,1.2元/平米/月,暂无信息,无,1栋,247户
安天阳光花园,(庐江县庐江县)黄山南路安天阳光花园,当前网页找不到元素（价格）,2005年建成 ,板楼/塔板结合,1至1.2元/平米/月,一欣物业,暂无信息,26栋,630户
轴承大厦,(瑶海三里街)全椒路74号,当前网页找不到元素（价格）,暂无信息 ,未知类型,1.22元/平米/月,暂无信息,暂无信息,1栋,7户
滨湖南苑,(巢湖市巢湖)南苑路滨湖南苑,当前网页找不到元素（价格）,2008年建成 ,塔板结合,1.01元/平米/月,暂无信息,暂无信息,59栋,2353户
翠绿园,(庐江县庐江县)文明北路翠绿园,当前网页找不到元素（价格）,2006年建成 ,板楼/塔板结合,1.1至1.2元/平米/月,大连万象美物业管理有限公司合肥分公司,暂无信息,18栋,666户
义和家园,(肥东肥东)合肥市肥东县义和商业街,当前网页找不到元素（价格）,2011年建成 ,塔板结合,1.5至1.9元/平米/月,暂无信息,暂无信息,29栋,117户
半汤温泉疗养院,(巢湖市巢湖)汤山路92号,当前网页找不到元素（价格）,暂无信息 ,板楼/塔板结合,1.44元/平米/月,自主物业,暂无信息,3栋,5户
经委住宅楼,(肥东肥东)店埠镇梁园路经委商住楼,当前网页找不到元素（价格）,暂无信息 ,塔板结合,暂无信息,暂无信息,暂无信息,2栋,3户
晟威鑫城华府,(长丰长丰)吴王大道晟威鑫城华府,当前网页找不到元素（价格）,2013年建成 ,塔楼/板楼/塔板结合,1.44至1.5元/平米/月,安徽恒德物业管理有限责任公司,暂无信息,11栋,67户
禹洲中央广场MINI公馆,(肥东肥东)长江东路禹洲中央广场MINI公馆,当前网页找不到元素（价格）,暂无信息 ,塔板结合,暂无信息,暂无信息,暂无信息,5栋,388户
劳动大厦,(肥东肥东)肥东店埠镇龙泉西路劳动大厦,当前网页找不到元素（价格）,暂无信息 ,塔板结合,1.44元/平米/月,自主物业,暂无信息,1栋,2户
天雁小区,(瑶海七里站)长江东路267号糖酒批发市场14幢603室,当前网页找不到元素（价格）,暂无信息 ,未知类型,暂无信息,暂无信息,暂无信息,4栋,9户
包河区南淝河路华中汽配物流基地二期B13幢,(包河淝河镇)包河区南淝河路289号华中汽配大市场,当前网页找不到元素（价格）,暂无信息 ,板楼,暂无信息,暂无信息,暂无信息,2栋,6户
三中住宿楼,(肥东肥东)梁园路86号,当前网页找不到元素（价格）,暂无信息 ,板楼,暂无信息,自主物业,暂无信息,1栋,2户
肥东粮食局宿舍,(肥东肥东)唐杨路粮食局新商住楼,当前网页找不到元素（价格）,1997年建成 ,塔板结合,暂无信息,暂无信息,暂无信息,4栋,10户
富宁花园,(肥西肥西)富光路2号,当前网页找不到元素（价格）,2015年建成 ,塔板结合,1.2元/平米/月,暂无信息,暂无信息,20栋,26户
供电局机关大院,(肥东肥东)龙泉西路36号,当前网页找不到元素（价格）,暂无信息 ,塔板结合,暂无信息,合肥盛全物业管理公司,暂无信息,5栋,14户
巢湖碧桂园翠山映麓苑,(巢湖市巢湖)巢湖市巢湖南岸巢湖碧桂园翠山映麓苑,当前网页找不到元素（价格）,2011年建成 ,塔板结合,1至1.1元/平米/月,暂无信息,暂无信息,7栋,8户
梁小郢商住楼,(肥东肥东)店埠镇马厂路梁小郢商住楼,当前网页找不到元素（价格）,暂无信息 ,未知类型,暂无信息,暂无信息,暂无信息,1栋,1户
石油处,(肥东肥东)肥东县撮镇镇曹营路,当前网页找不到元素（价格）,1992年建成 ,板楼/塔板结合,暂无信息,无物业,暂无信息,6栋,13户
中心花园,(肥东肥东)肥东县站南路与店忠路交口西北角100米处,当前网页找不到元素（价格）,暂无信息 ,塔楼,暂无信息,暂无信息,暂无信息,4栋,5户
同心苑,(空港经济示范区肥西)高洪路同心苑,当前网页找不到元素（价格）,2010年建成 ,塔楼/塔板结合,1.43至1.44元/平米/月,合肥豪门物业,暂无信息,2栋,73户
福元新村,(庐江县庐江县)郭河镇福元社区福元新村7幢3层304房,当前网页找不到元素（价格）,2011年建成 ,板楼/塔板结合,1.1至1.4元/平米/月,暂无信息,暂无信息,4栋,8户
陈大郢社区,(肥东肥东)肥东经济开发区祥和路西侧陈大郢恢复楼,当前网页找不到元素（价格）,暂无信息 ,塔板结合,暂无信息,暂无信息,暂无信息,12栋,17户
梅苑小区,(长丰北城)长丰岗集合淮路,当前网页找不到元素（价格）,2008年建成 ,塔板结合,暂无信息,暂无信息,暂无信息,1栋,1户
晨光花园四期,(肥东肥东)包公大道与龙脊山路交口东南角,当前网页找不到元素（价格）,暂无信息 ,板楼/塔板结合,0.8元/平米/月,暂无信息,暂无信息,7栋,14户
文明北路63号,(庐江县庐江县)文明北路63号,当前网页找不到元素（价格）,暂无信息 ,塔板结合,2.88元/平米/月,暂无信息,暂无信息,1栋,1户
工行宿舍楼,(肥东肥东)店埠镇撮镇路,当前网页找不到元素（价格）,暂无信息 ,塔板结合,1.2元/平米/月,暂无信息,暂无信息,2栋,16户
物资局大院,(肥东肥东)龙泉路物资局大院,当前网页找不到元素（价格）,2003年建成 ,塔板结合,暂无信息,暂无信息,暂无信息,4栋,97户
圆梦苑,(长丰长丰)长丰县水湖镇长淮路117号荣锦圆梦苑,当前网页找不到元素（价格）,暂无信息 ,塔楼,1.2元/平米/月,暂无信息,暂无信息,4栋,4户
富华嘉园,(长丰长丰)长丰路东段南侧,当前网页找不到元素（价格）,暂无信息 ,板楼,1元/平米/月,暂无信息,暂无信息,1栋,2户
工会大厦,(肥东肥东)店埠镇新街2号,当前网页找不到元素（价格）,暂无信息 ,塔板结合,暂无信息,暂无信息,暂无信息,1栋,1户
盛荣春天,(肥西肥西)花岗镇金寨南路,当前网页找不到元素（价格）,2018年建成 ,塔板结合,0.5至1.44元/平米/月,长丰物业,暂无信息,6栋,117户
日用品商住楼,(肥东肥东)店埠镇公园路日用品商住楼201室,当前网页找不到元素（价格）,暂无信息 ,塔板结合,1.44元/平米/月,暂无信息,暂无信息,1栋,2户
风景御园,(肥东肥东)人民路66号,当前网页找不到元素（价格）,暂无信息 ,塔板结合,暂无信息,暂无信息,暂无信息,3栋,4户
泰昌嘉园,(肥东肥东)义和商业街与大郭路交叉口西北侧（大拇指幼儿园东南侧约100米）,当前网页找不到元素（价格）,暂无信息 ,板楼/塔板结合,1.2元/平米/月,暂无信息,暂无信息,6栋,39户
东盛嘉园,(肥东肥东)撮镇路18号,当前网页找不到元素（价格）,1995年建成 ,板楼,0.6至1元/平米/月,合肥盛全物业管理公司,暂无信息,2栋,18户
府东新村,(庐江县庐江县)越城北路府东新村,当前网页找不到元素（价格）,暂无信息 ,板楼/塔板结合,0.8元/平米/月,一欣物业,暂无信息,9栋,256户
晟威鑫城华府,(长丰长丰)吴王大道晟威鑫城华府,当前网页找不到元素（价格）,2013年建成 ,塔楼/板楼/塔板结合,1.44至1.5元/平米/月,安徽恒德物业管理有限责任公司,暂无信息,11栋,67户
物资局大院,(肥东肥东)龙泉路物资局大院,当前网页找不到元素（价格）,2003年建成 ,塔板结合,暂无信息,暂无信息,暂无信息,4栋,97户
工行宿舍楼,(肥东肥东)店埠镇撮镇路,当前网页找不到元素（价格）,暂无信息 ,塔板结合,1.2元/平米/月,暂无信息,暂无信息,2栋,16户
幸福家园四期,(肥东肥东)和平路龙塘学校对面幸福家园四期,当前网页找不到元素（价格）,暂无信息 ,塔板结合,暂无信息,自主物业,暂无信息,7栋,20户
奥园誉峯,(长丰长丰)镇中路奥园誉峯,当前网页找不到元素（价格）,暂无信息 ,板楼,1.15至1.44元/平米/月,广州奥园物业服务有限公司,深圳市前海汉华投资管理有限公司,12栋,1144户
包河区南淝河路华中汽配物流基地二期B13幢,(包河淝河镇)包河区南淝河路289号华中汽配大市场,当前网页找不到元素（价格）,暂无信息 ,板楼,暂无信息,暂无信息,暂无信息,2栋,6户
陈大郢社区,(肥东肥东)肥东经济开发区祥和路西侧陈大郢恢复楼,当前网页找不到元素（价格）,暂无信息 ,塔板结合,暂无信息,暂无信息,暂无信息,12栋,17户
肥东粮食局宿舍,(肥东肥东)唐杨路粮食局新商住楼,当前网页找不到元素（价格）,1997年建成 ,塔板结合,暂无信息,暂无信息,暂无信息,4栋,10户
梅苑小区,(长丰北城)长丰岗集合淮路,当前网页找不到元素（价格）,2008年建成 ,塔板结合,暂无信息,暂无信息,暂无信息,1栋,1户
富华嘉园,(长丰长丰)长丰路东段南侧,当前网页找不到元素（价格）,暂无信息 ,板楼,1元/平米/月,暂无信息,暂无信息,1栋,2户
工会大厦,(肥东肥东)店埠镇新街2号,当前网页找不到元素（价格）,暂无信息 ,塔板结合,暂无信息,暂无信息,暂无信息,1栋,1户
新安小区,(肥东肥东)燎原大道与学府路交口,当前网页找不到元素（价格）,2010年建成 ,塔板结合,0.5至1.3元/平米/月,暂无信息,暂无信息,19栋,46户
工商所宿舍,(瑶海和平路)当涂路159号,当前网页找不到元素（价格）,暂无信息 ,板楼,暂无信息,暂无信息,暂无信息,1栋,3户
安粮蓝寓,(新站七里塘)颖河路安粮蓝寓,当前网页找不到元素（价格）,2008年建成 ,塔板结合,1.05元/平米/月,暂无信息,暂无信息,1栋,442户
盛荣春天,(肥西肥西)花岗镇金寨南路,当前网页找不到元素（价格）,2018年建成 ,塔板结合,0.5至1.44元/平米/月,长丰物业,暂无信息,6栋,117户
日用品商住楼,(肥东肥东)店埠镇公园路日用品商住楼201室,当前网页找不到元素（价格）,暂无信息 ,塔板结合,1.44元/平米/月,暂无信息,暂无信息,1栋,2户
唐杨新村,(肥东肥东)包公大道与唐杨路交口唐杨新村,当前网页找不到元素（价格）,1998年建成 ,板楼/塔板结合,暂无信息,暂无信息,暂无信息,7栋,10户
碧桂园碧湖环玉苑,(巢湖市巢湖)亚父路碧桂园碧湖环玉苑,当前网页找不到元素（价格）,暂无信息 ,塔板结合,1.44元/平米/月,暂无信息,暂无信息,1栋,1户
站北路恢复楼,(肥东肥东)站北路恢复楼,当前网页找不到元素（价格）,暂无信息 ,塔板结合,0.5元/平米/月,自主物业,暂无信息,2栋,4户
御熙苑,(庐江县庐江县)牌楼南路御熙苑,当前网页找不到元素（价格）,2008年建成 ,板楼/塔板结合,1至1.1元/平米/月,暂无信息,暂无信息,6栋,100户
镇北社区,(肥东肥东)肥东县店埠镇浮槎山路与岱山湖路交叉口浮槎山北路拆迁恢复楼A区10栋1201室,当前网页找不到元素（价格）,暂无信息 ,未知类型,暂无信息,暂无信息,暂无信息,6栋,16户
铭威翰林苑,(长丰长丰)吴山南路铭威翰林苑,当前网页找不到元素（价格）,暂无信息 ,塔板结合,1至1.2元/平米/月,暂无信息,暂无信息,8栋,13户
龙泉西路14号,(肥东肥东)龙泉西路14号,当前网页找不到元素（价格）,暂无信息 ,塔板结合,暂无信息,暂无信息,暂无信息,1栋,1户
浮槎北路安置小区,(肥东肥东)安徽省合肥市肥东县店埠镇浮槎北路拆迁恢复楼,当前网页找不到元素（价格）,暂无信息 ,塔板结合,暂无信息,暂无信息,暂无信息,5栋,8户
风景御园,(肥东肥东)人民路66号,当前网页找不到元素（价格）,暂无信息 ,塔板结合,暂无信息,暂无信息,暂无信息,3栋,4户
