小区名称,地址,参考价格,建筑年代,建筑类型,物业费用,物业公司,开发商,楼栋总数,房屋总数
保利圆梦城二区,(新洲阳逻)圆梦南路保利圆梦城,7528,2010年建成 ,板楼,1.2至1.8元/平米/月,武汉保利物业管理有限公司,保利房地产（集团）股份有限公司,14栋,1482户
齐锦花园西区,(蔡甸蔡甸城区)拥军路1号,5561,2006年建成 ,板楼,0.5元/平米/月,武汉天成物业管理有限公司,中国新兴地产,7栋,236户
东城明珠,(新洲阳逻)陶家路东城明珠,5739,2000年建成 ,板楼,1.1至1.5元/平米/月,武汉睿智物业服务有限公司,武汉祥盛地产集团有限公司,38栋,3856户
天益华庭,(新洲阳逻)育才街天益华庭,4458,2005年建成 ,塔楼,0.5元/平米/月,暂无信息,武汉东原地产,6栋,247户
建新西区长寿里,"(蔡甸蔡甸城区)蔡甸大街建新西区长寿里,茂源街139",6750,1990年建成 ,板楼,1元/平米/月,无物业管理服务,武汉市蔡甸区建新房地产开发公司,75栋,982户
天琴湾,(新洲阳逻)柴泊湖畔（兴盛街和环湖路交汇处前行1000米）,6951,2006年建成 ,板楼,0.8至1.5元/平米/月,暂无信息,武汉世纪万通房地产开发有限公司,38栋,2210户
汉阳大街149号,(蔡甸蔡甸城区)汉阳大街149号,6164,1996年建成 ,板楼,0.5元/平米/月,暂无信息,无开发商,2栋,126户
武汉半山逸品,(新洲阳逻)阳光大道939号,5358,2004年建成 ,塔板结合,0.8至1元/平米/月,武汉柴盛科技发展有限公司,武汉柴盛科技发展有限公司,7栋,934户
阳逻金色港湾,(新洲阳逻)阳逻街潘庙村,7348,2012年建成 ,板楼/塔板结合,1.6元/平米/月,武汉缘诚物业管理有限公司,武汉市明强房地产开发有限公司 ,7栋,619户
水映澜湾,(新洲阳逻)平江西路90号,5333,2000年建成 ,塔楼,1至1.5元/平米/月,武汉鸿翔物业管理有限公司,武汉鸿翔地产集团有限公司,9栋,1572户
佳阳翠湖里,(新洲阳逻)平江大道以西（口岸联检大楼旁）,6252,2012年建成 ,塔楼/板楼/塔板结合,1.8元/平米/月,武汉市佳馨瑞阳物业服务有限公司,武汉市佳阳商贸发展有限公司,10栋,2006户
保利圆梦城十区,(新洲阳逻)圆梦南路保利圆梦城十区,7460,2008年建成 ,塔楼,1.8元/平米/月,保利（武汉）物业管理公司,保利地产,9栋,1632户
工农路64号,(蔡甸蔡甸城区)工农路64号,6785,1998年建成 ,板楼,暂无信息,暂无信息,无开发商,4栋,105户
齐锦花园东区,(蔡甸蔡甸城区)文正街9号,5219,1998年建成 ,板楼,0.5元/平米/月,暂无信息,上海赣华房地产开发有限公司,7栋,380户
阳光新港中央花园城,(新洲阳逻)余泊南路阳光新港中央花园城,7582,2009年建成 ,塔楼/板楼/塔板结合,1.8元/平米/月,武汉美好愿景房地产开发有限公司,武汉常青城市综合开发有限公司,50栋,6017户
常兴花园,(蔡甸蔡甸城区)树藩大街618号,5836,2002年建成 ,板楼,暂无信息,暂无信息,无,2栋,46户
明强花园,(新洲阳逻)高新街明强花园,5289,2008年建成 ,塔板结合,0.6元/平米/月,无物业管理服务,无开发商,3栋,156户
风荷苑,(新洲阳逻)圆梦北路风荷苑,5993,2008年建成 ,塔楼,1.2元/平米/月,暂无信息,苑鑫开发有限公司,12栋,646户
永久社区,(蔡甸后官湖)后官湖大道198号,7308,1995年建成 ,塔楼/板楼,1至1.8元/平米/月,暂无信息,武汉经开投资有限公司,49栋,2002户
江景花园,(新洲阳逻)阳光大道江景花园,4501,1996年建成 ,板楼/塔板结合,暂无信息,暂无信息,武汉市奔业房屋开发有限公司,5栋,297户
薛峰社区,(蔡甸后官湖)全力一路139号,7097,1999年建成 ,塔楼/板楼,暂无信息,暂无信息,武汉新区指挥部,138栋,4135户
汉水新城中法印象,(蔡甸蔡甸城区)王家湾西 琴台大道延长线,7575,2016年建成 ,板楼,1.5元/平米/月,湖北水蓝郡物业管理有限公司,武汉新意房地产开发有限公司,23栋,2110户
西岸百合春天,(蔡甸后官湖)车站街83号,5992,2006年建成 ,板楼/平房,0.5元/平米/月,暂无信息, 重庆汇东房地产开发有限公司,11栋,343户
东方新天地,(新洲阳逻)平江东路特8号,5364,2008年建成 ,板楼,0.9至1.5元/平米/月,武汉祥盛房地产开发有限公司,武汉祥盛地产集团有限公司,8栋,748户
锦绣花园,(新洲阳逻)高新街锦绣花园,5560,2000年建成 ,塔板结合,2.53元/平米/月,暂无信息,万洲置业,3栋,146户
怡馨花园,(新洲阳逻)军安道135号,4648,2005年建成 ,塔板结合,0.4元/平米/月,暂无信息,武汉五环集团,6栋,200户
蔡张二路22号院,(蔡甸蔡甸城区)蔡张二路22号,7479,1995年建成 ,板楼,1元/平米/月,暂无信息,无,1栋,30户
锦绣星城,(蔡甸蔡甸城区)莲花湖大道223号,7227,2006年建成 ,板楼,0.55至0.75元/平米/月,武汉天成物业管理有限公司,海联房地产开发有限公司,10栋,627户
幸福春天一期,(蔡甸蔡甸城区)六家庄240号,6475,1998年建成 ,板楼,0.5元/平米/月,无物业管理服务,"武汉市住宅开发公司,武汉嘉华房地产开发有限公司",2栋,96户
博奇路8号,(蔡甸蔡甸城区)博奇路8号,7558,1999年建成 ,板楼,0.5元/平米/月,暂无信息,无,6栋,158户
丽水新城,(蔡甸蔡甸城区)博奇路11号,7241,2000年建成 ,板楼,0.6至1.2元/平米/月,武汉市丽德怡物业公司,武汉天下城市置业发展有限公司,22栋,1111户
纸坊木材公司综合楼,(江夏纸坊)武昌大道纸坊木材公司综合楼,7607,暂无信息 ,未知类型,暂无信息,暂无信息,暂无信息,1栋,28户
佳阳摩尔城,(新洲阳逻)阳光大道615号,7481,2008年建成 ,塔楼/塔板结合,0.8元/平米/月,暂无信息,武汉市佳阳商贸发展有限公司,2栋,1316户
知音人家,(蔡甸蔡甸城区)茂兴路3号,7332,2000年建成 ,板楼,0.6元/平米/月,武汉市四方通物业管理有限公司,武汉市蔡甸区建新房地产开发公司,19栋,828户
常阳武船新城,(新洲新洲其它)学林路常阳武船新城,4876,2012年建成 ,未知类型,1元/平米/月,暂无信息,暂无信息,8栋,1003户
平江壹号,(新洲阳逻)平江大道166号,6921,2013年建成 ,板楼,1.3元/平米/月,武汉世纪城物业服务有限公司,湖北心晋置业发展有限公司,6栋,475户
颐锦逸舍,(江夏江夏其它)矿山路28号,7800,2003年建成 ,板楼,0.5至1元/平米/月,暂无信息,武汉新区指挥部,6栋,211户
武汉SOHO,(新洲阳逻)金发大道武汉SOHO,5032,2009年建成 ,塔楼/板楼/塔板结合,1.5至2元/平米/月,武汉文丰物业管理有限公司,武汉阳逻港产业园开发有限公司,27栋,4305户
冰晶兰馨苑,(黄陂前川)木兰大街130号,6616,2003年建成 ,板楼,0.5元/平米/月,暂无信息,武汉市兆丰实业有限公司,58栋,1404户
拥军路20号院,(蔡甸蔡甸城区)拥军路20号,5084,1998年建成 ,板楼,0.6元/平米/月,暂无信息,邢台未来房地产开发有限公司,2栋,21户
老干小区,(新洲阳逻)军安道296号,6641,2000年建成 ,塔板结合,0.6元/平米/月,暂无信息,"武汉市住宅开发公司,武汉嘉华房地产开发有限公司",5栋,39户
大集街老街,(蔡甸后官湖)大集街老街,5690,2005年建成 ,板楼,1元/平米/月,武汉市草地人物业管理有限公司,武汉城投房地产开发有限公司,2栋,25户
滨湖文苑,(新洲阳逻)兴盛街滨湖文苑,5002,2004年建成 ,板楼,暂无信息,武汉东顺物业物业管理有限公司,武汉阳逻港产业园开发有限公司,6栋,182户
公园道一号,(蔡甸蔡甸城区)同心路33号,7301,2008年建成 ,塔楼/板楼,1.2元/平米/月,暂无信息,武汉市蔡甸区建新房地产开发公司,7栋,463户
阳光星苑,(新洲阳逻)阳光大道阳光星苑,5448,2003年建成 ,塔板结合,0.45元/平米/月,暂无信息,武汉世纪佳成置业有限公司,7栋,216户
佳阳国际,(新洲阳逻)余泊北路佳阳国际,6023,2000年建成 ,塔楼/板楼,1至1.2元/平米/月,武汉天立物业管理有限公司,武汉市佳阳置业有限公司  ,5栋,734户
康宁社区,(青山青山)白玉山6街65门6号,7297,1991年建成 ,塔楼/板楼,0.2至0.5元/平米/月,暂无信息,福建新新集团,33栋,638户
树藩大街395号,(蔡甸蔡甸城区)树藩大街395号,7084,1990年建成 ,板楼,暂无信息,暂无信息,无,2栋,96户
北华街徐家湾,(江夏纸坊)北华街徐家湾,7627,2000年建成 ,平房,暂无信息,暂无信息,无,1栋,7户
永得利商厦,(黄陂前川)民安街152号,5972,2010年建成 ,板楼,3元/平米/月,暂无信息,无开发商,1栋,37户
保利圆梦城六区,(新洲阳逻)圆梦南路保利圆梦城六区,7761,2008年建成 ,塔楼/板楼,1.2至1.8元/平米/月,暂无信息,保利（武汉）房地产开发有限公司,8栋,1092户
侨亚国际养生文化区,(蔡甸中法生态城)大安巷侨亚国际养生文化区,7381,1999年建成 ,板楼,2元/平米/月,武汉侨亚物业管理有限公司,亚侨（福州）房地产有限公司,6栋,886户
隐秀山谷,"(新洲阳逻)汽渡路隐秀山谷,南雨山路86号",4524,1995年建成 ,塔楼/板楼,0.5元/平米/月,无物业管理服务,无开发公司,8栋,78户
5S会馆,(汉阳王家湾)金色一路5S会馆,7803,2007年建成 ,板楼/塔板结合,1.6至3.5元/平米/月,暂无信息,武汉市建银房地产开发公司,2栋,439户
汉阳大街11号,(蔡甸蔡甸城区)汉阳大街11号,5838,1996年建成 ,板楼,0.5元/平米/月,武汉旭辉物业管理有限公司,无开发商,3栋,120户
阳逻机场路花园,(新洲阳逻)周冲街阳逻机场路花园,5344,2003年建成 ,塔楼/板楼,暂无信息,武汉东方美好物业,"武汉市住宅开发公司,武汉嘉华房地产开发有限公司",3栋,134户
玫白兰丽舍二期A区,(黄陂前川)桃李路玫白兰丽舍二期A区,7734,2008年建成 ,板楼,0.3元/平米/月,武汉鹤祥物业管理有限公司,暂无信息,11栋,496户
湖滨花园,(新洲阳逻)环湖路湖滨花园,5779,2006年建成 ,塔楼,0.8至1元/平米/月,暂无信息,武汉万龙愿景置业有限公司,24栋,777户
纱帽正街157号,(汉南汉南其它)纱帽正街157号,4951,2003年建成 ,板楼,暂无信息,暂无信息,暂无信息,1栋,12户
新阳花苑,(蔡甸中法生态城)三官村路新阳花苑,6615,2000年建成 ,塔楼/板楼/塔板结合,1至1.2元/平米/月,武汉海山新阳花苑物业服务有限公司,武汉江城乐业房地产投资有限公司,11栋,958户
汉棉小区,(蔡甸蔡甸城区)树藩大街392号,5223,1995年建成 ,板楼,0.5元/平米/月,暂无信息,无,6栋,360户
外环花园,(新洲阳逻)新龙街外环花园,4210,2000年建成 ,板楼,0.6元/平米/月,业主自管,无开发商,8栋,349户
江北星城,(新洲阳逻)阳光大道79号,4396,2004年建成 ,塔板结合,1元/平米/月,暂无信息,武汉中建三局江北房地产开发有限公司,13栋,396户
星月花园,(蔡甸蔡甸其它)白鹤泉东路95号,6364,2003年建成 ,塔楼/板楼/塔板结合,0.5至0.55元/平米/月,武汉合富辉煌物业公司,"武汉市住宅开发公司,武汉嘉华房地产开发有限公司",11栋,510户
书香名苑,(新洲阳逻)高新街书香名苑,4646,2006年建成 ,塔板结合,0.6元/平米/月,业主自管,湖北武汉雄飞有限公司,4栋,144户
德雅国际城,(新洲阳逻)阳逻风情大道1号,7370,2012年建成 ,塔楼/板楼/塔板结合,1.2至2.85元/平米/月,武汉万科物业管理有限公司,武汉新七德雅实业发展有限公司,27栋,3362户
丽景雅苑南区,(蔡甸蔡甸城区)蔡姚路76号,6762,2000年建成 ,板楼,0.5至0.7元/平米/月,暂无信息,武汉市蔡甸区建新房地产开发公司,10栋,338户
蔡正街46号,(蔡甸蔡甸城区)蔡正街46号,4980,1998年建成 ,板楼,暂无信息,暂无信息,无,4栋,107户
碧桂园翠堤春晓,(汉南汉南其它)马影河大道碧桂园翠堤春晓,6510,2003年建成 ,板楼,0.6至1.5元/平米/月,武汉碧桂园物业管理有限公司,暂无信息,29栋,1150户
奓山种子站,(蔡甸蔡甸其它)奓山路奓山种子站,5887,2007年建成 ,塔板结合,暂无信息,武汉东方美好物业,武汉东原地产,2栋,68户
薇湖水岸,(汉南汉南其它)薇湖路400号,6178,2007年建成 ,塔楼/塔板结合,0.6至1.3元/平米/月,暂无信息,暂无信息,29栋,1478户
鑫安花园,(新洲阳逻)环城路56号,4232,1998年建成 ,板楼,0.6至0.8元/平米/月,暂无信息,武汉新区指挥部,6栋,284户
枫清泊静,(新洲阳逻)环湖路5号,6199,2001年建成 ,板楼,1至1.2元/平米/月,暂无信息,武汉新龙达置业有限公司,6栋,288户
源江富督苑,(新洲阳逻)平江东路285号,4860,2000年建成 ,塔板结合,0.6元/平米/月,武汉市高塔物业管理有限公司,源江置业江苏有限公司,15栋,649户
潘龙小区,(新洲阳逻)阳逻潘龙路20号,4855,1994年建成 ,塔板结合,0.5元/平米/月,暂无信息,无,11栋,401户
香榭花都,(新洲阳逻)香榭花都,7238,2010年建成 ,塔板结合,1.6元/平米/月,武汉武钢物业管理有限公司,万科集团,23栋,2109户
天意小区,(蔡甸蔡甸城区)蔡甸大街189号,7403,2012年建成 ,板楼,0.5元/平米/月,暂无信息,武汉正荣正升置业有限公司,4栋,194户
泊湖天下二期,(新洲阳逻)环湖路泊湖天下二期,7141,2008年建成 ,板楼,2至2.5元/平米/月,武汉新博达物业管理有限公司, 深圳市万龙靓投资发展有限公司,5栋,828户
盛泰苑,(蔡甸蔡甸城区)汉乐路9号,7063,1995年建成 ,板楼/塔板结合,0.5至1元/平米/月,无物业管理服务,"武汉市住宅开发公司,武汉嘉华房地产开发有限公司",14栋,467户
文兴花园,(蔡甸蔡甸城区)树藩大街413号,6726,2005年建成 ,板楼,0.6元/平米/月,武汉市天诚物业管理有限公司,武汉五环集团,12栋,419户
新长江香榭澜溪一期,(汉南汉南其它)兴城大道与汉 南大道交汇处,6424,2015年建成 ,板楼,1.7元/平米/月,新长江物业公司,湖北新长江置业有限公司,8栋,926户
德氏花园,(蔡甸蔡甸城区)临嶂大道1号,6397,2006年建成 ,塔楼,0.4元/平米/月,暂无信息,武汉市蔡甸区建新房地产开发公司,5栋,182户
建新东区,(蔡甸蔡甸城区)茂源街18号,6721,2000年建成 ,板楼,0.3元/平米/月,暂无信息,武汉市蔡甸区建新房地产开发公司,18栋,558户
ICC汉阳国际公寓,(沌口开发区沌口)龙阳大道与芳草一路交汇处,6837,2015年建成 ,塔楼/板楼,2至7元/平米/月,武汉中原地产营销策划有限公司,武汉市中南汽车配件配套有限责任公司,4栋,1865户
中鑫花园,(新洲阳逻)平江东路315号,4617,2002年建成 ,塔板结合,0.8元/平米/月,暂无信息,万润实业,5栋,180户
文正街32号,(蔡甸蔡甸城区)文正街32号,4966,2000年建成 ,板楼,暂无信息,暂无信息,无,2栋,84户
戎北花园,(新洲阳逻)高新街戎北花园,5753,2002年建成 ,塔楼/板楼,0.6元/平米/月,暂无信息,"武汉南国置业股份有限公司,武汉地产控股有限公司",5栋,236户
永安大楼,"(蔡甸蔡甸城区)临嶂大道126号, 临嶂大道22号",6630,1996年建成 ,板楼/塔板结合,暂无信息,暂无信息,无,5栋,110户
阳逻广场,(新洲阳逻)阳光大道阳逻广场,6815,2007年建成 ,塔板结合,1.2元/平米/月,武汉市阳逻鸿昌物业发展有限公司,无,3栋,1248户
鑫江花园东区,(蔡甸蔡甸城区)工农路37号,6602,2000年建成 ,板楼/塔板结合,0.5至1.2元/平米/月,暂无信息,武汉市蔡甸城建投资开发有限公司,8栋,460户
桃园居小区,(新洲阳逻)阳光大道594号,5596,2000年建成 ,塔板结合,0.5元/平米/月,暂无信息,新桃园房产,6栋,339户
永丰清华园,(汉南汉南其它)兴城大道与月亮湾路交汇处,6122,2014年建成 ,板楼,1.5元/平米/月,武汉民安物业管理有限公司,武汉市永丰房地产开发有限公司,8栋,1444户
馨欣花园,(蔡甸蔡甸城区)临嶂大道82号,6268,2006年建成 ,板楼,0.5元/平米/月,暂无信息,武汉市蔡甸城建投资开发有限公司,3栋,112户
杨园小商品市场,(黄陂前川)板桥大道148号,6659,2003年建成 ,板楼,7元/平米/月,暂无信息,武汉市兆丰实业有限公司,1栋,12户
汉阳大街14号,(蔡甸蔡甸城区)汉阳大街14号,5614,2006年建成 ,板楼,暂无信息,无物业管理服务,无开发商,1栋,98户
建新花园,(蔡甸蔡甸城区)茂源街1号,6435,2006年建成 ,板楼/塔板结合,0.3元/平米/月,暂无信息,武汉市蔡甸区建新房地产开发公司,10栋,380户
工农路108号院,(蔡甸蔡甸城区)工农路108号,6374,1999年建成 ,板楼,暂无信息,暂无信息,无,2栋,60户
御景华府二期,(汉南汉南其它)兴城大道御景华府,6138,暂无信息 ,未知类型,1.3元/平米/月,暂无信息,暂无信息,7栋,684户
鼎力欣颐居,(蔡甸蔡甸城区)工农路39号,6359,1990年建成 ,塔楼,0.85元/平米/月,暂无信息,无,5栋,237户
丽水C区,(蔡甸蔡甸城区)丽水C区,7242,2004年建成 ,板楼,0.5元/平米/月,业主自筹物业,武汉天下城市置业发展有限公司,4栋,274户
汉阳大街88号,(蔡甸蔡甸城区)汉阳大街88号,5378,2000年建成 ,塔楼,5元/平米/月,暂无信息,"武汉市住宅开发公司,武汉嘉华房地产开发有限公司",2栋,44户
蔡河街51号,(蔡甸蔡甸城区)蔡河街51号,6565,1998年建成 ,板楼,暂无信息,暂无信息,暂无信息,5栋,45户
福地人家,(黄陂前川)向阳大街288号,6738,2004年建成 ,板楼,0.45元/平米/月,业主自筹物业,武汉市丰隆建筑房地产开发有限公司,4栋,232户
汉阳大街20号,(蔡甸蔡甸城区)汉阳大街20号,6279,2000年建成 ,板楼,暂无信息,暂无信息,武汉市蔡甸城建投资开发有限公司,2栋,62户
新福路71号院,(蔡甸蔡甸城区)新福路71号,6696,2000年建成 ,板楼,暂无信息,暂无信息,武汉五环集团,2栋,84户
氮肥宿舍工农路50号,(蔡甸蔡甸城区)工农路50号,6758,1995年建成 ,板楼,1元/平米/月,暂无信息,中国宝安集团,3栋,192户
望江花园(蔡甸),(蔡甸蔡甸城区)文正街62号,6798,2000年建成 ,塔楼/板楼,0.5至1.2元/平米/月,中福（湖北）物业发展有限公司,中国宝安集团,3栋,282户
科委宿舍(蔡甸大街),(蔡甸蔡甸城区)蔡甸大街科委宿舍,7192,1995年建成 ,板楼,暂无信息,暂无信息,武汉市蔡甸城建投资开发有限公司,4栋,135户
书香名邸,(黄陂前川)板桥大道333号,7621,2008年建成 ,板楼,0.8元/平米/月,武汉市志云物业管理有限公司,武汉凌峰置业房地产有限公司,8栋,389户
汉阳大街7号,(蔡甸蔡甸城区)汉阳大街7号,6252,1998年建成 ,板楼,0.8元/平米/月,暂无信息,无开发商,3栋,128户
汉口北SOHO,(黄陂盘龙城)巨龙大道特一号,7103,2008年建成 ,板楼,1至2元/平米/月,武汉卓尔物业管理有限公司,卓尔投资集团有限公司,5栋,974户
联享企业中心,(江夏金融港)凤凰大道11号,6500,2013年建成 ,塔楼,1.8至2.8元/平米/月,武汉鑫银物业管理有限公司,武汉市联享物业发展有限公司,8栋,623户
华发峰尚,(新洲阳逻)潘庙四路和潘庙大道交汇处,7724,2018年建成 ,板楼,2.6至2.8元/平米/月,暂无信息,武汉华铄房地产开发有限公司,13栋,865户
五层街31号,(蔡甸蔡甸城区)五层街31号,6138,1990年建成 ,板楼,暂无信息,暂无信息,武汉市蔡甸城建投资开发有限公司,7栋,301户
志高花园,(蔡甸蔡甸城区)拥军路2号,4992,1992年建成 ,板楼,0.6元/平米/月,小区自主物业,武汉市蔡甸区建新房地产开发公司,1栋,36户
鑫江花园西区,(蔡甸蔡甸城区)汉马路16号,6008,2000年建成 ,板楼,0.5元/平米/月,暂无信息,城投开发,3栋,98户
新福路96号,(蔡甸蔡甸城区)新福路96号,7598,2000年建成 ,板楼,暂无信息,暂无信息,暂无信息,3栋,36户
汉阳大街82号,(蔡甸蔡甸城区)汉阳大街82号,7246,1995年建成 ,板楼,1元/平米/月,暂无信息,无开发商,4栋,102户
汉阳大街110号农行宿舍,(蔡甸蔡甸城区)汉阳大街110号,6262,2000年建成 ,板楼,暂无信息,逸情雅阁物业服务中心,"武汉市住宅开发公司,武汉嘉华房地产开发有限公司",2栋,54户
前川汽修商住楼,(黄陂前川)双凤大道前川汽修商住楼,6762,1998年建成 ,板楼,1元/平米/月,暂无信息,武汉市黄陂西城房屋开发有限公司,4栋,92户
同心路11号,(蔡甸蔡甸城区)同心路11号,6300,1998年建成 ,板楼,0.8元/平米/月,暂无信息,无,3栋,49户
古驿道住宅楼栋,(江夏纸坊)古驿道住宅楼栋,7511,2006年建成 ,塔板结合,暂无信息,暂无信息, 陕西亿润经贸有限公司 ,2栋,22户
光谷佳园,(洪山洪山其它)民康路光谷佳园,4918,2001年建成 ,塔楼/板楼,0.8元/平米/月,暂无信息,暂无信息,10栋,178户
中港阁公寓,(蔡甸蔡甸城区)蔡甸区车站巷4号,6689,1995年建成 ,板楼,暂无信息,暂无信息,暂无信息,1栋,28户
望江新居工农路48号,(蔡甸蔡甸城区)工农路48号,7465,2000年建成 ,板楼,暂无信息,暂无信息,武汉五环集团,4栋,99户
文正街75号院,(蔡甸蔡甸城区)文正街75号,6902,1999年建成 ,板楼,0.5元/平米/月,暂无信息,无,3栋,64户
莲花苑小区,"(蔡甸蔡甸城区)树藩大街437号,树藩大街1425号",6511,2004年建成 ,板楼,0.5元/平米/月,武汉市硚房集团汉正物业管理有限公司,武汉汉正常青地产有限公司,8栋,157户
德氏B区,(蔡甸蔡甸城区)汉马路30号,6275,2004年建成 ,板楼,暂无信息,暂无信息,无开发商,3栋,119户
雄达商住楼,(蔡甸蔡甸城区)茂盛路6号,6454,1990年建成 ,板楼,暂无信息,暂无信息,无,1栋,58户
同心路8号,(蔡甸蔡甸城区)同心路8号,5580,1980年建成 ,板楼,暂无信息,暂无信息,无,1栋,62户
莲池花园,(蔡甸蔡甸城区)汉阳大街36号,5914,1996年建成 ,板楼,0.5元/平米/月,武汉龙泰置业有限公司,武汉市齐联房地产开发有限公司,4栋,157户
环保局小区,(蔡甸蔡甸城区)新福路37号,6517,2000年建成 ,板楼,1元/平米/月,无物业管理服务,无,3栋,52户
树藩大街425号,"(蔡甸蔡甸城区)树潘大街425号附6号, 树潘大街425号",6031,1998年建成 ,板楼,1元/平米/月,暂无信息,无,2栋,112户
武汉中地大科技园,(东湖高新光谷南)东湖高新区佛祖岭一路19号,6163,2014年建成 ,板楼,暂无信息,无物业管理服务,无开发商,13栋,294户
南国江城,(汉南汉南其它)滨江路90号,6513,2008年建成 ,塔楼/板楼/塔板结合,0.6至0.8元/平米/月,武汉中环物业管理有限公司,暂无信息,22栋,943户
汉口北SOHO,(黄陂盘龙城)巨龙大道特一号,7103,2008年建成 ,板楼,1至2元/平米/月,武汉卓尔物业管理有限公司,卓尔投资集团有限公司,5栋,974户
联享企业中心,(江夏金融港)凤凰大道11号,6500,2013年建成 ,塔楼,1.8至2.8元/平米/月,武汉鑫银物业管理有限公司,武汉市联享物业发展有限公司,8栋,623户
侨亚中华孝庄,(江夏藏龙岛)栗庙路6号,6133,2008年建成 ,塔楼/板楼,0.5至0.8元/平米/月,武汉安得物业管理有限公司,亚侨（福州）房地产有限公司,4栋,900户
花城家园梅园,(东湖高新光谷东)土吴路,5823,2015年建成 ,板楼,1.6元/平米/月,武汉飞宏达公司,南京武发置业顾问有限公司,41栋,1656户
康达社区,(青山青山)白玉山七街康达社区,7399,1989年建成 ,板楼/塔板结合,0.3至0.8元/平米/月,武汉武钢物业管理有限公司,  武钢公司房地产公司,59栋,2006户
米粮新家园,(汉阳王家湾)殷家咀60号,7754,2008年建成 ,板楼/平房,1.2至2元/平米/月,长江航运中心物业有限公司, 陕西亿润经贸有限公司 ,20栋,1287户
三金潭▪福星家园,(江岸堤角)张公堤路三金潭▪福星家园,7512,2006年建成 ,板楼,1.5元/平米/月,逸情雅阁物业服务中心,武汉市国营汉口渔场,7栋,1254户
观湖天下,(新洲阳逻)柴泊湖广场（动漫水世界旁）,7195,2012年建成 ,板楼/塔板结合,1.6元/平米/月,武汉缘诚物业管理有限公司,武汉奥鑫置业有限责任公司,6栋,892户
新亚花园,(新洲阳逻)军安路与新龙街交汇处（军安路派出所旁）,4189,2010年建成 ,塔楼/板楼,0.6至1元/平米/月,武汉新良城物业管理有限公司,武汉市新亚置业有限公司,8栋,486户
圣特立国际花园,(汉南汉南其它)月亮湾路圣特立国际花园,7245,2010年建成 ,塔楼/板楼/塔板结合,1.5元/平米/月,武汉万恒物业管理有限公司,武汉圣特立房地产开发有限公司,39栋,3077户
