小区名称,地址,参考价格,建筑年代,建筑类型,物业费用,物业公司,开发商,楼栋总数,房屋总数
吉祥楼,(龙岗区坂田)和磡路11,30750,1993年建成 ,塔板结合,1元/平米/月,暂无信息,"""苍南县中富房地产开发有限公司",1栋,52户
汇商名苑,(罗湖区东门)南庆街1号,29972,2000年建成 ,塔楼/塔板结合,2.5元/平米/月,深圳市鸿华信物业管理有限公司,暂无资料,3栋,309户
大中华汇展阁,(罗湖区罗湖口岸)建设路1008号,28000,1995年建成 ,塔楼,4.5元/平米/月,深圳新港物业管理有限公司,大中华国际集团(中国)有限公司,1栋,630户
华商时代公寓,(罗湖区笋岗)北站路3号,30824,2008年建成 ,塔板结合,2元/平米/月,深圳花样年彩生活物业管理有限公司,深圳市华商置业投资有限公司,1栋,342户
新城花园龙岗,(龙岗区龙岗双龙)碧新路2411号,20800,1992年建成 ,板楼,1.6元/平米/月,深圳市德美物业管理有限公司,暂无资料,5栋,173户
特丰综合楼,(龙岗区龙岗中心城)龙岗中心城龙城大道龙城广场旁,23300,1996年建成 ,塔板结合,0.5元/平米/月,私人承办物业,深圳市深冠华投资发展有限公司,1栋,114户
新三村东区住宅,(龙岗区布吉街)新三村东区二十二巷4号,26828,1993年建成 ,塔板结合,2.5元/平米/月,暂无信息,深圳市金地住宅开发有限公司,10栋,32户
龙西新村18巷,(龙岗区龙岗中心城)龙西新村18巷-1,20360,1993年建成 ,平房,1元/平米/月,暂无信息,无,1栋,5户
龙侨新村,(龙岗区龙岗双龙)向东路91号,22000,1998年建成 ,塔板结合/平房,0.65元/平米/月,龙侨管理中心,龙侨开发商,4栋,128户
东兴楼,(龙岗区布吉街)金龙路38号,29888,1991年建成 ,板楼,2.98元/平米/月,深圳市恒安物业管理有限公司,哈尔滨东兴置业公司,1栋,24户
海阔凌海公寓,(盐田区梅沙)盐田区盐梅路与内环路交汇处东北角,27000,2004年建成 ,板楼,6元/平米/月,深圳市彩生活物业管理有限公司,海城中海润泽置业有限公司,1栋,157户
国际科技大厦,(福田区华强南)深南中路3007号,25156,1990年建成 ,塔板结合,11元/平米/月,中国北方物业管理有限公司,北方工业深圳投资有限公司,1栋,382户
沁园,(龙岗区龙岗双龙)翠竹路5号,28923,2000年建成 ,塔板结合,0.8元/平米/月,无物业管理服务,暂无资料,4栋,56户
育才花园,(罗湖区布心)金稻田路2049号,15636,暂无信息 ,塔楼,2.8元/平米/月,深圳市泰居乐物业管理有限公司,暂无信息,8栋,309户
华丰大厦,(福田区景田)深南大道6006号,21672,1996年建成 ,塔板结合,5.5元/平米/月,无物业管理服务,深纺集团,1栋,324户
电子科技大厦,(福田区华强北)深南大道2070号,27415,1995年建成 ,塔板结合,24.5元/平米/月,深圳市中电物业管理有限公司,深圳中电投资股份有限公司,3栋,1146户
诺铂广场,(宝安区新安)前进一路269号,43000,1996年建成 ,塔板结合,8.8元/平米/月,戴德梁行房地产顾问（深圳）有限公司,大中华国际集团(中国)有限公司,2栋,620户
花半里·欣悦广场,(龙岗区平湖)平湖街道平新北路与新木路交叉口东南侧,27644,2015年建成 ,塔板结合,3至4.5元/平米/月,深圳盛世嘉物业管理有限公司,深圳市新创基投资发展有限公司,3栋,345户
文锦广场,(罗湖区翠竹)田贝一路23号,25796,1994年建成 ,塔楼,12元/平米/月,深圳市华佳宏物业投资集团有限公司,建材工业集团有限公司,3栋,555户
下水径,(龙岗区布吉街)吉华路250号,29783,1993年建成 ,板楼,2至2.9元/平米/月,暂无信息, 重庆汇东房地产开发有限公司,13栋,53户
金田大厦,(罗湖区万象城)和平路1199,23930,1994年建成 ,塔楼,16.5元/平米/月,深圳市金田物业管理有限公司, 广州金田地产开发有限公司,1栋,228户
华南西苑,(龙岗区平湖)平吉大道北299号,18213,1998年建成 ,塔板结合,2.1元/平米/月,深圳第一亚太物业管理有限公司,无开发商,4栋,2543户
华丰大厦,(福田区景田)深南大道6006号,21672,1996年建成 ,塔板结合,5.5元/平米/月,无物业管理服务,深纺集团,1栋,324户
电子科技大厦,(福田区华强北)深南大道2070号,27415,1995年建成 ,塔板结合,24.5元/平米/月,深圳市中电物业管理有限公司,深圳中电投资股份有限公司,3栋,1146户
诺铂广场,(宝安区新安)前进一路269号,43000,1996年建成 ,塔板结合,8.8元/平米/月,戴德梁行房地产顾问（深圳）有限公司,大中华国际集团(中国)有限公司,2栋,620户
万骏汇商务公寓,(宝安区西乡)宝 安区西乡大道782号,29345,2009年建成 ,塔楼,4.6元/平米/月,深圳市万成物业管理有限公司,骏业塑胶(深圳)有限公司,1栋,416户
龙华公寓,(龙华区龙华中心)民清路9号,17636,2010年建成 ,塔板结合,2.2元/平米/月,汇源盛实业有限公司,汇源盛实业有限公司,3栋,1334户
华民大厦,(罗湖区罗湖口岸)人民南路1001号,30487,1993年建成 ,塔板结合,4.5元/平米/月,深业集团物业管理有限公司,深圳深业集团有限公司,1栋,241户
深圳房地产大厦,(罗湖区罗湖口岸)人民南路1007号,20698,1988年建成 ,塔楼,3.8元/平米/月,深物业物业管理有限公司,中国房地产开发深圳公司,1栋,61户
聚豪国际,(龙华区龙华中心)建设东路聚豪国际,29939,2012年建成 ,塔板结合,2.75元/平米/月,深圳市众安居物业管理有限公司,暂无资料,2栋,812户
深房广场,(罗湖区春风路)人民南路3005号,19391,1993年建成 ,塔板结合,20元/平米/月,无物业管理服务,暂无资料,2栋,1125户
共乐华庭,(宝安区西乡)新湾路116号,27416,2010年建成 ,塔板结合,1元/平米/月,业主自筹物业,暂无资料,4栋,496户
育才花园,(罗湖区布心)金稻田路2049号,15636,暂无信息 ,塔楼,2.8元/平米/月,深圳市泰居乐物业管理有限公司,暂无信息,8栋,309户
中深花园,(福田区福田中心)彩田路2010号,24392,1991年建成 ,塔楼/板楼,7至24元/平米/月,深圳澳新亚物业发展有限公司,深圳澳新亚物业发展有限公司,3栋,631户
新绿岛大厦,(南山区南山中心)南山大道1175号,21821,1998年建成 ,塔楼,8元/平米/月,新绿岛物业管理有限公司,暂无信息,1栋,245户
固戍华庭,(宝安区西乡)固戍一路38号,21796,2013年建成 ,塔楼,1.5元/平米/月,无物业管理服务,暂无资料,11栋,1450户
深勘大厦,(福田区华强北)上步中路1043号,30378,1994年建成 ,塔楼,8元/平米/月,深圳华业物业管理有限公司,华业发展（深圳）有限公司,1栋,96户
融富花园,(龙岗区坪地)坪地镇教育路十九,26300,1996年建成 ,板楼/塔板结合,1.5元/平米/月,融富物业管理有限公司,东方置地集团,6栋,184户
怡心社区,(龙岗区坪地)文明东路21,26205,1994年建成 ,塔板结合,1元/平米/月,业主自筹物业,暂无信息,3栋,140户
怡和山庄,(龙岗区横岗)横岗街道深惠路六约段深坑村,22000,1991年建成 ,塔板结合,2元/平米/月,社区物业,山东怡和置业有限公司,70栋,280户
鸿丽苑小区,(龙岗区横岗)深华街2-1号,13186,2009年建成 ,塔楼/板楼,2.8元/平米/月,无物业管理服务,暂无资料,4栋,448户
建工大厦,(盐田区沙头角)沙深路112号,23472,1996年建成 ,塔板结合,1.9元/平米/月,无物业管理服务,暂无资料,1栋,276户
天安云谷产业园,(龙岗区坂田)坂田街道环城北路,28396,2015年建成 ,塔楼,5.2元/平米/月,深圳市福田物业发展有限公司天安云谷物业服务分公司,深圳天安骏业投资发展有限公司,6栋,615户
风球山花园,(大鹏新区大鹏半岛)海滨南路与同富路东北处,27411,1994年建成 ,塔板结合,1.8元/平米/月,暂无信息,暂无信息,16栋,364户
德华花园,(大鹏新区大鹏半岛)万兴中路7号,19900,1995年建成 ,塔板结合,0.85元/平米/月,深圳市德华物业管理有限公司,德华开发,8栋,130户
东部明珠雅苑,(大鹏新区大鹏半岛)建设路119号,23000,2007年建成 ,塔板结合,1.6元/平米/月,深圳开园国际物业管理有限公司,深圳市鹏业房地产有限公司,2栋,148户
鑫园广场,(大鹏新区大鹏半岛)坪葵路11-19,26400,2001年建成 ,板楼,2.8元/平米/月,深圳市三科物业管理有限公司,深圳三科控股集团有限公司,2栋,144户
天安云谷产业园,(龙岗区坂田)坂田街道环城北路,28396,2015年建成 ,塔楼,5.2元/平米/月,深圳市福田物业发展有限公司天安云谷物业服务分公司,深圳天安骏业投资发展有限公司,6栋,615户
文锦广场,(罗湖区翠竹)田贝一路23号,25796,1994年建成 ,塔楼,12元/平米/月,深圳市华佳宏物业投资集团有限公司,建材工业集团有限公司,3栋,555户
下水径,(龙岗区布吉街)吉华路250号,29783,1993年建成 ,板楼,2至2.9元/平米/月,暂无信息, 重庆汇东房地产开发有限公司,13栋,53户
新三村住宅,(龙岗区布吉街)吉华路117号,29877,1986年建成 ,板楼/塔板结合,1元/平米/月,深圳市新润园物业发展有限公司,深圳市文华实业开发公司,22栋,573户
风球山花园,(大鹏新区大鹏半岛)海滨南路与同富路东北处,27411,1994年建成 ,塔板结合,1.8元/平米/月,暂无信息,暂无信息,16栋,364户
德华花园,(大鹏新区大鹏半岛)万兴中路7号,19900,1995年建成 ,塔板结合,0.85元/平米/月,深圳市德华物业管理有限公司,德华开发,8栋,130户
东部明珠雅苑,(大鹏新区大鹏半岛)建设路119号,23000,2007年建成 ,塔板结合,1.6元/平米/月,深圳开园国际物业管理有限公司,深圳市鹏业房地产有限公司,2栋,148户
鑫园广场,(大鹏新区大鹏半岛)坪葵路11-19,26400,2001年建成 ,板楼,2.8元/平米/月,深圳市三科物业管理有限公司,深圳三科控股集团有限公司,2栋,144户
华兴新村,(大鹏新区大鹏半岛)建设路1号,25217,2001年建成 ,板楼,0.5元/平米/月,无物业管理服务,暂无资料,5栋,208户
亚迪村,(大鹏新区大鹏半岛)葵兴西路32号,20000,2001年建成 ,板楼/塔板结合,2至2.5元/平米/月,深圳市北方物业管理有限公司,比亚迪股份有限公司,11栋,225户
固戍华庭,(宝安区西乡)固戍一路38号,21796,2013年建成 ,塔楼,1.5元/平米/月,无物业管理服务,暂无资料,11栋,1450户
新绿岛大厦,(南山区南山中心)南山大道1175号,21821,1998年建成 ,塔楼,8元/平米/月,新绿岛物业管理有限公司,暂无信息,1栋,245户
深勘大厦,(福田区华强北)上步中路1043号,30378,1994年建成 ,塔楼,8元/平米/月,深圳华业物业管理有限公司,华业发展（深圳）有限公司,1栋,96户
大鹏阁,(罗湖区东门)新园路14号,17533,1994年建成 ,塔板结合,1.5元/平米/月,深圳市地勘物业管理有限公司,共康发展集团,1栋,57户
华乐大厦,(罗湖区春风路)深南东路2017号,21281,1996年建成 ,塔板结合,3.6元/平米/月,深圳市乐华物业管理有限公司,金光华集团,1栋,328户
龙东村商住楼,(龙岗区龙岗双龙)深汕路109号,24204,1993年建成 ,板楼,2.8元/平米/月,龙井村委管理中心,村委集资自建,2栋,13户
曼湾广场,(大鹏新区大鹏半岛)新大路1号,15930,2010年建成 ,板楼/平房,2.1元/平米/月,暂无信息,暂无信息,2栋,28户
万骏汇商务公寓,(宝安区西乡)宝 安区西乡大道782号,29345,2009年建成 ,塔楼,4.6元/平米/月,深圳市万成物业管理有限公司,骏业塑胶(深圳)有限公司,1栋,416户
龙华公寓,(龙华区龙华中心)民清路9号,17636,2010年建成 ,塔板结合,2.2元/平米/月,汇源盛实业有限公司,汇源盛实业有限公司,3栋,1334户
港鹏新村,(罗湖区布心)金州路93号,26679,2003年建成 ,板楼/塔板结合,1至2.3元/平米/月,深圳市鹏港物业管理有限公司,村委集资自建,15栋,128户
黄金苑南岭医院职工住宅楼,(龙岗区布吉大芬)黄金南路39号,24400,2001年建成 ,板楼,1元/平米/月,无物业管理服务,暂无资料,2栋,36户
住宅第六层,(龙岗区布吉大芬)大芬油画村,30861,1991年建成 ,塔楼,2.4元/平米/月,深圳信和物业管理有限公司,深圳信和地产开发有限公司,1栋,12户
上塘龙屋,(龙华区龙华中心)深圳市龙华区田北一路,15352,暂无信息 ,板楼,2.8元/平米/月,实地物业,暂无信息,3栋,13户
兴业花园,(龙岗区布吉南岭)布沙路229号,30000,1992年建成 ,塔楼,1.5元/平米/月,无物业管理服务,暂无资料,4栋,128户
中银大厦,(福田区福田中心)彩田路5015号,28587,1997年建成 ,塔楼,4元/平米/月,开元国际物业管理(深圳)有限公司,嘉国实业(深圳)有限公司,2栋,510户
海外联谊大厦,(罗湖区春风路)工农路和世纪大道交界处东侧,27328,1993年建成 ,塔楼,22元/平米/月,宣盛物业管理公司,南通环中置业有限公司,1栋,684户
珠江广场,(龙岗区龙岗中心城)龙翔大道9009号,22392,1999年建成 ,塔楼/塔板结合,3.8元/平米/月,无物业管理服务,暂无资料,4栋,479户
国际商业大厦,(罗湖区春风路)深圳市罗湖区嘉宾路3005号,19512,1982年建成 ,塔楼/塔板结合,6.25至9.8元/平米/月,暂无信息,中城国际,2栋,679户
布吉一村,(龙岗区布吉街)布吉一村 大坪路71号,19249,1995年建成 ,塔板结合,2至3.5元/平米/月,美鹏物业,深圳市布吉物业发展有限公司,5栋,18户
正中时代广场,(龙岗区龙岗中心城)龙城大道89号,24300,2009年建成 ,塔楼,8.2至11.8元/平米/月,中海物业管理(深圳)有限公司,正中集团,3栋,448户
滨海盛世名苑,(大鹏新区大鹏半岛)大鹏新区大鹏街道王母建设路,27000,2009年建成 ,平房,2至3元/平米/月,无物业管理服务,深圳市坚得利实业有限公司,2栋,68户
永乐楼,(龙岗区布吉街)布吉一村深圳东站,30928,1990年建成 ,板楼,0.8元/平米/月,业主自筹物业,暂无信息,1栋,20户
千禧大厦,(大鹏新区大鹏半岛)迎宾北路与鹏新东路交汇处东北角,22600,2004年建成 ,塔板结合,2.98元/平米/月,深圳伟隆基实业有限公司,深圳伟隆基实业有限公司,1栋,54户
龙源居,(龙岗区龙岗中心城)龙岗中心城双南大道龙源居,30863,暂无信息 ,塔板结合,0.6元/平米/月,深圳龙源居物业管理有限公司,暂无信息,1栋,24户
祥地商务大厦,(龙岗区坪地)同富路11号,12009,暂无信息 ,未知类型,暂无信息,暂无信息,暂无信息,1栋,1户
乐园楼,(龙岗区龙岗宝荷)乐园路26号,26453,暂无信息 ,塔板结合,2.6元/平米/月,暂无信息,暂无信息,2栋,43户
秋园雅苑,(光明区公明)大围路20号,21058,2009年建成 ,塔楼,3.8元/平米/月,深圳市德龙物业管理有限公司,深圳市龙岗南龙实业有限公司,4栋,655户
金湖雅苑,(龙华区龙华中心)清湖路金湖雅苑,18866,暂无信息 ,未知类型,暂无信息,暂无信息,暂无信息,4栋,598户
龙岭花园,(大鹏新区大鹏半岛)迎宾路381号,20000,暂无信息 ,板楼,1.8至2.5元/平米/月,暂无信息,暂无信息,7栋,68户
布龙城,(龙岗区布吉水径)布龙路20号,17636,暂无信息 ,塔板结合,1.5元/平米/月,深圳市长隆物业管理有限公司,暂无信息,1栋,572户
南澳湾花园,(大鹏新区大鹏半岛)海港路南澳湾花园,18000,1997年建成 ,板楼,0.75元/平米/月,深圳市福田物业管理发展有限公司 ,暂无信息,2栋,151户
布吉一村,(龙岗区布吉街)布吉一村 大坪路71号,19249,1995年建成 ,塔板结合,2至3.5元/平米/月,美鹏物业,深圳市布吉物业发展有限公司,5栋,18户
黄金苑南岭医院职工住宅楼,(龙岗区布吉大芬)黄金南路39号,24400,2001年建成 ,板楼,1元/平米/月,无物业管理服务,暂无资料,2栋,36户
中银大厦,(福田区福田中心)彩田路5015号,28587,1997年建成 ,塔楼,4元/平米/月,开元国际物业管理(深圳)有限公司,嘉国实业(深圳)有限公司,2栋,510户
海外联谊大厦,(罗湖区春风路)工农路和世纪大道交界处东侧,27328,1993年建成 ,塔楼,22元/平米/月,宣盛物业管理公司,南通环中置业有限公司,1栋,684户
珠江广场,(龙岗区龙岗中心城)龙翔大道9009号,22392,1999年建成 ,塔楼/塔板结合,3.8元/平米/月,无物业管理服务,暂无资料,4栋,479户
国际商业大厦,(罗湖区春风路)深圳市罗湖区嘉宾路3005号,19512,1982年建成 ,塔楼/塔板结合,6.25至9.8元/平米/月,暂无信息,中城国际,2栋,679户
港鹏新村,(罗湖区布心)金州路93号,26679,2003年建成 ,板楼/塔板结合,1至2.3元/平米/月,深圳市鹏港物业管理有限公司,村委集资自建,15栋,128户
住宅第六层,(龙岗区布吉大芬)大芬油画村,30861,1991年建成 ,塔楼,2.4元/平米/月,深圳信和物业管理有限公司,深圳信和地产开发有限公司,1栋,12户
上塘龙屋,(龙华区龙华中心)深圳市龙华区田北一路,15352,暂无信息 ,板楼,2.8元/平米/月,实地物业,暂无信息,3栋,13户
保发大厦,(盐田区沙头角)深盐路168号,17828,2002年建成 ,塔楼,10元/平米/月,深圳市沙保物业发展有限公司,暂无资料,1栋,361户
远洋新天地T10,(龙岗区龙岗中心城)龙岗中心城盛龙路与碧新路交汇处,28575,2020年建成 ,塔楼,3.98元/平米/月,无物业管理服务,暂无信息,2栋,83户
安良五村,(龙岗区横岗)福坑二路35号,20348,1993年建成 ,板楼,1.8元/平米/月,深圳市金阳成物业管理有限公司,东莞市信义房地产开发有限公司,1栋,1户
鸿吉工贸公司,(龙岗区)龙岗区南湾街道兴华路10号,29881,暂无信息 ,塔板结合,5元/平米/月,无物业管理服务,暂无信息,1栋,2户
燕兴公司宿舍楼,(龙岗区布吉街)深圳市龙岗区储发路,30427,1993年建成 ,板楼,暂无信息,无物业管理服务,暂无信息,1栋,3户
U空间,(龙岗区大运新城)龙飞大道启迪金座,29046,2018年建成 ,塔板结合,9元/平米/月,重庆天骄爱生活服务股份有限公司深圳分公司,深圳龙岗区启迪协信科技园发展有限公司,1栋,624户
新闻大厦,"(福田区华强北)罗湖区红岭中路与深南中路交汇处, 深南中路1002号, 深南中路1002西门",29549,1995年建成 ,板楼,2.7元/平米/月,深联物业管理(深圳)有限公司,深联实业（深圳）有限公司,2栋,561户
丹竹头村,(龙岗区丹竹头)丹河路39号,22715,暂无信息 ,板楼,暂无信息,暂无信息,暂无信息,4栋,5户
莲花北巷,(龙岗区布吉街)莲花北巷,27307,1992年建成 ,塔板结合/平房,0.3至2.8元/平米/月,莲花物业发展有限公司, 陕西亿润经贸有限公司 ,3栋,13户
华通大厦,(罗湖区地王)笋岗东路2127号,27997,1993年建成 ,塔板结合,0.8元/平米/月,深圳市二十一物业管理有限公司,深圳市二十一物业管理有限公司,1栋,405户
深业中心大厦,(罗湖区万象城)深圳深南东路5045号,29446,1997年建成 ,塔板结合,20元/平米/月,暂无信息,暂无信息,1栋,22户
京基御景时代大厦,(龙岗区大运新城)深圳市龙岗区大运新城黄阁路与阁溪二路交汇处,30822,2019年建成 ,塔板结合,3至18元/平米/月,深圳市京基物业管理有限公司,暂无信息,3栋,710户
龙岗区龙东村龙信花园,(龙岗区龙岗双龙)龙岗区龙东村龙信工业区,25865,1998年建成 ,塔板结合,2.3元/平米/月,龙城物业管理有限公司,暂无信息,1栋,3户
映家公寓（龙华旗舰店）,(龙华区龙华中心)华龙路52号附近,8351,暂无信息 ,未知类型,暂无信息,暂无信息,暂无信息,1栋,3户
金汐11街,(龙岗区龙岗双龙)龙岗区龙东社区同富路与鸿基路交汇处,18826,1992年建成 ,板楼,5.6元/平米/月,深圳市英爵物业管理有限公司,深圳市骏泰房地产开发有限公司,2栋,46户
丽湾酒店,(龙岗区龙岗双龙)中心城新生路1号,17741,2005年建成 ,塔板结合,10元/平米/月,金丽豪苑物业管理有限公司,四金房产,1栋,365户
西荟城智荟中心,(宝安区沙井)新沙路西荟城智荟中心,30736,2013年建成 ,塔板结合,8元/平米/月,深圳市华盛物业管理有限公司,深圳市华盛房地产开发有限公司,1栋,280户
大发埔128号,(龙岗区坂田)大发埔128号,22577,1997年建成 ,平房,0.4元/平米/月,长龙物业管理有限公司,无,1栋,1户
康利城,(龙岗区平湖)龙岗南湾街道平吉大道66号,29314,2017年建成 ,塔板结合,7.8元/平米/月,深圳市万科物业管理有限公司,深圳康利置地有限公司,4栋,291户
坪地镇十八小区,(龙岗区坪地)深圳市龙岗区坪地镇新兴北街2号,23591,暂无信息 ,板楼,1元/平米/月,无物业管理服务,暂无信息,2栋,32户
龙岗镇龙东村住宅,(龙岗区龙岗双龙)三和东七巷3号,15841,暂无信息 ,塔楼,暂无信息,暂无信息,暂无信息,1栋,12户
新汉威大厦,(龙岗区龙岗中心城)植物园路401号,28860,1997年建成 ,塔楼,3.5元/平米/月,暂无信息,暂无信息,2栋,5户
国贸商住大厦,(罗湖区春风路)南湖路3009,23974,1990年建成 ,塔板结合,2元/平米/月,深圳市国贸物业管理有限公司,暂无信息,1栋,38户
格塘新村,(龙岗区布吉街)西环路格塘新村,24166,1993年建成 ,板楼/塔板结合,0.8至2.5元/平米/月,深圳皇城地产物业, 重庆桥达茂宸房地产开发有限公司,11栋,379户
半球综合楼,(龙岗区布吉街)龙岗区布吉半球综合楼,30884,1993年建成 ,塔板结合,0.6元/平米/月,暂无信息,暂无信息,1栋,8户
嘉汇新城汇商中心,(福田区华强南)福明路3号,25220,1996年建成 ,塔楼,6元/平米/月,深圳庐山花园物业发展有限公司 ,深圳庐山置业有限公司,1栋,679户
鹏海苑小区,(大鹏新区大鹏半岛)新塘街29号,22200,2006年建成 ,板楼,1.1元/平米/月,鸿荣源物业管理有限公司,深圳龙岗东鹏工贸实业有限公司,3栋,150户
粤宝新一村,(龙岗区布吉街)德进路粤宝新一村,21715,暂无信息 ,平房,1元/平米/月,无物业管理服务,暂无信息,3栋,22户
赛格广场,(福田区华强北)华强北路1002号,31216,2000年建成 ,塔楼,24元/平米/月,深圳市赛格物业管理有限公司,深圳市赛格集团有限公司,2栋,1563户
华特二巷2号,(龙岗区龙岗双龙)华特二巷2号,22897,暂无信息 ,未知类型,暂无信息,暂无信息,暂无信息,1栋,1户
鸿景春天花园二期,(龙岗区龙岗双龙)深汕路鸿景春天花园二期,26200,2003年建成 ,塔板结合,0.65元/平米/月,暂无信息,暂无信息,2栋,219户
招商东岸,(大鹏新区大鹏半岛)锦新路1号,31217,2015年建成 ,塔楼,4.2元/平米/月,深圳招商局物业管理有限公司,暂无信息,4栋,104户
西湖苑东区,(龙岗区坪地)兴华路西湖苑东区,25600,1995年建成 ,塔楼/塔板结合,1.5至2.5元/平米/月,暂无信息,暂无信息,11栋,89户
中粮云景广场,(光明区公明)松白路中粮云景广场,27948,2015年建成 ,塔楼/塔板结合,3.5至12元/平米/月,中粮地产集团深圳物业管理有限公司,中粮集团,6栋,2298户
盛龙花园北小区,(龙岗区龙岗中心城)盛龙路盛龙花园北小区,31144,2003年建成 ,塔板结合,1.2元/平米/月,深圳市大众物业管理有限公司,深圳市东部开发（集团）有限公司,2栋,117户
远洋新干线晶钻广场,(龙岗区龙岗中心城)邱屋街远洋新干线晶钻广场,28233,2014年建成 ,塔板结合,3.88至3.9元/平米/月,远洋亿家物业服务股份有限公司,暂无信息,2栋,1697户
好运来大厦,(罗湖区春风路)罗湖区文锦渡海关大楼东侧,31151,2007年建成 ,塔板结合,3.6元/平米/月,暂无信息,北京好运来能源投资有限公司,1栋,306户
万象天成,(龙岗区龙岗中心城)盛龙路2号,32000,2008年建成 ,塔楼/塔板结合,2.6至5.01元/平米/月,深圳市大众物业管理有限公司,深圳市东部开发（集团）有限公司,13栋,2578户
龙珠花园B区,(龙岗区布吉关)深惠公路114号,37800,1996年建成 ,板楼,2.68元/平米/月,开元国际物业管理(深圳)有限公司,大中华国际集团(中国)有限公司,5栋,1595户
水岸新都一期,(龙岗区龙岗双龙)丰田路23号,29500,2004年建成 ,板楼,2.2至2.3元/平米/月,佳兆业物业管理（深圳）有限公司,佳兆业地产（深圳）有限公司,16栋,1190户
万科千林山居一期（万科清林径）,(龙岗区龙岗中心城)连心路33号,32400,2008年建成 ,板楼/塔板结合,2至4元/平米/月,深圳市万科物业管理有限公司,深圳市万科房地产有限公司,29栋,1321户
国展苑,(龙岗区布吉关)龙岗大道1051号,37800,1991年建成 ,塔楼,2.6至2.8元/平米/月,深圳市华侨城物业管理有限公司,国都房地产开发（深圳）有限公司,9栋,3160户
中城康桥花园一期,(龙岗区丹竹头)龙岗大道（布吉段）3001号,36900,2000年建成 ,塔楼/塔板结合,0.9至2.55元/平米/月,深圳市北方物业管理有限公司,深圳市中城银浦房地产开发有限责任公司,16栋,1542户
东方明珠城,(龙岗区龙岗中心城)龙岗大道4001号,36000,2004年建成 ,塔楼/塔板结合,2.5至5.6元/平米/月,深圳市德美物业管理有限公司,深圳市东方置地实业有限公司,8栋,1404户
怡龙枫景园,(龙岗区龙岗双龙)建新路8号,36500,2010年建成 ,塔板结合,2.6至2.8元/平米/月,九源物业顾问（深圳）有限公司,俊荣发展（深圳）有限公司,6栋,1548户
振业峦山谷,(龙岗区龙岗宝荷)宝河大道83号,35300,2006年建成 ,塔板结合,2.6至2.68元/平米/月,深圳长城物业管理有限公司,深圳市振业(集团）股份有限公司,13栋,3958户
锦城星苑一期,(龙岗区龙岗双龙)雄丰路2号,28900,2005年建成 ,板楼/塔板结合,0.8至1.2元/平米/月,深圳市德美物业管理有限公司,深圳信德丰房地产有限公司,6栋,354户
丽湖花园二期,(龙岗区布吉水径)信和大道12-1号,37700,1993年建成 ,塔板结合/平房,0.6至1.5元/平米/月,深圳信和物业管理有限公司,深圳信和地产开发有限公司,21栋,3283户
