小区名称,地址,参考价格,建筑年代,建筑类型,物业费用,物业公司,开发商,楼栋总数,房屋总数
吴越山庄,(临安临安)钱王大街111号,当前网页找不到元素（价格）,暂无信息 ,塔楼/板楼,0.5至0.55元/平米/月,杭州禾和物业管理有限公司,上海绿杉置业,85栋,1054户
新青年广场,(拱墅德胜)上塘路267号,当前网页找不到元素（价格）,暂无信息 ,塔楼/板楼,1.7至1.81元/平米/月,浙江新南北物业管理有限公司,杭州新南北房地产开发有限公司,3栋,1518户
CBC时代大观,(临平区临平新城)玩月街CBC时代大观,当前网页找不到元素（价格）,暂无信息 ,板楼/塔板结合/平房,5.5元/平米/月,浙江绿城物业管理有限公司,杭州新宏房地产开发有限公司,3栋,640户
福雷德广场艾肯金座,(钱塘区高教园区西)文泽路99号,当前网页找不到元素（价格）,暂无信息 ,塔楼/板楼,3至4元/平米/月,无物业管理公司,福雷德(杭州)置业发展有限公司,2栋,716户
远顺大厦,(临平区塘栖)兴中路远顺大厦,当前网页找不到元素（价格）,暂无信息 ,塔板结合,2.5元/平米/月,社区居委会,永顺建筑工程有限公司,1栋,501户
隐龙湾,(萧山闻堰)闻兴路157号,当前网页找不到元素（价格）,暂无信息 ,塔板结合,1.01至2.31元/平米/月,杭州萧山众安物业管理有限公司,浙江众安房地产开发有限公司,5栋,1152户
易构大厦,(拱墅桥西)花园岗街168号,当前网页找不到元素（价格）,暂无信息 ,塔楼,2.8至2.81元/平米/月,杭州易构物业管理有限公司,杭州国强置业有限公司,2栋,849户
金沙国际,(钱塘区金沙湖)幸福南路1288号,当前网页找不到元素（价格）,暂无信息 ,板楼,2.5至2.51元/平米/月,盛全物业服务有限公司,杭州铭福置业有限公司 ,5栋,2505户
天创园,(富阳银湖科技城)银湖开发区320国道与九龙大道（东口）交汇处天鸿美和院,当前网页找不到元素（价格）,暂无信息 ,板楼/塔板结合,2.38至2.39元/平米/月,上海天鸿尊逸物业管理有限公司杭州分公司,富阳天鸿房地产开发有限公司,30栋,1792户
衣锦人家,(临安临安)锦墅街160号,当前网页找不到元素（价格）,暂无信息 ,板楼,1.2元/平米/月,钱王物业,上海经济适用房发展中心,26栋,958户
众安恒隆广场,(萧山萧山市区)山阴路688号,当前网页找不到元素（价格）,暂无信息 ,板楼/塔板结合,2.79至2.81元/平米/月,浙江开元物业服务有限公司,浙江众安房地产开发有限公司,6栋,1170户
乔司商贸苑,(临平区乔司)桃安路103号,当前网页找不到元素（价格）,暂无信息 ,板楼,1.8至2.4元/平米/月,杭州同策, 五指山水墨雨林置业有限公司,4栋,472户
联合麦田,(上城三里亭)范家路219号,当前网页找不到元素（价格）,暂无信息 ,板楼,3.5元/平米/月,杭州联合物业管理有限公司,杭州市房地产联合开发总公司,1栋,304户
临浦临水苑,(萧山临浦)临水路临浦临水苑,当前网页找不到元素（价格）,暂无信息 ,板楼,1.2至1.5元/平米/月,街道办事处（居委会）代管物业,浙江得力房地产开发有限公司,13栋,370户
怡乐银座,(拱墅石桥)华丰路178号,当前网页找不到元素（价格）,暂无信息 ,板楼,2.4至3.2元/平米/月,杭州广银物业管理有限公司,杭州怡乐置业有限公司,4栋,227户
德雅金座,(临平区东湖)望梅路578号,当前网页找不到元素（价格）,暂无信息 ,板楼,0.8元/平米/月,浙江中都物业管理有限公司, 陕西亿润经贸有限公司 ,1栋,200户
南苑二区(临安),(临安临安)钱王街427号,当前网页找不到元素（价格）,暂无信息 ,板楼,0.5元/平米/月,临安市天都物业管理有限公司,临安置润房产开发有限公司,14栋,384户
西子三水公寓,(萧山萧山开发区)华丰东路1571号,当前网页找不到元素（价格）,暂无信息 ,板楼,0.5至1元/平米/月,杭州萧山三水房地产开发有限公司,浙江西子房产集团有限公司,22栋,411户
朝阳银座,(萧山南部卧城)市心南路朝阳银座,当前网页找不到元素（价格）,暂无信息 ,板楼/塔板结合,3.5元/平米/月,浙江众安物业服务有限公司,杭州众安盛隆鲤鱼门置业有限公司,1栋,563户
浙商开元名都祺寓,(临平区临平新城)迎宾路533号,当前网页找不到元素（价格）,暂无信息 ,塔楼,3.8至5.5元/平米/月,杭州广银物业管理有限公司,浙江余杭高速公路有限责任公司,2栋,1201户
琴湖碧园,(余杭未来科技城)黄湖镇04省道以西清兴街以北,当前网页找不到元素（价格）,暂无信息 ,塔板结合,1.2元/平米/月,自主物业,杭州锦仁置业有限公司,16栋,447户
一方大厦,(萧山萧山新城区)市心北路167号,当前网页找不到元素（价格）,暂无信息 ,板楼,1.6至1.7元/平米/月,浙江浙大求是物业管理有限公司,杭州首业房地产开发有限公司,2栋,500户
太阳城花园,(临安临安)临西路37号,当前网页找不到元素（价格）,暂无信息 ,塔楼,1.2元/平米/月,杭州星洲房地产开发有限公司, 杭州星洲房地产开发有限公司 ,34栋,1078户
殿下路,"(萧山瓜沥)殿下路113-1号, 殿下路142号",当前网页找不到元素（价格）,暂无信息 ,塔板结合,1元/平米/月,暂无信息,北京明华置业有限公司,5栋,21户
远洋山水花园,(临安临安)长桥路398号,当前网页找不到元素（价格）,暂无信息 ,塔楼/板楼/塔板结合/平房,1至1.3元/平米/月,临安市天都物业管理有限公司,杭州杭州湾房地产开发有限公司,16栋,628户
大世界五金城,(上城笕桥)笕丁路168号,当前网页找不到元素（价格）,暂无信息 ,板楼,0.5至0.8元/平米/月,无物业管理服务,杭州好美家房地产开发有限公司,37栋,1325户
钱王街403号,(临安临安)钱王街403号,当前网页找不到元素（价格）,暂无信息 ,塔板结合,0.8元/平米/月,社区居委会,杭州地上房地产集团有限公司,2栋,64户
樱花雅苑南区,(临安临安)石镜街1599号,当前网页找不到元素（价格）,暂无信息 ,板楼,1.5元/平米/月,浙江万马物业服务有限公司,上海万科置业,10栋,244户
新河路,(萧山临浦)新河路,当前网页找不到元素（价格）,暂无信息 ,平房,4元/平米/月,杭州万嘉房地产服务有限公司,河南中中置业集团有限公司,2栋,80户
玲珑花园,(临安临安)玲珑山路玲珑花园,当前网页找不到元素（价格）,暂无信息 ,板楼,0.4至0.9元/平米/月,杭州禾和物业管理有限公司,杭州玉玲珑置业有限公司,82栋,1340户
青龙公寓,(临安临安)钱王街156号,当前网页找不到元素（价格）,暂无信息 ,板楼/塔板结合,2元/平米/月,社区居委会,青龙万寿园投资有限公司,51栋,391户
月光苑,(临平区临平新城)方家弄4号,当前网页找不到元素（价格）,暂无信息 ,平房,0.8元/平米/月,杭州方家花苑物业管理有限公司,绿城集团,1栋,126户
万华1号,(临平区塘栖)钱江经济开发区内兴中路万华1号,当前网页找不到元素（价格）,暂无信息 ,塔楼,0.5元/平米/月,盛全物业有限公司,杭州万华置业有限公司,1栋,400户
宝亿御景园,(临安临安)钱王街1519号,当前网页找不到元素（价格）,暂无信息 ,板楼,0.8元/平米/月,暂无信息,惠州大亚湾宝亿置业有限公司,16栋,533户
深蓝绿景国际,"(拱墅万达广场)通益路深海绿景国际, 通益路863-865号",当前网页找不到元素（价格）,暂无信息 ,塔楼,2.5元/平米/月,启胜物业管理服务有限公司,杭州深蓝置业有限公司,2栋,670户
天林广场,"(萧山钱江世纪城)市心北路718号顺发佳境天城市对面, 市心北路718号",当前网页找不到元素（价格）,暂无信息 ,塔板结合,1.65元/平米/月,浙江天林房地产开发有限公司,杭州天林置业有限公司,1栋,150户
忆江南,(临安临安)钱王街1090号,当前网页找不到元素（价格）,暂无信息 ,塔楼/板楼/塔板结合,0.6至1.09元/平米/月,临安市天都物业管理有限公司, 合肥万科瑞翔地产有限公司,29栋,1057户
南秀苑,(萧山临浦)永翔路221号,当前网页找不到元素（价格）,暂无信息 ,板楼,0.2至1.5元/平米/月,街道办事处（居委会）代管物业,	西安大德房地产开发有限公司,14栋,432户
桂花新村,(临安临安)钱王大街565号,当前网页找不到元素（价格）,暂无信息 ,板楼,0.6元/平米/月,社区居委会,杭州地上房地产集团有限公司,10栋,168户
新世界柏丽轩,(萧山萧山新城区)萧山通惠北路12号,当前网页找不到元素（价格）,暂无信息 ,板楼,1.6元/平米/月,龙湖物业服务集团有限公司杭州分公司,新世界房地产集团有限公司,1栋,513户
四季广场,(钱塘区金沙湖)下沙德胜路与文渊路交叉口,当前网页找不到元素（价格）,暂无信息 ,板楼/塔板结合,3.5元/平米/月,天禧物业,杭州荣辉置业有限公司,4栋,1342户
东石塘,(临平区塘栖)里仁路东石塘小区,当前网页找不到元素（价格）,暂无信息 ,塔板结合,1.3元/平米/月,无物业管理公司,无开发商,15栋,423户
城中花园(临安),(临安临安)市心中路645号,当前网页找不到元素（价格）,暂无信息 ,板楼,0.5至0.51元/平米/月,临安大地物业管理有限公司,临安同人置业有限公司,31栋,830户
塘栖嘉园,(临平区塘栖)景河路26号,当前网页找不到元素（价格）,暂无信息 ,板楼/塔板结合/平房,0.5至1.68元/平米/月,无物业管理公司,杭州塘栖大厦有限公司,27栋,414户
银杏公寓,(临安临安)西苑路232号,当前网页找不到元素（价格）,暂无信息 ,塔板结合,2元/平米/月,无物业管理服务,临安市城镇房地产开发有限公司,2栋,113户
仓桥路,(临平区塘栖)仓桥路仓桥路小区,当前网页找不到元素（价格）,暂无信息 ,板楼,1.2元/平米/月,无物业管理公司,无开发商,4栋,132户
恒安名座,(萧山萧山市区)崇化路恒安名座,当前网页找不到元素（价格）,暂无信息 ,板楼,1.55元/平米/月,杭州中广物业管理服务有限公司,杭州同创置业有限公司,3栋,444户
马溪苑,(临安临安)临水路673号,当前网页找不到元素（价格）,暂无信息 ,板楼,0.8元/平米/月,暂无信息, 杭州星洲房地产开发有限公司 ,32栋,165户
九豪庄园,(临安临安)吴越街1435号,当前网页找不到元素（价格）,暂无信息 ,板楼,1.5至1.6元/平米/月,杭州西开发物业管理发展有限公司,临安兴和房地产开发有限公司 ,16栋,318户
月欣花苑,(临平区东湖)月荷路151号,当前网页找不到元素（价格）,暂无信息 ,板楼,0.8元/平米/月,杭州物华物业服务有限公司, 大理耀鹏房地产开发有限责任公司,20栋,939户
名都雅苑,(临安临安)竹林街188号,当前网页找不到元素（价格）,暂无信息 ,板楼,0.8元/平米/月,临安丰润置业有限公司,无开发商,5栋,157户
东湖北路227,"(临平区东湖)东湖北路227号, 东湖北路227-1号",当前网页找不到元素（价格）,暂无信息 ,塔楼,0.5元/平米/月,暂无信息,杭州临安融成置业有限公司,1栋,13户
时代公寓,(临安临安)石镜街733号,当前网页找不到元素（价格）,暂无信息 ,板楼,0.1至2.5元/平米/月,暂无信息,杭州杭州湾房地产开发有限公司,2栋,59户
百合苑,(临安临安)北排街618号,当前网页找不到元素（价格）,暂无信息 ,板楼,1.2元/平米/月,暂无信息,暂无信息,1栋,56户
锦都嘉园,(临安临安)钱王大街423号,当前网页找不到元素（价格）,暂无信息 ,塔楼,0.9元/平米/月,社区居委会,杭州锦都房地产开发有限公司,30栋,547户
振兴小区,(萧山瓜沥)高坎线振兴小区,当前网页找不到元素（价格）,暂无信息 ,板楼,0.5至3.1元/平米/月,街道办事处（居委会）代管物业,"""浙江富园房地产开发有限公司",12栋,89户
御城熙园,(临安临安)锦溪南路92号,当前网页找不到元素（价格）,暂无信息 ,板楼,2.5至5.85元/平米/月,浙江金帝物业管理有限公司,暂无信息,7栋,16户
东门首府,(桐庐桐庐)副中心分水镇院士路121号,当前网页找不到元素（价格）,暂无信息 ,塔楼/塔板结合,1.3至2元/平米/月,兴腾物业有限公司,桐庐华博房地产开发有限公司,8栋,508户
径都荷塘花苑,(余杭未来科技城)径山镇田园路23号,当前网页找不到元素（价格）,暂无信息 ,塔板结合,1.2至1.6元/平米/月,浙江南都物业有限公司,北京方正房地产开发有限公司,7栋,90户
亚都泊景湾,(萧山大江东)镇中路18号,当前网页找不到元素（价格）,暂无信息 ,塔板结合,1.5至1.8元/平米/月,杭州众恒物业管理有限公司,杭州杭州湾房地产开发有限公司,6栋,30户
春城大厦,(富阳富春)孙权路231号,当前网页找不到元素（价格）,暂无信息 ,塔楼,1至2.2元/平米/月,富阳春城房地产开发有限公司,富阳春城房地产开发有限公司,2栋,2147户
运动新村,(临平区塘栖)西小河街运动新村,当前网页找不到元素（价格）,暂无信息 ,板楼,暂无信息,无物业管理公司,无开发商,7栋,221户
南闸新村,(萧山瓜沥)河西路南闸新村,当前网页找不到元素（价格）,暂无信息 ,板楼,1.5元/平米/月,街道办事处（居委会）代管物业,暂无信息,3栋,29户
江盛公寓,(钱塘区大江东)青六南路江盛公寓,当前网页找不到元素（价格）,暂无信息 ,板楼,0.5至1.6元/平米/月,暂无信息,杭州城建置业发展有限公司,4栋,57户
新街路,(萧山大江东)新街路56号,当前网页找不到元素（价格）,暂无信息 ,板楼/塔板结合,暂无信息,社区居委会,暂无信息,2栋,6户
建业银座,(萧山大江东)镇中路37号,当前网页找不到元素（价格）,暂无信息 ,塔板结合,1.1至1.5元/平米/月,杭州振杰物业管理有限公司,杭州北辰置业有限公司,4栋,184户
径乐家园,(余杭未来科技城)龙皇路28号,当前网页找不到元素（价格）,暂无信息 ,板楼,0.5至0.6元/平米/月,余杭众房物业有限公司,杭州余杭城市建设集团有限公司,13栋,380户
永翔嘉顺中心,(萧山临浦)元宝山路58号,当前网页找不到元素（价格）,暂无信息 ,板楼,1.5元/平米/月,杭州誉诚物业服务有限公司,杭州萧山永翔房地产开发有限公司,6栋,631户
绿岛花园,(临安临安)环西路19号,当前网页找不到元素（价格）,暂无信息 ,板楼,0.6元/平米/月,杭州钱景物业,杭州临安融成置业有限公司,11栋,169户
诚和公寓,(临安临安)石镜街272-8号,当前网页找不到元素（价格）,暂无信息 ,板楼,暂无信息,社区居委会,暂无信息,2栋,6户
金鹭八号桥小区,(钱塘区工业园北)海宁连杭开发区（下沙北区域）,当前网页找不到元素（价格）,暂无信息 ,板楼,0.8元/平米/月,社区居委会,暂无信息,1栋,2户
万马公寓,(临安临安)石镜街680号,当前网页找不到元素（价格）,暂无信息 ,塔板结合,0.8至0.82元/平米/月,杭州绿城物业,浙江万马集团房地产开发有限公司,5栋,129户
水岸明珠,(临安临安)苕溪北路18号,当前网页找不到元素（价格）,暂无信息 ,板楼,1.2元/平米/月,临安市天阳物业管理有限公司,西安威能实业有限公司,4栋,183户
怡情风景苑,(临安临安)锦溪南路308号,当前网页找不到元素（价格）,暂无信息 ,塔楼/板楼,1至1.5元/平米/月,杭州城建物业经营管理公司,杭州市城建开发集团有限公司,5栋,162户
宏景园,(钱塘区大江东)宏景街68号,当前网页找不到元素（价格）,暂无信息 ,板楼,0.8至1.68元/平米/月,杭州卓越物业服务有限公司,单位自建,8栋,146户
明秀苑,(萧山大江东)天和路明秀苑,当前网页找不到元素（价格）,暂无信息 ,板楼,2元/平米/月,街道办事处（居委会）代管物业,浙江明华控股集团党山房地产开发有限公司,6栋,680户
盛都苑,(钱塘区大江东)义前路129号,当前网页找不到元素（价格）,暂无信息 ,板楼/塔板结合,0.6元/平米/月,暂无信息,杭州天府房地产开发有限公司,24栋,488户
清惠家园,(余杭未来科技城)清兴路清惠家园,当前网页找不到元素（价格）,暂无信息 ,板楼/塔板结合,2.2元/平米/月,南都物业,"""浙江富园房地产开发有限公司",7栋,169户
千岛湖锦溪佳苑,(淳安淳安)环湖北路，千岛湖第一人民医院附近,当前网页找不到元素（价格）,暂无信息 ,板楼/塔板结合,2元/平米/月,浙江俊腾物业管理有限公司,杭州千岛湖正顺实业有限公司,3栋,5户
文和公寓,(钱塘区大江东)义和大街文和公寓,当前网页找不到元素（价格）,暂无信息 ,塔楼,2.5元/平米/月,文和物业,暂无信息,2栋,30户
新誉公寓,(萧山临浦)新誉街27号,当前网页找不到元素（价格）,暂无信息 ,板楼,2元/平米/月,无物业管理公司,创天集团,8栋,196户
金水湾茗苑,(桐庐桐庐)分江路18号,当前网页找不到元素（价格）,暂无信息 ,板楼,1.61元/平米/月,上海深和平物业管理有限公司杭州分公司,杭州永展房地产开发有限公司,6栋,15户
之华公寓,(萧山瓜沥)文化路17号,当前网页找不到元素（价格）,暂无信息 ,板楼,1.8至2元/平米/月,街道办事处（居委会）代管物业,暂无信息,5栋,97户
秦汉大厦,(富阳富春)体育场路178号,当前网页找不到元素（价格）,暂无信息 ,板楼,1.5元/平米/月,业主自管,杭州东虹房地产开发有限公司,2栋,203户
金凌花园,(钱塘区大江东)闸口路109号,当前网页找不到元素（价格）,暂无信息 ,板楼,0.6至0.88元/平米/月,社区居委会,市政建设,19栋,400户
天苑商业中心,(萧山大江东)天和路60号,当前网页找不到元素（价格）,暂无信息 ,板楼,1.8至2元/平米/月,杭州绿城物业,绿城集团,4栋,24户
西江塘小区,(萧山临浦)西市街32号,当前网页找不到元素（价格）,暂无信息 ,塔板结合,1至3元/平米/月,无物业管理公司,上海万科置业,16栋,251户
浦江苑小区,(萧山萧山开发区)兴浦路浦江苑小区,当前网页找不到元素（价格）,暂无信息 ,板楼,1元/平米/月,杭州城建物业经营管理公司,杭州城建置业发展有限公司,10栋,177户
惠羽家园,(余杭未来科技城)龙皇路惠羽家园,当前网页找不到元素（价格）,暂无信息 ,板楼,1元/平米/月,新南北物业,暂无信息,4栋,100户
幸福佳苑,(富阳江南新城)亭山东路幸福家苑,当前网页找不到元素（价格）,暂无信息 ,塔板结合,0.8至2.9元/平米/月,伟邦物业,暂无信息,3栋,5户
汇锦名店广场,(萧山瓜沥)友谊路汇锦名店广场,当前网页找不到元素（价格）,暂无信息 ,塔楼/板楼/塔板结合,1元/平米/月,杭州卓盛物业管理有限公司,浙江明华控股集团党山房地产开发有限公司,21栋,581户
东景苑,(萧山大江东)文化路70号,当前网页找不到元素（价格）,暂无信息 ,板楼,0.8元/平米/月,社区居委会,暂无信息,6栋,8户
御品江南,(建德建德)西湖公园南（城南西路）,当前网页找不到元素（价格）,暂无信息 ,塔板结合,0.1至1.4元/平米/月,当代物业公司,建德市嘉凯置业有限公司,9栋,181户
华宇悦府,(建德建德)建德市杨村桥镇百旗西路,当前网页找不到元素（价格）,暂无信息 ,塔板结合,1.01至1.85元/平米/月,重庆华宇第一太平戴维斯物业服务集团有限公司杭州分公司,建德华宇置业有限公司,8栋,447户
永翔嘉顺中心,(萧山临浦)元宝山路58号,当前网页找不到元素（价格）,暂无信息 ,板楼,1.5元/平米/月,杭州誉诚物业服务有限公司,杭州萧山永翔房地产开发有限公司,6栋,631户
杭州明石商业大厦,(上城笕桥)明石路杭州明石商业大厦,当前网页找不到元素（价格）,暂无信息 ,塔板结合,4.8元/平米/月,杭州威凯物业服务有限公司,杭州明石置业有限公司,1栋,144户
义蓬购物中心,(钱塘区大江东)义蓬中路501号,当前网页找不到元素（价格）,暂无信息 ,板楼,5元/平米/月,杭州香茗物业有限公司,杭州佳运房地产有限公司,1栋,1357户
北辰金座,(余杭仁和)仁河大道与东西大道交叉口（毗邻仁和镇政府）,当前网页找不到元素（价格）,暂无信息 ,板楼,3元/平米/月,杭州绿野物业管理有限公司,杭州越都房地产开发有限公司,2栋,728户
明华佳乐苑,(萧山大江东)党益路298号,当前网页找不到元素（价格）,暂无信息 ,板楼/塔板结合,0.7至3.5元/平米/月,暂无信息,浙江明华控股集团党山房地产开发有限公司,17栋,184户
亚都泊景湾,(萧山大江东)镇中路18号,当前网页找不到元素（价格）,暂无信息 ,塔板结合,1.5至1.8元/平米/月,杭州众恒物业管理有限公司,杭州杭州湾房地产开发有限公司,6栋,30户
建业银座,(萧山大江东)镇中路37号,当前网页找不到元素（价格）,暂无信息 ,塔板结合,1.1至1.5元/平米/月,杭州振杰物业管理有限公司,杭州北辰置业有限公司,4栋,184户
春城大厦,(富阳富春)孙权路231号,当前网页找不到元素（价格）,暂无信息 ,塔楼,1至2.2元/平米/月,富阳春城房地产开发有限公司,富阳春城房地产开发有限公司,2栋,2147户
径乐家园,(余杭未来科技城)龙皇路28号,当前网页找不到元素（价格）,暂无信息 ,板楼,0.5至0.6元/平米/月,余杭众房物业有限公司,杭州余杭城市建设集团有限公司,13栋,380户
运动新村,(临平区塘栖)西小河街运动新村,当前网页找不到元素（价格）,暂无信息 ,板楼,暂无信息,无物业管理公司,无开发商,7栋,221户
南闸新村,(萧山瓜沥)河西路南闸新村,当前网页找不到元素（价格）,暂无信息 ,板楼,1.5元/平米/月,街道办事处（居委会）代管物业,暂无信息,3栋,29户
杭州萧山国际商务中心,(萧山萧山市区)金城路456-458号,当前网页找不到元素（价格）,暂无信息 ,板楼,3.4元/平米/月,上海高力国际物业服务有限公司浙江分公司,杭州万国投资管理有限公司,2栋,385户
市心中路1028号,(萧山萧山新城区)市心中路1028号,当前网页找不到元素（价格）,暂无信息 ,板楼,暂无信息,无物业管理服务,无开发商,1栋,84户
兴泰花苑,(余杭瓶窑)瓶窑镇大桥北路135号,当前网页找不到元素（价格）,暂无信息 ,板楼/塔板结合,0.5元/平米/月,暂无信息,未知,15栋,322户
天河景园,(萧山萧山开发区)杭塑弄83号,当前网页找不到元素（价格）,暂无信息 ,板楼,0.2元/平米/月,业主自筹物业,杭州市房屋建设开发总公司,4栋,84户
金峰大厦,(上城湖滨)中河中路281号,当前网页找不到元素（价格）,暂无信息 ,塔板结合,3.7元/平米/月,杭州龙福物业管理有限公司,杭州城建开发集团有限公司,1栋,135户
振宁路686号,(萧山钱江世纪城)振宁路686号,当前网页找不到元素（价格）,暂无信息 ,板楼,3.1元/平米/月,街道办事处（居委会）代管物业,无开发商,2栋,47户
新农都物流中心二区,(萧山萧山开发区)建设四路新农都物流中心二区,当前网页找不到元素（价格）,暂无信息 ,塔板结合,2.5元/平米/月,浙江省大学求是物业管理有限公司华隆电力仪表有限公司物业管理部,杭州信融置业有限公司,4栋,133户
萧绍路455号,(萧山萧山市区)萧绍路455号,当前网页找不到元素（价格）,暂无信息 ,塔楼,暂无信息,街道办事处代管物业,无开发商,1栋,191户
富润家园,(桐庐桐庐)精诚路78号,当前网页找不到元素（价格）,暂无信息 ,塔板结合,1.6至1.68元/平米/月,杭州绿城物业,桐庐九合房地产开发有限公司,9栋,187户
潜阳府,(临安临安)於潜镇,当前网页找不到元素（价格）,暂无信息 ,板楼,0.8至1.5元/平米/月,南都物业,上海樱花置业有限公司,11栋,434户
四维金座,(临平区崇贤)崇贤街道四维金座,当前网页找不到元素（价格）,暂无信息 ,塔板结合,3.1元/平米/月,浙江绿城物业管理有限公司,杭州启慧置业有限公司,1栋,648户
原野汽配城,(萧山萧山开发区)通惠北路168号,当前网页找不到元素（价格）,暂无信息 ,板楼,3.1元/平米/月,街道办事处（居委会）代管物业,暂无信息,12栋,22户
於潜镇青兰阁,(临安临安)於潜镇青兰阁,当前网页找不到元素（价格）,暂无信息 ,塔板结合,0.8元/平米/月,浙江正力物业有限公司,杭州溢华置业有限公司,7栋,167户
水岸瑶琳,(桐庐桐庐)瑶琳镇桥头江滨,当前网页找不到元素（价格）,暂无信息 ,塔楼/塔板结合,1.6至5.01元/平米/月,杭州铭城物业管理有限公司,杭州仁泰房地产开发有限公司,12栋,192户
