小区名称,地址,参考价格,建筑年代,建筑类型,物业费用,物业公司,开发商,楼栋总数,房屋总数
欣安小区,(长沙县开元路)凉塘路210号,5726,2005年建成 ,板楼,0.5元/平米/月,长沙湘鸿物业管理有限公司,长沙巨星房地产开发有限公司,16栋,952户
王公塘赛福尔公寓,(雨花桂花村)人民路与曙光路交岔口王公塘社区,5604,1995年建成 ,板楼,0.5元/平米/月,长沙望江公寓物业,长沙大和置业有限公司,2栋,1135户
港湘铂玥,(望城望城区)金星北路四段89号,5163,2014年建成 ,板楼,2.5元/平米/月,耒阳市港湘物业管理有限公司,湖南港湘置业有限公司,15栋,1573户
星沙三区,(长沙县开元路)天华中路星沙三区,5801,2000年建成 ,塔楼,1.2元/平米/月,珠海市明城物业管理有限公司湖南分公司, 合肥万科瑞翔地产有限公司,70栋,4975户
松雅湖畔山水茗园,(长沙县松雅湖)星沙大道208号,5753,2002年建成 ,塔板结合,1元/平米/月,暂无信息,湖南磬鸿置业有限公司,14栋,684户
聚鑫大厦,(长沙县开元路)天华中路聚鑫大厦,4364,2001年建成 ,塔楼,1元/平米/月,暂无信息,暂无信息,2栋,114户
城东小区,(长沙县开元路)棠坡路469号,5694,2007年建成 ,板楼/塔板结合/平房,暂无信息,城东物业,暂无信息,39栋,154户
天星家园,(长沙县开元路)长板仓路234号,5749,2004年建成 ,塔楼,1.2元/平米/月,湖南怡海三湘房地产开发有限公司,宁波天星房地产开发有限公司,4栋,55户
长沙有色冶金设计院宿舍,(雨花韶山南路)雅塘路长沙有色冶金设计院宿舍,5373,1990年建成 ,板楼,0.5元/平米/月,暂无信息, 大理耀鹏房地产开发有限责任公司,3栋,63户
中国水电八局南托基地小区,(天心暮云)建筑路中国水电八局南托基地小区,5005,2000年建成 ,板楼,1元/平米/月,融城社区公共服务中心,暂无信息,60栋,2411户
塔松小区,(天心黄土岭)望岳村街52号,5631,2005年建成 ,未知类型,暂无信息,暂无信息,暂无信息,2栋,23户
马王堆防水建材市场,(芙蓉马王堆)嘉雨路277号,5537,2005年建成 ,板楼,5元/平米/月,无,无,5栋,150户
园梦家园,(长沙县开元路)天华路98号,5173,暂无信息 ,平房,0.5元/平米/月,长沙圆梦物业管理有限公司,暂无信息,3栋,29户
兴旺佳园,(宁乡宁乡行政片区)人民北路兴旺佳园,5797,暂无信息 ,塔板结合,0.9元/平米/月,宁乡鼎泰恒嘉物业管理有限责任公司,暂无信息,11栋,361户
汇丰楼,(芙蓉晚报)东二环汇丰楼,4933,1996年建成 ,板楼,1元/平米/月,暂无信息,暂无信息,1栋,24户
滨江国际城,(宁乡老城片区)金亭路138号,5362,2015年建成 ,塔楼,1.5元/平米/月,湖南腾达物业管理有限公司,暂无信息,5栋,1846户
水晶城,(宁乡宁乡行政片区)花明北路438号,5744,暂无信息 ,平房,3元/平米/月,暂无信息,暂无信息,3栋,1167户
财智广场兰亭苑,(浏阳集里片区)花炮大道239号,4152,暂无信息 ,未知类型,暂无信息,暂无信息,暂无信息,39栋,1260户
龙塘小区,(长沙县万家丽北)湘龙西路龙塘小区,5188,2006年建成 ,塔板结合,暂无信息,无物业服务管理, 陕西亿润经贸有限公司 ,93栋,722户
维也纳花城,(宁乡宁乡行政片区)新康路33号,4509,暂无信息 ,未知类型,暂无信息,暂无信息,暂无信息,17栋,419户
福临世家,(浏阳淮川片区)金沙中路685号,5847,暂无信息 ,未知类型,暂无信息,暂无信息,暂无信息,2栋,340户
黄泥湾小区,(浏阳淮川片区)车站西路47号,4184,2002年建成 ,塔板结合,1元/平米/月,长沙顺新物业管理公司,暂无信息,9栋,347户
荣鑫公寓,(长沙县开元路)板仓中路13-1号,5310,2001年建成 ,塔板结合,暂无信息,无物业服务管理,无开发商,3栋,48户
征鸿城市时光,(望城望城区)雷锋大道与普瑞大道交汇处（长沙医学院南门,5432,2017年建成 ,塔板结合,2.8至6.8元/平米/月,长沙美信物业管理有限公司,长沙黄金创业园置业有限公司,3栋,1207户
金桥国际,(望城望城区)普瑞大道西,5069,2015年建成 ,塔板结合,1至3.9元/平米/月,湖南大汉物业管理有限公司,湖南百家汇投资有限公司,26栋,6708户
长沙市望城区公路管理局单位宿舍,(望城望城区)雷锋大道长沙市望城区公路管理局单位宿舍,5695,2001年建成 ,板楼,暂无信息,无物业服务管理,无开发商,2栋,49户
杉星小区,(长沙县开元路)凉塘路杉星小区,5099,2002年建成 ,板楼,暂无信息,无物业服务管理,无开发商,2栋,29户
湘粮国际广场,(开福青竹湖)长沙市开福区芙蓉北路119号,5103,2013年建成 ,塔板结合,2.8元/平米/月,湖南湘郡物业管理有限公司,金霞粮食批发市场有限责任公司,6栋,1587户
嘉诚花园,(宁乡宁乡行政片区)二环西路99号,5546,2010年建成 ,塔板结合,暂无信息,宁乡永佳物业管理有限公司,暂无信息,15栋,1266户
岭誉,(浏阳集里片区)道吾山中路131号,5230,2013年建成 ,塔楼,1.5元/平米/月,暂无信息,暂无信息,18栋,1270户
城南嘉园北苑,(宁乡南站片区)一环南路129号,4843,2010年建成 ,塔板结合,1元/平米/月,暂无信息,暂无信息,46栋,1387户
望福佳园,(望城望城区)郭亮路448号,4662,2010年建成 ,塔板结合,暂无信息,暂无信息,暂无信息,10栋,409户
双龙鑫旺园,(望城望城区)取忠路双龙鑫旺园,4928,暂无信息 ,板楼,暂无信息,无物业服务管理,暂无信息,5栋,352户
星沙工商银行宿舍,(长沙县开元路)长沙县星沙镇星沙大道,5495,2001年建成 ,未知类型,暂无信息,富兴物业,暂无信息,1栋,6户
中建五局三公司洞井桃花村四号基地,(雨花汽车南站)万芙南路中建五局三公司洞井桃花村四号基地,5506,1986年建成 ,未知类型,2元/平米/月,长沙安庭物业管理有限公司,暂无信息,2栋,70户
百合花园,(浏阳集里片区)北正北路300号,5706,暂无信息 ,未知类型,暂无信息,暂无信息,暂无信息,12栋,700户
青山商务技术学院宿舍,(岳麓雷锋大道)雷锋大道335号,5420,2003年建成 ,未知类型,暂无信息,暂无信息,暂无信息,2栋,21户
桃花村,(雨花汽车南站)金海路桃花村,5667,1978年建成 ,板楼,暂无信息,暂无信息,烟台桃花源置业有限公司,7栋,260户
灰埠小区,(长沙县松雅湖)板仓路347号,5817,2003年建成 ,板楼,0.5至1元/平米/月,暂无信息,湖南天鹰置业有限公司,59栋,2578户
世纪星城,(浏阳荷花片区)将军路1号,5019,暂无信息 ,塔板结合,0.8元/平米/月,浏阳市维佳物业管理有限公司,暂无信息,7栋,412户
浏金水岸,(浏阳荷花片区)天马路99号,5556,2011年建成 ,塔板结合,1.5元/平米/月,业主自筹物业,无开发商,12栋,1119户
仁和苑,(长沙县万家丽北)水渡河路101号,5266,暂无信息 ,板楼,0.8元/平米/月,暂无信息,暂无信息,2栋,81户
湖南省核工业地质局三0三大队,(天心暮云)中意二路509号,5016,1999年建成 ,平房,0.4元/平米/月,暂无信息,暂无信息,12栋,434户
创意财富新世界,(浏阳淮川片区)青阳山路36号,5382,暂无信息 ,塔板结合,0.8元/平米/月,浏阳市智慧物业有限责任公司,暂无信息,3栋,760户
和谐家园白马小区,(宁乡南站片区)入园路和谐家园白马小区,5520,暂无信息 ,塔板结合,暂无信息,宁乡港湾丽景物业服务有限公司,暂无信息,66栋,5228户
景悦和苑,(望城望城区)郭亮中路59号,5317,暂无信息 ,未知类型,1.2元/平米/月,暂无信息,暂无信息,4栋,7户
金域蓝湾A区,(宁乡宁乡县)瑞良路金域蓝湾A区,5306,暂无信息 ,未知类型,1.5元/平米/月,暂无信息,暂无信息,23栋,734户
圆梦.灰埠农贸大市场,(长沙县松雅湖)灰埠路圆梦.灰埠农贸大市场,5517,2003年建成 ,板楼/塔板结合,暂无信息,暂无信息,暂无信息,7栋,66户
泉塘安置小区二期,(长沙县泉塘)泉塘二期38栋584,5079,2009年建成 ,塔板结合,0.8元/平米/月,暂无信息,暂无信息,13栋,21户
水电二公司宿舍,(芙蓉汽车东站)远大二路水电二公司宿舍,4764,暂无信息 ,未知类型,暂无信息,暂无信息,暂无信息,6栋,414户
高塘览胜,(望城望城区)长沙市望城区乌山街道聚缘路,5314,暂无信息 ,塔楼,1元/平米/月,暂无信息,暂无信息,1栋,2户
省电子研究所宿舍,(芙蓉火车站)解放东路53号,5812,暂无信息 ,板楼,暂无信息,暂无信息,暂无信息,2栋,42户
计生局单位宿舍,(长沙县开元路)望仙路计生局单位宿舍,5325,暂无信息 ,未知类型,暂无信息,暂无信息,暂无信息,1栋,25户
星城新宇川河苑,(雨花武广新城)红旗路东、川河路西,4866,暂无信息 ,塔楼,暂无信息,暂无信息,暂无信息,15栋,240户
晓园宿舍,(雨花桂花村)王公塘街140号,5347,1995年建成 ,未知类型,暂无信息,暂无信息,暂无信息,1栋,56户
首之都公馆,(浏阳集里片区)花炮大道125号,5300,暂无信息 ,未知类型,暂无信息,暂无信息,暂无信息,13栋,956户
德雅路社区物业服务中心,(开福烈士公园)德雅村16号,5788,2000年建成 ,板楼,暂无信息,暂无信息,暂无信息,1栋,48户
星沙四区,(长沙县开元路)星沙街道办事处凉塘社区凉塘路四区29栋135号,5383,2006年建成 ,平房,暂无信息,暂无信息,暂无信息,13栋,75户
龙头湾购物中心,(宁乡老城片区)沿河南路龙头湾购物中心,5674,暂无信息 ,未知类型,暂无信息,暂无信息,暂无信息,1栋,200户
洪山路73号,(开福广电)洪山路73号,5239,2001年建成 ,未知类型,暂无信息,暂无信息,暂无信息,1栋,1户
豪德壹公馆,(宁乡豪德片区)玉兴路2号,5853,暂无信息 ,未知类型,暂无信息,暂无信息,暂无信息,1栋,280户
金海花园,(宁乡老城片区)花明南路236号,5561,暂无信息 ,未知类型,暂无信息,暂无信息,暂无信息,13栋,315户
中意集团暮云家属小区,(天心暮云)中意路二路1128,4556,暂无信息 ,未知类型,暂无信息,暂无信息,暂无信息,3栋,3户
锦绣嘉苑,(浏阳浏阳其他)健寿大道76号,4554,暂无信息 ,未知类型,暂无信息,暂无信息,暂无信息,16栋,708户
碧景湾,(浏阳荷花片区)天马路180号,5079,暂无信息 ,未知类型,暂无信息,暂无信息,暂无信息,16栋,680户
丰收花园小区,(芙蓉汽车东站)远大二路,5576,2000年建成 ,塔楼,暂无信息,暂无信息,暂无信息,5栋,51户
晓园宿舍,(雨花桂花村)王公塘街140号,5347,1995年建成 ,未知类型,暂无信息,暂无信息,暂无信息,1栋,56户
长元佳苑,(开福青竹湖)开福区大明路145号长元佳苑5栋105,5710,1996年建成 ,板楼,0.5元/平米/月,暂无信息,暂无信息,4栋,5户
泉塘安置小区一期,(长沙县泉塘)泉塘安置小区一期,4894,2006年建成 ,未知类型,暂无信息,暂无信息,暂无信息,5栋,28户
星城新宇川河苑,(雨花武广新城)红旗路东、川河路西,4866,暂无信息 ,塔楼,暂无信息,暂无信息,暂无信息,15栋,240户
水电二公司宿舍,(芙蓉汽车东站)远大二路水电二公司宿舍,4764,暂无信息 ,未知类型,暂无信息,暂无信息,暂无信息,6栋,414户
城南嘉园北苑,(宁乡南站片区)一环南路129号,4843,2010年建成 ,塔板结合,1元/平米/月,暂无信息,暂无信息,46栋,1387户
首之都公馆,(浏阳集里片区)花炮大道125号,5300,暂无信息 ,未知类型,暂无信息,暂无信息,暂无信息,13栋,956户
星沙四区,(长沙县开元路)星沙街道办事处凉塘社区凉塘路四区29栋135号,5383,2006年建成 ,平房,暂无信息,暂无信息,暂无信息,13栋,75户
双龙鑫旺园,(望城望城区)取忠路双龙鑫旺园,4928,暂无信息 ,板楼,暂无信息,无物业服务管理,暂无信息,5栋,352户
望福佳园,(望城望城区)郭亮路448号,4662,2010年建成 ,塔板结合,暂无信息,暂无信息,暂无信息,10栋,409户
星沙工商银行宿舍,(长沙县开元路)长沙县星沙镇星沙大道,5495,2001年建成 ,未知类型,暂无信息,富兴物业,暂无信息,1栋,6户
星沙五区,(长沙县开元路)天华中路与杉仙岭路交汇处,5241,暂无信息 ,塔楼,1.2元/平米/月,暂无信息,暂无信息,23栋,889户
华昌公寓,(开福烈士公园)东风路街道德雅路804号,5822,2004年建成 ,塔板结合,暂无信息,暂无信息,暂无信息,1栋,35户
泉塘小区C区,(长沙县汽车东站)泉源路泉塘小区C区,5313,2006年建成 ,未知类型,暂无信息,暂无信息,暂无信息,13栋,198户
凯富嘉园,(天心暮云)暮南路,5454,暂无信息 ,塔楼,暂无信息,暂无信息,暂无信息,5栋,114户
金域蓝湾A区,(宁乡宁乡县)瑞良路金域蓝湾A区,5306,暂无信息 ,未知类型,1.5元/平米/月,暂无信息,暂无信息,23栋,734户
三六一四小区,(长沙县汽车东站)盼盼路38号,5796,2008年建成 ,板楼,10元/平米/月,业主自筹物业,暂无信息,11栋,63户
红建大厦,(望城望城区)郭亮中路259号,5383,2010年建成 ,未知类型,暂无信息,暂无信息,暂无信息,1栋,288户
星兴佳园,(长沙县开元路)凉塘路5号,4948,2003年建成 ,平房,1.2元/平米/月,湖南星兴房地产开发公司,暂无信息,2栋,108户
翰林华府,(宁乡宁乡行政片区)人民北路翰林华府,5695,暂无信息 ,未知类型,暂无信息,暂无信息,暂无信息,4栋,1049户
青山商务技术学院宿舍,(岳麓雷锋大道)雷锋大道335号,5420,2003年建成 ,未知类型,暂无信息,暂无信息,暂无信息,2栋,21户
中建五局三公司洞井桃花村四号基地,(雨花汽车南站)万芙南路中建五局三公司洞井桃花村四号基地,5506,1986年建成 ,未知类型,2元/平米/月,长沙安庭物业管理有限公司,暂无信息,2栋,70户
百合花园,(浏阳集里片区)北正北路300号,5706,暂无信息 ,未知类型,暂无信息,暂无信息,暂无信息,12栋,700户
沙河佳园,(宁乡东站片区)金鑫南路46号,5755,暂无信息 ,未知类型,暂无信息,暂无信息,暂无信息,10栋,325户
德雅路社区物业服务中心,(开福烈士公园)德雅村16号,5788,2000年建成 ,板楼,暂无信息,暂无信息,暂无信息,1栋,48户
福临门名郡,(宁乡宁乡行政片区)三环北路福临门名郡,5635,暂无信息 ,未知类型,暂无信息,暂无信息,暂无信息,15栋,1304户
中南汽车世界,(长沙县中南汽车世界)博展路189号,4817,2000年建成 ,板楼,0.5元/平米/月,湖南省恒广发展集团有限公司,湖南省恒广发展集团有限公司,173栋,6395户
高域自然城一期,(望城望城区)郭亮中路与旺旺西路交汇处西北角（高塘岭镇黄桥大道旁）,5612,2010年建成 ,塔板结合,1.5元/平米/月,湖南鼎鸿物业有限公司,长沙市望城区纬地置业有限公司,13栋,1814户
豪德壹公馆,(宁乡豪德片区)玉兴路2号,5853,暂无信息 ,未知类型,暂无信息,暂无信息,暂无信息,1栋,280户
学士街道社区卫生服务中心员工福利房,(岳麓含浦)湖南省长沙市岳麓区含浦大道西50米,5128,2003年建成 ,板楼,0.1元/平米/月,暂无信息,暂无信息,1栋,1户
一品江山,(宁乡宁乡县)金州大道一品江山,5358,暂无信息 ,塔板结合,0.6元/平米/月,宁乡永佳物业管理有限公司,暂无信息,2栋,212户
机电市场,(雨花汽车南站)长沙市雨花区机电市场C区7栋115号,5419,暂无信息 ,未知类型,0.8元/平米/月,暂无信息,暂无信息,5栋,33户
长元佳苑,(开福青竹湖)开福区大明路145号长元佳苑5栋105,5710,1996年建成 ,板楼,0.5元/平米/月,暂无信息,暂无信息,4栋,5户
长沙县水利水电局住宅小区,(长沙县开元路)长沙县星沙街道东升路61号,5614,1999年建成 ,板楼,暂无信息,暂无信息,暂无信息,2栋,3户
宁邦广场,(宁乡东站片区)创业大道宁邦广场,5033,暂无信息 ,未知类型,暂无信息,暂无信息,暂无信息,16栋,1043户
榔梨综合市场,(长沙县星沙其他)东升路99号,5072,2003年建成 ,板楼,暂无信息,暂无信息,暂无信息,6栋,317户
创业乐园,(长沙县泉塘)东四路6号,5078,1989年建成 ,板楼,0.6至0.65元/平米/月,长沙湘景物业管理有限公司,北京和平愿景置业有限公司,11栋,569户
中南一村,(望城望城区)郭亮中路248号,4521,1999年建成 ,塔楼,暂无信息,暂无信息,暂无信息,3栋,72户
中航山水蓝天,(望城望城区)航空路1号,5484,2006年建成 ,板楼/平房,2.3元/平米/月,湖南中航物业管理有限公司,湖南燎原房地产开发有限公司,26栋,781户
中南三村,(望城望城区)湖南省长沙市望城区高塘岭街道中南三村,5896,暂无信息 ,未知类型,暂无信息,暂无信息,暂无信息,6栋,76户
青旅金洲湖,(宁乡金洲片区)宁乡市经开区金洲大道与谐园路交汇处,5497,暂无信息 ,未知类型,暂无信息,暂无信息,暂无信息,5栋,377户
福临天下,(浏阳淮川片区)车站西路福临天下,5406,暂无信息 ,未知类型,暂无信息,暂无信息,暂无信息,1栋,132户
交通局宿舍,(长沙县松雅湖)特立路交通局宿舍,5790,暂无信息 ,塔板结合,暂无信息,业主自筹物业,暂无信息,2栋,98户
老粮食局机关宿舍,(望城望城区)湖南省长沙市高塘岭街道文源西路109号,4212,暂无信息 ,未知类型,暂无信息,暂无信息,暂无信息,1栋,1户
懿鑫楼,(浏阳集里片区)交通巷懿鑫楼,5230,暂无信息 ,未知类型,暂无信息,暂无信息,暂无信息,1栋,42户
鸿宇城,(浏阳淮川片区)浏阳河中路鸿宇城,5243,暂无信息 ,未知类型,暂无信息,暂无信息,暂无信息,11栋,1547户
通源国际,(浏阳淮川片区)北正北路通源国际,5808,暂无信息 ,未知类型,暂无信息,暂无信息,暂无信息,3栋,411户
华苑综合楼,(望城望城区)高塘岭镇郭亮中路华苑综合楼9栋504,4029,2012年建成 ,塔楼,暂无信息,暂无信息,暂无信息,1栋,1户
影珠山公寓,(长沙县开元路)宴家冲巷68号,5584,暂无信息 ,未知类型,暂无信息,暂无信息,暂无信息,1栋,2户
恒大时代广场,(望城望城区)金星北路恒大时代广场,4619,暂无信息 ,未知类型,暂无信息,暂无信息,暂无信息,3栋,1452户
丽臣小区,(岳麓岳麓其他)岳麓区山语林局东南侧,5438,暂无信息 ,未知类型,暂无信息,暂无信息,暂无信息,2栋,4户
玉兰路19号,(岳麓河西人人乐)玉兰路19号,5844,暂无信息 ,未知类型,暂无信息,暂无信息,暂无信息,1栋,1户
学士街道社区卫生服务中心员工福利房,(岳麓含浦)湖南省长沙市岳麓区含浦大道西50米,5128,2003年建成 ,板楼,0.1元/平米/月,暂无信息,暂无信息,1栋,1户
金富北城,(望城望城区)445乡道金富北城,5275,2000年建成 ,板楼/塔板结合,1.2元/平米/月,长沙绅嘉物业管理有限公司,长沙恒天房地产实业有限公司,7栋,466户
中南汽车世界,(长沙县中南汽车世界)博展路189号,4817,2000年建成 ,板楼,0.5元/平米/月,湖南省恒广发展集团有限公司,湖南省恒广发展集团有限公司,173栋,6395户
高域自然城一期,(望城望城区)郭亮中路与旺旺西路交汇处西北角（高塘岭镇黄桥大道旁）,5612,2010年建成 ,塔板结合,1.5元/平米/月,湖南鼎鸿物业有限公司,长沙市望城区纬地置业有限公司,13栋,1814户
废旧物资市场宿舍,(望城望城区)雷锋大道废旧物资市场宿舍,4400,2000年建成 ,板楼/塔板结合,0.5至0.7元/平米/月,暂无信息,暂无信息,15栋,550户
佐佑公寓,(长沙县泉塘)盼盼路与东七线交汇处东交角,5733,2013年建成 ,塔楼,2元/平米/月,长沙市佐佑物业管理有限公司,长沙金沙置业开发有限公司,1栋,612户
湘绣城,(长沙县中南汽车世界)开元西路1号,5697,2004年建成 ,板楼/塔板结合,0.5至1元/平米/月,长沙宝地物业管理有限公司,湖南湘绣城置业有限公司,50栋,2997户
福临门名郡,(宁乡宁乡行政片区)三环北路福临门名郡,5635,暂无信息 ,未知类型,暂无信息,暂无信息,暂无信息,15栋,1304户
中鼎江岸花城,(望城望城区)郭亮北路70号,5580,2010年建成 ,板楼/塔板结合,1.3至1.8元/平米/月,湖南兴文物业管理有限公司,湖南中鼎置业有限公司,10栋,1242户
鑫天山城明珠,(天心暮云)南托岭鑫天山城明珠104号,5791,2009年建成 ,板楼/塔板结合,1.2至1.5元/平米/月,长沙鑫福物业管理,暂无信息,13栋,1373户
滕泰佳园,(天心暮云)芙蓉南路腾泰佳园,5954,2000年建成 ,板楼,1.2元/平米/月,湘雅单位物业公司,河北滕华房地产开发有限公司,3栋,354户
尚都花园城,(长沙县泉塘)泉塘街道办事处梨江社区,6489,2000年建成 ,塔楼/塔板结合,1.2元/平米/月,深圳万厦物业管理有限公司,连云港尚都置业有限公司,8栋,2749户
时代星城,(长沙县泉塘)漓湘中路5号,6397,2000年建成 ,塔楼/板楼/塔板结合,1.2元/平米/月,湖南京电物业管理有限公司,湖南旭霞房地产开发有限公司,5栋,2833户
星城国际,(长沙县泉塘)漓湘东路19号,6746,2006年建成 ,板楼/塔板结合,0.5至1.2元/平米/月,长沙相成物业管理有限公司,长沙三兴置业有限公司,29栋,2955户
同丰楼,(芙蓉晚报)芙蓉区湘湖路1号,5953,2000年建成 ,板楼,暂无信息,无物业服务管理,无开发商,2栋,113户
明城公寓,(长沙县泉塘)板仓南路19号,6423,2000年建成 ,塔楼,1.2元/平米/月,暂无信息,上海明城花苑管理有限公司,3栋,1178户
知微园,(长沙县松雅湖)东升路98号,6630,2002年建成 ,塔板结合,1元/平米/月,长沙欣润物业管理有限公司,湖南鹏程置业发展有限公司,4栋,374户
香樟路电信宿舍,(雨花韶山南路)香樟路88号,6557,1995年建成 ,塔楼,0.5元/平米/月,业主自筹物业,无开发商,10栋,448户
湘楚家园,(长沙县月湖)大塘巷25号,6397,2004年建成 ,板楼/塔板结合,1元/平米/月,湖南佳和物业服务有限责任公司,湖南湘楚置业有限公司,8栋,678户
湘瑞家园,(长沙县万家丽北)南塘路20号,6526,2009年建成 ,板楼,0.5至1.2元/平米/月,湖南万基物业服务有限公司,湖南盛地置业有限公司,21栋,1080户
东门尚苑,(长沙县汽车东站)星沙大道2号,6772,2008年建成 ,塔楼/板楼,0.5至1.2元/平米/月,长沙雅景物业管理有限公司,湖南辉宏置业有限公司,9栋,1172户
东城名苑,(长沙县泉塘)漓湘东路63号,6347,2005年建成 ,板楼/塔板结合,0.6至1.2元/平米/月,业主自筹物业,湖南同盛置业发展有限公司,11栋,807户
未来蜂巢,(长沙县泉塘)盼盼路588号,6777,2009年建成 ,塔楼/板楼/塔板结合,1.2至1.3元/平米/月,长沙美好愿景物业管理有限公司,湖南未来置业开发有限公司,6栋,1795户
星城雅郡,(长沙县月湖)319国道与京株高速公路交汇处,6735,2005年建成 ,塔楼/板楼/塔板结合,1.2元/平米/月, 长沙京海物业管理有限公司 ,湖南冠豪房地产开发有限公司,7栋,841户
绿荫家园,(雨花井湾子)井圭路67号,6365,2004年建成 ,板楼/塔板结合,0.6元/平米/月,湖南枫麓置业发展有限公司,湖南枫麓置业发展有限公司,14栋,633户
富绿山庄,(天心铁道学院)韶山南路576号,6580,2001年建成 ,板楼,0.8元/平米/月,长沙市富绿物业管理有限公司,湖南同发投资有限公司,12栋,416户
青青家园,(岳麓雷锋大道)雷锋大道青青家园,5917,1999年建成 ,板楼/塔板结合,0.5元/平米/月,长沙市君逸物业管理有限公司,无开发商,12栋,604户
凯旋帝景,(长沙县星沙其他)黄兴大道增辉凯旋帝景,6395,2003年建成 ,塔板结合,1.2元/平米/月,长沙欣润物业管理有限公司,暂无信息,5栋,737户
圣力华苑,(长沙县泉塘)漓湘东路28号,6793,2000年建成 ,塔楼/板楼,0.5至1.2元/平米/月,长沙相成物业管理有限公司,湖南圣力房地产开发有限公司,12栋,1300户
佳园星城,(雨花井湾子)井莲路369号,6757,2000年建成 ,板楼,0.5元/平米/月,长沙卿泰物业管理有限公司,长沙市佳城房地产开发有限公司,24栋,1146户
楚天馨苑,(长沙县泉塘)星沙大道与南山路交汇处,6755,2007年建成 ,板楼,1.2元/平米/月,潜润物业管理有限公司,湖南楚天房地产开发公司,5栋,768户
