小区名称,地址,参考价格,建筑年代,建筑类型,物业费用,物业公司,开发商,楼栋总数,房屋总数
海棠西区,(苏家屯区中心)雪松路,5338,1999年建成 ,板楼,1.5元/平米/月,沈阳保利海棠物业管理有限公司,无开发商,20栋,1625户
安居园,(苏家屯区中心)葵松路,5338,1999年建成 ,板楼,0.5元/平米/月,自主物业,无开发商,6栋,763户
工人村社区,(苏家屯区中心)桂花街320,4652,1999年建成 ,塔板结合,0.5至1元/平米/月,自主物业,无开发商,14栋,992户
丁香苑,(苏家屯区中心)丁香街,5592,1993年建成 ,板楼,0.5元/平米/月,自主物业,无开发商,18栋,1001户
货场家属楼,(苏家屯苏家屯区)牡丹街,5479,1998年建成 ,板楼,1元/平米/月,无物业公司,无开发商,6栋,555户
葵花路,(苏家屯区中心)葵花四街与南沙柳路,3947,2000年建成 ,板楼,0.8至1元/平米/月,沈阳市苏家屯区诚信物业管理有限责任公司,无,26栋,1747户
府西二区,(苏家屯区中心)翠柏路,4779,1999年建成 ,板楼,0.5元/平米/月,暂无信息,无开发商,8栋,889户
金宝花园,(苏家屯区中心)桂花街118,5776,2000年建成 ,板楼,0.8元/平米/月,自主物业, 重庆汇东房地产开发有限公司,34栋,1481户
广场社区,(苏家屯区中心)白杨路,5168,1999年建成 ,板楼,暂无信息,暂无信息,无开发商,26栋,1654户
葵松园,(苏家屯区中心)葵松二路,5539,1993年建成 ,板楼/塔板结合,0.5至10元/平米/月,社区物业,暂无信息,13栋,961户
金山社区,(苏家屯区中心)桂花街,4371,2000年建成 ,板楼,0.5元/平米/月,暂无信息,华夏集团,22栋,1026户
广和园,(苏家屯区中心)牡丹街,4295,1991年建成 ,板楼,0.5元/平米/月,暂无信息,无开发商,9栋,1049户
临湖社区,(苏家屯区中心)芙蓉街,5758,1995年建成 ,板楼,0.5元/平米/月,沈阳市苏家屯区诚信物业管理有限责任公司,无开发商,17栋,848户
三十中家属楼,(苏家屯区中心)葵松路,5674,1999年建成 ,板楼,暂无信息,无物业公司,无开发商,9栋,790户
北李小区,(于洪于洪广场)北李小区,5089,1994年建成 ,板楼,0.5元/平米/月,暂无信息,无开发商,16栋,856户
蔷薇河小区,(皇姑三台子)蔷薇河街,5843,1993年建成 ,未知类型,0.5元/平米/月,暂无信息,暂无信息,13栋,584户
223小区,(皇姑三台子)黄河北大街111,5647,1986年建成 ,塔楼/板楼,0.7元/平米/月,自主物业,无开发商,4栋,186户
泰山路,(皇姑北陵)泰山路,5080,1995年建成 ,板楼,0.5元/平米/月,暂无信息,无开发商,19栋,93户
北飞小区,(于洪西三台子)黄河北大街130,4804,2001年建成 ,板楼,0.8元/平米/月,暂无信息,无开发商,20栋,1489户
辽宁总队家属院,(皇姑北陵)长江北街35,5569,1998年建成 ,板楼,1元/平米/月,暂无信息,无开发商,4栋,170户
七模职工小区,(皇姑三台子)梅江街,5533,2000年建成 ,塔楼,暂无信息,自主物业,无开发商,5栋,300户
天意缘,(皇姑三台子)黄河北大街149,3970,2004年建成 ,板楼,0.5元/平米/月,暂无信息,无开发商,12栋,516户
吉林路社区,(和平马路湾)光荣街30号附近,5305,暂无信息 ,未知类型,暂无信息,无物业,无开发商,2栋,211户
云翠园,(苏家屯区中心)枫杨路69-2,5503,1999年建成 ,板楼,1元/平米/月,自己物业,无开发商,49栋,2831户
北大营东路,(大东上园)北大营东路,5717,1995年建成 ,板楼,暂无信息,无,无开发商,9栋,575户
怡园社区,(大东望花)望花中街55号,5284,1984年建成 ,板楼,0.5元/平米/月,自主物业,无开发商,10栋,566户
建新家园,(大东望花)建新家园,5848,1995年建成 ,板楼,1至12元/平米/月,自己物业,暂无信息,46栋,2688户
向工小区,(于洪丁香湖)昆山西路,5660,1998年建成 ,板楼,0.5元/平米/月,暂无信息,无,12栋,1068户
联盛巷,(大东上园)东陵西路联盛巷180,5599,1990年建成 ,板楼/塔板结合,0.5至1.5元/平米/月,社区物业,暂无信息,9栋,670户
邮政家属楼,(苏家屯区中心)含笑街,4147,1994年建成 ,板楼,1元/平米/月,暂无信息,大庆市让胡路火车站地区建设开发整理投资有限公司,4栋,398户
老街社区,(苏家屯区中心)白杨路,5252,1995年建成 ,塔楼/板楼,0.5元/平米/月,暂无信息,暂无信息,23栋,2308户
含笑社区,(苏家屯区中心)白杨路,4979,1995年建成 ,板楼/塔板结合,0.5至0.8元/平米/月,自主物业,无开发商,20栋,1339户
科圣花园,(苏家屯区中心)含笑街,5783,2001年建成 ,塔板结合,1.8元/平米/月,沈阳慧宇物业管理有限公司,北京圣科投资有限公司,8栋,336户
炮兵学院,(沈河马关桥)东大营街,4028,2000年建成 ,未知类型,暂无信息,暂无信息,无开发商,21栋,988户
勋业路小区,(铁西西站)肇工街145号,5581,2003年建成 ,板楼,0.5元/平米/月,自主物业,无开发商,12栋,1061户
佳富公寓,(铁西保工南)齐贤南街154-162号,5223,1995年建成 ,板楼,1.5元/平米/月,沈阳物业总公司,无开发商,4栋,834户
龙山路,(于洪荷兰村)龙山路,5367,1999年建成 ,板楼/塔板结合,5元/平米/月,无物业公司,无开发商,2栋,258户
沈阳农业大学小区,(沈河马关桥)东陵路,5480,2003年建成 ,板楼,0.5元/平米/月,自主物业,沈阳市沈河区沈阳佳建置业开发有限公司,12栋,403户
海棠小区,(苏家屯区中心)秋菊街,5528,2000年建成 ,板楼/塔板结合,28元/平米/月,沈阳保利海棠物业管理有限公司,无开发商,7栋,862户
塔柏小区,"(苏家屯区中心)玫瑰家园, 青年大街262号",4897,1998年建成 ,板楼,0.5元/平米/月,自主物业,无开发商,13栋,1012户
铁路小区,(苏家屯区中心)雪柳街,4436,1999年建成 ,塔楼,0.5元/平米/月,自主物业,无开发商,15栋,1620户
丁香花园,(苏家屯区中心)枫杨路111-1,5766,1993年建成 ,塔楼,0.85元/平米/月,自主物业,无开发商,19栋,1027户
牡丹小区,(苏家屯区中心)牡丹街,4774,暂无信息 ,板楼,7元/平米/月,无物业公司,暂无信息,4栋,335户
枫林花园,(浑南营城子)营城子大街,4349,2003年建成 ,板楼,0.5元/平米/月,自主物业,无开发商,7栋,540户
春蕾花苑,(苏家屯会展中心)春蕾街,5640,1999年建成 ,板楼,0.1元/平米/月,无物业,暂无信息,13栋,840户
大格北区,(苏家屯区中心)白松路,4937,1999年建成 ,板楼,0.1至1元/平米/月,自己物业,无开发商,19栋,1073户
金宝花园二期,(苏家屯区中心)桂花街,5623,2002年建成 ,板楼,0.8元/平米/月,自主物业,暂无信息,34栋,637户
府西一区,(苏家屯区中心)丽花街,4699,1999年建成 ,板楼,0.5至1元/平米/月,无物业,无开发商,9栋,962户
雪松新城B区,(苏家屯区中心)雪柳街,5171,1999年建成 ,板楼,1至1.2元/平米/月,沈阳丰乐物业,无开发商,7栋,531户
白松小区,(苏家屯区中心)白松路,4288,1998年建成 ,板楼,1元/平米/月,沈阳苏防泰物业管理有限公司,暂无信息,7栋,379户
府西小区,(苏家屯区中心)翠柏路,5083,1999年建成 ,板楼,1元/平米/月,自主物业,无开发商,6栋,617户
文竹二期2,(苏家屯区中心)文竹街文竹二期2,4052,2006年建成 ,板楼,0.5元/平米/月,自主物业,无开发商,13栋,619户
金山铁路住宅小区,(苏家屯区中心)金山铁路住宅小区,5031,1990年建成 ,板楼/塔板结合,0.5至1元/平米/月,沈阳金山物业管理有限公司,暂无信息,26栋,1674户
南莹新村东区,(苏家屯区中心)沙柳路31,5765,1999年建成 ,塔楼,0.5元/平米/月,自主物业,无开发商,15栋,733户
校林社区,(苏家屯区中心)香柏路23,5348,1995年建成 ,板楼,暂无信息,无物业,无开发商,14栋,896户
国工二街2-36,(铁西云峰)国工二街2-36,7232,1995年建成 ,板楼,0.5元/平米/月,香港英皇物业,无开发商,10栋,503户
牛心屯二路,(铁西重工街)牛心屯二路12,5601,1998年建成 ,未知类型,暂无信息,自主物业,无开发商,1栋,78户
大拖家园,(铁西张士)大拖家园,5572,1999年建成 ,塔板结合,0.5元/平米/月,业主自筹物业,无开发商,5栋,410户
牛心屯三街,(铁西重工街)牛心屯三街32,5196,暂无信息 ,未知类型,暂无信息,暂无信息,暂无信息,1栋,52户
牛心屯二街,(铁西重工街)牛心屯二街,5373,1998年建成 ,板楼,0.5元/平米/月,自主物业,无开发商,3栋,185户
康居苑小区,(铁西重工街)北一西路25号,5848,2009年建成 ,塔楼/板楼,0.5至1元/平米/月,自主物业,无开发商,9栋,804户
北一西路,(铁西重工街)北一西路11-1,4904,1999年建成 ,板楼,暂无信息,自持物业,暂无信息,6栋,62户
融创唐轩上城,(沈北新区新城子)常州路27号,5487,2017年建成 ,板楼,1.8至2.3元/平米/月,融创物业服务集团有限公司,沈阳庞大置业有限公司,22栋,1189户
惠民新居,(沈河方家栏)方凌路21号,4426,2016年建成 ,板楼,1.5至2元/平米/月,沈阳凯世锦物业管理有限公司,沈阳惠民房地产开发股份有限公司,49栋,3304户
蔷薇河小区,(皇姑三台子)蔷薇河街,5843,1993年建成 ,未知类型,0.5元/平米/月,暂无信息,暂无信息,13栋,584户
223小区,(皇姑三台子)黄河北大街111,5647,1986年建成 ,塔楼/板楼,0.7元/平米/月,自主物业,无开发商,4栋,186户
北飞小区,(于洪西三台子)黄河北大街130,4804,2001年建成 ,板楼,0.8元/平米/月,暂无信息,无开发商,20栋,1489户
辽宁总队家属院,(皇姑北陵)长江北街35,5569,1998年建成 ,板楼,1元/平米/月,暂无信息,无开发商,4栋,170户
七模职工小区,(皇姑三台子)梅江街,5533,2000年建成 ,塔楼,暂无信息,自主物业,无开发商,5栋,300户
天意缘,(皇姑三台子)黄河北大街149,3970,2004年建成 ,板楼,0.5元/平米/月,暂无信息,无开发商,12栋,516户
龙山路,(于洪荷兰村)龙山路,5367,1999年建成 ,板楼/塔板结合,5元/平米/月,无物业公司,无开发商,2栋,258户
泰山路,(皇姑北陵)泰山路,5080,1995年建成 ,板楼,0.5元/平米/月,暂无信息,无开发商,19栋,93户
南九中路3,(铁西铁西广场)南九中路3,5531,1995年建成 ,板楼,0.8元/平米/月,自主物业,无开发商,4栋,203户
8号公寓,(于洪于洪新城)8号公寓,4891,2010年建成 ,板楼,1.5元/平米/月,自主物业,无开发商,17栋,1279户
育林社区,(苏家屯区中心)育林社区,5644,1990年建成 ,板楼,0.5元/平米/月,暂无信息,暂无信息,48栋,2713户
御龙湾,(于洪造化)马三家中街73号,4932,2015年建成 ,板楼,1元/平米/月,沈阳市商园物业有限公司,沈阳宸邦置业有限公司,13栋,688户
皇城社区,"(沈河中街)皇城社区, 西顺城内街",5795,1990年建成 ,塔楼,0.5元/平米/月,自主物业,无开发商,11栋,1195户
福宁公寓,(沈北新区新城子)贵州路37号,4624,1998年建成 ,板楼/塔板结合,0.5至1.5元/平米/月,沈阳福仁嘉物业管理有限公司,沈阳军辉房地产开发有限公司,28栋,1087户
祥瑞家园北区,(沈北新区道义)京沈东一街8-1号,5555,2000年建成 ,板楼,0.5至1元/平米/月,辽宁祥瑞房地产开发有限公司,无开发商,6栋,190户
新兴绿色家园,(苏家屯八一)大杨东路38号,4118,2000年建成 ,板楼,0.5元/平米/月,暂无信息,无开发商,22栋,856户
富民花园,(苏家屯八一)大盛路9号,4249,2004年建成 ,板楼,0.5元/平米/月,暂无信息,辽宁现代房产开发有限公司,33栋,1979户
正大香格城,(苏家屯区中心)文竹街24号,5563,2003年建成 ,塔楼/板楼/塔板结合,0.6至1元/平米/月,沈阳杰大物业管理有限公司,正大房地产开发有限公司,11栋,89户
长城金色佳园,(苏家屯区中心)丁香街169号,4099,2002年建成 ,板楼,1.8元/平米/月,无物业公司,暂无信息,8栋,204户
湖滨新村,(新民市新民市)东环南街湖滨新村,4688,暂无信息 ,板楼,0.8元/平米/月,暂无信息,暂无信息,15栋,999户
依林东郡,(新民市新民市)东环南街依林东郡,4108,暂无信息 ,板楼,暂无信息,暂无信息,暂无信息,3栋,4户
商贸国际A座,(和平太原街)南二马路33号,5682,2000年建成 ,平房,0.1元/平米/月,宜春社区政务服务站,无开发商,1栋,580户
福宁公寓,(沈北新区新城子)贵州路37号,4624,1998年建成 ,板楼/塔板结合,0.5至1.5元/平米/月,沈阳福仁嘉物业管理有限公司,沈阳军辉房地产开发有限公司,28栋,1087户
弓匠小区,(铁西经济技术开发区)中央大街8甲2号,3967,暂无信息 ,板楼,1元/平米/月,暂无信息,暂无信息,16栋,586户
家宁花园,(铁西经济技术开发区)沈辽西路65号,5200,2000年建成 ,板楼,1元/平米/月,暂无信息,无开发商,16栋,703户
城建和谐城,(大东陶瓷城)轩兴路城建和谐城,5572,1993年建成 ,板楼,1元/平米/月,暂无信息,无开发商,37栋,2856户
观泉佳园,(大东望花)观泉路106号,5405,2017年建成 ,板楼,0.5元/平米/月,自主物业,无开发商,17栋,2658户
林学会宿舍,(皇姑长客)鸭绿江街林学会宿舍,5711,1998年建成 ,板楼,暂无信息,暂无信息,暂无信息,1栋,98户
富宸家苑,(沈北新区新城子)贵州路56-26号,4619,2012年建成 ,板楼/塔板结合,0.6至1元/平米/月,业主自筹物业,暂无信息,23栋,412户
金汇雅居,(新民市新民市)振兴六街3-2号,4768,2002年建成 ,板楼,0.5至1.5元/平米/月,沈阳金诚永泰物业有限公司,沈阳汇金置业有限公司,17栋,132户
商贸国际B座,(和平太原街)太原南街90号,5425,2000年建成 ,塔板结合,0.1元/平米/月,宜春社区政务服务站,无开发商,1栋,493户
油化家属楼,(铁西启工街)卫工北街油化家属楼,5711,暂无信息 ,板楼,暂无信息,暂无信息,暂无信息,2栋,249户
金山铁路小区,(苏家屯区中心)葵松路11号,4668,1993年建成 ,板楼,0.7元/平米/月,沈阳金山物业管理有限公司,沈阳物华置业公司,14栋,314户
丰瑞威士顿广场,(大东东中街)小津桥路3号,5583,2006年建成 ,未知类型,1元/平米/月,暂无信息,暂无信息,2栋,1044户
汪家馨城,(浑南沈抚新区)金枫街汪家馨城,4819,1999年建成 ,板楼,1至1.5元/平米/月,滑翔一小区物业,无开发商,38栋,3538户
福星社区,(沈北新区新城子)福州路45-12号,4173,1998年建成 ,板楼/塔板结合,0.5至1.5元/平米/月,无,暂无信息,38栋,1943户
依林尚城,(新民市新民市)南郊路31-9号,4274,2000年建成 ,板楼,0.8至1元/平米/月,新民物业公司,漯河依林置业有限公司,28栋,1139户
富莱国际商厦,(大东八王寺)沈阳市大东区天后宫路146号,5602,2004年建成 ,未知类型,暂无信息,暂无信息,暂无信息,1栋,32户
农业大学家属楼,(于洪西三台子)乐山西路3号,5622,1998年建成 ,板楼,0.5元/平米/月,自主物业,暂无信息,2栋,147户
卓越馨城,(新民市新民市)东郊路12号,3989,暂无信息 ,板楼,3元/平米/月,暂无信息,暂无信息,14栋,731户
湖畔新城西区,(于洪丁香湖)汀江街40号-2号,5473,2005年建成 ,板楼/塔板结合,1至28元/平米/月,沈阳宸安物业有限公司,无开发商,21栋,2042户
书香雅园,(沈北新区蒲河新城)通顺街67号,5102,2008年建成 ,板楼,1元/平米/月,自持物业,暂无信息,4栋,181户
假日小城,(于洪沙岭)沙岭路1号,5594,2006年建成 ,板楼,1元/平米/月,沈阳惠盛物业管理有限公司,暂无信息,35栋,2191户
向阳春晖园南区,(新民市新民市)站前大街向阳春晖园南区,4542,暂无信息 ,板楼,2元/平米/月,沈阳万科物业服务有限公司万科城房产置业中心,暂无信息,17栋,871户
碧桂园凤凰城三号院,(苏家屯区中心)丁香街216-E3,4890,2009年建成 ,板楼,2元/平米/月,碧桂园物业管理有限公司,暂无信息,3栋,137户
泰丰苑,(沈北新区道义)道义北大街115-3号,5739,2000年建成 ,板楼,0.5元/平米/月,无,暂无信息,5栋,205户
东城紫祥苑,(新民市新民市)中兴东路3号,3990,暂无信息 ,板楼,暂无信息,自主物业,暂无信息,8栋,338户
秀水花城,(苏家屯区中心)乔松路33号,4792,2009年建成 ,板楼,0.6元/平米/月,暂无信息,暂无信息,18栋,1295户
和谐花园,(铁西经济技术开发区)沈新西路80号,4366,2005年建成 ,板楼,暂无信息,暂无信息,暂无信息,71栋,4131户
沈阳矿务局小区,(沈北新区虎石台)建设北二路沈阳矿务局小区,4888,暂无信息 ,板楼,1元/平米/月,暂无信息,暂无信息,5栋,153户
锦绣前程,(苏家屯八一)瑰香街55号,4632,暂无信息 ,板楼,0.5元/平米/月,自主物业,暂无信息,12栋,492户
依林东郡,(新民市新民市)东环南街依林东郡,4108,暂无信息 ,板楼,暂无信息,暂无信息,暂无信息,3栋,4户
金山铁路小区,(苏家屯区中心)葵松路11号,4668,1993年建成 ,板楼,0.7元/平米/月,沈阳金山物业管理有限公司,沈阳物华置业公司,14栋,314户
卓越馨城,(新民市新民市)东郊路12号,3989,暂无信息 ,板楼,3元/平米/月,暂无信息,暂无信息,14栋,731户
向阳春晖园北区,(新民市新民市)站前大街98-1号,4249,暂无信息 ,板楼,1元/平米/月,暂无信息,暂无信息,8栋,282户
雅圣园,(沈北新区蒲河新城)沈北路186甲号,4525,2006年建成 ,板楼/塔板结合,1元/平米/月,暂无信息,暂无信息,4栋,164户
湖畔新城西区,(于洪丁香湖)汀江街40号-2号,5473,2005年建成 ,板楼/塔板结合,1至28元/平米/月,沈阳宸安物业有限公司,无开发商,21栋,2042户
共和社区,(铁西经济技术开发区)沈新西路231号,5501,1995年建成 ,板楼,1元/平米/月,自持物业,暂无信息,20栋,948户
人和新居,(沈北新区蒲河新城)聚农路33号,5134,2005年建成 ,板楼,1元/平米/月,自有物业公司,暂无信息,31栋,1355户
金汇雅居,(新民市新民市)振兴六街3-2号,4768,2002年建成 ,板楼,0.5至1.5元/平米/月,沈阳金诚永泰物业有限公司,沈阳汇金置业有限公司,17栋,132户
城建和谐城,(大东陶瓷城)轩兴路城建和谐城,5572,1993年建成 ,板楼,1元/平米/月,暂无信息,无开发商,37栋,2856户
林学会宿舍,(皇姑长客)鸭绿江街林学会宿舍,5711,1998年建成 ,板楼,暂无信息,暂无信息,暂无信息,1栋,98户
观泉佳园,(大东望花)观泉路106号,5405,2017年建成 ,板楼,0.5元/平米/月,自主物业,无开发商,17栋,2658户
商贸国际B座,(和平太原街)太原南街90号,5425,2000年建成 ,塔板结合,0.1元/平米/月,宜春社区政务服务站,无开发商,1栋,493户
张士新居,(铁西)二号街2号,4419,2003年建成 ,板楼,1元/平米/月,业主自筹物业,暂无信息,5栋,259户
油化家属楼,(铁西启工街)卫工北街油化家属楼,5711,暂无信息 ,板楼,暂无信息,暂无信息,暂无信息,2栋,249户
书香雅园,(沈北新区蒲河新城)通顺街67号,5102,2008年建成 ,板楼,1元/平米/月,自持物业,暂无信息,4栋,181户
碧塘社区,(皇姑北行)昆山中路74号,4679,1987年建成 ,板楼,暂无信息,暂无信息,暂无信息,3栋,123户
丰乐家园,(浑南沈抚新区)上伯官街692-21号,4265,2010年建成 ,板楼,1至1.5元/平米/月,沈阳丰乐物业,暂无信息,15栋,1289户
贵州路,(沈北新区新城子)贵州路,4451,2006年建成 ,板楼,1元/平米/月,自持物业,暂无信息,2栋,95户
伯爵公园道1号,(新民市新民市)辽河大街伯爵公园道1号,4052,暂无信息 ,板楼,2元/平米/月,暂无信息,暂无信息,5栋,5户
丽景名居,(于洪造化)西江北街丽景名居,3923,2016年建成 ,板楼,1.2元/平米/月,第一太平洋戴维斯物业,暂无信息,28栋,2667户
新水湾河畔花园,(沈北新区新城子)杭州路166号,4624,2000年建成 ,板楼/塔板结合,0.5至1.3元/平米/月,社区物业,暂无信息,22栋,260户
进步新居,(沈北新区道义)蒲田路进步新居,5447,2010年建成 ,板楼,0.5元/平米/月,沈阳时代金科置业物业服务公司,暂无信息,30栋,1836户
百利保商务公寓,(和平太原街)中华路88-1号,5461,2000年建成 ,塔楼,暂无信息,暂无信息,暂无信息,1栋,31户
变压器小区,(皇姑塔湾)苍山路31号楼,5144,暂无信息 ,未知类型,暂无信息,暂无信息,暂无信息,1栋,2户
幸福花园,(和平马路湾)迎春北街81号,5137,暂无信息 ,未知类型,暂无信息,暂无信息,暂无信息,7栋,313户
荣业中央广场,(新民市新民市)东郊路14号,4834,2010年建成 ,塔楼/板楼,1元/平米/月,暂无信息,暂无信息,3栋,2户
财富大厦,(皇姑北行)皇姑区长江南街6号,5846,暂无信息 ,未知类型,暂无信息,暂无信息,暂无信息,1栋,305户
画苑小区,(铁西经济技术开发区)沈辽西路124-1,5195,1999年建成 ,板楼,0.8元/平米/月,暂无信息,暂无信息,5栋,98户
瑞公馆,(大东东北大马路)东北大马路瑞公馆,5529,2007年建成 ,塔楼/板楼,2.4至2.5元/平米/月,暂无信息,暂无信息,9栋,3015户
蒲河·博仕园,(沈北新区)蒲河路181-7,3976,2011年建成 ,板楼,暂无信息,暂无信息,暂无信息,3栋,3户
站前街,(沈北新区虎石台)站前街,4576,1996年建成 ,板楼,暂无信息,暂无信息,暂无信息,8栋,230户
嘉环大厦,(和平马路湾)和平南大街39,5161,2007年建成 ,板楼,暂无信息,暂无信息,暂无信息,1栋,145户
樱花路3甲,(苏家屯佟沟新城)樱花路3甲,5815,2005年建成 ,塔板结合,暂无信息,暂无信息,暂无信息,1栋,1户
珠江雅苑,(皇姑北行)华山路198号,4650,暂无信息 ,未知类型,暂无信息,暂无信息,暂无信息,3栋,225户
明北社区,(皇姑塔湾)锦水街84号,5662,暂无信息 ,板楼,暂无信息,暂无信息,暂无信息,1栋,1户
进步新居,(沈北新区道义)蒲田路进步新居,5447,2010年建成 ,板楼,0.5元/平米/月,沈阳时代金科置业物业服务公司,暂无信息,30栋,1836户
丽景名居,(于洪造化)西江北街丽景名居,3923,2016年建成 ,板楼,1.2元/平米/月,第一太平洋戴维斯物业,暂无信息,28栋,2667户
丰乐家园,(浑南沈抚新区)上伯官街692-21号,4265,2010年建成 ,板楼,1至1.5元/平米/月,沈阳丰乐物业,暂无信息,15栋,1289户
贵州路,(沈北新区新城子)贵州路,4451,2006年建成 ,板楼,1元/平米/月,自持物业,暂无信息,2栋,95户
伯爵公园道1号,(新民市新民市)辽河大街伯爵公园道1号,4052,暂无信息 ,板楼,2元/平米/月,暂无信息,暂无信息,5栋,5户
