小区名称,地址,参考价格,建筑年代,建筑类型,物业费用,物业公司,开发商,楼栋总数,房屋总数
锦丰新天地,(张家港锦丰)永新路锦丰新天地,5187,暂无信息 ,板楼,暂无信息,暂无信息,暂无信息,1栋,36户
翟家岸南路100号,(张家港金港)翟家岸南路100号,5657,暂无信息 ,未知类型,暂无信息,暂无信息,暂无信息,1栋,30户
镇南新村,(张家港锦丰)人民路镇南新村,6017,暂无信息 ,未知类型,暂无信息,暂无信息,暂无信息,11栋,276户
悦兴花苑,(张家港锦丰)华昌路悦兴花苑,7671,暂无信息 ,板楼/塔板结合,0.4至1.02元/平米/月,暂无信息,暂无信息,23栋,790户
西苑新村,(张家港锦丰)锦花路西苑新村,6199,暂无信息 ,板楼/塔板结合,1元/平米/月,暂无信息,暂无信息,11栋,337户
团结东村,(张家港金港)团结路团结东村,7418,暂无信息 ,塔板结合,1元/平米/月,暂无信息,暂无信息,2栋,32户
江海新邨,(张家港金港)中兴北路89号,6002,暂无信息 ,平房,0.5元/平米/月,暂无信息,暂无信息,3栋,90户
翟家岸南路100号,(张家港金港)翟家岸南路100号,5657,暂无信息 ,未知类型,暂无信息,暂无信息,暂无信息,1栋,30户
中行家属楼,(张家港金港)中圩路中行家属楼,5805,暂无信息 ,塔板结合,暂无信息,暂无信息,暂无信息,1栋,28户
锦丰新天地,(张家港锦丰)永新路锦丰新天地,5187,暂无信息 ,板楼,暂无信息,暂无信息,暂无信息,1栋,36户
镇南新村,(张家港锦丰)人民路镇南新村,6017,暂无信息 ,未知类型,暂无信息,暂无信息,暂无信息,11栋,276户
双龙花园中区,(张家港凤凰)金谷路双龙花园中区,7451,暂无信息 ,板楼/塔板结合,暂无信息,暂无信息,暂无信息,44栋,1314户
富都花园,(张家港金港)天台北路15号,5808,暂无信息 ,未知类型,暂无信息,暂无信息,暂无信息,2栋,176户
金湾花园,(张家港金港)中华路20号,5920,暂无信息 ,塔板结合,1元/平米/月,暂无信息,暂无信息,23栋,514户
聚兴苑,(张家港锦丰)锦中路5号,7162,暂无信息 ,板楼,1元/平米/月,暂无信息,暂无信息,40栋,777户
程墩花苑,(张家港凤凰)金阳路程墩花苑,4583,暂无信息 ,未知类型,1元/平米/月,暂无信息,暂无信息,15栋,338户
聚成苑,(张家港南丰)新丰路聚成苑,7755,暂无信息 ,塔板结合,1.2元/平米/月,业主自管,暂无信息,21栋,1088户
城建花园,(张家港金港)中港南路12号,6932,暂无信息 ,塔板结合,1元/平米/月,暂无信息,暂无信息,2栋,76户
文昌小区南区,(张家港金港)文昌路1号,6165,暂无信息 ,塔板结合,1元/平米/月,暂无信息,暂无信息,10栋,226户
新联花苑,(张家港南丰)泗兴路新联花苑,7681,暂无信息 ,板楼/塔板结合,0.6元/平米/月,暂无信息,暂无信息,6栋,289户
凤凰花苑,(张家港凤凰)汉江路凤凰花苑,6357,暂无信息 ,塔板结合,暂无信息,暂无信息,暂无信息,62栋,1671户
黄金樽小区,(太仓璜泾)园林路168号,6354,暂无信息 ,塔板结合,暂无信息,暂无信息,暂无信息,2栋,56户
琴湖城市广场,(常熟琴湖)富春江西路10号,5000,暂无信息 ,未知类型,暂无信息,暂无信息,暂无信息,1栋,275户
府南花园,(太仓璜泾)园林南路府南花园,7766,暂无信息 ,塔楼,暂无信息,暂无信息,暂无信息,2栋,33户
陈家办弄,(吴江汾湖)陈家办弄,6297,暂无信息 ,板楼,暂无信息,暂无信息,暂无信息,1栋,1户
康居花园,(太仓港区)南环路康居花园,5381,暂无信息 ,未知类型,暂无信息,暂无信息,暂无信息,68栋,2401户
西北街65号,(吴江汾湖)西北街65号,7304,暂无信息 ,未知类型,暂无信息,暂无信息,暂无信息,1栋,1户
西菜场,(张家港塘桥)鹿苑西菜场,6057,暂无信息 ,未知类型,暂无信息,暂无信息,暂无信息,1栋,1户
塍德小区一区,(张家港金港)文星南路塍德小区一区,6737,暂无信息 ,板楼/塔板结合,1元/平米/月,暂无信息,暂无信息,64栋,1452户
宝灵新邨,(张家港金港)巫山东路宝灵新邨,7101,暂无信息 ,未知类型,1元/平米/月,暂无信息,暂无信息,12栋,168户
安利新村,(张家港金港)安利街安利新村,7483,暂无信息 ,未知类型,1元/平米/月,暂无信息,暂无信息,16栋,406户
海沙新村,(张家港锦丰)育才路海沙新村,6037,暂无信息 ,未知类型,0.4元/平米/月,暂无信息,暂无信息,40栋,968户
和平花园一期,(太仓港区)南环路和平花园一期,5803,暂无信息 ,未知类型,暂无信息,暂无信息,暂无信息,26栋,612户
锦苑新村,(张家港锦丰)永新路187号,5697,暂无信息 ,塔板结合,0.42元/平米/月,暂无信息,暂无信息,25栋,723户
利泰新村,(太仓沙溪)油化路利泰新村,7248,暂无信息 ,未知类型,暂无信息,暂无信息,暂无信息,7栋,180户
朱家弄,(吴江盛泽)朱家弄,6121,暂无信息 ,未知类型,暂无信息,暂无信息,暂无信息,6栋,6户
江南花苑,(太仓璜泾)玉影路江南花苑,6310,暂无信息 ,板楼/塔板结合,0.45至1.5元/平米/月,暂无信息,暂无信息,9栋,380户
景栊湾,(太仓璜泾)玉影路1号,6440,暂无信息 ,板楼/塔板结合,0.8至1.3元/平米/月,暂无信息,暂无信息,12栋,467户
九曲弄38号,(吴江汾湖)九曲弄38号,7803,暂无信息 ,未知类型,暂无信息,暂无信息,暂无信息,1栋,8户
学前小区,(张家港金港)千禧南路7号,6588,暂无信息 ,塔板结合,暂无信息,暂无信息,暂无信息,57栋,1236户
新卫苑小区,(太仓双凤)沿塘路新卫苑小区,5256,暂无信息 ,未知类型,暂无信息,暂无信息,暂无信息,101栋,101户
双龙花园中区,(张家港凤凰)金谷路双龙花园中区,7451,暂无信息 ,板楼/塔板结合,暂无信息,暂无信息,暂无信息,44栋,1314户
富都花园,(张家港金港)天台北路15号,5808,暂无信息 ,未知类型,暂无信息,暂无信息,暂无信息,2栋,176户
金湾花园,(张家港金港)中华路20号,5920,暂无信息 ,塔板结合,1元/平米/月,暂无信息,暂无信息,23栋,514户
聚兴苑,(张家港锦丰)锦中路5号,7162,暂无信息 ,板楼,1元/平米/月,暂无信息,暂无信息,40栋,777户
悦兴花苑,(张家港锦丰)华昌路悦兴花苑,7671,暂无信息 ,板楼/塔板结合,0.4至1.02元/平米/月,暂无信息,暂无信息,23栋,790户
西苑新村,(张家港锦丰)锦花路西苑新村,6199,暂无信息 ,板楼/塔板结合,1元/平米/月,暂无信息,暂无信息,11栋,337户
广场新村,(张家港乐余)乐富路69号,7114,暂无信息 ,塔板结合,暂无信息,暂无信息,暂无信息,14栋,228户
华申苑,(张家港金港)德申路206号,6968,暂无信息 ,塔板结合,1.5元/平米/月,小区物业,暂无信息,27栋,358户
李巷花苑,(张家港张家港城南)花苑路李巷花苑,6665,暂无信息 ,未知类型,暂无信息,暂无信息,暂无信息,4栋,168户
新晨新村,(张家港金港)长江中路131号,5914,暂无信息 ,塔板结合,1元/平米/月,暂无信息,暂无信息,5栋,104户
西兴花苑,(张家港锦丰)青年路西兴花苑,6188,暂无信息 ,塔板结合,暂无信息,暂无信息,暂无信息,14栋,283户
富豪村,(张家港金港)巫山东路富豪村,6355,暂无信息 ,塔板结合,暂无信息,暂无信息,暂无信息,20栋,232户
锦中路7号,(张家港锦丰)锦中路7号,5945,暂无信息 ,塔板结合,暂无信息,暂无信息,暂无信息,1栋,24户
元丰小区,(张家港金港)天霸路元丰小区,6236,暂无信息 ,板楼/平房,1元/平米/月,暂无信息,暂无信息,35栋,893户
安利四村,(张家港金港)天台北路安利四村,6448,暂无信息 ,未知类型,暂无信息,暂无信息,暂无信息,3栋,61户
和平苑,(张家港锦丰)锦绣路40号,6558,暂无信息 ,未知类型,暂无信息,暂无信息,暂无信息,22栋,367户
塍德社区,(张家港金港)文星南路塍德社区,7153,暂无信息 ,塔板结合,1元/平米/月,暂无信息,暂无信息,45栋,1313户
新联花苑,(张家港南丰)泗兴路新联花苑,7681,暂无信息 ,板楼/塔板结合,0.6元/平米/月,暂无信息,暂无信息,6栋,289户
金桥花园二区,(张家港金港)中兴南路金桥花园二区,7365,暂无信息 ,塔板结合,暂无信息,金桥物业,暂无信息,28栋,576户
通运路100号,(吴江平望)通运路100号,7008,暂无信息 ,未知类型,暂无信息,暂无信息,暂无信息,1栋,1户
利泰新村,(太仓沙溪)油化路利泰新村,7248,暂无信息 ,未知类型,暂无信息,暂无信息,暂无信息,7栋,180户
张家港合影兴星火公寓,(张家港锦丰)阿里山路张家港合影兴星火公寓,6989,暂无信息 ,塔板结合,1元/平米/月,暂无信息,暂无信息,2栋,180户
民丰小区,(张家港南丰)民丰南路民丰小区,6913,暂无信息 ,板楼,暂无信息,暂无信息,暂无信息,24栋,37户
中行家属楼,(张家港金港)中圩路中行家属楼,5805,暂无信息 ,塔板结合,暂无信息,暂无信息,暂无信息,1栋,28户
盛世华庭,(太仓沙溪)玄恭街78号,7566,暂无信息 ,未知类型,暂无信息,暂无信息,暂无信息,4栋,125户
江城公寓,(太仓城厢)县府东街江城公寓,5513,暂无信息 ,未知类型,暂无信息,暂无信息,暂无信息,1栋,63户
通运路100号,(吴江平望)通运路100号,7008,暂无信息 ,未知类型,暂无信息,暂无信息,暂无信息,1栋,1户
永锦园,(张家港南丰)永锦路永锦园,6426,暂无信息 ,塔板结合,暂无信息,暂无信息,暂无信息,19栋,380户
锦中路12号,(张家港锦丰)锦中路12号,3689,暂无信息 ,未知类型,暂无信息,暂无信息,暂无信息,1栋,1户
上耀小区,(张家港金港)上耀路19号,6106,暂无信息 ,塔板结合,暂无信息,暂无信息,暂无信息,9栋,234户
宝灵新邨,(张家港金港)巫山东路宝灵新邨,7101,暂无信息 ,未知类型,1元/平米/月,暂无信息,暂无信息,12栋,168户
白洋湾财富湾商务广场,(昆山陆家)金阳东路1号,6460,暂无信息 ,板楼,2.5元/平米/月,富康物业管理有限公司,暂无信息,4栋,356户
塍德小区一区,(张家港金港)文星南路塍德小区一区,6737,暂无信息 ,板楼/塔板结合,1元/平米/月,暂无信息,暂无信息,64栋,1452户
安利新村,(张家港金港)安利街安利新村,7483,暂无信息 ,未知类型,1元/平米/月,暂无信息,暂无信息,16栋,406户
华尔润新村,(张家港锦丰)锦乐路华尔润新村,5190,暂无信息 ,未知类型,1元/平米/月,暂无信息,暂无信息,25栋,575户
向阳二村,(张家港锦丰)锦绣路向阳二村,6720,暂无信息 ,板楼/塔板结合,暂无信息,暂无信息,暂无信息,87栋,3189户
金羽雅苑,(太仓璜泾)崇文路金羽雅苑,7582,暂无信息 ,板楼,暂无信息,暂无信息,暂无信息,2栋,52户
锦都花苑,(张家港锦丰)锦店路76号,6546,暂无信息 ,塔板结合,0.42元/平米/月,暂无信息,暂无信息,16栋,343户
锦苑新村,(张家港锦丰)永新路187号,5697,暂无信息 ,塔板结合,0.42元/平米/月,暂无信息,暂无信息,25栋,723户
海沙新村,(张家港锦丰)育才路海沙新村,6037,暂无信息 ,未知类型,0.4元/平米/月,暂无信息,暂无信息,40栋,968户
和平花园一期,(太仓港区)南环路和平花园一期,5803,暂无信息 ,未知类型,暂无信息,暂无信息,暂无信息,26栋,612户
摩玛自由城,(昆山陆家)金阳西路87号,6999,暂无信息 ,塔楼,1.6至2.5元/平米/月,暂无信息,昆山光达房产开发有限公司,3栋,665户
悦来五村,(张家港锦丰)杨锦公路悦来五村,7421,暂无信息 ,塔板结合,0.42元/平米/月,暂无信息,暂无信息,40栋,1086户
镇山小区西区,(张家港金港)双龙南路镇山小区西区,7428,暂无信息 ,塔板结合,暂无信息,暂无信息,暂无信息,12栋,732户
